NAD	ADP	G6P	AcAld	DHAP	GAP	PYR	P2G	GLCi	F6P	PYRmito	BPG	PEP	F16bP	P3G	ATP	AMP	NADH
1.50329030201531	1.28198768168719	2.67504014044787	0.178140579850657	1.00415254899644	0.0451809175780963	1.81531251192736	0.127695817386632	0.09765223106456301	0.624976405532373	0.0	0.000736873499865602	0.0632352144936527	6.22132076069411	0.885688538360659	2.52512746499271	0.29288485332009107	0.0867096979846952
1.463909802963666	1.736430045100096	0.9053034281909456	0.11590074312799553	0.7931936958719723	0.0356903555689213	1.6831491374474377	0.08287359396065791	0.1745162148308686	0.20225649578027255	0.43219189024706833	0.00023076973605145747	0.03729027237713177	3.045522142770313	0.5809786590196726	1.3912625271873758	0.9723074277125185	0.1260901970363409
1.4634113785294411	1.7455517085668346	0.5999851259379398	0.10565628814010601	0.6585521658582264	0.029631908913996974	1.5589473700639378	0.06005061968177858	0.24536838517101744	0.12892286683553003	0.4063215798691094	0.0001380747751990384	0.030046573712312414	1.7239588709304352	0.4227764993754415	1.0471978372536492	1.3072504541795065	0.12658862147056538
1.462865198979325	1.728488326988136	0.5231176096926915	0.1017912483055962	0.617405715895415	0.027780470172970702	1.5132471621184733	0.05377233087651927	0.28272794812514773	0.11079540833979057	0.3887719973067522	0.00011621816297336197	0.0279023128505074	1.4389940982630283	0.37914946409758377	0.936331724105031	1.43517994890682	0.12713480102068236
1.4626963095130754	1.7218434210915752	0.5036761054234855	0.10069417297815765	0.6061722869361071	0.02727500887018231	1.500160175065028	0.052127776264334943	0.2948014322975539	0.10624850762117818	0.3832967257251599	0.00011078051080717326	0.027327821360203234	1.368827511599031	0.36771049307676684	0.9063182009056502	1.4718383780027606	0.1273036904869323
1.4626488918858849	1.7198558073572834	0.498426206439722	0.10038881003375573	0.603070010462563	0.027135418419132456	1.4965016369491855	0.05167907922919959	0.2982918917037473	0.1050238409919356	0.38174995634887265	0.00010931827690304998	0.0271700939352417	1.3499887885545332	0.36458861365575035	0.8980697656811004	1.4820744269616037	0.1273511081141218
1.4626356610249867	1.7192910100514203	0.4969745987195613	0.10030367955070772	0.6022067823740614	0.02709657650013597	1.4954802687374678	0.05155465212696654	0.299275449454731	0.10468546758857966	0.3813179323707816	0.00010891442250317357	0.02712627871183587	1.3447875157603633	0.3637228230588257	0.8957781412591367	1.484930848689432	0.12736433897502
1.462631968304226	1.719132557703393	0.4965704099935888	0.10027992174938195	0.6019659974767215	0.02708574211345413	1.4951951140234574	0.05151997817355304	0.2995507609609767	0.10459126968437593	0.38119734050602694	0.00010880200754328762	0.027114062847085493	1.3433398431786086	0.36348154878689864	0.8951392122475115	1.485728230049085	0.1273680316957809
1.4626309373961743	1.7190882576185829	0.4964576435423673	0.10027328926451762	0.6018987865692177	0.027082717883293497	1.4951154979410348	0.051510302130156456	0.29962768443947835	0.10456499050416447	0.38116367414492586	0.00010877064711017784	0.027110653450683725	1.3429359953180198	0.3634142188526762	0.8949608888692576	1.4859508535121488	0.12736906260383202
1.462630649567013	1.7190758839990048	0.49642616480654195	0.10027143748174576	0.6018800220654307	0.02708187355343029	1.4950932684915335	0.05150760089308691	0.2996491664344141	0.10455765479621831	0.3811542745227849	0.00010876189308251113	0.027109701621068703	1.3428232647572251	0.36339542248887047	0.8949111048330316	1.4860130111679526	0.12736935043299336
