IIa	Xa	Va	II	Xa_ATIII	IIa_alpha2M	PL	IIa_ATIII	X	PT	V	Values[AmAct]
0.0	0.0	0.0	1.4000000000000001	0.0	0.0	0.04999999	0.0	0.19999990000000004	0.0	0.029999990000000004	0.0
0.07382435309147822	0.010388515521243832	5.723414141355301e-05	1.2911025118931854	0.041610611759249114	0.00642333062020832	0.049999985451039584	0.028649804395128944	0.1480007681705468	4.548960434772448e-09	0.02994275130962606	0.07739572491631405
0.09547879462381702	0.007809282151305031	0.0001963891613923144	1.1838957248629367	0.08273171613971873	0.022091476630739112	0.04999997824654188	0.09853400388250776	0.10945888995551831	1.175345811616947e-08	0.029803589085149615	0.10776165563050796
0.08624893983982085	0.005782380671632583	0.00033984488206109914	1.1045125995153318	0.11329777414523988	0.038320150468373476	0.049999974935076054	0.17091831017647402	0.08091973011820383	1.5064923948462573e-08	0.029660130053015	0.1075549435002365
0.06966652897911645	0.004277805775020896	0.0004609534622906646	1.0459533959198941	0.13591927965647266	0.05208166431014899	0.04999997488022538	0.23229841079084043	0.059802799448732125	1.5119774609666343e-08	0.02953902141793477	0.09862393433555927
0.05369886243694804	0.003163132098468948	0.0005559624683765673	1.002758016285833	0.15265045851846934	0.06291684644948141	0.04999997651647754	0.280626274827738	0.044186295899539506	1.3483522470169277e-08	0.02944401404810101	0.0886806290628597
0.040495054172975706	0.0023380451143277907	0.0006281344404801276	0.9708925342200917	0.1650196830957112	0.07117088340623796	0.049999978737307216	0.31744152820069477	0.0326421605272684	1.1262692796123477e-08	0.02937184429682712	0.08006606534684402
0.030212269281959567	0.0017277045248314524	0.0006821341142673881	0.9473819808856198	0.1741612061561061	0.07735983070416026	0.04999998096160038	0.3450459191282607	0.02411098028066298	9.038399634055729e-09	0.029317846847333018	0.07322433515347268
0.022420379283881197	0.0012764330183705364	0.0007222431530313379	0.9300332783646079	0.180915673983022	0.08196410510584794	0.049999982930503416	0.36558223724566324	0.0178077859291111	7.0694966020184685e-09	0.02927773977747209	0.06799242172273265
0.01659367381085202	0.0009428910114340406	0.0007519303278798596	0.9172298042833408	0.18590552011901307	0.08537605566968438	0.04999998456177715	0.3808004662361233	0.01315148343133028	5.438222854528854e-09	0.029248054233897307	0.06406276076319654
