theta	E	D	X	R	RS	Values[Rb_phosphorylated]
0.0	0.0	0.0	0.0	2.5	0.0	0.0
0.023848144638597163	0.162007206061324	0.09377877956838404	0.008302676469273768	2.47814849031756	0.021344922445504812	0.0005065872369351965
0.03179090816641844	0.325275324006571	0.17587172065727477	0.022053006086925883	2.4365553484884477	0.05845715137476705	0.004987500136785172
0.03789062633881968	0.48784760481545747	0.23742170116038314	0.036536673150692166	2.3863209821585354	0.09720449941657415	0.016474518424890672
0.044211866400981785	0.6486996818542361	0.2743810025795925	0.051309913125645035	2.328913911733057	0.1354745123146508	0.03561157595229236
0.05063774082293062	0.8069015924784199	0.2877482894365316	0.06634496310105999	2.2650618396656603	0.1733366625203458	0.06160149781399449
0.05684506863435327	0.9614967820804984	0.28228753506430526	0.08159425755958932	2.1959933952281	0.21107533850102125	0.09293126627087878
0.06262427317151516	1.1115234460491068	0.2644892564307312	0.09700458484977013	2.1232869860473884	0.2488741519525165	0.12783886200009498
0.06791042527090399	1.2560506994510217	0.2406475195456516	0.11254594120441734	2.048571354058483	0.2867838988892462	0.16464474705227072
0.07276316777127502	1.3942069035776083	0.2156329339723235	0.1282227741709594	1.9732935391882165	0.3247384815107707	0.20196797930101296
0.07732541299318359	1.5251963785319902	0.1924909165621551	0.14407395599438153	1.8985901231263822	0.36259084626720267	0.23881903060641552
0.08177146120934868	1.6483046729901305	0.1726527673879689	0.16016546094582845	1.8252589259549954	0.40016011141885066	0.27458096262615395
0.08626118228274651	1.7628954506816803	0.1564286132272096	0.1765790913021942	1.753805475721302	0.437274476131597	0.3089200481471013
0.09091334163280171	1.868403952165236	0.14351217425673538	0.1934011910378748	1.684525654039551	0.4737970834930104	0.3416772624674387
0.0957997214937832	1.9643316398444606	0.13335781340160194	0.2107143538646576	1.6175892135494334	0.5096326292073914	0.3727781572431754
0.10095277631173738	2.0502446022284655	0.1254025423461229	0.22859294748670006	1.5531035535276438	0.544721149757004	0.40217529671535224
0.10637782750501672	2.1257761620652356	0.11916582261439822	0.2471013938257812	1.4911525960113612	0.5790273419625486	0.42982006202609035
0.1120638566934505	2.1906329483244424	0.11427506950640315	0.2662933825670494	1.4318150293330532	0.6125310493401196	0.4556539213268276
0.11799075191327635	2.2446035209179795	0.11045591840930778	0.28621032281725406	1.3751690528208727	0.6452210207088481	0.47960992647027934
0.1241332715270277	2.287569035135933	0.10751119754953802	0.3068777599082644	1.3212897488806605	0.6770917653992542	0.5016184857200854
0.13046287151195518	2.3195159643881715	0.10530010326001026	0.32829878948567226	1.2702430109287706	0.7081424741217605	0.5216145149494691
0.13694853099655557	2.34055133150447	0.10372150735887946	0.35044357425908107	1.222078032453268	0.7383769613014782	0.5395450062452538
0.1435573966794176	2.350921151937493	0.10270170743031143	0.3732339955180601	1.1768191364865794	0.7678038623666568	0.555377001146764
0.1502557570548514	2.351032830753874	0.10218564572624898	0.39652245400902864	1.1344571133177925	0.7964365964191861	0.5691062902630217
0.1570106418928161	2.3414819926024033	0.10213042205373092	0.4200641986422022	1.094940037422909	0.8242927938054748	0.5807671687716165
0.16379220608489956	2.323083461614316	0.10250010541106963	0.4434838309822735	1.0581636098524594	0.8513930007294044	0.5904433894181362
0.17057695230275646	2.296904507372411	0.10326110298086758	0.4662395974727477	1.0239613749072545	0.8777585504802347	0.5982800746125108
0.17735172375188216	2.264295590033083	0.10437759384597425	0.4875946707962186	0.992095726138413	0.9034085756787822	0.6044956981828048
0.18411821137151896	2.2269093404411366	0.10580680756295283	0.5066132076963579	0.9622515127933717	0.9283562650552594	0.6093922221513691
0.1908974336330474	2.1866927190167336	0.1074942955275947	0.5222086256276369	0.9340352838438022	0.9526046700847525	0.6133600460714453
0.1977332572074086	2.1458321705928967	0.10936986258720442	0.5332752731619022	0.9069845178799147	0.9761426478993938	0.6168728342206918
0.20469360416838464	2.106631631115952	0.1113454553824246	0.5389193548405368	0.8805918717736582	0.9989418428121275	0.6204662854142143
0.21186774094214297	2.071314785417619	0.1133167919592494	0.5387583597433901	0.854348267330254	1.0209558274529653	0.6246959052167808
0.21935830922563251	2.0417696086669066	0.11517036947703897	0.533189039731261	0.8278041534598736	1.0421224314620943	0.6300734150780323
0.22726786278631625	2.019288007909094	0.11679619749025702	0.5234802214417248	0.8006404107831884	1.0623696998538041	0.6369898893630078
0.23568155775618047	2.0043757810423877	0.11810422586679444	0.5115924545888896	0.7727318959033496	1.0816249185996134	0.645643185497037
0.24464955273956385	1.9966961447964036	0.11904005117790412	0.4997657848543132	0.7441831438157287	1.099825173835485	0.6559916823487864
0.2541733970207604	1.9951627875477822	0.11959478073411095	0.4900519209893736	0.715321923317084	1.1169275522270543	0.6677505244558617
0.26419949882327665	1.9981431976406558	0.11980580686542691	0.4839832376408718	0.6866507465584428	1.132917522487565	0.6804317309539926
0.27462028044807346	2.0037034244763716	0.11974877002290986	0.48246477371994545	0.6587710300847319	1.1478148257429228	0.6934141441723455
0.285281419459043	2.0098325065808	0.11952406506193608	0.48584882408687224	0.632301089762571	1.1616767248827107	0.7060221853547183
0.29599281957372553	2.0146137335100542	0.11924231425229358	0.4940925114803907	0.6078056893500915	1.1745984979974153	0.7175958126524935
0.3065415544622837	2.016339077398481	0.11901227597540574	0.5069115303915225	0.5857460512229428	1.1867108608629866	0.7275430879140706
0.3167060502406434	2.0135805928465396	0.11893275093558554	0.5238846083594386	0.5664508775867382	1.1981739263206044	0.7353751960926574
0.326271416572012	2.005237919387712	0.1190883044205245	0.5444972387396415	0.5501039851512246	1.209167508422928	0.7407285064258475
0.3350458892067704	1.9905790106171501	0.11954758648763467	0.5681294628395457	0.5367425728829448	1.2198779879104276	0.7433794392066276
0.34287801963642534	1.969286300593856	0.12036268532821431	0.5939962004711202	0.5262606200315391	1.2304824161811825	0.7432569637872787
0.3496738319013569	1.9415147254825693	0.12156802646962081	0.6210491553244829	0.5184133389109833	1.2411309207246262	0.7404557403643905
0.35541282007372627	1.9079610313488073	0.12317759507440322	0.6478555622869996	0.512820539040139	1.2519287471082199	0.7352507138516411
0.360161350680913	1.8699337336456376	0.12517964855649064	0.6724892685023879	0.5089692983680357	1.262919495745057	0.7281112058869074
0.3640815823871118	1.829397847779649	0.12752875691429075	0.692508851039542	0.506219778177195	1.2740714365749435	0.7197087852478617
0.36743321771541765	1.7889487522595973	0.1301362815630868	0.705145233693457	0.5038223111121071	1.2852693660687453	0.7109083228191476
0.3705642798840939	1.7516541112047057	0.1328625363668242	0.707829193975999	0.5009578212315169	1.2963152740461017	0.7027269047223815
0.3738862883252398	1.7207128896644786	0.1355164788110497	0.6990672134801325	0.49681396345550655	1.306941588328478	0.6962444482160157
0.37783017883326825	1.6989407799549814	0.13787008504173884	0.6793770356177604	0.49070115219809957	1.3168398029266293	0.6924590448752712
0.38278390389926426	1.6881970617455704	0.13969162031763788	0.6517017784800097	0.4821928237716085	1.3257036644092315	0.6921035118191601
0.38902109761132	1.6889535822037989	0.1407933354303479	0.6208329534714391	0.47124865945528094	1.3332801609456075	0.6954711795991118
0.3966388658018092	1.7001815963900617	0.1410785001686076	0.5920166934344053	0.45826646531767523	1.3394164986109143	0.7023170360714108
0.40552479918034534	1.7195857446059342	0.1405686192696036	0.5695331461595957	0.4440274600501624	1.34409122881156	0.7118813111382778
0.4153643581193154	1.744054536302234	0.13939948566917892	0.5559700744947778	0.429547340385959	1.3474235188564698	0.7230291407575713
0.42568423043824527	1.7701405394700762	0.13778969465869703	0.5523036310861282	0.4158887750981267	1.349662109705149	0.7344491151967243
0.4359158027721983	1.7944401158091086	0.13599663656581362	0.5584223508770537	0.40399853532961855	1.3511598606301396	0.7448416040402419
0.44546195579530895	1.8138360110994074	0.13427637794041106	0.5736886685883619	0.39460613005714595	1.3523398793787638	0.7530539905640903
0.45375682470903445	1.8256307100575508	0.13285731877308807	0.5973281658056534	0.38818673312873647	1.353657451579607	0.7581558152916567
