Values[Size]	Ce	Values[rem_time]	Values[Exposure]	Values[Effect]	Values[Keq]	Values[RateIn]	Values[Kover]
6.66	0.0	0.0	0.0	1.0	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.41641251176548	2151.7508921080334	1.0	0.0	0.8312583965673501	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.040365877912674	4117.573266494476	2.0	0.0	0.7202274320680024	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.760587799503965	3761.781945715586	0.0	0.0	0.7380699721013517	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.458680327729281	5588.484737133502	1.0	0.0	0.6547864220846741	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.142340352546698	7257.345769412792	2.0	0.0	0.5935932549481324	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.913090373871	6630.252948071649	0.0	0.0	0.6151970044749875	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.689087273746256	8209.096862742374	1.0	0.0	0.5635570956624079	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.463472238722818	9651.51601110525	2.0	0.0	0.523417604597469	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.299697531802577	8817.547699335162	0.0	0.0	0.5458979766205458	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.141230141261779	10207.391820088758	1.0	0.0	0.5094343438934088	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.980440226309455	11477.142272856063	2.0	0.0	0.4801346056927279	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.864352292318188	10485.425226031732	0.0	0.0	0.5027169187422129	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.7509968331702925	11731.151368899591	1.0	0.0	0.47467324119984844	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.6336036242229315	12869.236789419847	2.0	0.0	0.45165507916212166	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.5502627655544035	11757.2316232737	0.0	0.0	0.47411952332083396	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.467600946710518	12893.063503907288	1.0	0.0	0.45119700962954634	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.3796626295618677	13930.75040874534	2.0	0.0	0.4321107109801682	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.319037773560858	12727.021958214049	0.0	0.0	0.45440862614130073	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.2886659236524016	11627.305290256378	1.0	0.0	0.47689091689610463	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.283693923621015	10622.612953502423	2.0	0.0	0.4994672438885832	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.3004949347186865	9704.734084386197	0.0	0.0	0.5220457434185813	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.3362497033037894	8866.167303741568	1.0	0.0	0.544534516456282	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.388668524400178	8100.059411664823	2.0	0.0	0.5668431188720114	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.4558017786039636	7400.14937963237	0.0	0.0	0.5888840018180166	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.535909259441824	6760.7171821493175	1.0	0.0	0.6105738541089282	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.6273708272581278	6176.537049753397	2.0	0.0	0.631834804081681	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.728627828889082	5642.8347613334345	0.0	0.0	0.6525954462846366	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.8381485315481014	5155.2486267340155	1.0	0.0	0.672791667788319	0.09037120998173993	0.3055045871559633	0.04587155963302752
3.9544127896432166	4709.793840775357	2.0	0.0	0.6923672591703016	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.075912042574452	4302.829917372593	0.0	0.0	0.7112743055359789	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.20116101236464	3931.0309376064874	1.0	0.0	0.7294733625930883	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.328717485668827	3591.3583686001616	2.0	0.0	0.7469334312248495	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.45720657322572	3281.0362310625537	0.0	0.0	0.7636317507967919	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.585346011904318	2997.528412554635	1.0	0.0	0.7795534363592865	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.711969484310365	2738.517941071677	2.0	0.0	0.7946909879215822	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.836045574805441	2501.888049554741	0.0	0.0	0.80904370117559	0.09037120998173993	0.3055045871559633	0.04587155963302752
4.956690786204047	2285.704876578449	1.0	0.0	0.8226170086563884	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.073175896640296	2088.2016618386256	2.0	0.0	0.8354217786339923	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.1849257312687485	1907.7643072770309	0.0	0.0	0.8474735963670909	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.291513060726416	1742.9181858403192	1.0	0.0	0.8587920490439791	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.392647767898543	1592.316090067153	2.0	0.0	0.8694000320936248	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.48816263596006	1454.7272220149237	0.0	0.0	0.8793230908320986	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.577997126842012	1329.0271345446456	1.0	0.0	0.8885888078252429	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.66218039009381	1214.1885417594071	2.0	0.0	0.8972262430493947	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.740814522724561	1109.2729234944227	0.0	0.0	0.9052654310184632	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.81405884075534	1013.422855246935	1.0	0.0	0.9127369365708516	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.882115666943791	925.8550008608032	2.0	0.0	0.9196714689893586	0.09037120998173993	0.3055045871559633	0.04587155963302752
5.945217911350592	845.853710700192	0.0	0.0	0.9260995525471863	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.003618537835044	772.7651729915026	1.0	0.0	0.9320512504006768	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.057581874045764	705.9920705369825	2.0	0.0	0.9375559379369482	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.107376631805878	644.9886991301572	0.0	0.0	0.9426421211806065	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.153270451994995	589.2565077813043	1.0	0.0	0.947337295612848	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.195525765459201	538.3400243020625	2.0	0.0	0.9516678407080865	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.234396758999454	491.82313294706296	0.0	0.0	0.9556589455987488	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.270127247559341	449.32567370403257	1.0	0.0	0.9593345614951535	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.302949273910092	410.50033543566104	2.0	0.0	0.9627173767830943	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.333082280157544	375.0298174673691	0.0	0.0	0.9658288110643227	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.360732719964003	342.62423644594094	1.0	0.0	0.9686890247674974	0.09037120998173993	0.3055045871559633	0.04587155963302752
