icit	mal	akg	suc	cit	fa	gly	sca
0.15	5.0	0.2	6.0	9.0	0.3	4.0	0.04
4.780126411312375	0.12984342684461928	0.013285803586405196	0.49258581834499443	0.07501295052847556	0.5689722710672482	0.8369254297457253	0.054949100807626175
0.23149716193594017	0.10844620947096491	0.012649880191297775	0.08199038446234964	0.02461464372932427	0.4339119863923079	0.29953838724213494	0.045432420908911586
0.10715682094862831	0.10293064391009563	0.012000877184569098	0.06482666057080133	0.023167192907199693	0.40433770904656186	0.15930533072858385	0.0393856124857708
0.10713451011920891	0.10292905061826654	0.012000636087130258	0.06482311254090886	0.02316693240062972	0.40432959664544615	0.15926316852542577	0.03938335357642919
0.1071345062232091	0.1029290503400063	0.01200063604502097	0.06482311192133704	0.023166932355139138	0.4043295952286882	0.15926316116175823	0.039383353181900074
0.10713450622188667	0.10292905033991187	0.012000636045006676	0.06482311192112673	0.02316693235512368	0.4043295952282073	0.15926316115925898	0.03938335318176617
0.10713450622061307	0.1029290503398209	0.012000636044992912	0.06482311192092421	0.023166932355108815	0.4043295952277442	0.15926316115685174	0.039383353181637194
0.10713450622340985	0.10292905034002085	0.012000636045023107	0.06482311192136914	0.02316693235514136	0.40432959522876105	0.15926316116213568	0.039383353181920565
0.10713450622246326	0.10292905033995306	0.012000636045012903	0.06482311192121851	0.02316693235513039	0.40432959522841705	0.15926316116034797	0.03938335318182462
0.10713450622172774	0.10292905033990049	0.012000636045004955	0.06482311192110145	0.023166932355121822	0.40432959522814954	0.1592631611589583	0.03938335318175006
0.1071345062215391	0.10292905033988703	0.012000636045002918	0.06482311192107146	0.02316693235511963	0.4043295952280809	0.1592631611586019	0.039383353181730966
0.10713450622160843	0.10292905033989198	0.012000636045003668	0.06482311192108249	0.023166932355120438	0.404329595228106	0.15926316115873296	0.039383353181738
0.10713450622163843	0.10292905033989412	0.012000636045003992	0.0648231119210873	0.023166932355120805	0.40432959522811673	0.15926316115878972	0.03938335318174107
0.10713450622164801	0.1029290503398948	0.012000636045004093	0.06482311192108887	0.023166932355120937	0.4043295952281201	0.15926316115880787	0.039383353181742055
0.10713450622165324	0.10292905033989518	0.01200063604500415	0.06482311192108973	0.02316693235512101	0.40432959522812195	0.15926316115881778	0.03938335318174259
