Rec	JAK2	p_IL13_Rec	STAT5	SOCS3	p_IL13_Rec_i	IL13_Rec	SOCS3mRNA	DecoyR	CD274mRNA	Rec_i	pJAK2	pSTAT5	IL13_DecoyR	IL13
1.3	2.8	0.0	165.0	0.0	0.0	0.0	0.0	0.34	0.0	113.194	0.0	0.0	0.0	2.265
1.3085711406873897	2.7978335071773253	0.003968772677426937	164.99544494599772	1.5806366890354548e-06	0.00013225206134530706	0.00599866387945983	2.4705287898905756e-06	0.33990421998433334	9.40647546704364e-08	113.17532507747656	0.002166492822675738	0.0045550540022880346	9.578001566669976e-05	2.265
1.316217686736104	2.7917962821477658	0.016991985886660763	164.96501018637227	4.9189049102724416e-05	0.001663192008735577	0.001481469494189786	3.8440087190392104e-05	0.3398084669504649	1.4635965328032345e-06	113.1575120045717	0.008203717852232565	0.034989813627637034	0.00019153304953516224	2.265
1.323037898620518	2.7828416055497565	0.024852482680405342	164.8884673599857	0.00035967858209992403	0.004374786100354621	0.0006201705963087697	0.00018681695496103532	0.33971274089079384	7.1130079959384284e-06	113.14046929513736	0.01715839445024128	0.11153264001415432	0.0002872591092063187	2.265
1.3291195944074226	2.771669700741249	0.03109449167851765	164.75150948659356	0.0014505820897997605	0.0076242702408429825	0.0003692023148640713	0.0005634378455249915	0.3396170417977211	2.1452752515260118e-05	113.12411518549708	0.02833029925874777	0.24849051340631712	0.0003829582022789608	2.265
1.3345412594951132	2.758817819150608	0.03637121442546871	164.54413695939047	0.0042250609410405225	0.011159212395406815	0.00025313808481081937	0.0013101717529982579	0.33952136966365026	4.988445592142853e-05	113.10837660121601	0.041182180849389946	0.45586304060938665	0.00047863033634973833	2.265
1.3393730384301272	2.744729743609488	0.04089078004959699	164.25982255471695	0.010022994066265653	0.01481562031970215	0.00018867904782764804	0.002586601852327476	0.33942572448098673	9.84842069701429e-05	113.09318823366401	0.05527025639051145	0.7401774452828993	0.0005742755190131628	2.265
1.3436776213013946	2.729774586264202	0.0447811367146353	163.89490837159914	0.020645225231498057	0.01847788334512695	0.00014872449690180563	0.004563204087518663	0.3393301062421381	0.0001737428338257038	113.07849171473191	0.07022541373579938	1.1050916284007233	0.0006698937578616053	2.265
1.3475110359556395	2.714258952771102	0.04813803958951732	163.44810073584458	0.03835572225196749	0.022064099477510795	0.00012204145300831126	0.0074157138779588445	0.3392345149395144	0.00028235141783846394	113.06423487923479	0.08574104722889786	1.5518992641552523	0.0007654850604852976	2.265
1.3509233560020906	2.6984366416962535	0.05103872926256169	162.92003650667755	0.06586550421961543	0.025517359651660985	0.00010322864224946331	0.011320503082510534	0.33913895056552734	0.0004310252726297661	113.05037110571918	0.10156335830374533	2.079963493322236	0.0008610494344723335	2.265
1.353959333595846	2.68251683104931	0.05354754236337023	162.31290872799167	0.10630160322445226	0.028799637221406	8.940643735673548e-05	0.016450827242502533	0.3390434131125909	0.0006263610588242815	113.03685872730627	0.11748316895068957	2.687091272008056	0.0009565868874086717	2.265
1.3566589649556298	2.6666710939022544	0.055718893566988656	161.63014387324083	0.1631639107631045	0.03188721482236875	7.89170323617943e-05	0.022973823947276647	0.33894790257312146	0.0008747224975824265	113.02366050516277	0.13332890609774556	3.3698561267589326	0.0010520974268781302	2.265
