DegUP	DegU	AprE	mAprE	mDegU	Dim	Values[kdephos]	Values[kphos]	Values[DegU_Total]
0.0	10.0	0.0	0.0	0.0	0.0	0.149999998125	0.00400000005	10.0
0.03703517880296045	9.959022177613095	9.965420441071175e-05	0.004975083744836058	0.003980085187001352	1.1583494597066063e-05	0.149999998125	0.00400000005	9.99608052340525
0.06864969839122408	9.923510086307136	0.00039724064615162226	0.009900672197852213	0.00792079768797249	8.06056426579728e-05	0.149999998125	0.00400000005	9.992320995983677
0.09556420352288951	9.892681593446245	0.0008907109060059471	0.014777273309374978	0.011822995396922775	0.0002369993839683543	0.149999998125	0.00400000005	9.98871979573707
0.11843369620430032	9.86586108124472	0.0015780376904100616	0.019605393943950635	0.015687646079482333	0.0004902804015682946	0.149999998125	0.00400000005	9.985275338252158
0.13784264989906472	9.842468714633181	0.0024572147072906914	0.02438553655247322	0.01951572439809197	0.0008373571608176915	0.149999998125	0.00400000005	9.981986078853883
0.1543051485783755	9.822009423752599	0.003526256438521668	0.029118197229478438	0.023308151065274636	0.001267969600830609	0.149999998125	0.00400000005	9.978850511532634
0.16826824586476297	9.804062214455355	0.004783197854747344	0.0338038647050965	0.02706576079900394	0.0017683528662519956	0.149999998125	0.00400000005	9.975867166052621
0.18011719873023	9.788270182227281	0.006226094103106054	0.038443019946825224	0.030789289272851152	0.0023236116149482422	0.149999998125	0.00400000005	9.973034604187408
0.19018161747467646	9.774331431515861	0.00785302018742466	0.043036136143699916	0.034479372038284946	0.002919183351735456	0.149999998125	0.00400000005	9.970351415694008
0.19874188186954103	9.76199098185037	0.009662070652865989	0.04758367891766717	0.03813655053241311	0.003541675340217938	0.149999998125	0.00400000005	9.967816214400347
0.20603540490694597	9.751033662877683	0.011651359281909333	0.0520861066583714	0.0417612818589481	0.004179283417262277	0.149999998125	0.00400000005	9.965427634619154
0.21226249545661474	9.741277950652272	0.013819018805132855	0.056543870913969604	0.04535395017959348	0.004821940941631147	0.149999998125	0.00400000005	9.963184327992149
0.21759168802860285	9.732570670109629	0.016163200628119215	0.06095741679524174	0.0489148783509592	0.005461301330652952	0.149999998125	0.00400000005	9.961084960799539
0.2221644872750751	9.724782475419126	0.018682074574446216	0.0653271833671895	0.05244433899747807	0.006090624516233852	0.149999998125	0.00400000005	9.959128211726668
0.22609952555977714	9.717804016547449	0.021373828643933442	0.06965360401355139	0.05594256458157416	0.006704613974064005	0.149999998125	0.00400000005	9.957312770055353
0.2294961625476523	9.711542703010066	0.024236668784891977	0.07393710676702647	0.059409756274083715	0.0072992343386311795	0.149999998125	0.00400000005	9.95563733423498
0.23243757242936472	9.70591998192448	0.02726881867893948	0.07817811460268853	0.06284609157908207	0.007871528215103382	0.149999998125	0.00400000005	9.954100610784051
0.23499337227381253	9.700869055282299	0.030468519536901485	0.08237704569504069	0.06625173075989382	0.008419442958355984	0.149999998125	0.00400000005	9.952701313472824
0.2372218464458369	9.696332969964082	0.033834029904382036	0.08653431364081154	0.06962682216131541	0.008941673165454049	0.149999998125	0.00400000005	9.951438162740828
0.23917182031106773	9.69226302234226	0.0373636254756864	0.0906503276505284	0.07297150654752108	0.009437521327031868	0.149999998125	0.00400000005	9.95030988530739
0.2408842326084937	9.688617427278695	0.041055598914911146	0.09472549271229347	0.0762859205821456	0.009906777025496397	0.149999998125	0.00400000005	9.949315213938181
0.2423934508667364	9.685360208770264	0.044908259683159285	0.09876020973125106	0.07957019957377817	0.01034961384948041	0.149999998125	0.00400000005	9.94845288733596
0.24372836931001352	9.682460275590158	0.04891993387097095	0.10275487564807619	0.08282447960107696	0.01076650261412225	0.149999998125	0.00400000005	9.947721650128415
0.24491332341155386	9.679890651311101	0.05308896403519289	0.10670988353959816	0.08604889912089103	0.011158139103820573	0.149999998125	0.00400000005	9.947120252930297
0.24596885062995888	9.677627832768545	0.05741370903962693	0.11062562270434263	0.08924360014976727	0.011525384531270147	0.149999998125	0.00400000005	9.946647452461043
0.24691232248897618	9.675651255329722	0.06189254389890324	0.11450247873546852	0.09240872909727842	0.01186921694186464	0.149999998125	0.00400000005	9.946302011702427
0.247758469369009	9.67394284685489	0.06652385962511781	0.11834083358325377	0.09554443731795674	0.012190691929845817	0.149999998125	0.00400000005	9.946082700083592
0.248519816056411	9.672486655241034	0.07130606307685076	0.12214106560899259	0.09865088143840527	0.012490911192982311	0.149999998125	0.00400000005	9.94598829368341
0.2492070429710552	9.671268537189285	0.07623757681025883	0.12590354963187006	0.10172822350607665	0.012770997640943067	0.149999998125	0.00400000005	9.946017575442225
