C1	C2	A1	A2	Values[kA2]	Values[d1]
20.0	20.0	0.1	0.1	0.035	1.0
11.177733430616748	22.494793489731965	1.4892906853916454	0.7493389383615358	0.035	1.0
6.982420363619127	24.406318791611824	2.1323896241229865	1.3382707358424555	0.035	1.0
4.894363643055743	25.91539233154901	2.417454745051768	1.8624317683768448	0.035	1.0
3.7970110991133597	27.23525847305626	2.525062463089178	2.325908477781411	0.035	1.0
3.196621088712103	28.477185827660982	2.542973692048208	2.736878197217781	0.035	1.0
2.8673608588939064	29.69527169502892	2.5165607180909357	3.1043583235010574	0.035	1.0
2.700065232545481	30.910871539702335	2.470820512170881	3.4366900713718436	0.035	1.0
2.6388948232765377	32.1243624535804	2.4203386211889293	3.740857939471526	0.035	1.0
2.653965912723806	33.32157301657881	2.3740725338362	4.022215279295524	0.035	1.0
2.728907100662509	34.47796791783342	2.3378006755126743	4.2844249123499685	0.035	1.0
2.854898502844266	35.56186327954212	2.315457598056191	4.529525093631232	0.035	1.0
3.027694473783905	36.537185316233455	2.309907964437719	4.758075021568532	0.035	1.0
3.246107662780357	37.36594058059813	2.3234249749064566	4.969353015019477	0.035	1.0
3.511253439698317	38.01041939781398	2.358008601504221	5.1615883607604935	0.035	1.0
3.8262081092514175	38.435119844606746	2.4156160413236467	5.332211520490017	0.035	1.0
4.195889512385112	38.608411067766916	2.498343932652418	5.478110435605292	0.035	1.0
4.627031604203105	38.50401332388389	2.6085826369872884	5.595884635495505	0.035	1.0
5.12813829901368	38.102420932387204	2.749149333960078	5.682093804592704	0.035	1.0
5.709282623058113	37.39239922552576	2.9233944007560373	5.733502325576346	0.035	1.0
6.381572011250874	36.372619934681694	3.1352616660358743	5.747324256561096	0.035	1.0
7.1560390216046565	35.05334796275981	3.3892657933232453	5.721472087085019	0.035	1.0
8.04166420540919	33.45787302938739	3.69032917930347	5.654805764854973	0.035	1.0
9.042250545820263	31.623160798003042	4.0434000227989895	5.5473658605474085	0.035	1.0
10.152041519055341	29.59910655560481	4.4527629895335235	5.400559449637016	0.035	1.0
11.350417800839427	27.445949681951554	4.920973290614507	5.217256218173999	0.035	1.0
12.596760446132567	25.229888386153753	5.447418740319988	5.001754055462619	0.035	1.0
13.82745079039686	23.017554363925726	6.026658623199913	4.759592888483763	0.035	1.0
14.957478821400391	20.87043625353977	6.646884667238074	4.497228375842983	0.035	1.0
15.8885548110037	18.840325237155078	7.289022501455359	4.221609943727856	0.035	1.0
16.523605067553536	16.966442753617393	7.927020804744157	3.939726439641564	0.035	1.0
16.78467147673578	15.274391538625402	8.52966215999376	3.6581821771749707	0.035	1.0
16.629049055908624	13.776703973302938	9.063792675341977	3.3828515199049343	0.035	1.0
16.058463855214253	12.474591557794772	9.498373767133863	3.118640264155531	0.035	1.0
15.118449928439544	11.360441982486808	9.808441857786987	2.8693628964871407	0.035	1.0
13.888590092046353	10.420607109046506	9.97807241804283	2.6377285813419444	0.035	1.0
12.467168345247778	9.638078644378009	10.001765894069077	2.4254165303572495	0.035	1.0
10.954888165261114	8.99476345626547	9.88414525891387	2.233214346717619	0.035	1.0
9.441577143108878	8.473218222384455	9.638281899328291	2.0611915462933457	0.035	1.0
7.997978698338982	8.057837791634737	9.283213149808109	1.9088838785497428	0.035	1.0
6.67280661078114	7.73558213970975	8.841248592585497	1.775470363549735	0.035	1.0
5.4939108939464605	7.496367522452068	8.335536380980686	1.6599320144567011	0.035	1.0
4.471892946102301	7.333250325173706	7.788165028429195	1.5611874802715244	0.035	1.0
3.604642591258671	7.24251408312865	7.2188893914497685	1.4782055670681802	0.035	1.0
2.8817244570741276	7.223744889462711	6.64443608414387	1.4100976658381192	0.035	1.0
2.2880371151352725	7.279955709261296	6.078272622554301	1.3561947762096807	0.035	1.0
1.8065536859584677	7.417798471404967	5.530704176876033	1.3161144190112373	0.035	1.0
1.420188309871558	7.647882935749785	5.00917282005396	1.2898225705226967	0.035	1.0
1.1129430653207302	7.985199473250558	4.5186596170414415	1.2776949794719432	0.035	1.0
0.8705178675467062	8.449613624687318	4.062118316897896	1.280580819295302	0.035	1.0
0.6805502584923891	9.066357187649748	3.640894653860779	1.299869374204357	0.035	1.0
0.5326191699612522	9.866377405379053	3.2551049947729758	1.337556988049444	0.035	1.0
0.41811156843526526	10.886319373874526	2.9039621340430193	1.396306366985602	0.035	1.0
0.33002022414519194	12.167812320204082	2.586045278555396	1.4794831762506646	0.035	1.0
0.2627168761493366	13.755630736705024	2.2995168227241414	1.5911458549955648	0.035	1.0
0.21172765390149303	15.694258181253408	2.0422914687074947	1.735954965190705	0.035	1.0
0.17352566412529086	18.022482663716275	1.812164481490425	1.9189614180479733	0.035	1.0
0.1453477841132974	20.766009040021828	1.606906038763531	2.1452343804421057	0.035	1.0
0.12503762537002183	23.928763851713434	1.4243281898679774	2.419307366694164	0.035	1.0
0.11091342549506432	27.484525280901753	1.2623301649494563	2.744461670439034	0.035	1.0
0.10165799697693463	31.371402352799507	1.1189268707740478	3.121929075029102	0.035	1.0
0.09622800138164984	35.49191629320787	0.9922645450540466	3.5501649774000623	0.035	1.0
0.0937815461838849	39.72042941973553	0.8806268765899575	4.024386557948757	0.035	1.0
0.09362494191254524	43.91740355457445	0.7824344990215119	4.53655229385343	0.035	1.0
0.09517920065653754	47.94733630824142	0.6962405021300553	5.075863974135653	0.035	1.0
0.09796377748217877	51.695650889906844	0.6207242081064572	5.629727163236213	0.035	1.0
0.10159119924394885	55.08027016012522	0.5546847612127432	6.184972410694756	0.035	1.0
0.10576467146547375	58.05580299794981	0.4970351937573611	6.729077615027	0.035	1.0
0.11027266901756078	60.61091062010036	0.4467968765317291	7.251162484180489	0.035	1.0
0.11497836564015738	62.76120329535314	0.40309389012008867	7.742621907194809	0.035	1.0
0.11980510708501867	64.54044933853328	0.3651468806799861	8.19737579295918	0.035	1.0
0.12472063079215615	65.99228280682756	0.332266217229927	8.611796867672336	0.035	1.0
0.129722532625449	67.16361584960805	0.3038445436761436	8.984418522512389	0.035	1.0
0.13482646012286958	68.10009720803478	0.2793489958998096	9.3155275038112	0.035	1.0
0.14005746059322188	68.8434171298695	0.2583134079396871	9.606726340968141	0.035	1.0
0.14544420741970338	69.43002750434562	0.24033079514480715	9.860522750853772	0.035	1.0
0.1510155073453929	69.89082023195836	0.22504632324437504	10.079977502504919	0.035	1.0
0.1567984417854783	70.25138158717093	0.21215088694093182	10.268422671479588	0.035	1.0
0.16281758496003262	70.5325440113292	0.20137534957526768	10.429249512620284	0.035	1.0
0.1690948765781503	70.75105225912276	0.1924854432596897	10.565758194625953	0.035	1.0
0.17564985610539946	70.92023464113753	0.1852772956911089	10.681058704722085	0.035	1.0
0.18250006925921308	71.05062129184445	0.1795735316726568	10.77801182388358	0.035	1.0
0.18966153226056937	71.15048403760282	0.17521988972633484	10.859200037872684	0.035	1.0
0.1971491897694777	71.22629169066155	0.1720822932653655	10.92691981503762	0.035	1.0
0.20497733447045294	71.28308494214869	0.17004431879293236	10.98318838414288	0.035	1.0
0.21315997560677732	71.32477983848563	0.16900500858215253	11.029759735046117	0.035	1.0
0.22171115479704662	71.35441042195403	0.1688769810671593	11.06814593317857	0.035	1.0
0.23064521324697307	71.37432095015068	0.16958479800432705	11.09964094931709	0.035	1.0
0.2399770171805223	71.38631712490904	0.17106355296436143	11.12534507687781	0.035	1.0
0.24972214921822547	71.39178443994821	0.17325765073582364	11.146188670687263	0.035	1.0
0.259897073363273	71.39178041789958	0.17611975160652238	11.162954421939538	0.035	1.0
0.2705192807316383	71.38710625271419	0.17960985838418397	11.17629773662547	0.035	1.0
0.28160742246231235	71.37836229814462	0.18369452731614683	11.186765023473333	0.035	1.0
0.29318143552761844	71.36599092717921	0.1883461869409646	11.194809861384178	0.035	1.0
0.30526266650678313	71.35030954445294	0.19354255134073617	11.200807119995757	0.035	1.0
0.31787399785045123	71.33153593051206	0.19926611635690264	11.205065169474487	0.035	1.0
0.33103998075198554	71.3098076140058	0.20550372913842366	11.207836348815047	0.035	1.0
0.3447869784756529	71.2851965976703	0.21224622288677697	11.2093258753734	0.035	1.0
0.3591433238198692	71.25772045016022	0.21948811007820887	11.209699377540217	0.035	1.0
0.37413949441852185	71.2273505559816	0.22722732853824035	11.209089224760014	0.035	1.0
0.3898083096820678	71.1940181265285	0.2354650358049258	11.207599816012705	0.035	1.0
