nucleus_RNA_InR	nucleus_RNA_SOD2	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1	IRS1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0	IRS1_TyrP	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1	Ins_InR_P	cytoplasm_InR	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0	ROS	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1	InR	Ins_2_InR_P	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0	NOX	IRS1_PolySerP	IRS1_TyrP_PolySerP	PTP1B_ox	AS160_P	GSH	cytoplasm_GLUT4	JNK_P	PTEN	DUSP_ox	PKC_P	Akt_P2	PI345P3	cytoplasm_SOD2	IKK	cytoplasm_RNA_SOD2	cytoplasm_RNA_InR	cytoplasm_Ins_InR_P	NOX_deact	cytoplasm_Ins_2_InR_P	IRS1_TyrP_PI3K	Ins_InR	degr_Foxo1	PKC	IKK_P	DUSP	PIP2	NOX_inact	JNK	Akt	PI3K	PTEN_ox	AS160	GSSG	cellsurface_GLUT4	PTP1B	Foxo1_Pa0_tot	Foxo1_Pa1_tot	Foxo1_Pd0_tot	Foxo1_Pd1_tot	Foxo1_Pe0_tot	Foxo1_Pe1_tot	Foxo1_pUb0_tot	Foxo1_pUb1_tot	cytoplasm_Foxo1_tot	nucleus_Foxo1_tot	dnabound_Foxo1_tot	Foxo1_all	InR_tot	InR_bound	InR_active	PI345P3_mol	PIP2_mol	PTP1B_plus_PTP1B_ox	PTEN_plus_PTEN_ox	NOX_total	IRS_total	JNK_plus_JNK_P	IKK_plus_IKK_P	DUSP_plus_DUSP_ox	Values[insconc]	Values[k_ros_perm]	Values[ros_ext_conc]	Values[ros_cyto_conc]	Values[rosconc]
1504852359110636.5	5913146649742091.0	619136528026970.6	1192102922318.7637	37000360897.02369	17988554559.000046	5.120759287986046e-07	1.7644980642606847e-06	1.4932375693530528e-09	1.1357156064109624e-10	231907029877.50555	13725972.996456966	5.681931379616983e-09	1.1016127828079732e-09	5858683328954.536	8.785923271882848e-10	1.0316637749793465e-05	19893964954632.418	388136881372.13446	1814294951.6473198	38218557458133.59	1.9491740200793948e-07	9.24837666077205e-09	1.766457451604545e-10	174490831258294.9	5681055143832.496	5.9376962587199316e-05	17723609074.902424	399231395766896.56	2.3649756674099583e-09	7.593204104659991e-08	1.6034924001646673e-10	15275143552.65635	36229810263.39263	2.7564804121346024e-07	2.6662343192016334e-11	7.884281490866994e-06	1414371172.671793	6742297097691610.0	1520625065.528193	166802627134.56052	4.6185343849511495e-06	6134074023031834.0	4.0746261428194713e-10	134164599.44453199	4.732790192128594e-08	-9.42120248205761e-19	1.6350768898433965e-07	11273222230856.072	0.0	617418977870603.6	7.568993321620325e-09	102254908234.65735	600193344855.1771	1.4210565805079306e+18	0.0	3.0828358043113628e-06	-1.6178580892093367e-15	41230429247330.38	2.094250568048707e-39	1333025087885070.0	0.00023946068804760924	5815168126036.245	5561105669922054.0	8345350941503.195	6046151399064940.0	153331755168469.16	2.2414822711793237e-10	1.8974327957068865e-09	11237386648162.945	2692850732766126.5	121002108310461.6	7010444559505.445	1784109345484.5374	0.0	2.0237234028911862e-29	0.0	-9.137931642172446e-19	0.0	1127756865499.0574	6060606060606065.0	210012901659.29306	5907274305437585.0	1.2170580795170036e+16	6060606060606.061	961351618755462.0	6060606060606068.0	606060606060606.0	14454661541134.617	1212121212121213.2	245437934569.81308	1.2877744447322362e+17	4727580972720993.0	134143615869790.88	1.8150125332089797e-05	134005228171595.12	138387698195.77567	130556704722332.19	3586911147458.711	126346975999576.16	7796639870214.745	12216318107357.719	40896752617700.91	81030545144732.27	134143615869790.88	6129396017416516.0	0.0	0.0	1.1237386648162946e+16	1.2170580795170036e+19	6060606060606063.0	6060606060606074.0	6060606060606.061	6783527526938941.0	969696969696965.2	121212121212120.89	6060606060606054.0	0.0	4.8100000000000005	0.0	1.6985865155258694e-10	1.6985865155258698e-13
1506607129413069.0	5920092615327091.0	619478837382448.5	1204540515364.4468	37266808799.509895	17996769086.710266	3.0885933515125245e-07	1.0667416131113314e-06	9.018750687556947e-10	6.863494979217771e-11	234256060210.0503	13797600.596388567	3.4337275549347593e-09	6.660083951189945e-10	5861552853643.715	5.311087481749541e-10	6.232809255053013e-06	19903714332122.47	388325938255.85254	1826239482.281599	38620734835296.85	1.1740764655197343e-07	5.5641298411825105e-09	1.0680144168558988e-10	174579677687261.75	5683968007220.682	3.578075785344453e-05	17844869545.329582	403456597915260.2	1.4269001797656484e-09	4.5863877437033263e-08	9.675136049489514e-11	15283342641.954252	36242350096.69603	1.6658269785061364e-07	1.6119049649110468e-11	4.7674751806503255e-06	1428452418.1747365	6750901215466791.0	1529135089.396127	166879998757.40512	2.7772169441045682e-06	6137535409682350.0	2.455767527987908e-10	134221316.10766822	2.85064339534043e-08	1.193041335833991e-18	9.886433211361275e-08	11391800464729.83	0.0	617598307377203.0	4.576455711787073e-09	102121926954.80138	604388067855.4037	1.421442037121995e+18	0.0	1.8607358796628188e-06	1.0130406262901012e-15	41225008442881.48	5.019586854396176e-40	1331617477634300.5	0.00014521393578359072	5815474442025.288	5561105651815021.0	8343912610009.476	6046170943027903.0	153421096351408.97	1.1988869993383572e-10	1.0471083108259465e-09	11237351045202.875	2696358903278081.0	121002141319228.84	7018686890865.523	1786191618731.1816	0.0	2.0475398967111518e-29	0.0	1.9264045241834556e-18	0.0	1151361115484.6807	6060606060606065.0	209979892892.04086	5907184964254645.0	1.2170580830772996e+16	6060606060606.061	961353057086955.9	6060606060606068.0	606060606060606.0	14435117578170.186	1212121212121213.2	245131618580.77023	1.2877744914144298e+17	4728988582971762.0	134295486939096.55	1.0972713757536931e-05	134156949087669.75	138537851426.86237	130704683350701.58	3590803588394.9844	126416751977775.94	7878734961320.627	12226778736719.926	40942966434991.36	81125741767385.33	134295486939096.61	6131070451365547.0	0.0	0.0	1.1237351045202876e+16	1.2170580830772996e+19	6060606060606063.0	6060606060606073.0	6060606060606.061	6792126223909673.0	969696969696965.4	121212121212120.89	6060606060606054.0	0.0	4.8100000000000005	0.0	1.696377524166136e-10	1.696377524166136e-13
1508355169055855.0	5927011938756262.0	619821728283897.2	1216847216152.8418	37529746917.68208	18002891660.978973	1.8647058544610253e-07	6.454080228205324e-07	5.451772108102688e-10	4.150852978739133e-11	236594578116.30618	13867260.272947976	2.0766941816919642e-09	4.0296055982434916e-10	5864451226818.264	3.2128584204498084e-10	3.768937377687336e-06	19912332626593.26	388492745973.46106	1837907758.4271924	39021018625740.04	7.07911995621422e-08	3.3513708254361645e-09	6.461834240995715e-11	174658435502465.25	5686550165500.544	2.1585864900579112e-05	17963407401.900627	407661877247335.0	8.616817875190749e-10	2.77248486068105e-08	5.843047091939275e-11	15290652607.238863	36253101498.501175	1.007557532390448e-07	9.751801727343426e-12	2.8851777273055084e-06	1442387408.3086689	6759499048233153.0	1537512370.1376777	166937895257.12033	1.6719731640371516e-06	6140999894835913.0	1.481479117194996e-10	134262748.24782872	1.71888125728111e-08	-2.456062727597842e-18	5.982352950771327e-08	11509133100969.16	0.0	617778007766335.4	2.769188748280917e-09	101989160850.10573	608526325960.8602	1.4218285125520238e+18	0.0	1.124137574761782e-06	-5.5152313795336026e-15	41217337217112.625	2.9580459751077414e-40	1330211418075247.0	8.813191206470993e-05	5815780296532.432	5561105636721178.0	8342034706290.248	6046190455302385.0	153499063103200.34	6.433958697046684e-11	5.792476932033654e-10	11237315500189.932	2699870523509826.0	121002185559688.84	7026897536736.832	1788265887210.7317	0.0	1.9260468093090372e-29	0.0	-8.722152239586189e-18	0.0	1175201994783.1301	6060606060606065.0	209935652432.03143	5907106997502854.0	1.2170580866318008e+16	6060606060606.061	961354934990675.1	6060606060606068.0	606060606060606.0	14415605303689.219	1212121212121213.2	244825764073.627	1.2877745303282462e+17	4730394642530816.0	134446887600732.23	6.639157710160634e-06	134308208288342.52	138679312389.7136	130852408441238.86	3594479159493.38	126486456943923.9	7960430656808.323	12237269905500.01	40989023496668.305	81220594198563.89	134446887600732.22	6132749207968125.0	0.0	0.0	1.1237315500189932e+16	1.2170580866318008e+19	6060606060606063.0	6060606060606074.0	6060606060606.061	6800716385450265.0	969696969696965.5	121212121212120.88	6060606060606055.0	0.0	4.8100000000000005	0.0	1.6941721071446138e-10	1.6941721071446136e-13
1510096583326205.8	5933905036783855.0	620165157926697.2	1229024556545.531	37789242103.59755	18007019000.745415	1.1267582782055636e-07	3.907517225630557e-07	3.2980058825443134e-10	2.511900464487312e-11	238922619636.68958	13935007.124034094	1.2568152231684155e-09	2.4396785614796926e-10	5867376871316.889	1.9447709525443382e-10	2.2808271879677617e-06	19919871682140.195	388638318293.6993	1849306420.1591458	39419417023010.914	4.272145336521706e-08	2.0206049891489485e-09	3.911981724277505e-11	174727567876879.5	5688816704520.195	1.3035158799811911e-05	18079286066.133587	411847321497288.3	5.207572061153933e-10	1.6771590825403198e-08	3.531564140349914e-11	15297113863.16799	36262146092.52474	6.09856244667561e-08	5.903265973689562e-12	1.74729819463867e-06	1456177887.8790002	6768090516063369.0	1545760088.176564	166977217591.30594	1.0076344095529407e-06	6144467207190096.0	8.944589613889776e-11	134289602.60178977	1.0374468555489168e-08	-2.4934815819558842e-18	3.622350090454126e-08	11625234588198.232	0.0	617958078130434.5	1.6767293235926523e-09	101856611291.68997	612609234567.2382	1.4222160015756483e+18	0.0	6.796760760187687e-07	-1.5492877148024225e-14	41207523781865.01	1.6815126679389906e-40	1328806927370514.2	5.3525649068528315e-05	5816085686200.246	5561105624139019.0	8339738397804.708	6046209935605983.0	153566107527537.03	3.463599916385284e-11	3.211383760147773e-10	11237280013637.68	2703385548288692.5	121002240494565.44	7035076998354.567	1790332277553.406	0.0	1.4838395192109253e-29	0.0	-1.0547766466905655e-17	0.0	1199278426103.2651	6060606060606065.0	209880717555.43723	5907039953078518.0	1.217058090180456e+16	6060606060606.061	961357231299160.5	6060606060606068.0	606060606060606.0	14396125000089.617	1212121212121213.2	244520374405.81143	1.2877745627666229e+17	4731799133235550.0	134597819996300.64	4.020020209394973e-06	134459007548898.08	138812447402.56015	130999872980557.97	3597947015742.6475	126556091122459.66	8041728873840.957	12247788803935.95	41034925004470.61	81315106187894.05	134597819996300.61	6134432266060222.0	0.0	0.0	1.123728001363768e+16	1.217058090180456e+19	6060606060606065.0	6060606060606073.0	6060606060606.061	6809298039845235.0	969696969696965.2	121212121212120.88	6060606060606055.0	0.0	4.8100000000000005	0.0	1.691970287237375e-10	1.691970287237375e-13
1511831469836730.0	5940772295786988.0	620509085628851.0	1241074065727.6643	38045359579.74696	18009243724.576927	6.799579151064977e-08	2.3624259868748538e-07	1.9923635612420276e-10	1.5178848561690946e-11	241240221180.31503	14000894.664626772	7.595527186314895e-10	1.4749956633519191e-10	5870328300685.804	1.1754801627907912e-10	1.3784377579321668e-06	19926380971659.906	388763622925.95667	1860441955.4180257	39815938227151.61	2.5747712735600003e-08	1.2167219020717856e-09	2.3648556541567113e-11	174787516656249.38	5690782020401.188	7.861870809822071e-06	18192567581.270252	416013018315271.6	3.142858336353331e-10	1.0131496260594523e-08	2.1315890699594743e-11	15302764995.382965	36269561835.876205	3.686333031810498e-08	3.5683405864793363e-12	1.0567457181859212e-06	1469825593.943725	6776675543067638.0	1553881323.1433942	166998828401.35138	6.06514179643106e-07	6147937084337055.0	5.3930380885514386e-11	134302555.97489727	6.253653842200738e-09	7.189543182493767e-20	2.1902637098763414e-08	11740119356561.562	0.0	618138517481939.5	1.0138218242154203e-09	101724279607.59985	616637880254.6357	1.4226044990694326e+18	0.0	4.103945895197655e-07	-1.3219565428697594e-14	41195671332818.51	1.3407603267403747e-41	1327404023208053.5	3.246580216035446e-05	5816390607771.967	5561105613650344.0	8337043871154.61	6046229383672822.0	153622664371682.88	1.8529300776806586e-11	1.7727227866987336e-10	11237244586029.543	2706903933120069.5	121002305611301.64	7043225740029.439	1792390907060.6594	0.0	1.2523843633301985e-29	0.0	1.6563611336558907e-18	0.0	1223589336270.253	6060606060606065.0	209815600819.2373	5906983396234372.0	1.2170580937232168e+16	6060606060606.061	961359925825810.8	6060606060606068.0	606060606060606.0	14376676933251.467	1212121212121213.2	244215452834.0915	1.28777458980774e+17	4733202037398010.0	134748286259221.75	2.430831730622815e-06	134609348652601.47	138937606620.23267	131147070355373.4	3601215903848.28	126625654730602.0	8122631528619.667	12258332792117.377	41080672142263.6	81409281324840.7	134748286259221.67	6136119604781557.0	0.0	0.0	1.1237244586029542e+16	1.2170580937232169e+19	6060606060606064.0	6060606060606073.0	6060606060606.061	6817871214400456.0	969696969696965.4	121212121212120.88	6060606060606055.0	0.0	4.8100000000000005	0.0	1.6897720865049813e-10	1.6897720865049809e-13
1513559919456122.2	5947614075449341.0	620853472712606.6	1252997268108.8767	38298162964.94859	18009654500.911034	4.1054482220558307e-08	1.4288003716858576e-07	1.2041088098327336e-10	9.175159980210812e-12	243547419490.65714	14064974.84995573	4.59199455098683e-10	8.92075687081974e-11	5873304112328.9	7.107160086906503e-11	8.334500236346828e-07	19931907703090.613	388869583581.62787	1871320699.936623	40210590443797.53	1.5526321810398388e-08	7.331283502659599e-10	1.4300148598751253e-11	174838703338451.28	5692459851077.346	4.744695985000552e-06	18303312606.27921	420159055277410.56	1.8975972127424102e-10	6.122702432895346e-09	1.2871861767415634e-11	15307642840.604551	36275423171.98647	2.229169256644776e-08	2.1575910848896007e-12	6.393640270608373e-07	1483332253.3949425	6785254057209033.0	1561879056.9221234	167003553437.19495	3.6532512845234165e-07	6151409272918575.0	3.253244425437631e-11	134302256.32053417	3.7719280626956855e-09	1.6286884557209814e-19	1.324808840289059e-08	11853801797642.016	0.0	618319324765811.5	6.132140265022378e-10	101592167084.85396	620613321392.6442	1.4229940000004068e+18	0.0	2.47916174021858e-07	-8.400960849140208e-15	41181878277830.914	2.8223448701695363e-41	1326002722826956.2	1.9699776769494696e-05	5816695058086.54	5561105604906981.0	8333970376712.379	6046248799251804.0	153669151673842.5	9.93547164734733e-12	9.800489796341497e-11	11237209217821.984	2710425634145360.5	121002380420943.3	7051344193644.23	1794441884841.2524	0.0	1.333553065112273e-29	0.0	1.971660121237216e-19	0.0	1248133656248.4265	6060606060606065.0	209740791177.5632	5906936908932213.0	1.2170580972600376e+16	6060606060606.061	961362999320253.0	6060606060606068.0	606060606060606.0	14357261354270.066	1212121212121213.2	243911002519.5192	1.287774612349221e+17	4734603337779106.0	134898288514686.8	1.4704856163613621e-06	134759233389945.95	139055124740.79053	131293994334295.58	3604294180391.1987	126695147978663.6	8203140536023.121	12268899386766.871	41126266075262.11	81503123052657.77	134898288514686.73	6137811203555268.0	0.0	0.0	1.1237209217821984e+16	1.2170580972600375e+19	6060606060606063.0	6060606060606074.0	6060606060606.061	6826435935486864.0	969696969696965.5	121212121212120.86	6060606060606055.0	0.0	4.8100000000000005	0.0	1.6875775263264778e-10	1.687577526326478e-13
1515282017176956.8	5954430712195917.0	621198282387568.8	1264795681268.2214	38547714303.37665	18008336202.935684	2.4877940605872768e-08	8.670419390200228e-08	7.302351535933347e-11	5.564598096625924e-12	245844251614.15695	14127298.103397409	2.7855434589071114e-10	5.413325912858646e-11	5876302980926.821	4.311345198439476e-11	5.056883884144923e-07	19936496927036.902	388957082060.89386	1881948837.4405663	40603381883276.96	9.397492380252503e-09	4.4345427599853136e-10	8.67567324834551e-12	174881530062399.25	5693863308129.286	2.874290064537811e-06	18411580412.85605	424285519894432.06	1.1497789241854189e-10	3.712792592886259e-09	7.80050241143653e-12	15311782567.971363	36279801187.19354	1.3526344336635333e-08	1.3088809198215302e-12	3.881466567361556e-07	1496699581.075869	6793825990116758.0	1569756176.759802	166992183024.84293	2.2091849251222444e-07	6154883528711882.0	1.9695781299121675e-11	134289323.8651222	2.283663090923833e-09	-1.142191712073393e-18	8.040038547391795e-09	11966296244872.834	0.0	618500498871127.4	3.7214481178618005e-10	101460274971.37439	624536588773.0464	1.423384499418095e+18	0.0	1.5029492090859076e-07	-6.458853927180475e-15	41166238467904.82	5.084496703185264e-41	1324603043042078.2	1.1992440366873024e-05	5816999034073.93	5561105597618621.0	8330536273764.164	6046268182105000.0	153705971423364.22	5.430063512709292e-12	5.486892925572223e-11	11237173909447.451	2713950608101944.5	121002464457009.56	7059432762845.757	1796485312870.3438	0.0	1.4304775105665114e-29	0.0	-4.6130670341406255e-18	0.0	1272910321162.151	6060606060606065.0	209656755111.28076	5906900089182690.0	1.217058100790875e+16	6060606060606.061	961366433423201.1	6060606060606068.0	606060606060606.0	14337878501073.883	1212121212121213.2	243607026532.12967	1.2877746311395258e+17	4736003017563984.0	135047828879617.3	8.925773877932025e-07	134908663557896.0	139165321721.30984	131440639049414.58	3607189830202.7305	126764571070370.45	8283257809246.828	12279486248572.666	41171707949431.05	81596634681613.58	135047828879617.3	6139507042068587.0	0.0	0.0	1.1237173909447452e+16	1.217058100790875e+19	6060606060606062.0	6060606060606073.0	6060606060606.061	6834992228584663.0	969696969696965.4	121212121212120.84	6060606060606055.0	0.0	4.8100000000000005	0.0	1.6853866274314683e-10	1.6853866274314684e-13
1516997842831706.8	5961222522027091.0	621543479645389.9	1276470814277.5098	38794074097.55134	18005370057.690044	1.50750908852948e-08	5.2608673622921254e-08	4.428114288951295e-11	3.3743491867541032e-12	248130754874.42514	14187913.348309848	1.6895385746945092e-10	3.284536341655089e-11	5879323652745.817	2.6149386780135196e-11	3.068032607048569e-07	19940191637208.605	389026960198.35815	1892332400.5826929	40994320759642.34	5.687857918916916e-09	2.682446312134261e-10	5.262539739513405e-12	174916380526989.75	5695004906353.192	1.7412633104832603e-06	18517428889.876175	428392499616301.6	6.966028809726781e-11	2.2512084254070358e-09	4.726833024349482e-12	15315217755.154144	36282763758.76353	8.20700861840512e-09	7.938920267750983e-13	2.3561660103406755e-07	1509929278.4494038	6802391276912361.0	1577515478.278163	166965473474.8973	1.336028504002721e-07	6158359616620149.0	1.1923482438873513e-11	134264352.19594166	1.3826176483769926e-09	-7.058685784943929e-19	4.878749757380567e-09	12077616957466.082	0.0	618682038640542.5	2.258178238777972e-10	101328604477.67865	628408686271.621	1.4237759924478382e+18	0.0	9.110787518280598e-08	-4.5518999194966914e-15	41148841412136.97	-2.4527759838239105e-42	1323205000264989.0	7.30000827280774e-06	5817302532751.094	5561105591543023.0	8326759072524.122	6046287532006313.0	153733510180729.0	2.959494125973321e-12	3.0677044860900395e-11	11237138661316.828	2717478812289102.5	121002557274441.17	7067491826502.677	1798521286863.1067	0.0	1.4591993162833913e-29	0.0	-2.8548397882387477e-18	0.0	1297918270314.6619	6060606060606065.0	209563937679.66324	5906872550425326.0	1.217058104315688e+16	6060606060606.061	961370210624441.2	6060606060606068.0	606060606060606.0	14318528599760.66	1212121212121213.2	243303527854.9653	1.2877746468031792e+17	4737401060341073.0	135196909462627.34	5.417460673860295e-07	135057640959180.47	139268503446.88715	131586998979115.34	3609910483512.0176	126833924203159.17	8362985259468.218	12290091171274.838	41216998891161.0	81689819400191.52	135196909462627.34	6141207100256400.0	0.0	0.0	1.1237138661316828e+16	1.217058104315688e+19	6060606060606062.0	6060606060606074.0	6060606060606.061	6843540118324498.0	969696969696965.4	121212121212120.83	6060606060606055.0	0.0	4.8100000000000005	0.0	1.683199409928217e-10	1.683199409928217e-13
1518707471674668.0	5967989802821910.0	621889031164888.9	1288024166246.8923	39037301339.88571	18000833788.076843	9.099581584746405e-09	3.179918873599668e-08	2.6748824096237722e-11	2.0382902308074916e-12	250406966851.6979	14246868.038837489	1.0208454114795318e-10	1.985297153215325e-11	5882364940734.217	1.5799220214575312e-11	1.8543079905591947e-07	19943032864255.656	389080021678.48303	1902477272.2486355	41383415289776.89	3.4289876396455084e-09	1.6161263079887088e-10	3.1799132325772933e-12	174943620845861.16	5695896591260.36	1.0507611522197687e-06	18620914551.157024	432480081834699.0	4.203898835212318e-11	1.3597410998456876e-09	2.853192288645754e-12	15317980459.751896	36284375695.01075	4.960644225704979e-09	4.796773784178181e-13	1.4248705958652675e-07	1523023032.0941286	6810949856047761.0	1585159668.4047563	166924148418.5848	8.047553818415669e-08	6161837310581445.0	7.189700774455081e-12	134227909.29007652	8.337872219684092e-10	-1.5168521432445817e-18	2.9491895446435796e-09	12187778106316.54	0.0	618863942877870.9	1.3650470639231174e-10	101197156778.34827	632230591491.1292	1.4241684742852595e+18	0.0	5.5015466180684016e-08	2.555095759022127e-15	41129772478135.016	-1.6916363892951133e-41	1321808610521832.8	4.427725954713236e-06	5817605551218.469	5561105586478328.0	8322655473308.982	6046306848740389.0	153752139662256.62	1.5694867669572867e-12	1.6863041425763934e-11	11237103473821.389	2721010204539161.5	121002658448619.4	7075521741514.663	1800549896984.4626	0.0	1.378539550958581e-29	0.0	-8.413107604016234e-18	0.0	1323156447203.9832	6060606060606065.0	209462763501.42456	5906853920943798.0	1.2170581078344376e+16	6060606060606.061	961374314223656.2	6060606060606068.0	606060606060606.0	14299211865685.473	1212121212121213.2	243000509387.59058	1.2877746598605978e+17	4738797450084230.0	135345532363991.92	3.2756799668994015e-07	135206167401636.3	139364962355.66058	131733068932049.86	3612463431942.089	126903207568454.86	8442324795537.062	12300712072301.852	41262140007183.555	81782680284506.53	135345532363991.92	6142911358287363.0	0.0	0.0	1.1237103473821388e+16	1.2170581078344376e+19	6060606060606063.0	6060606060606074.0	6060606060606.061	6852079628525896.0	969696969696965.4	121212121212120.83	6060606060606055.0	0.0	4.8100000000000005	0.0	1.6810158933280446e-10	1.6810158933280446e-13
1520410974897502.0	5974732836378668.0	622234905222326.9	1299457224907.7847	39277453542.282524	17994801750.899117	5.498108032631923e-09	1.9236355268980707e-08	1.617156301325156e-11	1.2321784647697196e-12	252672925364.97742	14304208.190425286	6.173078645885755e-11	1.200943042011159e-11	5885425720005.265	9.552835887480037e-12	1.121747773528981e-07	19945059766305.99	389117033786.1376	1912389186.8638809	41770673692601.59	2.0693224574866674e-09	9.747820308260162e-11	1.9228739286139264e-12	174963600370121.53	5696549765546.089	6.347712940913989e-07	18722092543.433365	436548353885102.94	2.539230095483721e-11	8.21985895696478e-10	1.723808948422949e-12	15320101288.357008	36284698871.46087	3.0010169532183326e-09	2.900389981704989e-13	8.624046492469138e-08	1535982512.2695193	6819501669149049.0	1592691368.233657	166868900105.3499	4.853220914108033e-08	6165316393438299.0	4.339396767592482e-12	134180538.51750904	5.033486104431375e-10	-8.528230902704252e-19	1.7841732099812922e-09	12296793760301.736	0.0	619046210354722.1	8.258068241365164e-11	101065933013.38884	636003256372.6052	1.4245619401912957e+18	0.0	3.325160978449992e-08	4.867792229323365e-15	41109113085284.64	7.917677427704818e-42	1320413889469759.8	2.6877216822195423e-06	5817908086656.707	5561105582256380.0	8318241404315.584	6046326132101648.0	153762217308979.4	8.415335718789212e-13	9.325018566740522e-12	11237068347334.598	2724544743191178.0	121002767574419.75	7083522845300.468	1802571228477.6768	0.0	1.35587838119045e-29	0.0	-1.3995191239199416e-18	0.0	1348623799536.9846	6060606060606065.0	209353637701.0968	5906843843297075.0	1.2170581113470864e+16	6060606060606.061	961378728292649.8	6060606060606068.0	606060606060606.0	14279928504426.531	1212121212121213.2	242697973949.3518	1.2877746707453053e+17	4740192171136304.0	135493699675619.05	1.9823428550827152e-07	135354244697577.6	139454978041.4779	131878844031699.17	3614855643919.9043	126972421351939.92	8521278323679.1455	12311346984168.068	41307132384602.92	81875220306848.11	135493699675619.11	6144619796551264.0	0.0	0.0	1.1237068347334598e+16	1.2170581113470863e+19	6060606060606064.0	6060606060606075.0	6060606060606.061	6860610782234334.0	969696969696965.4	121212121212120.84	6060606060606054.0	0.0	4.8100000000000005	0.0	1.678836096567921e-10	1.678836096567921e-13
