Pt	M
1.0	1.0
0.887805057698104	0.9498861353198218
0.7365532041383082	0.9200546349528381
0.5424864196356329	0.9286456789433328
0.2942849765100096	1.0489395154730825
0.01778100025710649	1.6354418784753904
0.08386749532028602	2.404960860875374
0.5254694658915193	2.6258957117917845
1.1761751461927652	2.438990420390144
1.7740875030927858	2.2259664254780636
2.266610690051211	2.024055450966953
2.6480921588980992	1.8380867311289282
2.9255181121527283	1.668318770862982
3.109659621483284	1.5139429456936304
3.2120511568099497	1.3738682822373278
3.243804423269181	1.2469605529876342
3.215123050261816	1.1321291336965618
3.1351177065890496	1.028362249043133
3.0117568169982114	0.9347432641105845
2.8518760131907857	0.850461276148984
2.6612051490734583	0.7748235930248322
2.444385249494294	0.7072776625471744
2.20494840879833	0.6474550846554914
1.9452206159402214	0.5952657602385784
1.666067606910387	0.551116279617905
1.3662892123696657	0.5164854464585014
1.0410875284211853	0.4957842710112784
0.6773792402931059	0.5049170840075553
0.23127995389020478	0.6560889571793082
0.012148782062232556	1.4633121367159583
0.05497646295724609	2.263660278417041
0.4020759995958174	2.6430012861565353
1.0440965327859253	2.482173643681359
1.6599738171362535	2.268903199915221
2.175191114939006	2.064032030449156
2.5789939352172206	1.8747238104606783
2.876849223334864	1.7016966725331693
3.079099084062103	1.544262728252564
3.1972538534427875	1.4013606971707462
3.2425656080619185	1.271855388816755
3.2254449464631483	1.1546434119186666
3.1552326572101586	1.0486952064537196
3.0401307884430038	0.9530737905744879
2.887204189461276	0.8669458178980997
2.7024064144015294	0.7895931189744948
2.49060077292677	0.720431934117994
2.255550366033677	0.6590508806142198
1.9998412330155368	0.605291122240325
1.7246704610362606	0.5594287222592564
1.4293394060709548	0.5226405301921339
1.1099996914086883	0.49843605330489704
0.7560111565702841	0.498670578150934
0.3346311592505587	0.5913897588916354
0.0091760625271253	1.287427588681473
0.0380271028027253	2.1107195057543175
0.2903533981266808	2.638061838676992
0.9101372774814431	2.5242063090020666
1.5414706521220334	2.312280086320687
2.079047524797185	2.1046773725076577
2.5054339512368364	1.9120483378037523
2.8241642907468703	1.7357303219779479
3.04501026828183	1.5751928098478334
3.179402471075007	1.4294154249293818
3.2387104229296053	1.2972660821538908
3.2335427618694705	1.1776302637334441
3.1734678125309395	1.0694613607579073
3.0669214775398235	0.9718024799828426
2.9211990212149663	0.883798289389195
2.7424786838323154	0.8047059092660435
2.5358457803874646	0.733911884703203
2.3052914439813343	0.6709650198909897
2.0536534181694837	0.6156448506768789
1.782440283384937	0.5681146340270541
1.491406760097525	0.5293013408463463
1.1775204759832936	0.502011827745794
0.8320917996910377	0.49526085893483407
0.42991384547635864	0.553025008321845
0.0068216231318884825	1.1077999497069093
0.02753713122657737	1.9510699366875721
0.19651918580065286	2.5976119245351006
0.7755777568406506	2.564027696326767
1.4188518207588388	2.3559680148335103
1.9782114881993398	2.1459671404831218
2.4273675386009455	1.9500577647547968
2.767393419942335	1.7704232928974537
3.007317227454396	1.606738623820194
3.158423042328493	1.4580383065587401
3.23217037477271	1.3231983082488492
3.239354945129089	1.2010949427836777
3.1897690891629797	1.0906654073065358
3.0920823830228072	0.9909333638581594
2.953821589132356	0.901021927241598
2.781390719961372	0.8201641853044527
2.580097144679987	0.7477182978861763
2.35415773746928	0.6831959700213672
2.106655007478791	0.6263210942640514
1.8393923254811895	0.5771586684631242
1.5525378505832927	0.5364268567726859
1.2437685845011437	0.5063768617483458
0.9059810062712719	0.4939737602200768
0.5193419115602592	0.5291165215478176
