R_GnRH-a	R_GnRH-i	Ant_c	Ago_R-i	GnRH_R-i	GnRH	Ago_c	FSH_bld	LH_bld	AF3	AF4	InhB	LH_Pit	Lut1	Lut3	OvF	P4	R_FSH_des	R_Foll	AF1	R_LH_des	Sc1	InhA	FSH_pit	E2	Ant_R	PrF	GnRH_R-a	InhA_delay	Lut4	Ago_R-a	R_FSH	R_LH	AF2	Ant_p	Sc2	Ant_d	Ago_d	s114	Lut2	s116	s115	LH_R	FSH_R	s113	Values[freq]	Values[mass]
0.00928	0.0009409	0.0	0.0	1.294e-05	0.00326	0.0	4.1	2.667	0.504	1.604e-05	52.18	261119.0	2.762e-05	0.00334	7.652e-19	2.41	1.497	0.119	2.26	0.699	1.098e-08	1.07	48627.2	45.0	0.0	0.244	1.447e-05	86.84	0.01385	0.0	6.341	8.41	19.92	0.0	2.171e-06	0.0	0.0	0.0	0.0003772	0.0	0.0	0.263	0.662	0.0	3.178764497426594	0.0012079919530147592
0.009254260998131791	0.000948851358263457	0.0	0.0	2.360177295990854e-05	0.0059712134688358915	0.0	4.8384895512569	2.705309359183462	0.5492773644194293	1.808725849384633e-05	57.44373960643872	263825.19947914226	1.1768787266845939e-05	0.001963115818344576	1.0280849389929721e-18	1.6749120244392675	1.6910991837787857	0.14838388860153107	2.4516083184288773	0.7061683808709647	3.2396783185217704e-09	0.8549231831676023	55608.60353828368	37.802922528181924	0.0	0.24406980121324187	2.6403195492085598e-05	74.8761133341387	0.009240711761490031	0.0	6.061230623958457	8.400251621443509	21.951507946600454	0.0	8.373490310050725e-07	0.0	0.0	0.0	0.0001884064164658772	0.0	0.0	0.2655799976855228	0.747670192262758	0.0	5.427139691204638	0.0012930927970105218
0.009208362621190883	0.0009615679823741847	0.0	0.0	4.109090044920317e-05	0.010420673767538198	0.0	5.6879121818380165	2.748628671034057	0.6054560480516293	2.099792740926521e-05	63.717873673310585	267157.7595994666	4.981541239848065e-06	0.0011403538156523388	1.5443943153134518e-18	1.1658985467335088	1.892940802818972	0.20757496404966316	2.5455529604663014	0.716174701646264	9.55875740331044e-10	0.7137398418957123	60645.984092462364	33.37122484466372	0.0	0.24417571916063802	4.585565759071006e-05	64.3914997258949	0.006066418557084531	0.0	5.770270543541296	8.386448827819496	24.371808598628448	0.0	3.225534498585901e-07	0.0	0.0	0.0	9.32510731746527e-05	0.0	0.0	0.2693764705342416	0.8367886536397333	0.0	8.230572036001963	0.00137530118204682
0.009146012823783108	0.000978066684600878	0.0	0.0	6.394408357539752e-05	0.016265425367310137	0.0	6.665174067649081	2.863233385389852	0.6767942376063218	2.6837237282141703e-05	70.83834377551253	271033.77137073944	2.096523073023624e-06	0.0006559013834956255	3.062005391635854e-18	0.8214504192005091	2.1025219184046566	0.3360536069242611	2.5502245796461738	0.7422154793132069	2.82033689676174e-10	0.622475104909911	62352.98796977641	31.056487074448107	0.0	0.24437803166749944	7.110517168142837e-05	55.355820391784846	0.003927742115821647	0.0	5.4681867250559835	8.350445355123334	27.11776812592435	0.0	1.2412984784913988e-07	0.0	0.0	0.0	4.579909267293934e-05	0.0	0.0	0.2793391655634661	0.9292913565393629	0.0	10.89474623952959	0.0014299238258846899
0.009080262018509352	0.0009950072206807669	0.0	0.0	8.745947710905199e-05	0.022325379797157045	0.0	7.647013238201914	3.224522628033446	0.771947509700905	4.6105511086486595e-05	78.5735248644524	275283.5310790862	8.7778715420466e-07	0.0003740829642041007	8.778709713926088e-18	0.5927169918380091	2.2929088766859036	0.5199658503986	2.4934854379465876	0.8232246352422997	8.321479326405114e-11	0.5643488092916976	61351.915747595725	30.564307672398755	0.0	0.24489528423045778	9.691435119010612e-05	47.666069792796975	0.0025126871758516895	0.0	5.1941289677226825	8.238552929632279	30.09994990007607	0.0	4.773416303691548e-08	0.0	0.0	0.0	2.2343768083554793e-05	0.0	0.0	0.31022243512542236	1.0129621555914177	0.0	12.862070726882179	0.0014427360590961254
0.009025313571733161	0.001008791085701543	0.0	0.0	0.00010663739410168666	0.027302969842977285	0.0	8.299770708668486	3.95469264693877	0.9129031674946924	0.00011150068801285077	86.56318450425708	279647.59425723396	3.6571435458371394e-07	0.00021177689412400118	3.755974663175177e-17	0.44319208811318744	2.410273766741271	0.726510139324089	2.422871069024921	0.9820835387100854	2.4552746970982108e-11	0.5282354649156489	58699.93945379462	31.959125597130992	0.0	0.24677366745126536	0.0001178241936071891	41.18430621370456	0.0015904856765282496	0.0	5.025639806029106	8.01962926330758	33.17926362666544	0.0	1.834578883306665e-08	0.0	0.0	0.0	1.083538514527787e-05	0.0	0.0	0.3702871979823262	1.064086427229628	0.0	14.079521748924805	0.0014075515788374423
0.008988982873137475	0.0010174971353557525	0.0	0.0	0.00011883590575496654	0.030479731026263845	0.0	8.421695911569937	4.7927630718346785	1.1519642718074041	0.0002725831130967941	94.37927125857524	283906.6054720579	1.5165799533264035e-07	0.00011910972802534585	1.7388234227540856e-16	0.34675417358236854	2.4325474354841226	0.9402043379174958	2.38094923934247	1.1560295391846498	7.244353554589575e-12	0.5081935487728748	55212.16806025019	35.341469190054525	0.0	0.25425403970441907	0.00013101979840405973	35.764550662829265	0.0009973043146410344	0.0	4.99419752394576	7.780458412443828	36.1907524687906	0.0	7.0478227098889056e-09	0.0	0.0	0.0	5.225993723286485e-06	0.0	0.0	0.4355120483715134	1.073255040570124	0.0	14.766973703186279	0.001335430292180251
0.008971036277478745	0.0010212889054028369	0.0	0.0	0.00012430011506075805	0.03189730812201132	0.0	8.090373109606103	5.332484116736347	1.5489958989338914	0.0005249439884884407	101.68398465768374	288031.95939057594	6.263598695747724e-08	6.661871175884177e-05	8.412777596659467e-16	0.2852997130574518	2.3764142195930256	1.1559454033062082	2.3805071281024386	1.2637380490327306	2.137465859514369e-12	0.5036871197298434	51458.51351016723	40.59417486024059	0.0	0.27696617430225073	0.00013685052052994233	31.275042925701122	0.0006202250953406913	0.0	5.075556774350829	7.632707407204898	39.004638600531884	0.0	2.7066306366420704e-09	0.0	0.0	0.0	2.5088533317959853e-06	0.0	0.0	0.475554543762364	1.0480290060561521	0.0	15.143987607883075	0.001253858085506873
0.008965673951687902	0.0010217475221859576	0.0	0.0	0.00012522375557491027	0.03212921312297084	0.0	7.521426143436049	5.496059635341197	2.1072391287309937	0.000790544982838712	108.37533306505922	292128.94530545827	2.5785279981952996e-08	3.7091031160400535e-05	5.579930423466553e-15	0.24655636624836758	2.274256555415485	1.3719640529709405	2.4119722223648674	1.2961364416872685	6.306650090278689e-13	0.5170927468593376	47780.661142496756	47.17002653425077	0.0	0.325046401630074	0.00013776857702103794	27.613033554756647	0.0003830072790646475	0.0	5.22300662587678	7.588442834148921	41.58215919058446	0.0	1.039183111852354e-09	0.0	0.0	0.0	1.1999564245949308e-06	0.0	0.0	0.487420724163799	1.002736818707743	0.0	15.351917383413985	0.0011916118792808482
0.008965659259048051	0.00102079716043418	0.0	0.0	0.00012425421995420008	0.03187470912438764	0.0	6.905960915362778	5.479745321799542	2.7849582292934096	0.0010356162273237963	114.51138143048546	296280.8908890686	1.0587257032248655e-08	2.0574554984273334e-05	5.4074699425172315e-14	0.22235421315565945	2.156345358875241	1.5873750077773452	2.4586875530852867	1.2932535868667772	1.8607939482387618e-13	0.5496342342838512	44330.53844132683	54.50413024059913	0.0	0.4035598503400009	0.0001366783065579419	24.701932053702034	0.00023508875825582027	0.0	5.39297764101374	7.592486047644154	43.94581965318137	0.0	3.9890546784057507e-10	0.0	0.0	0.0	5.722253272942902e-07	0.0	0.0	0.48626036548905366	0.9506770001110249	0.0	15.46890003883248	0.0011610230702530852
