C	R	I	X	A
0.0	1.0	1.0	0.0	0.0
9.523675645386757e-05	0.999902860352359	0.999956797005758	1.8674270011582782e-06	4.15402244245553e-05
0.00018497930806383515	0.9998120732202608	0.9998320856990829	3.6637307799847856e-06	0.00016590693240506175
0.0002695794715968366	0.9997285425319701	0.9996322622616441	5.356221141954393e-06	0.00036793096738453547
0.00034933245202019514	0.9996531070534533	0.9993633517415133	6.950564375718598e-06	0.0006426941983134884
0.0004245166105159038	0.9995865440440174	0.9990310312296053	8.452122370277009e-06	0.0009855496656178935
0.000495394392885239	0.9995295726953968	0.9986406472273055	9.865999435512006e-06	0.0013921084918385397
0.0005622132561512776	0.9994828574647455	0.9981972326618646	1.1197050704483343e-05	0.0018582270402827691
0.0006252065081433184	0.9994470111285767	0.9977055226299847	1.2449890456710873e-05	0.0023799949873880904
0.0006845941342183975	0.9994225978160061	0.9971699701625358	1.3628901334750872e-05	0.0029537233414914177
0.0007405835583546078	0.9994101358283329	0.996594760999634	1.4738243259218696e-05	0.0035759331779787605
0.0007933703578803433	0.9994101003080367	0.9959838276906341	1.578186231147335e-05	0.00424334485681748
0.0008431389442923257	0.9994229257969945	0.9953408631963853	1.6763499668115987e-05	0.004952867596238699
0.0008900632055803844	0.999449008665213	0.9946693338809949	1.768670051230497e-05	0.00570158949245176
0.0009343071063124528	0.9994887093946712	0.9939724918158142	1.8554822639035517e-05	0.006486768043907874
0.0009760252522481042	0.9995423547391088	0.9932533864872469	1.9371044868009564e-05	0.007305821115477064
0.001015363425032379	0.9996102397770028	0.9925148759820615	2.013837532140692e-05	0.008156318291141036
0.0010524590875142822	0.9996926298584465	0.9917596376462484	2.0859659495664962e-05	0.009035972620377006
0.0010874418591497333	0.9997897624432508	0.9909901781997197	2.153758807168746e-05	0.009942632772767744
0.0011204339630753886	0.9999018488347905	0.9902088433252505	2.217470445102398e-05	0.010874275588404668
0.0011515506475845343	1.000029075818168	0.9894178267697575	2.2773412030726565e-05	0.011828998997040652
0.0011809005839561214	1.0001716072089253	0.988619178984827	2.3335981221924007e-05	0.012805015287082964
0.0012085862416401825	1.0003295853155254	0.9878148153195596	2.3864556201450772e-05	0.013800644715491278
0.0012347042417555562	1.0005031323187448	0.9870065237793304	2.4361161388544994e-05	0.014814309448997299
0.0012593456902146643	1.0006923515723845	0.9861959723707949	2.482770764963101e-05	0.015844527821911494
0.0012825964918510584	1.0008973288299985	0.9853847160551512	2.5265998238319916e-05	0.016889908894458325
0.0013045376466864086	1.0011181334016326	0.9845742033284094	2.567773447557317e-05	0.017949147297912218
0.001325245529282297	1.001354819243977	0.9837657824448962	2.6064521173489768e-05	0.019021018354570207
0.0013447921521009538	1.0016074259873053	0.9829607073003719	2.6427871807801558e-05	0.020104373460393333
0.0013632454138186845	1.0018759799026544	0.982160142991813	2.6769213446365336e-05	0.021198135717576318
0.0013806693334900784	1.0021604948125817	0.9813651710704425	2.708989144160817e-05	0.02230129580461245
0.001397124271375733	1.002460972948565	0.9805767945034222	2.739117389455389e-05	0.023412908072249515
0.0014126671371588067	1.0027774057578265	0.9797959423582369	2.7674255897570647e-05	0.024532086854735305
0.0014273515863426865	1.0031097746626436	0.9790234742256118	2.7940263565147616e-05	0.025658002984303645
0.0014412282054816403	1.0034580517746796	0.9782601843939986	2.8190257860493825e-05	0.026789880498982132
0.0014543446867239863	1.0038222005661894	0.9775068057850582	2.842523822314146e-05	0.0279269935365908
0.0014667459925518387	1.0042021765016187	0.976764013668848	2.864614601079097e-05	0.02906866340053645
0.001478474511107272	1.0045979276311392	0.97603242916671	2.8853867760278957e-05	0.030214255791310204
0.0014895702026790027	1.00500939514842	0.9753126225540727	2.9049238276287572e-05	0.03136317819429118
0.0015000707378556417	1.005436513914672	0.9746051163740178	2.9233043555609368e-05	0.032514877415502415
0.001510011627821919	1.0058792129508864	0.9739103883719251	2.9406023554585914e-05	0.03366883725736073
0.001519426347245617	1.006337415900093	0.9732288742609873	2.9568874807108513e-05	0.03482457632685485
0.0015283464501771224	1.006811041461347	0.9725609703278975	2.972225290027998e-05	0.03598164596895101
0.0015368016792183228	1.0073000037965132	0.9719070358843103	2.9866774811453388e-05	0.03713962832091265
0.00154482006866115	1.0078042129127003	0.9712673955799538	3.000302112349992e-05	0.038298134475159354
0.0015524280422157368	1.008323575022843	0.9706423415912236	3.0131538118492918e-05	0.03945680273988022
0.001559650504443349	1.008857992880973	0.9700321356655247	3.0252839757699282e-05	0.040615297012883966
0.0015665109269722424	1.0094073660963558	0.9694370110447295	3.0367409515417727e-05	0.04177330525047271
0.0015730314301040107	1.0099715914293828	0.9688571742839733	3.0475702180961887e-05	0.04293053801854444
0.0015792328599464835	1.0105505630691238	0.9682928069651261	3.057814546362378e-05	0.04408672712663795
0.0015851348609192528	1.0111441728928188	0.9677440673062858	3.067514161420925e-05	0.0452416243436871
0.0015907559442388166	1.011752310709279	0.9672110916785307	3.076706895214184e-05	0.04639500018678152
0.001596113552775421	1.0123748644861934	0.9666939960298069	3.08542828975299e-05	0.047546642783448605
0.001601224121085183	1.0130117205628104	0.9661928772241853	3.093711806856604e-05	0.048696356799456775
0.001606103133852891	1.0136627638495046	0.9657078143049398	3.10158885865835e-05	0.049843962428405546
0.0016107651794165002	1.0143278780142506	0.965238869681496	3.109088991661764e-05	0.05098929443974193
0.001615224001082528	1.0150069456566408	0.9647860902439949	3.116239969075939e-05	0.052132201284790965
0.0016194925450906414	1.0156998484700135	0.9643495084084996	3.1230678792982994e-05	0.05327254425718679
0.001623583006475583	1.016406467395171	0.9639291431130679	3.129597235175056e-05	0.054410196692125094
0.0016275068723626083	1.017126682764045	0.9635250007549623	3.1358510674474076e-05	0.0555450432120976
0.0016312749612683647	1.0178603744278143	0.9631370760367354	3.1418510106077614e-05	0.05667697904458346
0.0016348974617114921	1.018607421882075	0.9627653527949045	3.1476173785408585e-05	0.057805909353584095
0.0016383839680483361	1.0193677043822766	0.9624098047712639	3.153169260912033e-05	0.058931748616245686
0.0016417435146681282	1.0201411010507322	0.9620703963345685	3.158524560392467e-05	0.060054420039250725
0.0016449846082066634	1.0209274909788988	0.9617470831741288	3.163700101818135e-05	0.061173854996698473
0.0016481152568414692	1.0217267533172087	0.9614398129197969	3.168711701708572e-05	0.06228999252653226
0.0016511430006463433	1.022538767362854	0.9611485257498404	3.173574075782488e-05	0.06340277883814119
0.0016540749338287623	1.02336341264004	0.9608731549533722	3.178301355106627e-05	0.06451216684994443
0.0016569177392781465	1.024200568972485	0.9606136274482021	3.18290616347591e-05	0.06561811577629971
0.0016596777012832286	1.0250501165587027	0.9603698643125341	3.187400949057533e-05	0.06672059068145299
0.0016623607159185361	1.0259119360299107	0.9601417812131663	3.1917990783344534e-05	0.06781956211771033
0.0016649723819097209	1.026785908510686	0.9599292888592199	3.1961079654497754e-05	0.06891500582123071
0.0016675179389084066	1.0276719156762013	0.9597322934173754	3.200337346401797e-05	0.07000690229040779
0.0016700022892874927	1.0285698397998593	0.9595506968797336	3.204498949650862e-05	0.07109523648577117
0.0016724300372825678	1.0294795638000387	0.959384397428428	3.208604405543782e-05	0.07217999754962144
0.0016748056079789022	1.0304009712834847	0.9592332897883963	3.212655090722437e-05	0.07326117861406929
0.0016771331044246574	1.0313339465892064	0.9590972655529724	3.2166581358800635e-05	0.07433877637490739
0.0016794161627943446	1.032278374818246	0.9589762134234957	3.220642232226366e-05	0.07541279073574944
0.0016816587135992222	1.0332341418681326	0.9588700195863236	3.224583095451855e-05	0.0764832252252593
0.0016838639851614325	1.034201134468058	0.9587785678556962	3.2285043173889695e-05	0.07755008589185779
0.0016860352031599257	1.035179240217189	0.9587017399847966	3.232408569278366e-05	0.0786133817294592
0.0016881753716422802	1.036168347572614	0.9586394159403017	3.2363014937270545e-05	0.07967312417017583
0.0016902873135855121	1.0371683458918917	0.9585914740703573	3.240188288192798e-05	0.08072932699883913
0.0016923736872039043	1.0381791254134478	0.9585577913549715	3.2440738338370635e-05	0.08178200609781552
0.0016944369723205118	1.0392005773989286	0.9585382433912124	3.2479626455724465e-05	0.08283117959155753
0.0016964794958922765	1.0402325940727315	0.9585327047193951	3.251858939081108e-05	0.08387686748328965
0.0016985034485685606	1.0412750686009384	0.9585410490624214	3.255766683392463e-05	0.08491909140971425
0.0017005108883409508	1.0423278951238537	0.9585631494241954	3.259689556012148e-05	0.08595787457845869
