TF_VIIa	Xa	IXa	ATIII	VII	IXa_VIIIa	IIa	Xa_Va	VIIIa	TF_VIIa_Xa	X	mIIa	VIIa	Va	Xa_TFPI	VIIIa1_L	TF_VIIa_X	II	TF_VIIa_IX	mIIa_ATIII	TF_VIIa_Xa_TFPI	IX	TF_VIIa_ATIII	IXa_VIIIa_X	TF_VII	Xa_Va_II	IXa_ATIII	IIa_ATIII	TF	TFPI	Xa_ATIII	VIII	V	VIIIa2	Values[IIa+1.2mIIa]
1.542372942905308e-13	2.7133343091005896e-11	4.410623056456136e-12	3.3995809100681256e-06	9.843101202970105e-09	4.887913917356863e-16	7.211695539914263e-12	2.5220898138025753e-12	2.286774600890083e-12	2.656313877657366e-14	1.5995864430012282e-07	1.4781698079295484e-09	2.355032913460837e-10	6.778915436233377e-11	2.3758861578482857e-12	2.467854092762285e-13	8.757566554986003e-14	1.3980991047017468e-06	3.310488320431027e-14	4.09017813624144e-10	1.656440686988808e-12	8.999530670696105e-08	9.47695900062844e-15	9.454598609096296e-16	1.9428107055991766e-11	2.117163292976712e-12	2.481308480472187e-13	4.3788178676882675e-12	3.60449431619755e-12	2.4959676731551594e-09	5.435692570432339e-12	6.974650057385816e-10	1.992757159253092e-08	2.467854092762285e-13	1.781015465055372e-09
1.5316381750297573e-13	2.7211276232970132e-11	4.462512939588572e-12	3.3995437008649985e-06	9.839570354347524e-09	5.226117549594635e-16	7.379808001708156e-12	2.649514473522789e-12	2.3744500196368762e-12	2.637778907518678e-14	1.5995811321377324e-07	1.5790393400780864e-09	2.3896306510623307e-10	7.046236859712856e-11	2.4360413519516327e-12	2.6076966596747647e-13	8.696436508684732e-14	1.3979608971666486e-06	3.287350769661886e-14	4.459048516436799e-10	1.6774173853610572e-12	8.999524755862587e-08	9.597135668758613e-15	1.0110254603312492e-15	1.9480186545843178e-11	2.2239261527670355e-12	2.5552128965364777e-13	4.554907476495973e-12	3.533419453765401e-12	2.4958865412626842e-09	5.574257450640813e-12	6.973632466771808e-10	1.9924664190776615e-08	2.6076966596747637e-13	1.9022270160954117e-09
1.5211634334928317e-13	2.7280069317942924e-11	4.513900542199441e-12	3.399504000278587e-06	9.836033736984799e-09	5.580985728442716e-16	7.551713851362156e-12	2.7800546981675073e-12	2.4639443780372487e-12	2.6196916143439466e-14	1.599575851819857e-07	1.6842764823041953e-09	2.424311025622334e-10	7.319718223857672e-11	2.4963372976919277e-12	2.7528551325909736e-13	8.636783790801138e-14	1.397815824719183e-06	3.264771585812323e-14	4.852787148769349e-10	1.6982451863233303e-12	8.999518881615036e-08	9.716481816824437e-15	1.0798287312152101e-15	1.952986997156013e-11	2.333272166124485e-12	2.6299766428731885e-13	4.735097619479589e-12	3.464839547040879e-12	2.4958054175159817e-09	5.7131947653418825e-12	6.972591321814002e-10	1.9921689490897165e-08	2.752855132590973e-13	2.028683492616396e-09
1.5109464434501907e-13	2.7339949806991307e-11	4.564796557409681e-12	3.3994617022398217e-06	9.83249242646558e-09	5.953024938177604e-16	7.727887112111172e-12	2.913685149576138e-12	2.5553015783112815e-12	2.6020480940127143e-14	1.5995706008958674e-07	1.7939378053372731e-09	2.459062390501381e-10	7.599521886508383e-11	2.556753666277708e-12	2.9034399830921515e-13	8.578595487311832e-14	1.3976637242225745e-06	3.2427459034470215e-14	5.272454223623224e-10	1.7189276733624363e-12	8.999513046957633e-08	9.835017617046836e-15	1.151968152926678e-15	1.957724325410033e-11	2.4451773358326385e-12	2.7055913659153684e-13	4.919485278970106e-12	3.398665515727476e-12	2.4957243186603565e-09	5.8524583773001116e-12	6.971526071527333e-10	1.9918645918649544e-08	2.903439983092151e-13	2.160453253516839e-09
1.5009849120549545e-13	2.7391138215177223e-11	4.615211569545504e-12	3.3994166993467305e-06	9.828947471100784e-09	6.342753656661819e-16	7.908835267291563e-12	3.0503834722577005e-12	2.6485720176908066e-12	2.5848444152068257e-14	1.599565378213629e-07	1.908077066246407e-09	2.493873402972015e-10	7.885829044328893e-11	2.61727064178649e-12	3.0595645111675937e-13	8.521858584500706e-14	1.397504433986116e-06	3.22126881673839e-14	5.719123130629913e-10	1.7394683980978771e-12	8.999507250903389e-08	9.95276306042123e-15	1.227544513617185e-15	1.9622389231478118e-11	2.5596200469347776e-12	2.7820488852949086e-13	5.108179261133867e-12	3.334811397993651e-12	2.4956432609601126e-09	5.992003288404165e-12	6.970436097113137e-10	1.991553170603755e-08	3.059564511167593e-13	2.29760131476298e-09
1.4912765364668338e-13	2.743384712977101e-11	4.665156053363244e-12	3.3993688829296813e-06	9.825399892809379e-09	6.7507036467611055e-16	8.095099854058576e-12	3.190130867000886e-12	2.743813011401431e-12	2.5680766236842302e-14	1.5995601826204483e-07	2.0267454398643658e-09	2.528733014316833e-10	8.178840952250545e-11	2.677868904166602e-12	3.2213452478362926e-13	8.466560002364615e-14	1.3973377935978832e-06	3.2003353938894056e-14	6.193879798445268e-10	1.7598708800847351e-12	8.999501492474199e-08	1.0069737955617235e-14	1.3066611594265076e-15	1.9665387767042816e-11	2.6765815450411782e-12	2.8593411919168237e-13	5.3013010099048224e-12	3.273194241070788e-12	2.495562260215746e-09	6.131785601733663e-12	6.969320707322914e-10	1.9912344878065485e-08	3.221345247836292e-13	2.440189627691297e-09
1.4818190072975752e-13	2.7468280277769297e-11	4.714640373461318e-12	3.3993181431109474e-06	9.82185068812073e-09	7.177421363339393e-16	8.2872570655422e-12	3.332912643718238e-12	2.8410892202208953e-12	2.5517407530570015e-14	1.599555012962881e-07	2.149991773462034e-09	2.5636304587516867e-10	8.478780167063511e-11	2.7385296101603938e-12	3.38890238263175e-13	8.41268662294666e-14	1.3971636437285145e-06	3.1799406876975684e-14	6.697822091276176e-10	1.7801386066881752e-12	8.999495770700867e-08	1.0185961928289486e-14	1.3894242659442646e-15	1.970631585410969e-11	2.7960463966852025e-12	2.937460446023477e-13	5.49898543452081e-12	3.2137339959071e-12	2.4954813317831488e-09	6.2717624788969e-12	6.968179133751143e-10	1.9909083239288994e-08	3.3889023826317496e-13	2.588277385219983e-09
1.4726100105243424e-13	2.74946316504165e-11	4.763674783802883e-12	3.399264368857804e-06	9.818300829297428e-09	7.623469483590804e-16	8.485918391930707e-12	3.47871874930188e-12	2.9404730827540662e-12	2.5358328290426378e-14	1.5995498680865e-07	2.2778628640349276e-09	2.5985552411846275e-10	8.785891816759112e-11	2.7992343721622467e-12	3.5623602173580054e-13	8.360225302171354e-14	1.3969818259058998e-06	3.160079740574741e-14	7.23205926994995e-10	1.8002750330096563e-12	8.99949008462312e-08	1.030145442063523e-14	1.475943133671566e-15	1.9745247716899723e-11	2.9180029280183566e-12	3.0163989752505184e-13	5.701381751312592e-12	3.156353415899688e-12	2.4954004905948254e-09	6.411892092666747e-12	6.967010526054288e-10	1.990574436015512e-08	3.562360217358005e-13	2.741921355233843e-09
1.4636472277627535e-13	2.751308468977723e-11	4.812269427255416e-12	3.399207448028657e-06	9.814751265568867e-09	8.089428563382763e-16	8.691731307672694e-12	3.6275442671605797e-12	3.0420452532103756e-12	2.5203488691088692e-14	1.599544746835639e-07	2.410403755883798e-09	2.6334971239059713e-10	9.100444898502785e-11	2.8599652351736305e-12	3.741847646166157e-13	8.309162871197284e-14	1.39679218226257e-06	3.1407475855240763e-14	7.797711522592962e-10	1.8202835818314626e-12	8.999484433289627e-08	1.0416234691023106e-14	1.5663305079896478e-15	1.9782254907968407e-11	3.042443638992141e-12	3.0961492726760644e-13	5.9086543412182935e-12	3.100977959474554e-12	2.4953197511829923e-09	6.552133575280449e-12	6.965813947088094e-10	1.9902325563108856e-08	3.7418476461661564e-13	2.90117623836823e-09
1.4549283347781927e-13	2.7523811542546034e-11	4.860434335075879e-12	3.399147267411654e-06	9.811202924466927e-09	8.575898824355954e-16	8.905380005000396e-12	3.77938988518748e-12	3.145895045677417e-12	2.505284881237022e-14	1.5995396480531076e-07	2.5476580563913294e-09	2.668446112294285e-10	9.422733608841666e-11	2.9207046519992254e-12	3.9274986625014825e-13	8.259486130318948e-14	1.3965945552573571e-06	3.121939244026529e-14	8.395909570321412e-10	1.8401676435534278e-12	8.999478815758021e-08	1.0530321813559172e-14	1.6607029245169462e-15	1.9817406402236442e-11	3.169365590239277e-12	3.176703994862588e-13	6.12098362498621e-12	3.047535696362947e-12	2.495239127704445e-09	6.692446962727653e-12	6.964588367952661e-10	1.9898823908436194e-08	3.927498662501482e-13	3.066095047674595e-09
1.4464509990469378e-13	2.7526972379569432e-11	4.9081794263019595e-12	3.3990837127561175e-06	9.80765671324626e-09	9.083502062884191e-16	9.127586184514021e-12	3.934262332293034e-12	3.2521208845861167e-12	2.4906368598731895e-14	1.599534570579887e-07	2.689668266380781e-09	2.703392439708376e-10	9.753078704660248e-11	2.98143545698166e-12	4.11945289084419e-13	8.211181835541704e-14	1.3963887873752614e-06	3.1036497212738847e-14	9.027794344563529e-10	1.8599305761082044e-12	8.999473231094924e-08	1.0643734677508352e-14	1.7591810781483653e-15	1.9850768688038428e-11	3.2987707626751685e-12	3.2580559598906375e-13	6.338566955150489e-12	2.9959572171042966e-12	2.4951586339669074e-09	6.832793135702109e-12	6.963332662950457e-10	1.9895236179858466e-08	4.1194528908441896e-13	3.2367295058414507e-09
1.4382128762938086e-13	2.7522714791417386e-11	4.9555145069957245e-12	3.399016668795503e-06	9.804113520392078e-09	9.61288370118925e-16	9.359109927875236e-12	4.092174777941801e-12	3.360830762840296e-12	2.4764007801840868e-14	1.5995295132548036e-07	2.8364761249539878e-09	2.738326551539839e-10	1.0091828901186133e-10	3.0421408382240547e-12	4.317856147006244e-13	8.164236679632558e-14	1.3961747208043055e-06	3.0858739991802864e-14	9.694516748995926e-10	1.8795757048376155e-12	8.99946767837599e-08	1.0756491986477298e-14	1.861890219718166e-15	1.988240585488794e-11	3.4306663853614238e-12	3.3401981453811756e-13	6.561619528372153e-12	2.9461755460686356e-12	2.495078283456936e-09	6.973133757097788e-12	6.962045604438699e-10	1.9891558869824872e-08	4.3178561470062437e-13	3.41313045987266e-09
1.4302116062622045e-13	2.7511173263528032e-11	5.002449269299601e-12	3.3989460192616086e-06	9.80057421720338e-09	1.0164714983380602e-15	9.600750665707418e-12	4.253147192867426e-12	3.4721427087573508e-12	2.4625725909129927e-14	1.59952447491418e-07	2.9881229660666363e-09	2.773239088544257e-10	1.043936231082533e-10	3.1028043085039144e-12	4.52286102723227e-13	8.118637268451008e-14	1.3959521970918406e-06	3.0686070276169147e-14	1.0397237508784166e-09	1.899106322316264e-12	8.999462156685971e-08	1.086861225728194e-14	1.9689605807891092e-15	1.9912379678118765e-11	3.56506522915663e-12	3.4231236865035537e-13	6.79037532033629e-12	2.8981260578116752e-12	2.4949980893691773e-09	7.113431206510008e-12	6.960725857564409e-10	1.988778816446976e-08	4.5228610272322696e-13	3.595348309945671e-09
1.422444807861468e-13	2.74924687325288e-11	5.048993290289734e-12	3.398871646890329e-06	9.797039659436455e-09	1.073969531171174e-15	9.85334825001285e-12	4.4172066682898245e-12	3.5861852625341153e-12	2.449148206670702e-14	1.5995194543914655e-07	3.1446500836966936e-09	2.8081208695995795e-10	1.0796087924771861e-10	3.163409675138393e-12	4.734627524878147e-13	8.074370094677214e-14	1.3957210567837358e-06	3.051843714509102e-14	1.1137127104077704e-09	1.918525688116477e-12	8.999456665118783e-08	1.0980113818471875e-14	2.0805278257899897e-15	1.99407497007006e-11	3.701985866245678e-12	3.5068258739664565e-13	7.025088044317807e-12	2.851746396419755e-12	2.4949180646367427e-09	7.2536485123323875e-12	6.959371974876217e-10	1.9883919928217785e-08	4.734627524878146e-13	3.783433448686045e-09
1.4149100742896329e-13	2.7466708224432078e-11	5.095156030596665e-12	3.398793433418626e-06	9.793510688996846e-09	1.1338554730843979e-15	1.0117784145383882e-11	4.5843876968268575e-12	3.703097963846179e-12	2.4361234983526746e-14	1.5995144505168468e-07	3.3060991028326e-09	2.842962874008753e-10	1.1162447142412408e-10	3.2239410090043075e-12	4.953323675694444e-13	8.031421507908301e-14	1.3954811390488745e-06	3.0355789148668073e-14	1.1915365791207538e-09	1.9378370285053576e-12	8.999451202777607e-08	1.1091014808453844e-14	2.196733532546063e-15	1.9967573312319228e-11	3.841452891084951e-12	3.5912981519873693e-13	7.266032136635685e-12	2.806976397726737e-12	2.494838221962488e-09	7.393749281910088e-12	6.957982390795795e-10	1.9879949687988e-08	4.953323675694443e-13	3.977436707544503e-09
1.407604967244392e-13	2.7433984581081855e-11	5.140946832771555e-12	3.398711259572088e-06	9.789988135672324e-09	1.1962056569712314e-15	1.0394982759456487e-11	4.754732401403637e-12	3.82303185278565e-12	2.4234942858756636e-14	1.5995094621168326e-07	3.472512354329775e-09	2.877756223421391e-10	1.1538915356199968e-10	3.2843826128405287e-12	5.179126234197323e-13	7.989777686963992e-14	1.3952322812902702e-06	3.019807419870812e-14	1.2733143717578488e-09	1.9570435360654696e-12	8.999445768775008e-08	1.1201333173186512e-14	2.317725704246814e-15	1.9992905825641572e-11	3.983497109928179e-12	3.676534116234879e-13	7.51350377365414e-12	2.763758014468247e-12	2.4947585738510914e-09	7.533697630037536e-12	6.956555415924341e-10	1.9875872616926704e-08	5.179126234197322e-13	4.177409807955186e-09
1.40052701198905e-13	2.7394376262175843e-11	5.1863749194508514e-12	3.3986250050451303e-06	9.786472818889416e-09	1.2611000217364697e-15	1.0685912896439278e-11	4.9282907368777875e-12	3.946149982497328e-12	2.4112563268785746e-14	1.5995044880138185e-07	3.643933250912242e-09	2.9124921635422926e-10	1.192600358438743e-10	3.344718989136588e-12	5.412221374970227e-13	7.949424606510386e-14	1.3949743187475864e-06	3.004523944832361e-14	1.3591661110042895e-09	1.9761483692583456e-12	8.99944036223306e-08	1.1311086663526492e-14	2.4436593062042345e-15	2.0016800550446844e-11	4.128155685599162e-12	3.7625275117464444e-13	7.767821916022184e-12	2.722035243650186e-12	2.494679132641603e-09	7.673458106496397e-12	6.955089231206784e-10	1.9871683517733685e-08	5.412221374970226e-13	4.383405813991129e-09
1.3936736917472575e-13	2.7347947250687766e-11	5.231449391227548e-12	3.3985345484706836e-06	9.782965549495124e-09	1.328622408350787e-15	1.0991589390410712e-11	5.1051206295254025e-12	4.072627949737726e-12	2.3994053077491084e-14	1.599499527025622e-07	3.8204066629955255e-09	2.947162045618506e-10	1.232426017530164e-10	3.40493480757677e-12	5.652805429992333e-13	7.910348006599118e-14	1.3947070840891964e-06	2.989723117539914e-14	1.4492128567788999e-09	1.9951546519005116e-12	8.999434982283527e-08	1.142029283208299e-14	2.574696839334715e-15	2.003930886479489e-11	4.2754722455909745e-12	3.849272230808204e-13	8.029329394145252e-12	2.6817540569789267e-12	2.4945999105405206e-09	7.812995622555515e-12	6.953581881880161e-10	1.9867376805371906e-08	5.652805429992332e-13	4.595479584985041e-09
1.387042442030947e-13	2.729474705618823e-11	5.276179224246519e-12	3.398439767380223e-06	9.779467131544987e-09	1.3988608740207353e-15	1.1313074922966646e-11	5.285288065394818e-12	4.202654444754493e-12	2.3879368355265217e-14	1.5994945779649834e-07	4.001979290660091e-09	2.9817573078896864e-10	1.273427258630552e-10	3.465014872368053e-12	5.901085660649851e-13	7.872533363592275e-14	1.3944304069982757e-06	2.975399466933941e-14	1.5435767451578234e-09	2.01406547255854e-12	8.999429628068019e-08	1.1528969029611892e-14	2.7110089489617838e-15	2.0060480283587152e-11	4.425496947048951e-12	3.9367623107931907e-13	8.29839403726202e-12	2.6428623339610956e-12	2.4945209196550712e-09	7.95227537718122e-12	6.952031271193583e-10	1.986294648912454e-08	5.90108566064985e-13	4.813688223715075e-09
1.3806306457628493e-13	2.7234810802883898e-11	5.320573267570131e-12	3.398340538155784e-06	9.775978364079443e-09	1.4719080227912765e-15	1.165148201319015e-11	5.4688671441708084e-12	4.336431820325508e-12	2.376846427855823e-14	1.5994896396390364e-07	4.18870002876164e-09	3.0162694571764485e-10	1.3156669234618105e-10	3.5249440897673005e-12	6.15728106042054e-13	7.83596585908373e-14	1.39414411375763e-06	2.961547411671906e-14	1.642381035256883e-09	2.032883883879121e-12	8.999424298738203e-08	1.1637132401027523e-14	2.852775064635474e-15	2.0080362525064244e-11	4.57828649407642e-12	4.0249919319581195e-13	8.57540984503223e-12	2.60530979709323e-12	2.494442172026351e-09	8.091262783679371e-12	6.950435153905457e-10	1.9858386154015606e-08	6.157281060420539e-13	5.0380915165271575e-09
1.374435628325122e-13	2.716815941167567e-11	5.364640240304046e-12	3.398236735973541e-06	9.772500042880353e-09	1.5478613538001503e-15	1.2007975201446513e-11	5.65594007274499e-12	4.474176682959635e-12	2.366129504396146e-14	1.5994847108487417e-07	4.3806203231870325e-09	3.050690050689051e-10	1.359212143047331e-10	3.5847074359497215e-12	6.421623191587579e-13	7.800630351888804e-14	1.3938480268347728e-06	2.94816124945542e-14	1.7457501645076072e-09	2.05161290185041e-12	8.999418993456025e-08	1.1744799881028161e-14	3.0001840748927696e-15	2.0099001575116442e-11	4.733904123867255e-12	4.113955415192801e-13	8.860798208055171e-12	2.5690479492622242e-12	2.494363679662197e-09	8.229923397091263e-12	6.948791129524536e-10	1.9853688941498684e-08	6.421623191587578e-13	5.268752363025885e-09
1.3684546527826577e-13	2.7094799880170567e-11	5.408388728483439e-12	3.398128234738867e-06	9.76903296219752e-09	1.626823628775249e-15	1.2383773440340282e-11	5.846597114537769e-12	4.616120508949869e-12	2.3557813792927583e-14	1.5994797903882823e-07	4.5777945160213564e-09	3.085010678158452e-10	1.4041345401415851e-10	3.6442899253983646e-12	6.694357058412003e-13	7.766511352031852e-14	1.3935419644694227e-06	2.9352351470141146e-14	1.8538098123921383e-09	2.0702555049962952e-12	8.999413711393942e-08	1.1851988189341451e-14	3.153435039181656e-15	2.0116441749381893e-11	4.892419541561627e-12	4.2036472197171444e-13	9.15500918300481e-12	2.534030013370836e-12	2.494285454569603e-09	8.368222842752395e-12	6.947096635265418e-10	1.9848847529329777e-08	6.694357058412002e-13	5.505737192665967e-09
1.3626849156354651e-13	2.7014725662774297e-11	5.451827181726356e-12	3.398014907013087e-06	9.765577916432868e-09	1.7089032597518425e-15	1.278015270448358e-11	6.040936483553253e-12	4.762510287863954e-12	2.345797253355469e-14	1.5994748770444074e-07	4.780280177073718e-09	3.1192229444125183e-10	1.450510441589945e-10	3.703676580032169e-12	6.975742018624733e-13	7.733592995545466e-14	1.393225740266157e-06	2.922763130603946e-14	1.9666869724256264e-09	2.0888146335076016e-12	8.999408451735169e-08	1.1958713825606993e-14	3.31273793885561e-15	2.0132725753183347e-11	5.053908812453295e-12	4.294061940721224e-13	9.458522827778737e-12	2.5002108741248708e-12	2.4942075087864583e-09	8.506126746509695e-12	6.945348938690758e-10	1.984385411054503e-08	6.975742018624732e-13	5.749116365192945e-09
1.357123542881697e-13	2.692791715064792e-11	5.494963909666852e-12	3.3978966239323705e-06	9.76213570176879e-09	1.7942147176742838e-15	1.3198448825053173e-11	6.239064186003902e-12	4.913609195901093e-12	2.336172207088852e-14	1.5994699695957327e-07	4.98813841911886e-09	3.153318452530653e-10	1.4984211013556088e-10	3.762852399310061e-12	7.266052734664538e-13	7.701859021752798e-14	1.392899162795315e-06	2.910739077352086e-14	2.0845100319317995e-09	2.107293188314881e-12	8.999403213673968e-08	1.206499306392834e-14	3.4783144687794207e-15	2.0147894739408105e-11	5.218454208549538e-12	4.3851943069444574e-13	9.771850601722908e-12	2.4675470218629993e-12	2.4941298544123728e-09	8.6436006671389e-12	6.94354513001447e-10	1.983870037146992e-08	7.266052734664537e-13	5.998964551767684e-09
1.3517675864309708e-13	2.683434225624624e-11	5.537807078182834e-12	3.397773255119279e-06	9.758707117727113e-09	1.8828789625799816e-15	1.3640060560720859e-11	6.441093806996373e-12	5.069697301614669e-12	2.326901194572462e-14	1.5994650668119833e-07	5.201434194232361e-09	3.187288787712009e-10	1.5479529350237862e-10	3.821802331550089e-12	7.565580166226512e-13	7.671292752888253e-14	1.3925620352052766e-06	2.8991567074546636e-14	2.207408859088245e-09	2.12569403010875e-12	8.99939799641591e-08	1.217084194712805e-14	3.6503988708216204e-15	2.016198836443135e-11	5.386144006931347e-12	4.477039178190278e-13	1.0095536836161247e-11	2.4359964983205436e-12	2.4940525036383387e-09	8.78061003150753e-12	6.941682114039302e-10	1.9833377468683722e-08	7.565580166226511e-13	6.255361093639553e-09
1.3466140210140116e-13	2.6733957093173984e-11	5.580364705432167e-12	3.397644668587496e-06	9.755292968646231e-09	1.9750238967362465e-15	1.410645289626074e-11	6.647146245198269e-12	5.231072306419111e-12	2.3179790379575412e-14	1.5994601674531768e-07	5.420236568841294e-09	3.221125501979945e-10	1.5991977664393977e-10	3.880511246688533e-12	7.874632606025123e-13	7.641877076074916e-14	1.3922141548490217e-06	2.888009577283215e-14	2.3355148967149455e-09	2.14401997831399e-12	8.999392799178182e-08	1.22762762807407e-14	3.829238811590177e-15	2.0175044842156828e-11	5.557072246003435e-12	4.569591542772688e-13	1.043016028062562e-11	2.405518844233901e-12	2.493975468774995e-09	8.917120072997153e-12	6.93975660170271e-10	1.9827876004864888e-08	7.874632606025123e-13	6.518390335505813e-09
1.341659741501489e-13	2.6626706764782722e-11	5.622644657710613e-12	3.3975107306402254e-06	9.751894065063146e-09	2.0707848414759166e-15	1.459916058814386e-11	6.857349391336056e-12	5.398050322670866e-12	2.3094004227208063e-14	1.5994552702687448e-07	5.644618974965566e-09	3.2548200998558256e-10	1.6522530874821696e-10	3.9389639107115005e-12	8.193536761205119e-13	7.61359442778172e-14	1.3918553129279844e-06	2.8772910734307595e-14	2.468961262301678e-09	2.1622738100230674e-12	8.999387621189893e-08	1.2381311626776557e-14	4.015096306431247e-15	2.0187100996223404e-11	5.731338430140898e-12	4.662846514891099e-13	1.077633573084941e-11	2.3760750487372887e-12	2.493898762279263e-09	9.053095773715808e-12	6.937765101200617e-10	1.9822186003430335e-08	8.193536761205119e-13	6.788141930546823e-09
1.3369015606807933e-13	2.6512526258056762e-11	5.664654645144547e-12	3.3973713057628564e-06	9.748511224987248e-09	2.1703050393473033e-15	1.511979195358869e-11	7.071837748569002e-12	5.570966691933943e-12	2.3011598937069108e-14	1.599450373996581e-07	5.874659435190272e-09	3.288364025132351e-10	1.7072223317657392e-10	3.997144961995337e-12	8.522638882916998e-13	7.586426780834608e-14	1.391485294156238e-06	2.8669944077143746e-14	2.607882853686451e-09	2.1804582588950584e-12	8.999382461692385e-08	1.2485963297290195e-14	4.208248692227987e-15	2.0198192310426714e-11	5.9090471879204535e-12	4.756799331930132e-13	1.1134715744544344e-11	2.3476275004903197e-12	2.493822396779107e-09	9.188501811040463e-12	6.935703908660437e-10	1.9816296881886965e-08	8.522638882916998e-13	7.0647111141819144e-09
1.3323362074613002e-13	2.639134143800595e-11	5.7064022172417604e-12	3.3972262565108433e-06	9.745145275061233e-09	2.273736180890939e-15	1.5670032887991123e-11	7.290751999666865e-12	5.750176842954318e-12	2.2932518519053043e-14	1.5994454773620188e-07	6.11044076095105e-09	3.3217486487912395e-10	1.7642151620507678e-10	4.05503888964056e-12	8.862305943067166e-13	7.560355633859667e-14	1.391103876446417e-06	2.857112613092473e-14	2.752416459416845e-09	2.1985760140277507e-12	8.999377319939563e-08	1.2590246347798327e-14	4.408989648000427e-15	2.0208352977526356e-11	6.090307883539961e-12	4.851445351686819e-13	1.1505992444268883e-11	2.32013994036341e-12	2.493746385096329e-09	9.323302508685088e-12	6.933569098369111e-10	1.9810197423911744e-08	8.862305943067166e-13	7.348198946029251e-09
1.3279603256074253e-13	2.626307016357061e-11	5.747894758283803e-12	3.3970754433924914e-06	9.741797051573153e-09	2.3812389624526547e-15	1.6251651155857806e-11	7.514238508596086e-12	5.936057199811627e-12	2.2856705521370696e-14	1.5994405790767226e-07	6.352050716322268e-09	3.3549652584278114e-10	1.823347774928391e-10	4.1126300144387886e-12	9.212926870455763e-13	7.535362003719491e-14	1.3907108306248212e-06	2.847638540709442e-14	2.9027008740980172e-09	2.2166297188032054e-12	8.999372195198213e-08	1.2694175570549156e-14	4.617630275632888e-15	2.02176159461583e-11	6.275234172715939e-12	4.946780049507563e-13	1.1890899430854072e-11	2.293577415941561e-12	2.493670740266755e-09	9.457461793749628e-12	6.931356512439055e-10	1.980387574982588e-08	9.212926870455763e-13	7.638712510742579e-09
1.3237704728983128e-13	2.612762350054514e-11	5.789139482614127e-12	3.3969187247488205e-06	9.738467401331254e-09	2.492983670481471e-15	1.6866500892538186e-11	7.7424487694044e-12	6.129006132986844e-12	2.27841010146658e-14	1.5994356778374898e-07	6.5995821510766016e-09	3.388005049061018e-10	1.8847432202074592e-10	4.169902472271931e-12	9.574913837656564e-13	7.511426420358574e-14	1.390305920174169e-06	2.8385648578564542e-14	3.058877016555947e-09	2.234621969721802e-12	8.999367086748338e-08	1.279776548772836e-14	4.8345002319230685e-15	2.0226012966339794e-11	6.463943514275575e-12	5.042799015350271e-13	1.2290213792352892e-11	2.267906237364047e-12	2.493595475558004e-09	9.590943159298876e-12	6.92906174999346e-10	1.97973192856956e-08	9.574913837656564e-13	7.936365082184458e-09
1.3197631207284475e-13	2.598490703677375e-11	5.83014342982197e-12	3.396755956630731e-06	9.735157182389624e-09	2.6091507943335716e-15	1.7516527323006588e-11	7.975538799668142e-12	6.329444956172709e-12	2.271464458378844e-14	1.5994307723249755e-07	6.853133100647758e-09	3.420859115449223e-10	1.9485317359786533e-10	4.226840200157806e-12	9.948703602523362e-13	7.488528924153048e-14	1.3898889010065896e-06	2.8298840468772964e-14	3.2210880505902338e-09	2.2525553152267e-12	8.999361993883493e-08	1.2901030344612966e-14	5.0599489158220435e-15	2.0233574633507332e-11	6.656556634900868e-12	5.139497950767219e-13	1.2704758215400087e-11	2.243093934554438e-12	2.4935206044846135e-09	9.723709632959405e-12	6.926680155838656e-10	1.9790514730967598e-08	9.948703602523362e-13	8.241276248100316e-09
1.3159346542971624e-13	2.5834822339006692e-11	5.8709134598019025e-12	3.3965869926735717e-06	9.731867264556194e-09	2.729931679447996e-15	1.8203771764241065e-11	8.213668456996928e-12	6.537818987046308e-12	2.264827432975007e-14	1.5994258612022828e-07	7.11280683862682e-09	3.453518446600588e-10	2.014851105614122e-10	4.283426926162322e-12	1.0334758926975696e-12	7.46664906661182e-14	1.3894595212812624e-06	2.8215884053373087e-14	3.3894795081772602e-09	2.2704322545231186e-12	8.999356915911117e-08	1.3003984102699107e-14	5.2943467338807045e-15	2.0240330430635037e-11	6.853196928939662e-12	5.236872665778604e-13	1.313540324128111e-11	2.219109216260207e-12	2.493446140819312e-09	9.855723754312965e-12	6.924206808418436e-10	1.9783448024052685e-08	1.0334758926975696e-12	8.553571978116423e-09
