IP3_Cyt	PIP2_PM	PIP_PM	PIP2_PHGFP_PM	PLC_PM	IP3_PHGFP_Cyt	DAG_PM	PLC_act_PM	PH_GFP_Cyt	PI_PM	Values[Ratebasal_PIPsyn_PIPSyn]	Values[Ratestim_PIPsyn_PIPSyn]	Values[signal_PLCact]	Values[kr_PIP2PH_PIP2_PH]	Values[Rate_PIP2Synbasal_PIP2Syn]	Values[Rate_PIP2SynStim_PIP2Syn]	Values[kr_IP3PH_IP3_PHGFP]
96.32	4000.0	2857.0	0.0	100.0	0.0	2000.0	0.0	0.0	142857.0	0.0	0.0	0.0	0.24	0.0	0.0	20.0
203.43417549860573	5424.814518979819	2889.161075535763	0.0	99.97096927605799	0.0	2197.922745669421	0.029030723942006946	0.0	141202.10165981486	0.0	0.007348079445635523	0.38674102345450123	0.24	0.0	0.35580174157814115	20.0
442.55074925157504	5612.712853270943	2893.180005248326	0.0	99.96219894830149	0.0	2660.350308066509	0.03780105169848922	0.0	140547.75683341408	0.0	0.002703207360143758	0.1422740715865136	0.24	0.0	0.1308921458595925	20.0
687.0008403678506	5344.297829901384	2893.729757485244	0.0	99.96155365038848	0.0	3168.1717615764233	0.03844634961147704	0.0	140307.80065103678	0.0	0.0009944544130202151	0.05233970594843238	0.24	0.0	0.04815252947255779	20.0
889.423906834613	4967.788525057308	2893.8201581873104	0.0	99.96365154846526	0.0	3632.7624483795025	0.03634845153469263	0.0	140219.62886837576	0.0	0.00036583933373235145	0.01925470177538692	0.24	0.0	0.017714325633355968	20.0
1042.3277996633246	4599.174549480984	2893.838883848051	0.0	99.9665363848469	0.0	4033.779903521997	0.03346361515303861	0.0	140187.2066631488	0.0	0.00013458476965199024	0.0070834089290521185	0.24	0.0	0.006516736214727949	20.0
1151.032590721618	4270.89121635643	2893.8438414404823	0.0	99.9695096376615	0.0	4373.983713566762	0.030490362338443926	0.0	140175.28122863616	0.0	4.951096984976147e-05	0.0026058405184084983	0.24	0.0	0.0023973732769358184	20.0
1223.4897683901509	3987.3771037876922	2893.838569911388	0.0	99.97233346948791	0.0	4661.889959771044	0.027666530512039957	0.0	140170.8943665297	0.0	1.8214067920186377e-05	0.0009586351536940199	0.24	8.814584121715181e-05	0.0008819443413984983	20.0
1267.1923805516742	3747.3679171764697	2891.033810239068	0.0	99.97493769833505	0.0	4906.317761232093	0.025062301664907836	0.0	140169.28051135223	0.0	6.700581127936859e-06	0.00035266216462825575	0.24	0.0018181623103500151	0.00032444919145799533	20.0
1288.503141535989	3546.7293644488955	2883.5319602212126	0.0	99.97731216317445	0.0	5115.052411032977	0.022687836825529877	0.0	140168.6862642968	0.0	2.465006040869327e-06	0.00012973716004575404	0.24	0.003346215596545839	0.00011935818724209373	20.0
1292.533256480653	3379.14394685243	2871.9364538838777	0.0	99.97946732132303	0.0	5294.4520463997	0.020532678676930205	0.0	140168.46755286388	0.0	9.068250447992375e-07	4.772763393680197e-05	0.24	0.0046826150178344555	4.390942322185782e-05	20.0
1283.3200832738949	3239.192204463899	2856.8241148937054	0.0	99.98141983527908	0.0	5449.59759569388	0.01858016472089012	0.0	140168.38608494838	1.9673019178966242e-07	3.336022907210116e-07	1.7558015301105876e-05	0.24	0.005842363901040662	1.6153374077017405e-05	20.0
1264.042775593874	3122.3756873331868	2840.0661584132913	0.0	99.98318744626998	0.0	5584.543273475523	0.016812553729998018	0.0	140167.01488077783	1.8996420402261088e-05	1.2272542428395878e-07	6.459232857050463e-06	0.24	0.006841954857571975	5.942494228486426e-06	20.0
1237.2094923684922	3025.005088921962	2823.4304622256113	0.0	99.98478717773786	0.0	5702.541633111797	0.015212822262098531	0.0	140163.0228157405	3.776834070242812e-05	4.5148160503110915e-08	2.376218973847943e-06	0.24	0.007697747854956886	2.1861214559401076e-06	20.0
1204.8019753885394	2944.054561722293	2807.2923333508334	0.0	99.98623479983313	0.0	5806.219000239423	0.01376520016683974	0.0	140156.43410468733	5.6083548482943516e-05	1.660908005580303e-08	8.741621082001594e-07	0.24	0.008425255806616355	8.042291395441467e-07	20.0
1168.3841532185759	2877.038625641908	2791.9225007800583	0.0	99.98754470602626	0.0	5897.706161243962	0.012455293973701913	0.0	140147.33271233394	7.362326325842173e-05	6.110139089300566e-09	3.2158626785792454e-07	0.24	0.009038772588389601	2.9585936642929057e-07	20.0
1129.1968008823935	2821.8985691357475	2777.5070510809073	0.0	99.98872997469074	0.0	5978.751399769449	0.011270025309215488	0.0	140135.84298001375	9.015983055137937e-05	2.2477945536516777e-09	1.1830497650798304e-07	0.24	0.009551333382404197	1.088405783873444e-07	20.0
1088.2218543341028	2776.9229043650066	2764.1633026621303	0.0	99.98980245636274	0.0	6050.796870328325	0.01019754363722211	0.0	140122.1169226444	0.0001055415467426462	8.269174042655908e-10	4.352196864555741e-08	0.24	0.00997467365043361	4.004021115391282e-08	20.0
1046.2353191752504	2740.681020997759	2751.9546298411938	0.0	99.99077287880687	0.0	6115.0404714990855	0.009227121193083384	0.0	140106.32387766184	0.00011967790229876087	3.042059125761652e-10	1.6010837504008696e-08	0.24	0.010319286119154227	1.4729970503688e-08	20.0
