ca	CaMKII	PP2B	camR_ca2_AB	camR_ca2_AC	camR_ca2_AD	camR_ca2_BC	camR_ca2_BD	camR_ca2_CD	camR_ca4_ABCD	camR	camR_ca1_C	camR_ca3_ABD	camR_ca1_A	camR_ca3_BCD	camR_ca1_B	camR_ca3_ACD	camR_ca3_ABC	camR_ca1_D	camR_ca2_AB_CaMKII	camR_ca2_AC_PP2B	camT_ca2_BC	camT_ca2_AD	camR_ca2_CD_CaMKII	camR_ca2_BD_PP2B	camR_ca2_BC_CaMKII	camT_ca2_CD	camR_ca2_AB_PP2B	camR_ca2_AD_CaMKII	camT_ca2_AC	camT_ca2_BD	camR_ca2_CD_PP2B	camR_ca2_BC_PP2B	camR_ca2_BD_CaMKII	camR_ca2_AC_CaMKII	camT_ca2_AB	camR_ca2_AD_PP2B	camR_PP2B	camR_ca4_ABCD_PP2B	camT	camT_ca4_ABCD	camR_ca4_ABCD_CaMKII	camR_CaMKII	camT_ca1_A	camT_ca3_BCD	camR_ca1_C_CaMKII	camR_ca3_ABD_CaMKII	camR_ca1_B_PP2B	camR_ca3_ACD_PP2B	camT_ca3_ABC	camT_ca1_D	camR_ca1_D_CaMKII	camR_ca3_ABC_CaMKII	camR_ca1_C_PP2B	camR_ca3_ABD_PP2B	camR_ca3_ACD_CaMKII	camR_ca3_BCD_PP2B	camT_ca1_B	camR_ca1_A_PP2B	camR_ca1_B_CaMKII	camT_ca3_ACD	camR_ca1_A_CaMKII	camT_ca1_C	camT_ca3_ABD	camR_ca3_ABC_PP2B	camR_ca3_BCD_CaMKII	camR_ca1_D_PP2B	Values[koffRA]	Values[koffRB]	Values[koffRC]	Values[koffRD]	Values[koffTA]	Values[koffTB]	Values[koffTC]	Values[koffTD]	Values[kTR]	Values[free_camR_ca3_total]	Values[free_camT_ca3_total]	Values[free_cam_ca3_total]	Values[cam_ca4_total]	Values[CaMKII_camR_ca1]	Values[CaMKII_camR_ca2]	Values[CaMKII_camR_ca3]	Values[total_CaMKII_bound]	Values[total CaMKII]	Values[CaMKIIbar]	Values[PP2B_camR_ca1]	Values[PP2B_camR_ca2]	Values[PP2B_camR_ca3]	Values[total_PP2B_bound]	Values[total PP2B]	Values[PP2Bbar]	Values[camR_unbound]	Values[total camR]	Values[total camT]	Values[Rbar]	Values[cam_ca3_total]	Values[free_camR_ca2_total]	Values[free_camT_ca2_total]	Values[free_cam_ca2_total]	Values[cam_ca2_total]	Values[free_cam_ca1_total]	Values[cam_ca1_total]	Values[cam_ca0_total]	Values[cam_total]	Values[moles_bound_ca_per_moles_cam]	Values[alpha]	Values[beta]	Values[gamma]	Values[delta]	Values[epsilon]	Values[ybar]	Values[ybar/(1-ybar)]
9.424144434571769e-06	6.999496962809455e-05	1.4050290615557768e-06	4.171434277292751e-15	4.1057077622987e-18	4.775292668325963e-15	2.0391009857437524e-15	2.082897446405262e-12	2.3342809356797886e-15	1.2753534893953626e-12	7.051007881822438e-18	2.41406895225971e-19	2.3549084153330354e-12	5.0489934905028265e-19	1.126110916916236e-12	2.5235393240088626e-16	2.279480397146907e-15	1.9911288374309264e-15	2.888817283424634e-16	2.6497958146953146e-12	9.826687009401598e-14	6.7154647792242e-16	1.5668941922550594e-15	1.4474010601035448e-12	5.9105733070262333e-08	1.2642962235613615e-12	7.687561475041544e-16	1.030063462430779e-10	3.0335596266408723e-12	1.3556931678558296e-18	6.752543668316147e-13	5.638596831876192e-11	4.925280366857542e-11	1.5250079476328935e-09	2.5161577391178617e-15	1.3687589857120002e-15	1.1792450685918888e-10	1.601712889672503e-13	3.626109000228936e-08	1.4575825635900915e-13	6.482640717960384e-18	9.355720388511358e-10	4.0874259201101165e-15	6.5422613484944e-16	1.44553768652099e-15	2.2072360321579017e-15	1.7273710896666457e-09	9.0931474278535e-11	6.387019182430432e-11	2.568899770642443e-18	3.743679459209851e-13	2.652553411643442e-12	1.4358078657511907e-12	8.67496782212074e-14	6.694962945753314e-08	1.6437528689760402e-12	3.201269692317128e-08	3.270308775737427e-13	1.8142415199817856e-13	2.3169898237012365e-12	2.940915562021373e-18	4.61784766254214e-15	3.1276043750382533e-16	3.022821090561784e-15	5.579022767215485e-11	8.259632440449541e-10	1.0410086011091479e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	3.485289941483849e-12	4.473868592415438e-15	3.4897638100762647e-12	3.7197937401112535e-08	4.9763683190393785e-12	1.5334055165156337e-09	2.556413894446327e-09	5.030371905558056e-09	7.000000000000012e-05	7.18624557936864e-05	1.9530050821966918e-10	5.943240096222203e-08	9.908198680020087e-08	1.9497093844422092e-07	1.5999999999999976e-06	0.12185683652763825	6.8574141248341466e-12	2.000081677639038e-07	1.5322360959873997e-12	0.9999923391910693	1.0164189045845726e-07	2.0962216609800664e-12	6.796316783281761e-13	2.7758533393082427e-12	6.096858233207698e-08	7.029077920340688e-13	2.0097978433074263e-10	3.100240222542514e-13	2.0000969999999976e-07	2.8791381889393732	0.999994917010993	0.9987180024678181	0.7551629732363512	0.0007710569908739283	4.837233227296716e-05	0.7197845472348433	2.5686825624070106
9.424144366828101e-06	6.999515189647075e-05	1.4048465291819653e-06	4.039856804073699e-15	3.975868795202175e-18	4.6246756916964596e-15	1.974754380502666e-15	2.01738140013295e-12	2.2606238308960215e-15	1.2352416335820074e-12	6.8278057509981554e-18	2.3376528144250383e-19	2.2808426322765735e-12	4.889171854787887e-19	1.0906927321354593e-12	2.4438437034286433e-16	2.2077607092815312e-15	1.9284811541323894e-15	2.7975923662911277e-16	2.5537426210975403e-12	9.835905722025628e-14	6.50350278388223e-16	1.5174635073926538e-15	1.3949191293923282e-12	5.916106798110824e-08	1.2184535191699256e-12	7.444932004456136e-16	1.0310285933297882e-10	2.923595393363463e-12	1.3128057259558435e-18	6.540145811184824e-13	5.64388299487382e-11	4.9298977968016924e-11	1.4697516382553504e-09	2.424889562126683e-15	1.3255765066093693e-15	1.1803499774005928e-10	1.603216864873524e-13	3.6295037323425525e-08	1.4114422066821175e-13	6.278751553525606e-18	9.016729928147589e-10	3.93909570492661e-15	6.33516705161236e-16	1.4000728581718921e-15	2.1271069830358792e-15	1.664782416873604e-09	9.101688707942783e-11	6.393002855913764e-11	2.488064791390994e-18	3.62545761512756e-13	2.5562803892859507e-12	1.3837645418399177e-12	8.68311959474497e-14	6.701230756426393e-08	1.584172273956901e-12	3.204266712429187e-08	3.1670281346439804e-13	1.8159461669660165e-13	2.232895839703635e-12	2.8483752872345983e-18	4.450215510734371e-15	3.028599476642402e-16	2.927748216426915e-15	5.584249468969059e-11	7.960357164015198e-10	1.0419864306843286e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	3.375671606275446e-12	4.3331575146774325e-15	3.3800047637901235e-12	3.7197945564152615e-08	4.795753551483356e-12	1.4778447738079356e-09	2.4637860700909203e-09	4.848103529360803e-09	7.00000000000001e-05	6.925862184801136e-05	1.9548395596050473e-10	5.948804200515526e-08	9.917474721180463e-08	1.951534708180324e-07	1.5999999999999976e-06	0.12197091926127043	6.6417302206615576e-12	2.0000821607761386e-07	1.4839223859814662e-12	0.9999925807479038	1.0164191328665934e-07	2.030285286708914e-12	6.582537774170442e-13	2.688539064125958e-12	6.096857531802732e-08	6.807098179194183e-13	2.009604193299075e-10	3.0541183066624177e-13	2.0000969999999984e-07	2.879138527641277	0.9999949170109977	0.9987180025421566	0.7551630228474877	0.0007710573222568554	4.8372334635953046e-05	0.7197846319103193	2.568683640791457
9.42414430416212e-06	6.999532049372615e-05	1.4046776877238169e-06	3.918142797656406e-15	3.8557611645981364e-18	4.485349473640339e-15	1.915231161377054e-15	1.9567780030181447e-12	2.1924880457600736e-15	1.1981375733253979e-12	6.621330540555383e-18	2.2669633758903174e-19	2.2123306792460725e-12	4.741327423869451e-19	1.0579303840687364e-12	2.37012148712193e-16	2.141418920717662e-15	1.8705311184984863e-15	2.7132050600799606e-16	2.4648939297135173e-12	9.844432998205955e-14	6.307428935747e-16	1.4717382334562921e-15	1.346373630164632e-12	5.921225247438969e-08	1.1760492676155272e-12	7.220489535868074e-16	1.0319213353297906e-10	2.8218790655118045e-12	1.273132536729996e-18	6.343674356563271e-13	5.648772671883062e-11	4.934168899123322e-11	1.4186398522124653e-09	2.3404669899233204e-15	1.2856310506296567e-15	1.1813720132789967e-10	1.604608036927346e-13	3.632643841146803e-08	1.3687596390759603e-13	6.090151058857548e-18	8.703165602086646e-10	3.801891074749526e-15	6.143592574019335e-16	1.3580172137253408e-15	2.0529880684107527e-15	1.606888235830855e-09	9.109589353259943e-11	6.398537729131288e-11	2.4132911614458957e-18	3.516096868678827e-13	2.4672284063828274e-12	1.3356247457402414e-12	8.690659956753138e-14	6.707028447342613e-08	1.5290605429080473e-12	3.2070389398151923e-08	3.0714886393397995e-13	1.8175229592932533e-13	2.1551093956114294e-12	2.7627740578239258e-18	4.295156730290184e-15	2.9370140775495286e-16	2.8398043893146208e-15	5.5890841469715766e-11	7.683529162356474e-10	1.0428909185129477e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	3.274273013354025e-12	4.202997668259231e-15	3.278476011022284e-12	3.7197953115340174e-08	4.628685946792957e-12	1.4264513885724603e-09	2.3781058373551502e-09	4.679506273974144e-09	7.000000000000012e-05	6.685008962820194e-05	1.9565364427939103e-10	5.953950966929061e-08	9.926055009033907e-08	1.953223122761808e-07	1.5999999999999978e-06	0.12207644517261318	6.442219311751507e-12	2.0000826076946672e-07	1.4392305331140449e-12	0.9999928041963309	1.0164193440370525e-07	1.9692930702577434e-12	6.384788699201113e-13	2.607771940177855e-12	6.096856882980324e-08	6.601756449508196e-13	2.0094250587113482e-10	3.0114528000562065e-13	2.0000969999999981e-07	2.8791388409559864	0.9999949170110025	0.9987180026164204	0.7551630723212068	0.0007710576536613767	4.837233698527947e-05	0.7197847102389966	2.568684638346835
9.424144246194265e-06	6.99954764475176e-05	1.40452150801041e-06	3.8055494968923335e-15	3.744660560292687e-18	4.356463680801662e-15	1.8601695400114958e-15	1.900710515999215e-12	2.1294593596012066e-15	1.1638104106697228e-12	6.430348006512688e-18	2.201578035513941e-19	2.148946237868075e-12	4.604576267275969e-19	1.0276200042859429e-12	2.3019280805515646e-16	2.08004216279197e-15	1.816918026308763e-15	2.6351462377651733e-16	2.382708280732573e-12	9.852320739789079e-14	6.126054075569664e-16	1.4294398104086126e-15	1.3014687125813624e-12	5.925959854672375e-08	1.1368250469382163e-12	7.012872497994884e-16	1.0327471252412339e-10	2.7277907622083753e-12	1.2364350951215443e-18	6.16190804280629e-13	5.653295644916277e-11	4.93811968673917e-11	1.3713610465668808e-09	2.2623755990340993e-15	1.2486793074438908e-15	1.1823174008203578e-10	1.605894870822082e-13	3.6355484670738636e-08	1.3292797214345745e-13	5.915665576849333e-18	8.413116133515054e-10	3.674975988473475e-15	5.966392631601462e-16	1.3191090633876908e-15	1.984427637226878e-15	1.55333566030776e-09	9.116897474898764e-11	6.403657506855988e-11	2.3441138591454255e-18	3.4149374564414236e-13	2.38485471775887e-12	1.2910950972293333e-12	8.697634786552734e-14	6.712391358407312e-08	1.478081804555502e-12	3.209603272543458e-08	2.9831141530724706e-13	1.8189814924236772e-13	2.0831564078573734e-12	2.6835795966575576e-18	4.1517264079077144e-15	2.852300701616557e-16	2.758442383961577e-15	5.593556240132637e-11	7.427461079664793e-10	1.043727572845027e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	3.180463202343119e-12	4.08257914080507e-15	3.184545781483924e-12	3.719796010041648e-08	4.474147279661378e-12	1.3789121017449404e-09	2.298850945176024e-09	4.52355248252812e-09	7.000000000000013e-05	6.462217832183017e-05	1.9581060653059823e-10	5.958711767585385e-08	9.93399184469776e-08	1.9547849198958778e-07	1.5999999999999976e-06	0.12217405749349254	6.257640334145192e-12	2.0000830211245004e-07	1.3978875497254833e-12	0.9999930109012227	1.016419539379351e-07	1.912865902737082e-12	6.20184052490933e-13	2.533049955228015e-12	6.096856282755402e-08	6.411814183319731e-13	2.0092593522859158e-10	2.971988655621456e-13	2.0000969999999973e-07	2.8791391307812	0.9999949170110068	0.9987180026851733	0.7551631181963379	0.0007710579769265588	4.837233918379853e-05	0.7197847826953	2.5686855611150534
9.424144192567796e-06	6.999562070804311e-05	1.4043770385615822e-06	3.701402731536188e-15	3.641878726132331e-18	4.2372466507871394e-15	1.8092353188146776e-15	1.848863671954242e-12	2.071155356157653e-15	1.1320679316783255e-12	6.253641725192217e-18	2.141080432627257e-19	2.0903342900645645e-12	4.478047807254764e-19	9.99591834212406e-13	2.2388385752290063e-16	2.0232871792620174e-15	1.7673422490102955e-15	2.562930012267101e-16	2.3066847143074905e-12	9.859617178845054e-14	5.958269176291461e-16	1.3903133899575501e-15	1.259930667141313e-12	5.9303394633935364e-08	1.1005417710020702e-12	6.820812099452104e-16	1.0335110057870579e-10	2.640756976812747e-12	1.2024837885832011e-18	5.993824470178589e-13	5.6574795237173155e-11	4.941774280096901e-11	1.3276271588062628e-09	2.190139273541672e-15	1.2144985901808412e-15	1.183191912156347e-10	1.6070852430123162e-13	3.6382353059673654e-08	1.2927509833280021e-13	5.754318078929312e-18	8.144814290290333e-10	3.557576639121647e-15	5.802438907742524e-16	1.2831304700228761e-15	1.921007689150113e-15	1.5037984091991474e-09	9.123657715338395e-11	6.40839346253418e-11	2.2801450565699908e-18	3.3213496194438273e-13	2.308657304508928e-12	1.2499041848502995e-12	8.70408678625087e-14	6.717352161220095e-08	1.4309253427774743e-12	3.2119753331295725e-08	2.901353948389469e-13	1.820330690885329e-13	2.0165983638004345e-12	2.610347626702956e-18	4.019050208878932e-15	2.773919799784027e-16	2.683206459969868e-15	5.597693070559291e-11	7.190592728767592e-10	1.0445015036007566e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	3.093716753705242e-12	3.971227422676017e-15	3.097687981127918e-12	3.7197966562388686e-08	4.331195726207392e-12	1.3349372630748e-09	2.2255385116035342e-09	4.379291957010214e-09	7.000000000000012e-05	6.256131367157438e-05	1.9595580145041064e-10	5.963115605993962e-08	9.94133358088276e-08	1.9562296143841557e-07	1.5999999999999976e-06	0.12226435089900992	6.0869581316871295e-12	2.0000834035355747e-07	1.359646442336998e-12	0.9999932020974865	1.0164197200841225e-07	1.8606863538902637e-12	6.032663696093602e-13	2.4639527234996238e-12	6.096855727573792e-08	6.236088314256559e-13	2.009106060080437e-10	2.9354745291487865e-13	2.0000969999999981e-07	2.879139398900533	0.9999949170110125	0.9987180027662986	0.755163171819091	0.0007710583098612237	4.837234163844823e-05	0.7197848497251332	2.568686414774814
9.424144142966929e-06	6.999575415346942e-05	1.4042433996395643e-06	3.605025408290744e-15	3.54680944636556e-18	4.126923702015214e-15	1.762111378450821e-15	1.8008389840778898e-12	2.0172129119691863e-15	1.1026634160426587e-12	6.090272016958759e-18	2.0851485934698117e-19	2.0360396020892087e-12	4.36106795147141e-19	9.73628148257029e-13	2.180494753199177e-16	1.970710626336297e-15	1.7214158095375236e-15	2.4961452294935396e-16	2.2363608487524283e-12	9.866366339179413e-14	5.803055271492294e-16	1.3541097484298496e-15	1.2215068369903518e-12	5.9343907447295433e-08	1.0669787480587326e-12	6.643140826862869e-16	1.034217600055127e-10	2.5602483560671395e-12	1.1710853809097957e-18	5.83813290693703e-13	5.661349657871182e-11	4.945154813592102e-11	1.2871719703782593e-09	2.123318771152672e-15	1.1828711694968844e-15	1.1840008421529554e-10	1.6081863121347234e-13	3.6407207184218105e-08	1.258979209081311e-13	5.604854489812543e-18	7.896626858964059e-10	3.448979143667724e-15	5.650858568296611e-16	1.2498020346997486e-15	1.862342584907369e-15	1.4579749165702597e-09	9.12991094477973e-11	6.412774227074814e-11	2.2208878833872984e-18	3.2348007602036403e-13	2.2381724754328087e-12	1.211801447762733e-12	8.710054724761194e-14	6.721941065340123e-08	1.3873043040333682e-12	3.2141695658619405e-08	2.82574400693346e-13	1.8215786773486207e-13	1.955030231204892e-12	2.542510336050867e-18	3.8963209924372536e-15	2.7014545254605443e-16	2.6135123678986032e-15	5.601519634805581e-11	6.971482236417583e-10	1.0452173918773457e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	3.0133598767821117e-12	3.86807780081779e-15	3.0172279545829296e-12	3.719797253913541e-08	4.198961370215044e-12	1.2942591884868988e-09	2.1577222459638137e-09	4.245846530696477e-09	7.000000000000012e-05	6.0654950438520996e-05	1.9609010705051433e-10	5.967189299989426e-08	9.948124925063944e-08	1.9575660036043354e-07	1.5999999999999976e-06	0.12234787522527114	5.928851496004773e-12	2.00008375742626e-07	1.3242573738933706e-12	0.9999933790342475	1.0164198872455783e-07	1.8123538042880621e-12	5.875960623068462e-13	2.3999498665949084e-12	6.096855213824775e-08	6.073580166430094e-13	2.0089642643737239e-10	2.901716215372881e-13	2.000096999999999e-07	2.8791396468928667	0.9999949170110127	0.9987180027962612	0.7551631929959696	0.0007710585965625387	4.837234302443768e-05	0.7197849117232167	2.5686872043529894
9.424144097077496e-06	6.999587759634196e-05	1.4041197779832254e-06	3.5159068913443438e-15	3.4588658681089037e-18	4.0249092100099265e-15	1.71852719069634e-15	1.7564711298945478e-12	1.9673222532398227e-15	1.0754999615169938e-12	5.9390789225532614e-18	2.0333857274806497e-19	1.985882733578728e-12	4.252807849132991e-19	9.49643186726896e-13	2.1265098765025947e-16	1.9221433410220785e-15	1.6789920565275017e-15	2.4343504773510365e-16	2.17130809965279e-12	9.872609764808016e-14	5.659482859357233e-16	1.32062919099806e-15	1.1859630707241557e-12	5.9381383503637374e-08	1.0359314472558784e-12	6.478795411188864e-16	1.0348712427180512e-10	2.485774246754174e-12	1.1420356897844547e-18	5.694295603390424e-13	5.6649297505490164e-11	4.948282001662442e-11	1.2497491417900557e-09	2.0615068766823118e-15	1.1536227595377998e-15	1.1847491505581138e-10	1.6092048903642747e-13	3.643019830573427e-08	1.2277245600134102e-13	5.466782241719012e-18	7.667042577012588e-10	3.34852176305536e-15	5.5105767616181595e-16	1.2190135356776102e-15	1.808074781832833e-15	1.4155861850531066e-09	9.135695589390564e-11	6.416826723600432e-11	2.1661475978559865e-18	3.154718521024367e-13	2.1729709773378785e-12	1.1765547051455394e-12	8.715575572898081e-14	6.726185995209767e-08	1.3469528850570138e-12	3.2161993241596383e-08	2.755782856250363e-13	1.8227331601904262e-13	1.898077064446192e-12	2.4798431960579877e-18	3.7827912858936554e-15	2.6343904010985793e-16	2.5491296136423614e-15	5.6050594655321824e-11	6.768795402383481e-10	1.0458796341320849e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.9391270557031738e-12	3.772789140113885e-15	2.9428998448432876e-12	3.719797806886383e-08	4.076638907851797e-12	1.2566301801613195e-09	2.094989232881657e-09	4.12240365817385e-09	7.000000000000012e-05	5.88914808310549e-05	1.9621434837886215e-10	5.970957638658475e-08	9.954407205558536e-08	1.9588022201677225e-07	1.5999999999999976e-06	0.12242513876048283	5.782790925259539e-12	2.0000840846587135e-07	1.2915341285197642e-12	0.9999935426425393	1.0164200418831187e-07	1.767701254305706e-12	5.731187821523227e-13	2.340820036458029e-12	6.096854738678253e-08	5.923213490984878e-13	2.0088330863581243e-10	2.870474058797464e-13	2.0000969999999992e-07	2.879139876328958	0.9999949170110184	0.998718002875047	0.7551632448346915	0.0007710589115826122	4.8372345302858244e-05	0.7197849690822395	2.5686879348506015
9.424144054635284e-06	6.99959917869664e-05	1.4040054214321807e-06	3.4333603500299595e-15	3.377479788607434e-18	3.930420023317326e-15	1.6781802222380632e-15	1.7152815191209384e-12	1.9211379305322416e-15	1.0502769005408524e-12	5.799325569537257e-18	1.9855391378260616e-19	1.9393093932147968e-12	4.1527373768059568e-19	9.273718151900636e-13	2.0765931214055447e-16	1.8770390411084064e-15	1.6395918847861068e-15	2.377211752878718e-16	2.1111311704717742e-12	9.878385028557466e-14	5.526617660286958e-16	1.2896268534693201e-15	1.1530833628641799e-12	5.941605085387626e-08	1.007211183504004e-12	6.326707592780849e-16	1.0354758750869655e-10	2.4168821166207227e-12	1.1151634564176971e-18	5.560764216488518e-13	5.6682414417723175e-11	4.9511747371463994e-11	1.2151312280298308e-09	2.0043275540022606e-15	1.1265387957991902e-15	1.1854413523111085e-10	1.6101470544170157e-13	3.645146629314436e-08	1.1988347928908332e-13	5.338573058744019e-18	7.454666072440158e-10	3.255593116229668e-15	5.380907647460493e-16	1.190424872536917e-15	1.7578742450869328e-15	1.3763745389304485e-09	9.141046429984382e-11	6.420575305836411e-11	2.1153147411062446e-18	3.080670502214176e-13	2.1126562132515124e-12	1.143949770513883e-12	8.72068219110663e-14	6.730112780279427e-08	1.3096258803726108e-12	3.218076957094097e-08	2.691094007590023e-13	1.8238010458473625e-13	1.845392422847907e-12	2.4216512679762768e-18	3.6777699273566066e-15	2.5724005402319876e-16	2.489346979123392e-15	5.6083338181321644e-11	6.581300318212514e-10	1.0464922151026601e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.8701978393307547e-12	3.684308817669391e-15	2.873882148148424e-12	3.7197983182627494e-08	3.963484280271862e-12	1.2218215401908451e-09	2.0369581464025863e-09	4.008213033710835e-09	7.000000000000012e-05	5.726018619586897e-05	1.963292727366056e-10	5.974443552225554e-08	9.96021864649749e-08	1.9599457856781683e-07	1.5999999999999974e-06	0.12249661160488572	5.647174528639101e-12	2.000084387760563e-07	1.261223943465884e-12	0.9999936941861146	1.0164201849352564e-07	1.7262479951268446e-12	5.596790349868834e-13	2.285927030113728e-12	6.09685429894765e-08	5.78417776114269e-13	2.0087117479299173e-10	2.8415957717258405e-13	2.0000969999999981e-07	2.8791400885298732	0.9999949170110092	0.9987180028171848	0.7551632105426224	0.0007710591435761499	4.83723451884084e-05	0.7197850221324683	2.568688610473699
9.42414401535345e-06	6.999609742115483e-05	1.4038996347756975e-06	3.3571970787495485e-15	3.302247545781454e-18	3.843233286860273e-15	1.6409088299209456e-15	1.677456615715245e-12	1.8784728764473994e-15	1.0271248194393013e-12	5.669819443921197e-18	1.9412013674272728e-19	1.8965588276409747e-12	4.0600077059158634e-19	9.069285857253987e-13	2.0303691179401983e-16	1.835650230445577e-15	1.6034398999730392e-15	2.324301355920936e-16	2.0554632695511982e-12	9.883727972213195e-14	5.40379710485581e-16	1.26100422283686e-15	1.1226673467397044e-12	5.944812018724912e-08	9.806429484625536e-13	6.186115615538403e-16	1.0360352390872693e-10	2.353152025128373e-12	1.090301198653142e-18	5.43813631776336e-13	5.6713051215798504e-11	4.953850848043088e-11	1.1831072511976903e-09	1.9514332143885303e-15	1.1015347111904589e-15	1.1860817260443304e-10	1.611018759248631e-13	3.647114047749835e-08	1.1720632179882944e-13	5.220890666218952e-18	7.258203091231937e-10	3.169628829461922e-15	5.260749190851281e-16	1.1641825718097233e-15	1.711435557565748e-15	1.3401011059916018e-09	9.145996785577723e-11	6.424043342377047e-11	2.0686610324842195e-18	3.012101528138285e-13	2.05686132074936e-12	1.1137879043541564e-12	8.725407015475625e-14	6.73374528947106e-08	1.2750957664108056e-12	3.219813880947099e-08	2.6311901961797907e-13	1.8247890464574267e-13	1.7966558837154673e-12	2.3682397812138375e-18	3.58061941602582e-15	2.514956041468671e-16	2.434470952790542e-15	5.6113631380361236e-11	6.407854393867773e-10	1.0470589437123198e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.806926503496792e-12	3.603090425413963e-15	2.810529593922206e-12	3.719798791666187e-08	3.858809259438419e-12	1.1896211282207863e-09	1.983275429049144e-09	3.902578845281392e-09	7.000000000000012e-05	5.575112636116265e-05	1.964355952018097e-10	5.977668228073822e-08	9.965594576898572e-08	1.9610036522430003e-07	1.5999999999999976e-06	0.1225627282651877	5.522672789958599e-12	2.0000846674237138e-07	1.2332576283535507e-12	0.9999938340109087	1.0164203172762878e-07	1.6881797300347687e-12	5.473362522836014e-13	2.23551598231837e-12	6.096853892494133e-08	5.65542810123333e-13	2.0085994727137146e-10	2.8148349637259837e-13	2.000096999999997e-07	2.879140284929624	0.9999949170110295	0.9987180030293203	0.7551633463537222	0.0007710595210260929	4.837234966867734e-05	0.719785071232406	2.56868923578795
9.42414397901664e-06	6.999619513999636e-05	1.4038017745396414e-06	3.2866574890495777e-15	3.232597903236188e-18	3.76248638243449e-15	1.6064036624919684e-15	1.6423725858802902e-12	1.8389752025916343e-15	1.0056461956158556e-12	5.550024549902815e-18	1.900188263500103e-19	1.856898767053672e-12	3.974230697386729e-19	8.879632103577955e-13	1.987612744932309e-16	1.7972475971438914e-15	1.5698953487279983e-15	2.2753603501558017e-16	2.003966458236565e-12	9.888670645949395e-14	5.290119587643249e-16	1.2345010705510803e-15	1.0945303425405775e-12	5.9477786626291783e-08	9.560654153624138e-13	6.055991738990601e-16	1.0365526907088187e-10	2.2941971161467085e-12	1.0672907921645424e-18	5.324396122529899e-13	5.6741392575911536e-11	4.956326454035204e-11	1.1534828938240896e-09	1.9025018494868698e-15	1.0783816125758272e-15	1.1866741174792808e-10	1.6118251416348357e-13	3.648934050143464e-08	1.1472991898900714e-13	5.111714495471016e-18	7.076461426223675e-10	3.0901050416629315e-15	5.149600184059329e-16	1.139837477462239e-15	1.6684762722576814e-15	1.3065456923904771e-09	9.150576180591983e-11	6.427251490386069e-11	2.02537580298938e-18	2.948676805248059e-13	2.0052469680645712e-12	1.0858860433434895e-12	8.72977774542219e-14	6.737105620967503e-08	1.2431529679057797e-12	3.2214206596160105e-08	2.575780368696303e-13	1.8257030147807646e-13	1.751571018313774e-12	2.318686028562554e-18	3.4907476681539785e-15	2.461819126504726e-16	2.383562160220615e-15	5.614165444476305e-11	6.24740506746826e-10	1.047583204054429e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.7482291203573396e-12	3.527743699514405e-15	2.751756864056854e-12	3.719799229536434e-08	3.761977210318757e-12	1.1598335556582252e-09	1.9336152381485523e-09	3.804860003744505e-09	7.00000000000001e-05	5.435514291063571e-05	1.9653395029029501e-10	5.98065128509333e-08	9.970567697518376e-08	1.9619822546035615e-07	1.5999999999999974e-06	0.1226238909127228	5.407178091963911e-12	2.0000849264219263e-07	1.2073578070880817e-12	0.9999939635037347	1.0164204397019637e-07	1.6528703412147609e-12	5.358881733595724e-13	2.1887585145743335e-12	6.09685351651061e-08	5.536337440768976e-13	2.0084956124469066e-10	2.790080882187035e-13	2.0000969999999973e-07	2.87914046660489	0.9999949170110374	0.9987180031253512	0.7551634089410767	0.0007710598495340397	4.8372352487154865e-05	0.7197851166512225	2.568689814221328
