T1	T2	T3	C1	C2	C3
6.0	5.0	1.0	0.0	0.0	0.0
3.7837433263888185	2.839923096624825	1.3366651687352473	2.4632372632072417	1.7060809835512252	0.2075568073405941
2.998881235698546	1.9861674598918067	1.2285807988352468	3.4303994259559265	2.177956681417311	0.3855583948128798
2.6879639549862917	1.6294440250132818	1.103670555596421	3.897098624787508	2.2812491910596404	0.491175684978861
2.562968821578117	1.4706397565501919	1.0284626462502842	4.166544549291522	2.263616834609027	0.5514689390762012
2.5201064731375658	1.3930603675275375	0.9912917525162176	4.350838707557701	2.204596661306571	0.5878622622225101
2.5156529234004976	1.3500500607094583	0.9753778895569775	4.497638837737751	2.132813696489335	0.6117873691971759
2.5296673130160703	1.3225711575706254	0.9699301354815324	4.628605808693676	2.059303371970522	0.628864578205472
2.5527350295721867	1.3026805400247183	0.9691566015764832	4.753837977462515	1.9884345906233587	0.6417941159998685
2.5803454120045592	1.2869738362725072	0.9701791180398434	4.8780489538812954	1.9218992398517207	0.6518684108836098
2.61032241038949	1.2739397924279157	0.9716250522127294	5.003398794184552	1.8602736217705416	0.6597143650514754
2.641609398781148	1.2628729177301952	0.9728560877729512	5.1308330478191895	1.803657940325586	0.6656483398798362
2.6736867113012304	1.2534177600013467	0.9735811409120815	5.260723217988529	1.7519470911820407	0.6698432429849792
2.706291947923706	1.2453741516321757	0.9736708578328108	5.393173272991863	1.7049485316418944	0.6724064217434447
2.7392862670227363	1.238612511499623	0.973071155584203	5.528165696611985	1.6624348894953846	0.6734158814520881
2.7725909628677248	1.233036501896507	0.9717636856880295	5.665630689529499	1.6241680370706206	0.6729372322442373
2.8061576794938743	1.2285664277107828	0.9697480474757322	5.805478855953964	1.5899104076126633	0.6710317612529482
2.8399546008138037	1.225131848941431	0.9670339374930462	5.947616735639201	1.5594304749656436	0.667760397430959
2.873960169929023	1.2226683210651006	0.9636377789190431	6.091954404993104	1.5325054892193641	0.6631857362473695
2.9081603292584	1.2211159882545874	0.9595813321106863	6.238409501194419	1.5089228748977208	0.657373102660879
2.942547391971272	1.2204190019331616	0.9548911455507905	6.386909699861624	1.4884809444748728	0.6503910918673991
2.977119657158198	1.2205252981665562	0.9495983263922695	6.537394576115963	1.4709892386745749	0.6423117854681548
3.0118813516077183	1.221386522234928	0.9437383932355307	6.689817259311768	1.456268648613575	0.6332107342436527
3.0468427016606614	1.2229580053583025	0.9373511045183929	6.8441460475605425	1.4441514014834371	0.6231667533031074
3.082020041626976	1.225198751737202	0.9304802170333291	7.000366034684413	1.4344809563606855	0.6122615575640445
3.1174359138140972	1.2280714182324517	0.9231731585479989	7.158480750655716	1.427111839315373	0.6005792602797162
3.1531191400895513	1.2315422805288783	0.9154806149199501	7.318513793570624	1.4219094374597396	0.5882057573269294
3.189104856662902	1.2355811841232052	0.9074560392282972	7.480510424543067	1.418749765832987	0.575228020523746
3.2254345115506253	1.240161481372887	0.8991550975099928	7.644539096990394	1.417519217980925	0.5617333268437309
3.2621558287322348	1.2452599558951487	0.8906350669095074	7.810692895903165	1.4181143079955165	0.5478084491215599
3.299322745309952	1.2508567372853112	0.8819542047865209	7.979090870047959	1.4204414102112894	0.5335388356166842
3.33699533159598	1.2569352075816886	0.8731711085934017	8.149879246833878	1.4244165018097654	0.5190078043417133
3.375239703879276	1.2634819036701974	0.8643440843008544	8.32323252970878	1.4299649116015734	0.5042957766296743
3.414127941652662	1.2704864148055488	0.8555305433154246	8.499354483862147	1.4370210793095495	0.4894795700113187
3.4537380192457108	1.2779412829034411	0.8467864399815946	8.678479027364816	1.4455283260661977	0.47463176943636104
3.4941537671574463	1.2858418997886953	0.8381657687142487	8.86087104328688	1.4554386415056506	0.45982018944004593
3.53546486386599	1.2941864120349005	0.8297201273709224	9.046827149018972	1.4667124864377432	0.44510743712305784
3.577766878487395	1.3029756291278196	0.8214983550368768	9.236676442165345	1.479318615051804	0.4305505813731305
3.621161362912625	1.312212936661701	0.8135462528515692	9.430781262248336	1.4932339189286046	0.41620092884451937
3.6657560029017304	1.3219042183007084	0.805906385204223	9.629537999199934	1.5084432934120071	0.4021039049948285
3.7116648315950456	1.3320577846747725	0.7986179631543597	9.833377978543957	1.5249395294431607	0.38829903431543944
