Xi	Yi	Xj	Yj
0.0	0.0	0.0	0.0
0.15256079940112124	0.15684489022150222	0.15256079940112124	0.15684489022150222
0.15329213164024405	0.16233880298896133	0.15329213164024405	0.16233880298896133
0.1533011660597786	0.16565851614442834	0.1533011660597786	0.16565851614442834
0.15330127845367136	0.16815346391925534	0.15330127845367136	0.16815346391925534
0.15330127984756797	0.17018355163500412	0.15330127984756797	0.17018355163500412
0.15330127986577685	0.17195006566620796	0.15330127986577685	0.17195006566620796
0.15330127984460729	0.173585121662091	0.15330127984460729	0.173585121662091
0.1533012798649698	0.17519224136193126	0.1533012798649698	0.17519224136193126
0.15330127986528863	0.1768729572801364	0.15330127986528863	0.1768729572801364
0.15330127986635467	0.17875468140287928	0.15330127986635467	0.17875468140287928
0.1533012798653332	0.18103866920542766	0.1533012798653332	0.18103866920542766
0.1533012798648217	0.18411801699350971	0.1533012798648217	0.18411801699350971
0.15330127986469463	0.1889711118896995	0.15330127986469463	0.1889711118896995
0.15330127986469816	0.19921079671941538	0.15330127986469816	0.19921079671941538
0.15330127986469824	0.2602544049400488	0.15330127986469824	0.2602544049400488
0.15330127986469824	0.6961023880691173	0.15330127986469824	0.6961023880691173
0.15330127986469824	0.8881090788748741	0.15330127986469824	0.8881090788748741
0.15330127986469824	0.9588086823280751	0.15330127986469824	0.9588086823280751
0.15330127986469824	0.9848263342625543	0.15330127986469824	0.9848263342625543
0.15330127986469824	0.9944000670481904	0.15330127986469824	0.9944000670481904
0.15330127986469824	0.9979228331883858	0.15330127986469824	0.9979228331883858
0.15330127986469824	0.9992190652085093	0.15330127986469824	0.9992190652085093
0.15330127986469824	0.9996960234934702	0.15330127986469824	0.9996960234934702
0.15330127986469824	0.9998715237028489	0.15330127986469824	0.9998715237028489
0.15330127986469824	0.9999361002320171	0.15330127986469824	0.9999361002320171
0.15330127986469824	0.9999598616152742	0.15330127986469824	0.9999598616152742
0.15330127986469824	0.9999686047911734	0.15330127986469824	0.9999686047911734
0.15330127986469824	0.9999718218980017	0.15330127986469824	0.9999718218980017
0.15330127986469824	0.9999730056329199	0.15330127986469824	0.9999730056329199
0.15330127986469824	0.9999734412018367	0.15330127986469824	0.9999734412018367
0.15330127986469824	0.9999736014868075	0.15330127986469824	0.9999736014868075
0.15330127986469824	0.9999736604584596	0.15330127986469824	0.9999736604584596
0.15330127986469824	0.9999736821734775	0.15330127986469824	0.9999736821734775
0.15330127986469827	0.9999736901394131	0.15330127986469827	0.9999736901394131
0.1533012798646983	0.9999736930647019	0.1533012798646983	0.9999736930647019
0.15330127986469835	0.9999736941699534	0.15330127986469835	0.9999736941699534
0.1533012798646986	0.9999736945689005	0.1533012798646986	0.9999736945689005
0.15330127986470157	0.9999736947054686	0.15330127986470157	0.9999736947054686
0.15330127986472974	0.9999736947593756	0.15330127986472974	0.9999736947593756
0.15330127986500688	0.9999736947800305	0.15330127986500688	0.9999736947800305
0.15330127986485673	0.9999736947933192	0.15330127986485673	0.9999736947933192
0.1533012798647052	0.9999736947990813	0.1533012798647052	0.9999736947990813
0.15330127986467393	0.9999736947982313	0.15330127986467393	0.9999736947982313
0.1533012798646351	0.999973694799268	0.1533012798646351	0.999973694799268
0.1533012798646543	0.9999736947978287	0.1533012798646543	0.9999736947978287
0.15330127986467543	0.9999736947963626	0.15330127986467543	0.9999736947963626
0.15330127986468525	0.9999736947951555	0.15330127986468525	0.9999736947951555
0.15330127986469508	0.9999736947939482	0.15330127986469508	0.9999736947939482
0.1533012798646961	0.9999736947937913	0.1533012798646961	0.9999736947937913
0.1533012798646962	0.9999736947937473	0.1533012798646962	0.9999736947937473
0.15330127986469627	0.9999736947937036	0.15330127986469627	0.9999736947937036
0.15330127986469635	0.9999736947936596	0.15330127986469635	0.9999736947936596
0.15330127986469644	0.9999736947936159	0.15330127986469644	0.9999736947936159
0.15330127986469652	0.9999736947935721	0.15330127986469652	0.9999736947935721
0.1533012798646966	0.9999736947935282	0.1533012798646966	0.9999736947935282
0.15330127986469666	0.9999736947934844	0.15330127986469666	0.9999736947934844
0.15330127986469677	0.9999736947934404	0.15330127986469677	0.9999736947934404
0.15330127986469685	0.9999736947933967	0.15330127986469685	0.9999736947933967
0.15330127986469694	0.999973694793353	0.15330127986469694	0.999973694793353
0.15330127986469702	0.999973694793309	0.15330127986469702	0.999973694793309
0.1533012798646971	0.9999736947932653	0.1533012798646971	0.9999736947932653
0.1533012798646972	0.9999736947932215	0.1533012798646972	0.9999736947932215
0.15330127986469727	0.9999736947931775	0.15330127986469727	0.9999736947931775
0.15330127986469735	0.9999736947931338	0.15330127986469735	0.9999736947931338
0.15330127986469744	0.9999736947930898	0.15330127986469744	0.9999736947930898
0.15330127986469752	0.999973694793046	0.15330127986469752	0.999973694793046
0.1533012798646976	0.9999736947930022	0.1533012798646976	0.9999736947930022
0.15330127986469771	0.9999736947929583	0.15330127986469771	0.9999736947929583
0.1533012798646978	0.9999736947929145	0.1533012798646978	0.9999736947929145
0.15330127986469788	0.9999736947928706	0.15330127986469788	0.9999736947928706
0.15330127986469796	0.9999736947928268	0.15330127986469796	0.9999736947928268
0.15330127986469802	0.9999736947927831	0.15330127986469802	0.9999736947927831
0.1533012798646981	0.9999736947927391	0.1533012798646981	0.9999736947927391
0.1533012798646982	0.9999736947926954	0.1533012798646982	0.9999736947926954
0.15330127986469824	0.9999736947926666	0.15330127986469824	0.9999736947926666
0.15330127986469824	0.9999736947926652	0.15330127986469824	0.9999736947926652
0.15330127986469824	0.9999736947926636	0.15330127986469824	0.9999736947926636
0.15330127986469824	0.9999736947926618	0.15330127986469824	0.9999736947926618
0.15330127986469824	0.9999736947926604	0.15330127986469824	0.9999736947926604
0.15330127986469824	0.9999736947926589	0.15330127986469824	0.9999736947926589
0.15330127986469824	0.9999736947926571	0.15330127986469824	0.9999736947926571
0.15330127986469824	0.9999736947926555	0.15330127986469824	0.9999736947926555
0.15330127986469824	0.9999736947926541	0.15330127986469824	0.9999736947926541
0.15330127986469824	0.9999736947926523	0.15330127986469824	0.9999736947926523
0.15330127986469824	0.9999736947926507	0.15330127986469824	0.9999736947926507
0.15330127986469824	0.9999736947926491	0.15330127986469824	0.9999736947926491
0.15330127986469824	0.9999736947926475	0.15330127986469824	0.9999736947926475
0.15330127986469824	0.999973694792646	0.15330127986469824	0.999973694792646
0.15330127986469824	0.9999736947926443	0.15330127986469824	0.9999736947926443
0.15330127986469824	0.9999736947926428	0.15330127986469824	0.9999736947926428
0.15330127986469824	0.9999736947926412	0.15330127986469824	0.9999736947926412
0.15330127986469824	0.9999736947926394	0.15330127986469824	0.9999736947926394
0.15330127986469824	0.999973694792638	0.15330127986469824	0.999973694792638
0.15330127986469824	0.9999736947926364	0.15330127986469824	0.9999736947926364
0.15330127986469824	0.9999736947926346	0.15330127986469824	0.9999736947926346
0.15330127986469824	0.9999736947926332	0.15330127986469824	0.9999736947926332
0.15330127986469824	0.9999736947926317	0.15330127986469824	0.9999736947926317
0.15330127986469824	0.9999736947926299	0.15330127986469824	0.9999736947926299
0.15330127986469824	0.9999736947926283	0.15330127986469824	0.9999736947926283
0.15330127986469824	0.9999736947926269	0.15330127986469824	0.9999736947926269
