P_M1	P_Np	VpCyt	VpNuc	Ven	P_Rdrp	VpNucM1	Rc	Rv	P_Ha	Rm1	Rm2	Rm3	Rm4	Rm5	Rm6	Rm7	Rm8	Vex	RcRdrp	RvRdrp	VpCytM1	P_Pb1	P_Nep	P_Pb2	Cp	P_Pa	Blo	P_Na	P_M2	VattHi	Vfus	Vrel	Bhi	VattLo	total cRNA	total cRNA of a segment	total vRNA	total vRNA of a segment	Values[kDisHi]	Values[kDisLo]	Values[kDegVen]	Values[kSynP_Drib]	Values[kSynP_M1]	Values[kSynP_M2]	Values[kSynP_NEP]	Values[kSynM1]	Values[kSynM2]	Values[kSynM3]	Values[kSynM4]	Values[kSynM5]	Values[kSynM6]	Values[kSynM7]	Values[kSynM8]
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
45483.92310295835	29417.2421777687	3.7255970542114283	35.45559397068429	0.547540661180023	20064.482501762348	0.36146717682319995	0.002434361688027725	0.00482861350805921	26549.47055398331	175.78767088082296	175.78767088082296	184.45382019154613	232.1157634852072	264.8229847035772	292.9794514680377	405.7984044214019	469.84723092570147	0.30249315520771436	3.895349049116852	5.664705154097462	0.00022486936086356228	8.439301129974341	6717.6581491116185	8.439301129974341	7.003281420614872	999.6760552763786	999.9815875044518	33511.07742132399	928.3068607448682	0.39874485281975763	4.453732505974995	9.650088270375814e-09	149.6012551471798	0.01841249554743199	10.901064831419752	1.362633103927469	52.930000915063005	6.616250114382876	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
912518.6144197395	510761.96214625763	0.2783256863234793	898.3751770096976	0.03522788533277333	402485.5646594246	168.01729724634254	0.0030799745227873044	0.010897919542596536	533468.5681974498	3213.502709854434	3213.502709854434	3371.925050593531	4243.213595254573	4841.120965494992	5355.8378497573885	7418.235111305761	8589.085583942733	0.01863705687408544	7.826462895963112	27.633382545636913	2.322609018581443	8.081896096415235	134978.0792525331	8.081896096415235	316.4976129463073	19925.392156599155	999.9988656699759	673351.1901298382	18652.803642862258	0.024649857285117406	5.059378943946808	0.0007876881048064078	149.97535014271455	0.0011343300241030108	324.3271558167932	40.54089447709915	1097.1257860072606	137.14072325090757	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
15132831.895045247	8191130.554212304	0.01737009409849861	2423.391353093836	0.0021751856497229756	6749250.315600839	14509.02113366815	0.000495501476023977	0.007211505804910794	8947794.800368328	30871.54767186531	30871.54767186531	32393.482857859573	40763.79658436398	46507.786103069855	51452.5794531088	71265.66228729115	82513.81405383369	0.0011488106215831338	1.3556730805849995	19.714972808504324	7015.214287455528	6.116874917056679	2256710.6353840646	6.116874917056678	3511.7253212370492	334159.9095516964	999.9999300797252	11296402.125206953	312760.1964211312	0.0015197623526080222	5.097494023761936	4.485721683902226	149.9984802376474	6.992027426754477e-05	3513.08148981911	439.1351862273888	23967.396447572133	2995.9245559465166	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
48280240.41099359	26174739.009463318	0.0010715187205056138	1104.0108837135201	0.0001340954561588207	21740391.671732713	11196.65948637279	7.007843211775316e-05	0.003386307137471816	28770971.74005708	40192.83437988273	40192.83437988273	42174.299304083266	53071.92701270807	60550.24400086234	66988.05729980455	92783.45846898314	107427.85225959451	7.081618434887194e-05	0.19330316991572524	9.339851017425328	69285.15017215817	3.888303566669577	7202077.7460608035	3.8883035666695753	5311.671338930193	1076671.868580276	999.9999956899057	36385938.93309298	1002977.9998318102	9.368397748911372e-05	5.0998455180868785	133.4095057285817	149.9999063160228	4.310094008877779e-06	5311.864712178541	663.9830890223176	81595.16670780399	10199.395838475499	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
83063431.29742543	44669422.41158639	6.605443794068639e-05	723.6744062273317	8.26610016992621e-06	37821411.064227074	6852.115885014752	2.6404877872640795e-05	0.002205254027585478	49936285.456353895	38926.60571629942	38926.60571629942	40845.64688458385	51399.957462615115	58642.67874143816	64877.676193832354	89860.42314608426	104043.4622831967	4.365333267275203e-06	0.07425592104570213	6.201439137488922	139771.3413726104	2.900362403278486	12462585.312944984	2.9003624032784843	6017.74159564403	1874118.4902497537	999.9999997343118	63306786.53208701	1734304.8873470703	5.774980817802075e-06	5.09999047722796	520.7538290972158	149.99999422501918	2.65687790212403e-07	6017.815877969953	752.2269847462442	147353.33548875258	18419.166936094072	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
114463882.63079315	60884251.318499975	4.071812815535634e-06	551.5216519511741	5.095485984768536e-07	52744537.35487397	5117.409378184985	1.4429918249030902e-05	0.0016626226040841426	69466616.7107316	35140.59902585453	35140.59902585453	36872.99400270585	46400.79097323988	52939.08424674191	58567.665043090834	81120.58680595271	93924.18172809045	2.690929112949122e-07	0.041522194959185375	4.784141877384374	206191.6165712997	2.332786131656384	17297538.167396054	2.3327861316564933	6327.151522864193	2615256.847451297	999.9999999836217	88298627.28516409	2402753.9070996405	3.5598804979296643e-07	5.099999412986227	1161.6983906305366	149.99999964401175	1.63778333286381e-08	6327.19305948907	790.8991324361338	211865.33341706297	26483.16667713287	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
141413205.65227383	74323278.86649813	2.5099995937404294e-07	454.1799636246898	3.14102512653263e-08	66004714.61319848	4161.523409724807	9.495806649397094e-06	0.0013522767545961442	86698179.51580669	30956.562372549764	30956.562372549764	32482.688694851004	40876.05276284316	46635.860197607464	51594.27062091628	71461.91512867212	82741.04228607769	1.6587771754346178e-08	0.02801169413757502	3.989052007194457	267052.88085097447	1.9565909772789967	21541590.99439807	1.956590979126245	6439.876637055585	3274972.5818968383	999.9999999989901	110514194.40747409	2985515.3751966017	2.1944273844033887e-08	5.099999963814539	2038.4920951330123	149.99999997805554	1.00958349185531e-09	6439.904658245529	804.9880822806912	271672.5746292938	33959.07182866173	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
164003293.97695094	85144030.07055484	1.547250248117122e-08	391.5703951070063	1.9362361208972465e-09	77608574.0054333	3549.391476023077	6.9627215923165335e-06	0.0011501601749407961	101647243.80801539	27064.02425728131	27064.02425728131	28398.252499725353	35736.218711947986	40771.776803177076	45106.70709546887	62476.15549939569	72337.02336047539	1.0225274080113747e-09	0.021081434792317777	3.4823894267601867	321434.71404838184	1.6865478822054984	25201194.80056182	1.6865478840503332	6440.283745104129	3853452.897368622	999.9999999999377	129962070.35270496	3483664.974577564	1.3527206541589591e-09	5.099999997769404	3128.627837525608	149.99999999864707	6.223420519465331e-11	6440.304833501643	805.0381041877054	325379.15945914114	40672.39493239264	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
182700252.69897053	93697210.69613557	9.53788946048265e-10	347.7235068820044	1.193575900638551e-10	87727760.8195732	3119.233167629264	5.469856260955895e-06	0.0010066651955041792	114549997.52283071	23670.685988068824	23670.685988068824	24837.62618377193	31255.544389481875	35659.73473527251	39451.14331344807	54642.7776042982	63267.27130451577	6.30328118929157e-11	0.017012073664058484	3.13086950008256	369059.1025256085	1.4829848413604192	28337936.458779212	1.4829848437181228	6371.754688050803	4359056.027949355	999.9999999999956	146927289.7925833	3906015.813111531	8.338728709879867e-11	5.099999999862501	4407.468880918181	149.99999999991653	3.836373400459845e-12	6371.771705594324	796.4714631992905	372529.19107628765	46566.148884535956	7.159292035398231	5.462184873949579	3.0841176470588234	405.0	396.9	8.1	50.625	13.469827586206897	13.469827586206897	14.133876074174582	17.785998861696072	20.292207792207794	22.44971264367816	31.09452736318408	36.00230414746544
