icit	mal	akg	suc	cit	fa	gly	sca
0.018	1.8	0.2	0.6	3.0	0.3	4.0	0.04
0.004131352516976701	0.29696012021233736	0.03736429707933114	0.17095063400902571	0.08192717273839552	1.1129137493518553	2.949812893541592	2.3168341324637574
0.004111797020942725	0.2954139318340449	0.03660727020325813	0.1700879286739754	0.08192664302881901	1.1070888542329524	2.038183320882573	2.2517768636445976
0.004092148427420572	0.2936808023909908	0.03585594002545259	0.16917934535726586	0.08192611089965252	1.100674430582558	1.3105707996097293	2.187336042436768
0.004072156552295706	0.2919360842463752	0.035107528236667324	0.16826692836577128	0.08192556962614478	1.0941714148583013	0.7800852958143537	2.1233642723566564
0.004051469575110388	0.2904499635957909	0.03435754489127112	0.16749933128727307	0.08192500970769416	1.0885887109284587	0.43241575438490615	2.0595920429196237
0.00402981869015015	0.28939680516476823	0.033600809351805476	0.1669832031105933	0.08192442373085981	1.0846182281872885	0.22744776244572562	1.9956297045876936
0.0040074343056798415	0.2887632980812225	0.03283513965435627	0.16670978271966386	0.08192381759469754	1.0822422899946869	0.11693067756499946	1.9311208056937788
0.003985168331772585	0.28842513769425104	0.03206482043529627	0.16658159422204247	0.08192321417189807	1.0809835838627861	0.06124899406177754	1.8660389676134927
0.0039638272258221965	0.2882553312956974	0.03129819566521106	0.16649903800781204	0.08192263553028456	1.0803371853331478	0.034523264279384555	1.8008065065474572
0.003943617308989537	0.28816946863237625	0.030542365451032564	0.16641230823105296	0.08192208755473127	1.0799752639452271	0.0220898319702605	1.7360435018183795
0.003924363611024132	0.28812246218105175	0.029801555849370488	0.16631036313271244	0.08192156559474074	1.0797341484038188	0.01639858980419337	1.6722759333804709
0.003905861448455012	0.2880927155324836	0.02907816094292525	0.16619525613725847	0.08192106407573543	1.0795413866665853	0.013804137483516738	1.6098541621416733
0.003887989557570162	0.2880703330018035	0.028373749509755047	0.16607023071517182	0.08192057967000883	1.0793657236499736	0.012612748734744338	1.5489984126497807
0.003870696853428598	0.2880508483361487	0.027689546533917423	0.16593731227648478	0.08192011096651067	1.0791935328578541	0.012053261905419187	1.4898567326168524
0.0038539718018631946	0.28803225728902565	0.0270266295893428	0.16579754555647916	0.08191965763886057	1.0790188093318245	0.011777988158233776	1.4325417449927549
