HSF1	MisP	Hsp90	ATP	TriH	NatP	DiH	ROS	MCom	X	HCom	AggP	HSE	ADP	HSETriH
8.555916237299115e-05	0.0016660388455092953	140253.81676946778	10429.271747656396	-1.1329852296345526e-08	5840911.620247999	-7.954664492808383e-07	100.0	159288.37793468716	20.0	5999.999916075622	-1.1850159370455524e-09	1.0000000032912844	570.7282523436135	-3.291285187907758e-09
8.868604383017859e-05	0.001725478403992423	135308.75929403692	10413.013146862311	-1.2196099259788112e-08	5835988.076721686	-8.247961917209447e-07	100.0	164221.9213909588	21.0	5999.999913010936	-1.2696526004045658e-09	1.0000000036035206	586.9868531376986	-3.603521612603833e-09
9.19085011453823e-05	0.0017867349229483886	130564.61949666034	10397.463173947503	-1.3121576292085773e-08	5831265.029072598	-8.550273509706162e-07	100.0	168954.96896782867	22.0	5999.999909852712	-1.3572960930575828e-09	1.0000000039348058	602.5368260525089	-3.934806871417438e-09
9.522848773595109e-05	0.001849845544120103	126012.6913683593	10382.587235083725	-1.411010103190221e-08	5826733.789622117	-8.8618151966034e-07	100.0	173496.20834386416	23.0	5999.999906599055	-1.4480374931893145e-09	1.0000000042866124	617.4127649162843	-4.2866136406831015e-09
9.864791138515013e-05	0.001914846542110565	121644.69042659635	10368.352694087962	-1.5165629822870074e-08	5822386.091326046	-9.182790252856953e-07	100.0	177853.9065632172	24.0	5999.999903248115	-1.5419696777220186e-09	1.0000000046604876	631.647305912049	-4.6604887846258254e-09
0.00010216867936648179	0.0019817741821323673	117452.74834886249	10354.728984939144	-1.6292261459854622e-08	5818214.082419586	-9.513391331214288e-07	100.0	182035.91539063706	25.0	5999.999899798039	-1.6391873098556812e-09	1.000000005058053	645.2710150608656	-5.058054130597745e-09
0.00010579269348796701	0.002050664625802654	113429.34646180354	10341.687252132693	-1.7494292022617958e-08	5814210.26004822	-9.853809070662213e-07	100.0	186049.73768059604	26.0	5999.999896246984	-1.7397867710241165e-09	1.0000000054810083	658.3127478673156	-5.481009274755259e-09
0.00010952169868507762	0.0021215510530774133	109567.33777688646	10329.199820603822	-1.8776187581196715e-08	5810367.492256299	-1.0204226676261132e-06	100.0	189902.50538869578	27.0	5999.999892593258	-1.8438661546184016e-09	1.0000000059311327	670.8001793961864	-5.931133852500966e-09
0.00011335739848990696	0.0021944658571729143	105859.87019784078	10317.2403434102	-2.014266052458716e-08	5806678.941358198	-1.05648340367275e-06	100.0	193601.05620051548	28.0	5999.999888835217	-1.951525198157593e-09	1.0000000064102867	682.7596565898092	-6.410287718441778e-09
0.00011730152729732656	0.0022694420182342765	102300.43824568366	10305.78494837821	-2.1598560562364456e-08	5803138.115552595	-1.0935800859622801e-06	100.0	197151.8819173354	29.0	5999.999884971179	-2.062865175451277e-09	1.0000000069204196	694.2150516218001	-6.920420643775694e-09
0.00012135573232585738	0.0023465108595564182	98882.8310686815	10294.810373349479	-2.314894775616634e-08	5799738.817043559	-1.1317294345177611e-06	100.0	200561.18033504032	30.0	5999.999880999554	-2.177988906105789e-09	1.0000000074635693	705.1896266505316	-7.463570472971794e-09
0.00012552158469387767	0.002425702258119303	95601.13346941806	10284.294385580399	-2.4799065986144424e-08	5796475.143065199	-1.1709472197833756e-06	100.0	203834.8542194787	31.0	5999.999876918822	-2.297000672431259e-09	1.0000000080418663	715.7056144196101	-8.041867383509416e-09
0.00012980045708031808	0.002507042319077765	92449.6925933082	10274.2162716409	-2.655437212400075e-08	5793341.452640953	-1.2112489593024456e-06	100.0	206978.54454717538	32.0	5999.999872727666	-2.4200061299096464e-09	1.0000000086575327	725.7837283591086	-8.657533747496664e-09
0.00013419356108858709	0.002590554085996131	89423.1101567866	10264.556230744794	-2.8420511000324195e-08	5790332.358828284	-1.2526488856071692e-06	100.0	209997.63826062853	33.0	5999.999868424927	-2.547112099199765e-09	1.000000009312887	735.4437692552149	-9.312887810482497e-09
0.00013870230010636428	0.0026762642481812297	86516.22187903736	10255.295566844661	-3.040333558583031e-08	5787442.708194092	-1.2951607685652402e-06	100.0	212897.28879290048	34.0	5999.999864009252	-2.678426594540088e-09	1.000000010010344	744.7044331553467	-1.0010345012281982e-08
0.00014332790994557902	0.0027641963096747416	83724.09923211785	10246.416505207439	-3.2508905335112204e-08	5784667.582561005	-1.3387978464662696e-06	100.0	215682.41432132557	35.0	5999.999859479459	-2.81405885641642e-09	1.000000010752421	753.5834947925695	-1.0752422141406593e-08
0.00014807130998881665	0.002854367759834982	81042.03100049758	10237.902125227689	-3.474345676634844e-08	5782002.280606078	-1.3835717812480341e-06	100.0	218357.71616881955	36.0	5999.999854834679	-2.954119000624918e-09	1.0000000115417367	762.0978747723204	-1.1541738039588139e-08
0.00015293342510358938	0.0029467961924274973	78465.51319343076	10229.736359253453	-3.711340842228497e-08	5779442.307794511	-1.4294932653360013e-06	100.0	220927.68887014914	37.0	5999.999850074035	-3.0987180120593044e-09	1.0000000123810127	770.263640746555	-1.2381014195526377e-08
0.0001579150153614332	0.0030414960687463344	75990.23654580754	10221.903929091914	-3.962535402020365e-08	5776983.36390698	-1.476571785514228e-06	100.0	223396.6326446118	38.0	5999.999845196813	-3.2479675681593565e-09	1.0000000132730742	778.096070908095	-1.3273075636557213e-08
0.0001630167110851383	0.0031384793838587664	73612.08261596107	10214.390329874324	-4.2286056543749085e-08	5774621.3391457	-1.524815585780957e-06	100.0	225768.65728996464	39.0	5999.999840202431	-3.4019799853234753e-09	1.0000000142208498	785.6096701256836	-1.4220851154937044e-08
0.00016823897448822554	0.0032377549372965835	71327.10373217239	10207.18170492412	-4.5102426017399016e-08	5772352.294123383	-1.5742315342885752e-06	100.0	228047.70219347504	40.0	5999.999835090469	-3.560867911587894e-09	1.0000000152273714	792.8182950758868	-1.522737270459235e-08
0.0001735821248870251	0.003339328812407577	69131.53848164405	10200.26495166865	-4.8081534851066787e-08	5770172.475319417	-1.6248252011646733e-06	100.0	230237.52087573617	41.0	5999.999829860648	-3.7247445519435646e-09	1.0000000162957743	799.7350483313569	-1.6295775589274753e-08
0.0001790462779224031	0.0034432032208520165	67021.76885347592	10193.62749481483	-5.1230561207839094e-08	5768078.272313522	-1.6766004811311085e-06	100.0	232341.72375701027	42.0	5999.999824512893	-3.893722950071442e-09	1.0000000174292942	806.3725051851786	-1.7429295525735693e-08
0.00018463139891905967	0.00354937751701148	64994.349840233925	10187.25744680579	-5.4556821402492364e-08	5766066.247324677	-1.7295598576179704e-06	100.0	234363.74861830546	43.0	5999.999819047276	-4.067916451003427e-09	1.000000018631268	812.742553194217	-1.863126921576502e-08
0.00019033725819111026	0.0036578473482405944	63045.96832271379	10181.143413398475	-5.806770419035354e-08	5764133.094182853	-1.7837039928688805e-06	100.0	236306.90162964226	44.0	5999.999813464059	-4.247437947698516e-09	1.000000019905128	818.8565866015327	-1.9905129259276894e-08
0.00019616344180110328	0.0037686048594279447	61173.45641948003	10175.274552584156	-6.177067934322879e-08	5762275.651650278	-1.8390318890424048e-06	100.0	238174.34402878437	45.0	5999.999807763687	-4.432400029156352e-09	1.0000000212543998	824.7254474158509	-2.1254400993925743e-08
0.0002021093450377513	0.003881638568981588	59373.7829737489	10169.640538866232	-6.567328662368226e-08	5760490.894926345	-1.8955407845469843e-06	100.0	239969.10061633895	46.0	5999.999801946795	-4.622914851811349e-09	1.0000000226827017	830.3594611337759	-2.2682702884491434e-08
0.00020817412942446476	0.00399693255145716	57644.0321499624	10164.231471426949	-6.978304995806655e-08	5758775.91428936	-1.9532259203940493e-06	100.0	241694.08111400128	47.0	5999.999796014244	-4.819093441851589e-09	1.0000000241937275	835.7685285730595	-2.419372868679503e-08
0.00021435677209407047	0.00411446737629283	55981.42908190169	10159.037983932712	-7.410757525188281e-08	5757127.940690508	-2.012080823156333e-06	100.0	243352.05457059314	48.0	5999.999789967077	-5.02104649841861e-09	1.000000025791266	840.962016067296	-2.5791267174163416e-08
0.00022065597479399722	0.004234218377826357	54383.304939554786	10154.051079176112	-7.865438011018726e-08	5755544.310894427	-2.0720967877621386e-06	100.0	244945.68422148633	49.0	5999.99978380661	-5.2288831057295765e-09	1.0000000274791634	845.948920823896	-2.7479164748093395e-08
0.00022707020777264678	0.004356156489599832	52847.09568178701	10149.26213644749	-8.343095337609798e-08	5754022.466234604	-2.1332630232464648e-06	100.0	246477.5287332111	50.0	5999.999777534385	-5.442711036883566e-09	1.0000000292613416	850.7378635525166	-2.9261342737227483e-08
0.00023359779251978883	0.004480249817098455	51370.35214963565	10144.662991485315	-8.844468723969889e-08	5752559.962685223	-2.195566710281259e-06	100.0	247950.03213160238	51.0	5999.999771152091	-5.662636526188542e-09	1.00000003114177	855.3370085146931	-3.114177145707096e-08
0.00024023681807009293	0.004606462046686743	49950.71480240582	10140.245799503553	-9.370283959469635e-08	5751154.445650677	-2.258992713164718e-06	100.0	249365.54901228848	52.0	5999.99976466164	-5.888763780835922e-09	1.000000033124468	859.7542004964556	-3.3124469445517843e-08
0.00024698515491915955	0.004734752710220617	48585.92435524258	10136.003055684814	-9.921253519301747e-08	5749803.660580638	-2.3235240254328936e-06	100.0	250726.3339256276	53.0	5999.9997580651625	-6.121195119597941e-09	1.0000000352134908	863.996944315195	-3.5213492087631174e-08
0.0002538404887056837	0.004865077825269277	47273.82043038512	10131.927604324472	-1.0498073293152201e-07	5748505.45162412	-2.389141773700072e-06	100.0	252034.54272263715	54.0	5999.999751364967	-6.36003079405271e-09	1.0000000374129197	868.0723956755375	-3.741292112467087e-08
0.0002607996974586052	0.004997378056970687	46012.32119700309	10128.012568856791	-1.110141470055727e-07	5747257.741312333	-2.455823919425935e-06	100.0	253292.25287215324	55.0	5999.999744564164	-6.605368306109643e-09	1.0000000397268571	871.9874311432183	-3.97268586778549e-08
0.00026786048574520814	0.005131609781609229	44799.44001286678	10124.251426991792	-1.1731923591114107e-07	5746058.547165023	-2.5235461164246096e-06	100.0	254501.44685446317	56.0	5999.9997376650335	-6.857302851715193e-09	1.0000000421594097	875.7485730082143	-4.215941140455285e-08
0.0002750194146051178	0.0052677076375823835	43633.281487888584	10120.637958025385	-1.2390214580611518e-07	5744905.9777627615	-2.592283395117715e-06	100.0	255664.01608904853	57.0	5999.999730670993	-7.1159261481256495e-09	1.0000000447146384	879.3620419746222	-4.471463988054482e-08
0.0002822731657613219	0.0054056085567865805	42512.009607542226	10117.166159091075	-1.3076869555837355e-07	5743798.200937032	-2.6620069822983112e-06	100.0	256781.79274447763	58.0	5999.999723585335	-7.3813273594446665e-09	1.0000000473966189	882.8338409089315	-4.739662039390771e-08
0.00028961816266433204	0.005545244561011887	41433.86477777807	10113.830290381922	-1.379243235937498e-07	5742733.460779495	-2.7326863635733417e-06	100.0	257856.53272914808	59.0	5999.999716411601	-7.653592172918726e-09	1.0000000502093687	886.1697096180836	-5.020937012726528e-08
0.00029705060406813035	0.005686543400101044	40397.158122187604	10110.624857685294	-1.4537405398974627e-07	5741710.0719511015	-2.8042888697916037e-06	100.0	258889.921382171	60.0	5999.999709153558	-7.932802767871265e-09	1.000000053156848	889.375142314714	-5.3156849730910645e-08
0.0003045664257764988	0.005829427824651341	39400.272113540464	10107.544612015834	-1.5312241706703855e-07	5740726.420312326	-2.8767794780222414e-06	100.0	259883.57284313955	61.0	5999.999701815221	-8.219037351724235e-09	1.0000000562429396	892.4553879841725	-5.6242941163412396e-08
0.00031216144459113407	0.005973818322604457	38441.64186806253	10104.584486178546	-1.611735381591117e-07	5739780.94425669	-2.9501215032499235e-06	100.0	260839.04871860036	62.0	5999.999694400724	-8.512370940754216e-09	1.00000005947145	895.4155138214614	-5.947145177431047e-08
0.00031983124671993834	0.006119630997627406	37519.78286410513	10101.739688498437	-1.6953089703241456e-07	5738872.162371314	-3.02427572812443e-06	100.0	261757.83042151053	63.0	5999.999686914427	-8.812873492898658e-09	1.0000000628460615	898.2603115015711	-6.284606313311795e-08
0.0003275710569357519	0.0062667750819530785	36633.268452606935	10099.005617494267	-1.781974071235228e-07	5737998.650994564	-3.09920086151459e-06	100.0	262641.3416135859	64.0	5999.99967936104	-9.120610661566946e-09	1.0000000663703266	900.9943825057394	-6.6370328071921e-08
0.0003353760157253787	0.006415158204951462	35780.72609206957	10096.377858297094	-1.8717537720355927e-07	5737159.040458931	-3.1748536218156517e-06	100.0	263490.9519624197	65.0	5999.999671745351	-9.435643671813546e-09	1.0000000700476517	903.6221417029143	-7.004765330699683e-08
0.0003432411569767487	0.006564685968740517	34960.83561889821	10093.852173878366	-1.9646649420589735e-07	5736352.013365011	-3.2511890448531917e-06	100.0	264307.9788675034	66.0	5999.999664072256	-9.758029168601228e-09	1.0000000738812782	906.1478261216422	-7.388127992782618e-08
0.00035116127289359727	0.0067152593802249074	34172.32795836412	10091.424498344395	-2.0607176895106132e-07	5735576.303295184	-3.3281605163728415e-06	100.0	265093.68874655	67.0	5999.999656346877	-1.0087818968331975e-08	1.0000000778742588	908.5755016556127	-7.787426048670549e-08
0.0003591309998112119	0.006866776482497967	33413.98469320376	10089.090936674571	-2.1599153807841154e-07	5734830.694383112	-3.405719739337119e-06	100.0	265849.29746599146	68.0	5999.999648574493	-1.0425060076924692e-08	1.0000000820294574	910.9090633254373	-8.202945933043561e-08
0.0003671449275631684	0.007019134434138768	32684.636168547724	10086.847757815667	-2.2622533773900378e-07	5734114.019422666	-3.4838165880269086e-06	100.0	266575.9722320565	69.0	5999.999640760421	-1.0769794081623639e-08	1.000000086349498	913.152242184342	-8.634949976859435e-08
0.0003751974089323874	0.007172225886296947	31983.160055142303	10084.691384898571	-2.3677202430742246e-07	5733425.15843415	-3.5623998132606147e-06	100.0	267274.83302454255	70.0	5999.999632910208	-1.1122057579920014e-08	1.0000000908367808	915.308615101438	-9.083678255572953e-08
0.00038328263349748324	0.007325940386630138	31308.478973434358	10082.618387241511	-2.4762968284825184e-07	5732763.036293387	-3.641417029586593e-06	100.0	267946.9549677335	71.0	5999.99962502956	-1.1481881732594791e-08	1.0000000954934407	917.3816127584985	-9.549344233628829e-08
0.00039139494628109617	0.007480170437427185	30659.556080228565	10080.625485074223	-2.5879553111351475e-07	5732126.618327626	-3.720814121799637e-06	100.0	268593.37273448537	72.0	5999.999617124023	-1.1849292116613383e-08	1.0000001003213244	919.3745149257862	-1.0032132607211933e-07
0.0003995284573030416	0.00763480407242982	30035.398139032124	10078.709522963596	-2.702660806650738e-07	5731514.913379452	-3.8005363917936036e-06	100.0	269215.0774823207	73.0	5999.99960919937	-1.2224309024889484e-08	1.0000001053220084	921.2904770364125	-1.0532200996767195e-07
0.00040767713409929016	0.0077897266156507355	29435.048815973856	10076.867439298541	-2.820371007944584e-07	5730926.967116782	-3.880529066679866e-06	100.0	269813.02354343457	74.0	5999.999601261517	-1.260694722494133e-08	1.0000001104967424	923.1325607014684	-1.1049674393638888e-07
0.00041583508686278273	0.007944826102447228	28857.58760560042	10075.096377390033	-2.9410341934437965e-07	5730361.860960889	-3.960735374799049e-06	100.0	270388.12949666794	75.0	5999.9995933162245	-1.2997215648623612e-08	1.0000001158464429	924.903622609976	-1.1584644449768994e-07
0.0004239962564785949	0.008099987348592921	28302.135200674133	10073.393573316625	-3.064591459648819e-07	5729818.71744495	-4.041098224003273e-06	100.0	270941.27280895435	76.0	5999.9995853694245	-1.3395117859049024e-08	1.0000001213717362	926.6064266833824	-1.2137173780056203e-07
0.0004321545844030679	0.008255095179815208	27767.84079908808	10071.75629754733	-3.190975493440689e-07	5729296.687547607	-4.121560628996151e-06	100.0	271473.30250176793	77.0	5999.999577427039	-1.3800651577585063e-08	1.000000127072841	928.243702452678	-1.2707284256786852e-07
0.0004403040066939726	0.008410034318358309	27253.892945222502	10070.18199219066	-3.320111214190949e-07	5728794.961511554	-4.2020646628593555e-06	100.0	271985.02833253366	78.0	5999.999569494997	-1.4213809032494178e-08	1.000000132949674	929.8180078093467	-1.329496754027282e-07
0.0004484386948059458	0.008564693960547223	26759.506164340317	10068.6682122871	-3.451916382024448e-07	5728312.755505962	-4.282553214510754e-06	100.0	272477.23413218855	79.0	5999.999561578984	-1.4634576809166846e-08	1.0000001390017277	931.3317877129067	-1.3900172914787587e-07
0.00045655268165101606	0.008718960668056766	26283.93064186761	10067.212600195318	-3.5863008276926866e-07	5727849.321285484	-4.3629685650452695e-06	100.0	272950.66814619757	80.0	5999.999553684821	-1.5062935929344002e-08	1.000000145228161	932.7873998046912	-1.4522816269447992e-07
0.000464640034160349	0.008872721648329675	25826.441557070313	10065.81287885013	-3.723167708774491e-07	5727403.935546287	-4.443253800673225e-06	100.0	273406.0536785081	81.0	5999.999545818298	-1.5498861946756145e-08	1.000000151627715	934.1871211498778	-1.5162771657030815e-07
0.000472694957804378	0.009025866741704497	25386.34545438476	10064.466877806059	-3.8624128755940545e-07	5726975.906284019	-4.523352035336934e-06	100.0	273844.08273358626	82.0	5999.999537985057	-1.5942324942534435e-08	1.0000001581987659	935.53312219395	-1.5819876741774053e-07
0.0004807117865147988	0.009178288229804866	24962.97376158127	10063.172501381225	-4.003925807491285e-07	5726564.566325567	-4.6032071712608464e-06	100.0	274265.422484657	83.0	5999.999530190614	-1.6393289687615827e-08	1.0000001649392842	936.827498618784	-1.649392858666021e-07
0.0004886849735046024	0.00932988066098886	24555.68479948664	10061.927744163035	-4.147590099023271e-07	5726169.275334559	-4.682763892242265e-06	100.0	274670.7132682005	84.0	5999.999522440362	-1.685171577335966e-08	1.0000001718468605	938.0722558369738	-1.7184686212360346e-07
0.0004966091291665384	0.009480541570862687	24163.862106117587	10060.730681190113	-4.2932833912715834e-07	5725789.418139019	-4.7619677522629176e-06	100.0	275060.5702563029	85.0	5999.9995147395375	-1.731755759828584e-08	1.00000017891869	939.2693188098954	-1.789186916869811e-07
0.00050447892683316	0.009630169690707803	23786.911573364156	10059.579458072614	-4.440878822131722e-07	5725424.401874043	-4.84076557208723e-06	100.0	275435.5863139731	86.0	5999.999507093314	-1.7790764820074722e-08	1.0000001861515913	940.4205419273918	-1.8615159260100054e-07
0.0005122891793215287	0.009778666402648923	23424.26484843155	10058.472303431898	-4.5902435396581524e-07	5725073.65937612	-4.919104981924521e-06	100.0	275796.3286048296	87.0	5999.999499506721	-1.8271281902952407e-08	1.000000193541992	941.5276965681087	-1.9354199316241465e-07
0.0005200348552671452	0.009925936050384545	23075.371988293075	10057.40750351927	-4.741241290153704e-07	5724736.641852969	-4.996935111751562e-06	100.0	276143.34592125413	88.0	5999.999491984637	-1.8759049078551905e-08	1.0000002010859639	942.5924964807369	-2.0108596517821707e-07
0.0005277110686282479	0.01007188573943647	22739.708196412623	10056.383425444401	-4.893730347841072e-07	5724412.825606152	-5.074206078945024e-06	100.0	276477.16196178674	89.0	5999.9994845317915	-1.9254001497103694e-08	1.0000002087791926	943.6165745556058	-2.0877919408869285e-07
0.0005353133512095931	0.010216430518448713	22416.76418707504	10055.39848469583	-5.047568056397362e-07	5724101.702415584	-5.1508701656506596e-06	100.0	276798.2849466056	90.0	5999.999477152502	-1.97560707505978e-08	1.000000216617045	944.6015153041773	-2.1661704644682647e-07
0.0005428372228163786	0.01035948520697987	22106.0567645873	10054.451180441065	-5.20260509133318e-07	5723802.790096577	-5.226880312838555e-06	100.0	277107.1970604916	91.0	5999.999469851094	-2.0265183056268113e-08	1.0000002245944828	945.5488195589427	-2.2459448445185315e-07
0.0005502786021236454	0.010500972206932808	21807.11406825905	10053.540047622788	-5.358696566492073e-07	5723515.617775727	-5.302193143010741e-06	100.0	277404.3691769355	92.0	5999.999462631503	-2.078126246986799e-08	1.000000232706241	946.4599523772188	-2.3270624259691375e-07
0.0005576335217850139	0.010640816086195095	21519.489988712707	10052.663703150358	-5.515689744825572e-07	5723239.740277027	-5.376765576300442e-06	100.0	277690.2464720293	93.0	5999.999455497547	-2.1304227429289248e-08	1.0000002409466267	947.3362968496493	-2.4094662824842856e-07
0.00056489816329454	0.010778944241962931	21242.749567835937	10051.820796873782	-5.673435367878565e-07	5722974.723552404	-5.450557092378823e-06	100.0	277965.2629939297	94.0	5999.9994484529025	-2.1833994369842037e-08	1.0000002493097704	948.1792031262247	-2.4930977194305786e-07
0.0005720689325271039	0.010915288336348966	20976.478278938506	10051.010043820721	-5.831781133356801e-07	5722720.153942431	-5.523528864735341e-06	100.0	278229.8324021404	95.0	5999.99944150102	-2.2370475415756762e-08	1.0000002577894487	948.989956179286	-2.577894502656818e-07
0.0005791424870786173	0.01104978481655835	20720.27606868829	10050.23020659921	-5.990574732515134e-07	5722475.632230748	-5.595643955499013e-06	100.0	278484.35391309846	96.0	5999.999434645102	-2.2913579924030784e-08	1.0000002663792218	949.7697934007969	-2.6637922339967474e-07
0.0005861156976384485	0.011182374180495258	20473.757725729665	10049.480095293795	-6.149663987696823e-07	5722240.774011902	-5.666867366542457e-06	100.0	278729.21193232667	97.0	5999.999427888145	-2.3463214368627553e-08	1.0000002750724188	950.5199047062122	-2.750724203026086e-07
0.0005929857171444333	0.011313002291240864	20236.554823239905	10048.758569251288	-6.308897577566557e-07	5722015.211629837	-5.737166371723256e-06	100.0	278964.77411594597	98.0	5999.999421232863	-2.401928208262719e-08	1.0000002838621107	951.2414307487202	-2.838621120540956e-07
0.0005997500931489964	0.011441622513585822	20008.310023032616	10048.0645183207	-6.468128934249356e-07	5721798.588493925	-5.806510941754649e-06	100.0	279191.3970546442	99.0	5999.999414681583	-2.458168492930564e-08	1.0000002927412601	951.9354816793067	-2.9274126163124043e-07
0.0006064064788866015	0.01156819022089915	19788.683537830744	10047.396893998834	-6.627209743474368e-07	5721590.565527706	-5.8748727307442966e-06	100.0	279409.41982493637	100.0	5999.999408236529	-2.5150321190985865e-08	1.0000003017025454	952.6031060011725	-3.0170254695273496e-07
