AbetaPlaque	AbetaMonomer	Neprilysin	AbetaDimer
0.0	0.0	1000.0	0.0
1.0087999546628807e-18	1.8599805797143033e-05	999.99999982	-5.478979515865376e-13
8.129335180518392e-18	3.7199223193945944e-05	999.9999996399999	-2.191544936041808e-12
2.7455792596147442e-17	5.579825219840826e-05	999.99999946	-4.930871182937603e-12
6.508826619553818e-17	7.439689281854006e-05	999.9999992799999	-8.765806837127881e-12
1.271257360021988e-16	9.29951450623511e-05	999.9999991	-1.3696282048747635e-11
2.1966910228777624e-16	0.00011159300893785165	999.9999989199999	-1.972222695878235e-11
3.4881926855771747e-16	0.00013019048445305195	999.9999987399999	-2.684357170820205e-11
5.206771383174707e-16	0.00014878757161596224	999.9999985599999	-3.506024643797682e-11
7.413436150724832e-16	0.00016738427043459282	999.99999838	-4.43721812890767e-11
1.0169196023282027e-15	0.00018598058091695384	999.9999981999999	-5.477930640247175e-11
1.3534992314320584e-15	0.00020457650307105415	999.9999980199999	-6.628155195131329e-11
1.7571704604938822e-15	0.000223172036904901	999.9999978399999	-7.88788481380878e-11
2.2340296162363645e-15	0.00024176718242650364	999.9999976599998	-9.257112512551418e-11
2.7901731230321032e-15	0.0002603619396438713	999.9999974799999	-1.073583130758473e-10
3.4316974052536943e-15	0.0002789563085650133	999.9999972999999	-1.2324034215134203e-10
4.164698887273734e-15	0.00029755028919793876	999.9999971199999	-1.4021714251425328e-10
4.995273993464819e-15	0.000316143881550657	999.9999969399998	-1.5828864432683583e-10
5.9295126732053855e-15	0.0003347370856311758	999.9999967599998	-1.7745477778210462e-10
6.973495959885932e-15	0.000353329901447501	999.9999965799999	-1.9771547311543055e-10
8.133314891374455e-15	0.00037192232900764064	999.9999963999999	-2.1907066051465748e-10
9.415060800810238e-15	0.00039051436831960274	999.9999962199998	-2.4152027016622667e-10
1.082482502133257e-14	0.0004091060193913955	999.9999960399998	-2.650642322565792e-10
1.236869888608073e-14	0.00042769728223102706	999.9999958599999	-2.897024769721563e-10
1.4052773728194005e-14	0.0004462881568465054	999.9999956799999	-3.1543493449939916e-10
1.5883087520130894e-14	0.0004648786432458267	999.9999954999998	-3.4226153527823365e-10
1.786583560974361e-14	0.0004834687414370225	999.9999953199998	-3.7018220900098914e-10
2.0007021526980158e-14	0.0005020584514280812	999.9999951399998	-3.9919688627120755e-10
2.231273498807282e-14	0.0005206477732270105	999.9999949599999	-4.2930549728301087e-10
2.4789064989420285e-14	0.0005392367068418179	999.9999947799998	-4.605079722339407e-10
2.7442099807587644e-14	0.0005578252522805111	999.9999945999998	-4.928042413249583e-10
3.0277926999306376e-14	0.0005764134095510971	999.9999944199998	-5.261942347604442e-10
3.330261879952135e-14	0.0005950011786615803	999.9999942399999	-5.606778828178398e-10
3.652221397103792e-14	0.000613588559619956	999.9999940599998	-5.962551159342087e-10
3.994279184109992e-14	0.0006321755524342303	999.9999938799998	-6.329258643531397e-10
4.357043431192519e-14	0.0006507621571124088	999.9999936999998	-6.706900583059285e-10
4.741122252782311e-14	0.000669348373662498	999.9999935199999	-7.095476280274682e-10
5.147123687519418e-14	0.000687934202092503	999.9999933399998	-7.494985037562576e-10
5.57565569825284e-14	0.0007065196424104296	999.9999931599998	-7.905426157343906e-10
6.027326172040769e-14	0.0007251046946242824	999.9999929799999	-8.326798942075706e-10
6.502742920150408e-14	0.0007436893587420678	999.9999927999999	-8.759102694250936e-10
7.002513678058014e-14	0.0007622736347717895	999.9999926199998	-9.202336716398614e-10
7.527246105448931e-14	0.0007808575227214534	999.9999924399998	-9.656500311083763e-10
8.077547786217618e-14	0.0007994410225990636	999.9999922599999	-1.0121592780907398e-09
8.654026228467526e-14	0.0008180241344126244	999.9999920799999	-1.0597613428506582e-09
9.257288864511254e-14	0.0008366068581701406	999.9999918999998	-1.108456155655436e-09
9.887943050870395e-14	0.0008551891938796158	999.9999917199998	-1.1582436467759786e-09
1.0546596068275674e-13	0.0008737711415490546	999.9999915399999	-1.2091237464867936e-09
1.1233855121666845e-13	0.0008923527011864601	999.9999913599999	-1.2610963850659892e-09
1.1950327340192777e-13	0.0009109338727998366	999.9999911799998	-1.3141614927952755e-09
1.2696619777211366e-13	0.0009295146563971869	999.9999909999998	-1.368318999959963e-09
1.3473339410289604e-13	0.0009480950519865151	999.9999908199999	-1.423568836848964e-09
1.4281093141203512e-13	0.0009666750595758236	999.9999906399999	-1.4799109337547894e-09
1.5120487795938282e-13	0.0009852546791731158	999.9999904599998	-1.5373452209735557e-09
1.599213012468804e-13	0.0010038339107863938	999.9999902799999	-1.5958716288049753e-09
1.689662680185609e-13	0.0010224127544236614	999.9999900999999	-1.6554900875523658e-09
1.7834584426054751e-13	0.0010409912100929198	999.9999899199998	-1.7162005275226445e-09
1.8806609520105442e-13	0.0010595692778021723	999.9999897399998	-1.7780028790263297e-09
1.9813308531038623e-13	0.00107814695755942	999.9999895599999	-1.8408970723775393e-09
2.0855287830093855e-13	0.001096724249372666	999.9999893799999	-1.9048830378939953e-09
2.1933153712719712e-13	0.0011153011532499114	999.9999891999998	-1.9699607058970185e-09
2.304751239857396e-13	0.0011338776691991576	999.9999890199998	-2.0361300067115326e-09
2.4198970031523295e-13	0.0011524537972284065	999.9999888399999	-2.1033908706660595e-09
2.5388132679643554e-13	0.001171029537345659	999.9999886599999	-2.1717432280927257e-09
2.6615606335219666e-13	0.0011896048895589165	999.9999884799998	-2.241187009327257e-09
2.7881996914745554e-13	0.0012081798538761796	999.9999882999999	-2.3117221447089787e-09
2.918791025892429e-13	0.0012267544303054493	999.9999881199999	-2.383348564580821e-09
3.0533952132667974e-13	0.0012453286188547263	999.9999879399999	-2.4560661992893127e-09
3.1920728225097776e-13	0.0012639024195320106	999.9999877599998	-2.529874979184583e-09
3.334884414954398e-13	0.001282475832345303	999.9999875799999	-2.6047748346203642e-09
3.481890544354587e-13	0.001301048857302603	999.9999873999999	-2.6807656959539886e-09
3.6331517568851825e-13	0.001319621494411911	999.9999872199999	-2.7578474935463898e-09
3.7887285911419356e-13	0.0013381937436812263	999.9999870399998	-2.8360201577621023e-09
3.948681578141494e-13	0.0013567656051185488	999.9999868599999	-2.9152836189692625e-09
4.113071241321423e-13	0.001375337078731878	999.9999866799999	-2.9956378075396065e-09
4.281958096540187e-13	0.0013939081645292126	999.9999864999999	-3.077082653848472e-09
4.4554026520771615e-13	0.0014124788625185522	999.99998632	-3.1596180882747997e-09
4.633465408632626e-13	0.0014310491727078955	999.9999861399999	-3.243244041201128e-09
4.816206859327771e-13	0.001449619095105241	999.9999859599999	-3.3279604430135993e-09
5.003687489704689e-13	0.0014681886297185876	999.9999857799999	-3.413767224101955e-09
5.195967777726385e-13	0.0014867577765559337	999.9999856	-3.500664314859539e-09
5.393108193776769e-13	0.0015053265356252774	999.9999854199999	-3.588651645683296e-09
5.595169200660655e-13	0.0015238949069346166	999.9999852399999	-3.6777291469737713e-09
5.802211253603767e-13	0.0015424628904919494	999.99998506	-3.767896749135112e-09
6.014294800252738e-13	0.001561030486305273	999.9999848799999	-3.859154382575065e-09
6.231480280675101e-13	0.001579597694382586	999.9999846999999	-3.951501977704981e-09
6.453828127359305e-13	0.0015981645147318847	999.9999845199999	-4.044939464939808e-09
6.6813987652147e-13	0.001616730947361167	999.99998434	-4.139466774698098e-09
6.914252611571546e-13	0.0016352969922784296	999.9999841599999	-4.2350838374020035e-09
7.152450076181006e-13	0.0016538626494916695	999.9999839799999	-4.331790583477277e-09
7.396051561215156e-13	0.001672427919008883	999.9999838	-4.429586943353273e-09
7.645117461266972e-13	0.0016909928008380674	999.99998362	-4.528472847462948e-09
7.899708163350346e-13	0.0017095572949872185	999.9999834399999	-4.628448226242857e-09
8.159884046900067e-13	0.0017281214014643325	999.9999832599999	-4.72951301013316e-09
8.425705483771837e-13	0.0017466851202774056	999.99998308	-4.8316671295776126e-09
8.697232838242267e-13	0.0017652484514344335	999.9999829	-4.9349105150235765e-09
8.97452646700887e-13	0.0017838113949434121	999.9999827199999	-5.039243096922012e-09
9.257646719190066e-13	0.0018023739508123368	999.99998254	-5.144664805727482e-09
9.546653936325187e-13	0.0018209361190492028	999.99998236	-5.251175571898149e-09
9.841608452374468e-13	0.0018394978996620053	999.99998218	-5.358775325895777e-09
1.0142570593719053e-12	0.0018580592926587397	999.9999819999999	-5.4674639981857324e-09
