Ub	AggP	MisP_Ub4	MisP_Ub6	MisP	MisP_Ub7	MisP_Ub3	MisP_Ub	MisP_Ub5	MisP_Ub8	MisP_Ub2	E2_Ub	Proteasome	MisP_Ub5_Proteasome	MisP_Ub7_Proteasome	NatP	MisP_Ub6_Proteasome	E3_MisP	E1	MisP_Ub4_Proteasome	SeqAggP	degUb4	refNatP	degUb5	MisP_Ub8_Proteasome	degUb6	degUb7	totMisP	degUb8	AggP_Proteasome	E2	E3	E1_Ub
441.6311177877989	-3.265841723227728e-09	1.021842241309224e-06	3.0642488351706596e-08	0.11878264084249472	4.3361630229566515e-09	4.635654334904016e-06	5.090162987460769e-05	1.903699443299628e-07	6.162162709069772e-10	1.7258255394206163e-05	23.58568638968007	99.99999999874983	1.6581481253607252e-10	2.804942506911475e-12	500.0000028602543	2.2767481977776607e-11	0.001140460878350705	65.21690876621292	1.0717981952644032e-09	-1.3392923893463564e-11	0.0	2.8604834330108025e-06	0.0	3.4808843879876923e-13	0.0	0.0	0.12000000022921381	0.0	-1.3392923893431421e-11	76.41431361031995	99.99885953912167	34.78309123378717
437.84110337859306	-3.8009862673233385e-09	2.227123747077595e-06	9.713880629741772e-08	0.12857225909595862	1.6646104464998548e-08	8.438094901599486e-06	6.683924376407628e-05	4.995220121799108e-07	2.948219429601593e-09	2.647166156198809e-05	26.240306495946385	99.99999999680398	4.890070579699303e-10	1.2065458258915867e-11	500.0000033549075	8.09941848435742e-11	0.0013197980741983591	64.0815671139811	2.628997399321031e-09	-1.6923348197858816e-11	0.0	3.3551987705840932e-06	0.0	1.857337995867502e-12	0.0	0.0	0.13000000029130016	0.0	-1.692334819775198e-11	73.75969350405364	99.99868020192581	35.918432886019
434.1468890118833	-4.371473952442551e-09	4.413288106838459e-06	2.696950369799067e-07	0.1383452813844875	5.4959223823366394e-08	1.424071524243794e-05	8.483956528029973e-05	1.169357502277124e-06	1.1954140809315224e-08	3.842274419073917e-05	28.880471726338914	99.99999999259204	1.2820864934105971e-09	4.4469160810974034e-11	500.00000388867574	2.514373168806238e-10	0.0015074090591043544	63.02759077554275	5.84259655464442e-09	-2.1006677374788102e-11	0.0	3.889039377861542e-06	0.0	8.362045979568968e-12	0.0	0.0	0.14000000036367083	0.0	-2.100667737447317e-11	71.1195282736611	99.9984925909409	36.97240922445734
430.54240452401285	-4.976244111199223e-09	8.050348146169009e-06	6.670653464082941e-07	0.1481017414176852	1.5912129935580292e-07	2.2508154164603957e-05	0.00010461494786958629	2.4783546302322097e-06	4.198563747148819e-08	5.317937338757941e-05	31.496028896275533	99.99999998420235	3.0349589270494823e-09	1.4330494387014357e-10	500.00000446149187	6.934346932758462e-10	0.001702091971884261	62.03876203200583	1.1919125411771817e-08	-2.5677723499033982e-11	0.0	4.4619389386937505e-06	0.0	3.2493095216636423e-11	0.0	0.0	0.15000000044710748	0.0	-2.5677723498194067e-11	68.50397110372447	99.99829790802812	37.96123796799426
427.02260812139133	-5.614244612240668e-09	1.3657297041223878e-05	1.4905659224264339e-06	0.1578416719934398	4.104507716790089e-07	3.3598776497532444e-05	0.00012584280270400177	4.813578781057818e-06	1.3003279203209325e-07	7.063934996897341e-05	34.07879654281594	99.99999996865313	6.569640423219116e-09	4.105221835661417e-10	500.00000507328895	1.7239692257331558e-09	0.0019026518377330108	61.101864273129216	2.256270456098941e-08	-3.097024228908209e-11	0.0	5.073831269968819e-06	0.0	1.1100252072811087e-10	0.0	0.0	0.16000000054239039	0.0	-3.0970242287026336e-11	65.92120345718408	99.99809734816229	38.89813572687087
423.5832901416946	-6.284431317085278e-09	2.1736542297991808e-05	3.04433844266822e-06	0.1675651049625216	9.557962513515569e-07	4.7708943995556974e-05	0.0001481952384863309	8.655351804492987e-06	3.604023431727742e-07	9.055149668236141e-05	36.62219288189413	99.99999994159211	1.3143075834718592e-08	1.0598503041147178e-09	500.00000572400006	3.910998183189862e-09	0.002107917198885516	60.20611377066726	3.999236738753102e-08	-3.691694137577944e-11	0.0	5.724650317873761e-06	0.0	3.38508270642331e-10	0.0	0.0	0.17000000065029844	0.0	-3.691694137111018e-11	63.37780711810589	99.99789208280113	39.79388622933283
420.22091568604617	-6.985767494346722e-09	3.269978838008342e-05	5.7398527869093444e-06	0.1772720712491368	2.031798048594541e-06	6.484390529898244e-05	0.0001713617894025986	1.4534320340877451e-05	9.051063935235714e-07	0.00011255477236062089	39.12093546809229	99.99999989702634	2.4520825899808323e-08	2.4946387747569607e-09	500.0000064135586	8.179952767128752e-09	0.0023167549878461307	59.34270199464421	6.6888380205064e-08	-4.354948800521848e-11	0.0	6.41433015413097e-06	0.0	9.333953781835614e-10	0.0	0.0	0.1800000007716093	0.0	-4.354948799528785e-11	60.87906453190773	99.99768324501218	40.65729800535588
416.9324981548935	-7.717223206729676e-09	4.6802707543451925e-05	1.0076026154909547e-05	0.18696260091170186	3.980680308197501e-06	8.482011454135855e-05	0.0001950640937970748	2.2965774675746943e-05	2.0815695203283935e-06	0.0001362254625605784	41.57079930093735	99.99999982711523	4.299577805441643e-08	5.406545614535362e-09	500.000007141898	1.5913047015261013e-08	0.0025280834636942718	58.50442723653821	1.0626767040727191e-07	-5.0898516140976595e-11	0.0	7.142804972402877e-06	0.0	2.3526284556671797e-09	0.0	0.0	0.19000000090709923	0.0	-5.089851612104999e-11	58.42920069906267	99.99747191653636	41.49557276346187
413.7154973762478	-8.477774685367613e-09	6.41036748535359e-05	1.6592334791106696e-05	0.19663672322761458	7.247768473638779e-06	0.00010729559709670507	0.0002190630741991551	3.4374262156681285e-05	4.4242150997701695e-06	0.000161122966392542	43.968422299091145	99.99999972205032	7.133518184084183e-08	1.0881732784185228e-08	500.0000079089517	2.9015116072180256e-08	0.002740883110620749	57.68539813514834	1.613051858732006e-07	-5.89936329458524e-11	0.0	7.910009084992865e-06	0.0	5.4714671062241816e-09	0.0	0.0	0.2000000010575432	0.0	-5.899363290788602e-11	56.031577700908876	99.99725911688944	42.314601864851745
410.5677373296082	-9.266403704883831e-09	8.445498973152349e-05	2.5800796747540953e-05	0.20629446678805613	1.23537722172178e-05	0.00013181896999027017	0.00024316019933659467	4.9025804027549996e-05	8.760053815377758e-06	0.00018682727471447093	46.311149009862305	99.99999957003165	1.1265488237555077e-07	2.0492540972208696e-08	500.00000871465335	4.9921278832590066e-08	0.002954205466188728	56.88079496314188	2.3513010456212708e-07	-6.786342463724464e-11	0.0	8.715876919909416e-06	0.0	1.1837423908215356e-08	0.0	0.0	0.2100000012237149	0.0	-6.78634245681783e-11	53.68885099013771	99.99704579453388	43.119205036858204
407.48733950917756	-1.0082096971088843e-08	0.00010752622038861765	3.8110391724067266e-05	0.21593585959251207	1.984150224824923e-05	0.00015788529367490126	0.00026719478549657	6.698356223081124e-05	1.6272881216745617e-05	0.00021296466116176239	48.59690509410634	99.99999935733572	1.7023664233456474e-07	3.6348782310850365e-08	500.0000095589368	8.153164191630564e-08	0.0031671799052072954	56.086677251105186	3.306298041208621e-07	-7.753546172298401e-11	0.0	9.560343018311666e-06	0.0	2.399497217245083e-08	0.0	0.0	0.2200000014063865	0.0	-7.753546160244958e-11	51.403094905893674	99.99683282009488	43.9133227488949
404.4726687925294	-1.0923845531576938e-08	0.00013285171902932975	5.376110165514865e-05	0.22556092913658365	3.020495187607217e-05	0.00018498798808948798	0.000291039176341164	8.809635466646662e-05	2.8538682942341036e-05	0.00023922127017964387	50.824096529428985	99.99999906845923	2.473173197884443e-07	6.108660916268265e-08	500.00001044173587	1.2707404468157127e-07	0.0033790184539219913	55.299828561618185	4.502901202345023e-07	-8.803630363552794e-11	0.0	1.0443342032321195e-05	0.0	4.5860753859752186e-08	0.0	0.0	0.23000000160632908	0.0	-8.803630343287767e-11	49.17590347057103	99.99662098154617	44.7001714383819
401.5222893288487	-1.1790644217749825e-08	0.00015989014554735302	7.278281804318817e-05	0.23516970248999378	4.381529821381975e-05	0.00021265941780689233	0.00031459323962772023	0.00011202058276600715	4.7517965574435694e-05	0.00026534650456792923	52.9915286282733	99.99999868631605	3.46883687036651e-07	9.778441086228955e-08	500.00001136298454	1.8991248232239857e-07	0.003589018748888021	54.517631040370055	5.960900494854466e-07	-9.939150279184256e-11	0.0	1.1364808723165971e-05	0.0	8.31127846082324e-08	0.0	0.0	0.24000000182431222	0.0	-9.939150246240925e-11	47.00847137172671	99.99641098125122	45.48236895963003
398.6349284768904	-1.2681491125035985e-08	0.00018808359201750072	9.498769255015668e-05	0.24476220636410456	6.0860561479301784e-05	0.00024049689673581964	0.00033777912737295183	0.0001382681651512271	7.549867037559054e-05	0.00029114918916751573	55.098340918991546	99.99999819246341	4.715029895989395e-07	1.4981115757380485e-07	500.000012322617	2.7333091625780794e-07	0.0037965652853853846	53.73796385094946	7.694565126041721e-07	-1.1162560811385931e-10	0.0	1.2324677959615353e-05	0.0	1.435467132801577e-07	0.0	0.0	0.25000000206110434	0.0	-1.116256075943696e-10	44.90165908100847	99.99620343471472	46.26203614905062
395.809447218974	-1.3595387136415102e-08	0.00021690669100576137	0.00011999573905466663	0.25433846716972974	8.131263224996675e-05	0.00026817449688631176	0.0003605368002893892	0.00016626821005251966	0.00011499386237475562	0.0003164896086955924	57.14395468867181	99.99999756733624	6.2320934009391e-07	2.2062821819618117e-07	500.00001332056735	3.803265924144044e-07	0.004001129123643178	52.959120754844356	9.712736063584623e-07	-1.2476216805051902e-10	0.0	1.3322884716665244e-05	0.0	2.3735083953202594e-07	0.0	0.0	0.26000000231747233	0.0	-1.247621672535927e-10	42.8560453113282	99.99599887087646	47.04087924515573
393.0448158076013	-1.4531335492736208e-08	0.0002459005310803633	0.00014728569443586847	0.26389851106669476	0.00010492802898083043	0.00029544342838028046	0.00038282047625320075	0.00019542949366322881	0.00016860824784100816	0.00034126997966682005	59.12803063300297	99.99999679047303	8.034529348449397e-07	3.135757732174753e-07	500.00001435677	5.134424362308501e-07	0.004202266235226101	52.17974307580926	1.2019333656510347e-06	-1.3882373314647815e-10	0.0	1.4359364074437508e-05	0.0	3.7726134091052825e-07	0.0	0.0	0.27000000259418205	0.0	-1.3882373195415667e-10	40.87196936699704	99.99579773376486	47.82025692419082
390.3400936468777	-1.5488341411900392e-08	0.0002746904101770967	0.00017625874642302928	0.27344236400671673	0.00013128033717381345	0.0003221247492423241	0.00040459595382740134	0.00022519336418685463	0.00023889360423245864	0.0003654251496859193	61.05043455315933	99.99999584072323	1.0131074317908508e-06	4.3167686382883065e-07	500.00001543115934	6.746576839437456e-07	0.0043996146804521075	51.398765021865074	1.4614121434722524e-06	-1.5383185820541162e-10	0.0	1.5434051217263773e-05	0.0	5.78576549725863e-07	0.0	0.0	0.2800000028919977	0.0	-1.5383185646167e-10	38.94956544684069	99.99560038531963	48.60123497813501
387.69441261021433	-1.646541175769052e-08	0.000302989671801241	0.00020630208280985853	0.28297005177100526	0.00015981526152932568	0.00034809809911831097	0.00042583865298646383	0.00025507098995606995	0.0003282143190121067	0.00038891454237605127	62.91120945214682	99.9999946964304	1.252522547951367e-06	5.774864519028471e-07	500.00001654366986	8.653430808234744e-07	0.004592890810240523	50.61536893830508	1.749357371193485e-06	-1.6980710409738073e-10	0.0	1.6546881432929697e-05	0.0	8.590300141974527e-07	0.0	0.0	0.29000000321168257	0.0	-1.698071015995869e-10	37.08879054785319	99.99540710918984	49.384631061695
385.1069631612502	-1.7461554757890036e-08	0.0003305935925827132	0.00023684206963349018	0.29248160000364454	0.00018991542169674474	0.0003732893355455618	0.0004465321902456215	0.0002846636430906187	0.0004386401921176877	0.00041171570779062347	64.71055273189744	99.9999933355907	1.521605025380662e-06	7.530013988860027e-07	500.00001769423625	1.086274715396285e-06	0.004781884681599237	49.828948564535835	2.0651727820060087e-06	-1.867690392597403e-10	0.0	1.7697790112061047e-05	0.0	1.2385422030367786e-06	0.0	0.0	0.30000000355399825	0.0	-1.867690357490341e-10	35.289447268102585	99.99521811531848	50.17105143546425
382.57698276467613	-1.8475779770408863e-08	0.0003573674086738116	0.00026738133330679516	0.30197703424152117	0.0002209627978878777	0.0003976590221222602	0.0004666673135375685	0.00031366780316805117	0.0005718764667959739	0.00043381950448732794	66.44879745157795	99.99999173598718	1.8199121891704031e-06	9.596343180560379e-07	500.00001888279314	1.3376932022848494e-06	0.004966454868362578	49.03907873370427	2.4080943503242526e-06	-2.0473624094018135e-10	0.0	1.8886712747636066e-05	0.0	1.7388835385630499e-06	0.0	0.0	0.31000000391970534	0.0	-2.0473623609075542e-10	33.55120254842206	99.99503354513172	50.96092126629581
380.103746174729	-1.9507097095326317e-08	0.00038323223761398985	0.00029751817738359006	0.3114563799412633	0.00025238912726596605	0.00042119277461153667	0.0004862410669928136	0.00034186921991169125	0.0007292337085620978	0.00045522662082078175	68.12639682042015	99.99998987530329	2.1467444652293727e-06	1.1982439902465568e-06	500.0000201092755	1.6193910048569963e-06	0.005146522838820922	48.24549025793511	2.7772528771950777e-06	-2.237262962292123e-10	0.0	2.0113584934611515e-05	0.0	2.383288142935416e-06	0.0	0.0	0.3200000043095628	0.0	-2.2372628963648277e-10	31.87360317957985	99.99485347716126	51.754509742064975
377.6865572725934	-2.0554517830146296e-08	0.0004081512898698566	0.0003269509939258608	0.3209196625034852	0.0002837095045729203	0.00044389371861929493	0.000505256084920276	0.0003691303388178321	0.0009116327757960154	0.00047594517414861423	69.74391127595565	99.99998773121816	2.501228429612109e-06	1.4692068848843575e-06	500.00002137361815	1.930810990674832e-06	0.0053220670562138615	47.44804899776947	3.1717226713644044e-06	-2.4375580292648394e-10	0.0	2.137834236965101e-05	0.0	3.196056671271662e-06	0.0	0.0	0.33000000472432894	0.0	-2.4375579409414787e-10	30.256088724044353	99.99467793294386	52.551951002230616
375.3247421859213	-2.1617053765075503e-08	0.0004321180041166521	0.00035547112542221363	0.3303669072944701	0.0003145388702076899	0.00046577698442283106	0.0005237199618711061	0.0003953750018333288	0.0011196365560491295	0.0004959890179080273	71.30199762350613	99.99998528148686	2.8823855564018962e-06	1.7725128332875057e-06	500.00002267575627	2.271143669056369e-06	0.005493116943069082	46.64673830188484	3.5905572442280788e-06	-2.6484037028264625e-10	0.0	2.2680920850945097e-05	0.0	4.202178704036108e-06	0.0	0.0	0.34000000516475976	0.0	-2.6484035860862915e-10	28.698002376493893	99.99450688305703	53.35326169811525
373.0176434741585	-2.269371731481086e-08	0.0004551465177946392	0.0003829494551680679	0.33979813966540573	0.0003445936286041644	0.0004868658260430875	0.000541644657128816	0.0004205732995491669	0.001353498174482063	0.0005153765740755066	72.80139981396444	99.99998250400802	3.289185727694834e-06	2.1078683794019454e-06	500.0000240156249	2.6394133883623916e-06	0.005659746833493247	45.84164415723444	4.032814463407739e-06	-2.8699461965506363e-10	0.0	2.402125627811328e-05	0.0	5.426997041609017e-06	0.0	0.0	0.35000000563161066	0.0	-2.869946044163676e-10	27.198600186035545	99.9943402531666	54.158355842765644
370.764615206175	-2.378352148309996e-08	0.00047726458164031477	0.0004093201294196704	0.34921338496922094	0.00037368299028406966	0.0005071889941087355	0.0005590459227246766	0.000444728288497566	0.0016132163602891765	0.0005341299630885962	74.24294101837	99.99997937688036	3.7205864161066375e-06	2.474795505484931e-06	500.00002539315915	3.034549660269621e-06	0.0058220700197650545	45.032942520082734	4.497573427282208e-06	-3.1023218511201327e-10	0.0	2.5399284652178112e-05	0.0	6.895924906635112e-06	0.0	0.0	0.3600000061256358	0.0	-3.1023216544848213e-10	25.75705898162998	99.99417792998032	54.96705747991735
368.5650187888791	-2.4885479856250953e-08	0.0004985085392728277	0.0004345646140353977	0.35861266857509333	0.00040169436333036484	0.0005267789843626653	0.0005759427487965356	0.0004678652702995385	0.0018985905317514132	0.0005522743207296169	75.62751671947403	99.99997587845006	4.175559938269696e-06	2.872717629154863e-06	500.0000268082946	3.4554421886529143e-06	0.005980232982490308	44.22088839738389	4.983945362216339e-06	-3.345657140162367e-10	0.0	2.6814942075601866e-05	0.0	8.634219453593056e-06	0.0	0.0	0.37000000664758786	0.0	-3.345656889132616e-10	24.372483280525948	99.9940197670176	55.7791116026162
366.418219432561	-2.5998606621770775e-08	0.0005189199244589098	0.00045869771870071964	0.3679960158807077	0.0004285766532879926	0.0005456708588603817	0.0005923568280612014	0.0004900237356797716	0.0022092707591159617	0.000569837224624631	76.95608859177746	99.99997198734978	4.653111371640883e-06	3.301029119668661e-06	500.0000282609667	3.900980900463648e-06	0.006134409876929548	43.40580633145862	5.491080375462787e-06	-3.6000686761490085e-10	0.0	2.8268164752376825e-05	0.0	1.06668085113174e-05	0.0	0.0	0.380000007198218	0.0	-3.6000683588509504e-10	23.043911408222503	99.99386559012316	56.594193668541465
364.3235831587933	-2.7121916608344313e-08	0.0005385432235298966	0.0004817563491867925	0.3773634523223677	0.00045432418005828966	0.0005639014275622974	0.0006083120437282339	0.0005112516309323627	0.0025448001283241745	0.0005868481861430012	78.22967898221344	99.99996768253041	5.152289667378053e-06	3.759147859066134e-06	500.0000297511109	4.370083418224499e-06	0.006284797331349816	42.58808200540801	6.018171446959135e-06	-3.8656632165912934e-10	0.0	2.9758888988160177e-05	0.0	1.3018163811428552e-05	0.0	0.0	0.39000000777827637	0.0	-3.865662819230062e-10	21.770321017786515	99.99371520266875	57.41191799459207
362.280474277969	-2.8254425343664698e-08	0.0005574244391453279	0.0005037910642085549	0.3867150033830712	0.00047896277633867026	0.0005815086502723965	0.000623833985788265	0.0005316014868745881	0.0029046488013902885	0.0006033381864961715	79.44936584330976	99.99996294328582	5.67219398678503e-06	4.246552360568541e-06	500.00003127866285	4.861712681040986e-06	0.006431609601114446	41.76815474972115	6.564456603552196e-06	-4.1425376707266037e-10	0.0	3.1287051190445404e-05	0.0	1.5712212853974072e-05	0.0	0.0	0.40000000838851185	0.0	-4.1425371773835474e-10	20.55063415669021	99.99356839039898	58.23184525027894
360.2882532718391	-2.9395149126630255e-08	0.0005756101500455079	0.0005248600818421188	0.39605069459869147	0.0005025387546947049	0.0005985311624738897	0.0006389495005126814	0.0005511278850106782	0.0032882403460044885	0.0006193392470687219	80.61627799364706	99.99995774927167	6.211976943936177e-06	4.762806192692798e-06	500.00003284355836	5.374887475790648e-06	0.006575074106610199	40.946510763344754	7.129219957890517e-06	-4.4307791068620187e-10	0.0	3.285258786876202e-05	0.0	1.877228088675882e-05	0.0	0.0	0.4100000090296719	0.0	-4.4307784992827855e-10	19.383722006352905	99.99342492589348	59.05348923665533
358.34627502915464	-3.0543105110689625e-08	0.0005931468919723285	0.0005450252191069743	0.40537055156242474	0.000525110622977449	0.0006150078826399125	0.0006536862759349584	0.0005698858580382252	0.003694971575420187	0.0006348840327108698	81.73159060996868	99.99995208051872	6.7708458189015815e-06	5.307572738021575e-06	500.00003444573326	5.908688029904979e-06	0.006715427369665112	40.12367690480196	7.71179197434072e-06	-4.730464760491524e-10	0.0	3.4455435634896376e-05	0.0	2.2221055810373456e-05	0.0	0.0	0.4200000097025027	0.0	-4.730464017865498e-10	18.2684093900313	99.99328457263043	59.876323095198124
356.4538873976877	-3.1697311395661265e-08	0.0006100807330838026	0.0005643492888746342	0.4146745999276377	0.0005467432563119414	0.0006309776730329808	0.0006680724658030154	0.0005879299185601962	0.004124227111990694	0.0006500054891934739	82.79652088117246	99.99994591744102	7.3480624697588315e-06	5.8806227624450585e-06	500.0000360851236	6.4622582578975945e-06	0.006852911360143161	39.30021494954955	8.311549202810105e-06	-5.041662043296526e-10	0.0	3.609553120312729e-05	0.0	2.6080570507427874e-05	0.0	0.0	0.43000001040774927	0.0	-5.041661142028136e-10	17.203479118827527	99.99314708863997	60.69978505045054
354.6104300129893	-3.285678712523324e-08	0.0006264569453781596	0.0005828945069717072	0.4239628654092951	0.0005675040258542679	0.0006464790332353501	0.0006821363540148389	0.000605313454565154	0.004575390008764052	0.0006647365121097786	83.81232376390886	99.99993924083962	7.942942517612262e-06	6.481837152997278e-06	500.0000377616654	7.034805978774608e-06	0.006987770247055563	38.47671621636802	8.927913670124734e-06	-5.364428553093057e-10	0.0	3.7772811390469966e-05	0.0	3.0372197545067076e-05	0.0	0.0	0.4400000111461553	0.0	-5.364427466565524e-10	16.18767623609111	99.99301222975305	61.52328378363207
