junk	C1	C_3_P	C1_phos	C_3	C3_mRNA	c1c3complex	Values[T2]	Values[EAlow]	Values[EAhigh]
1.0	1.0	1.0	1.0	1.0	1.0	1.0	296.0	50000.0	84000.0
38.698388253719344	2.6312790165446076	0.5001102580830887	0.906519123772112	40.42475096697574	7.934018101072733	0.46243479501144474	297.2940952255126	50000.0	84000.0
84.59640560460132	2.502900281263513	6.90631975631172	0.004092047359805189	113.40925735005364	6.623162611671872	0.531871116701489	298.5	50000.0	84000.0
134.43689504333517	2.5074639977819655	23.029741337698912	0.0003563267258097241	146.56767888286183	3.0238676277826197	0.5224803269809041	299.5355339059327	50000.0	84000.0
187.01584955039402	2.512060368107502	42.03702620057707	0.0001044510677138486	138.78600284306964	0.6269971618941863	0.5190600218201914	300.3301270189222	50000.0	84000.0
240.71073391571866	2.515022663827945	58.13797190031413	5.380803448590766e-05	113.59945017290914	0.04697161405673039	0.5168894596103649	300.82962913144536	50000.0	84000.0
295.44335928725195	2.516158166439234	69.55310034387131	3.7408874774145466e-05	89.47067640745473	0.0030620157543864573	0.5160886439701883	301.0	50000.0	84000.0
350.1399681709335	2.5154127812135036	76.59769402904466	3.100328206829896e-05	69.48151477655287	0.0006239234759184485	0.5166969668820343	300.82962913144536	50000.0	84000.0
403.2753671062225	2.5128458605294535	80.03385192681267	2.8825662537982006e-05	53.40214899756371	0.00044092225658581087	0.518673899732694	300.3301270189222	50000.0	84000.0
453.5111189795083	2.5086238559415777	80.71709089647594	2.9022731738255032e-05	40.66634755685182	0.00040453790593058967	0.5219027680371277	299.53553390593277	50000.0	84000.0
499.89410499368137	2.5030123448953874	79.45781387697987	3.089880328523477e-05	30.668411616563017	0.00039282600647485183	0.5261941123525372	298.5	50000.0	84000.0
541.9298057212217	2.4963636118933206	76.93775035079553	3.418338872170288e-05	22.841763498879203	0.00039262127469942353	0.5312912528595992	297.2940952255126	50000.0	84000.0
579.561221599337	2.489098696107552	73.67448686736013	3.878177114463519e-05	16.696473905707986	0.00039999154634207964	0.5368798576990081	296.0	50000.0	84000.0
613.0824247088457	2.481684027160727	70.02350215089945	4.467598574137082e-05	11.831531229603717	0.00041345062608887296	0.5426025965682726	294.7059047744874	50000.0	84000.0
643.0248823665722	2.474604185055104	66.20212438027342	5.188625941300714e-05	7.932048662221957	0.0004330110844480752	0.548078846488328	293.5	50000.0	84000.0
670.0481148493759	2.468333256234928	62.321448480218635	6.0469988447731854e-05	4.761197001037324	0.000459974762867885	0.5529282718067146	292.4644660940673	50000.0	84000.0
694.8439911414065	2.463306871991848	58.41736888046425	7.055372679275227e-05	2.1620253077937677	0.0004970359628810578	0.5567966331884486	291.6698729810778	50000.0	84000.0
717.9046340102345	2.4598952241967265	54.48129173669519	8.23904850333466e-05	0.22262418329091171	0.0005486843339747624	0.5593826861948661	291.17037086855464	50000.0	84000.0
738.6984115812726	2.4583754556131083	50.5466684111961	9.621327869909227e-05	0.0002868135956344996	0.0006213721674195847	0.5604658472369898	291.0	50000.0	84000.0
759.2699691689768	2.458902226293031	46.612558290188474	0.00011250756691325496	0.0003240976082585192	0.0007239814444703571	0.5599329278131752	291.17037086855464	50000.0	84000.0
780.4965656362247	2.461479411583479	42.5731871622933	0.00013273661731253358	0.0003988788463979958	0.0008730051844661885	0.5577999583952278	291.6698729810778	50000.0	84000.0
803.0465649781455	2.4659418619231555	38.3197728370786	0.00015977836892107925	0.0005197842420400638	0.0010986063909984205	0.5542212052917558	292.46446609406723	50000.0	84000.0
827.60005779195	2.471959216784782	33.744918279070625	0.00019946615883677024	0.0007232697692146221	0.0014589237811342848	0.5494771032728025	293.5	50000.0	84000.0
854.831836725621	2.4790680161667877	28.747003356891387	0.00026475766130598546	0.001088876894411034	0.0020789603491500946	0.5439396281523226	294.7059047744874	50000.0	84000.0
885.3678677022008	2.486726661980464	23.239280474779356	0.00038930158556780604	0.001818527506093012	0.0032727854871269116	0.5380204763614965	296.0	50000.0	84000.0
919.7121917462861	2.494381604485527	17.165925177399387	0.0006857790535982038	0.0035609622643920412	0.006037845725644694	0.532098123558717	297.2940952255126	50000.0	84000.0
958.1569424370914	2.501560701857206	10.53316877960009	0.0017545059777129587	0.009503778983637225	0.015152034552953648	0.5262795666908415	298.5	50000.0	84000.0
1000.8203829320609	2.508775895303146	3.537686396282193	0.014799975954558063	0.07004744754967294	0.09570869823180807	0.5145789561859502	299.5355339059327	50000.0	84000.0
1049.6156220402004	2.643308662956935	0.34953142144373917	1.0648528741535144	27.086331030583345	6.87746807594466	0.2512577251788012	300.3301270189222	50000.0	84000.0
1107.0891721066819	2.5158774905481125	8.638286030566215	0.0024386534246434075	131.85133834645384	6.885426123529386	0.5192166231033548	300.82962913144536	50000.0	84000.0
1165.7467343544438	2.516182617557826	31.355657024865202	0.00018406025239953418	171.1310255412103	2.7950528143130997	0.5160650888005665	301.0	50000.0	84000.0
1222.7430206260135	2.5154170452144204	55.74019390448072	5.8546132492170445e-05	156.31973952745665	0.4632681333342619	0.5166908183933467	300.82962913144536	50000.0	84000.0
1276.30782661655	2.512846602376	74.78775361620873	3.3011536024050924e-05	127.176320043811	0.03209696641830474	0.5186734557905234	300.3301270189222	50000.0	84000.0
1326.5841291828515	2.508623364551513	87.96995470393573	2.443442552840008e-05	102.08358318428759	0.0023684578893747137	0.521904913972957	299.5355339059327	50000.0	84000.0
1372.987882244135	2.503011142993177	96.52744890664351	2.0937071083815855e-05	82.25796174720529	0.0004360576790858456	0.5261980501207683	298.5	50000.0	84000.0
1415.0493682881502	2.4963618240717587	101.69169520989558	1.95671225687232e-05	66.7201980339928	0.0002544780635080826	0.5312968680576008	297.2940952255126	50000.0	84000.0
1452.713491574481	2.4890963148692395	104.46293984535266	1.929047504151881e-05	54.5056933271479	0.0002136877032391161	0.5368873093971588	296.0	50000.0	84000.0
1486.2761945925872	2.481680986180947	105.5927038335766	1.9647210551699533e-05	44.81634710450233	0.00019356670750748082	0.542612186970549	294.7059047744874	50000.0	84000.0
1516.2731882299	2.474600383531678	105.61116421864557	2.0388505041699825e-05	37.02029940087388	0.00018085333326902354	0.5480909710632109	293.5	50000.0	84000.0
1543.3743582077536	2.4683285656780667	104.87007221837186	2.1356138674459865e-05	30.629703928990548	0.0001727838232093503	0.5529434023374027	292.4644660940673	50000.0	84000.0
1568.3045649500664	2.4633011329823464	103.58611951721267	2.2439558163105982e-05	25.273772746128888	0.00016846620081817324	0.556815325717894	291.6698729810778	50000.0	84000.0
1591.7964697301225	2.4598882339094956	101.87725870249182	2.356310960633325e-05	20.673417086909655	0.00016769860376854713	0.5594056131772512	291.17037086855464	50000.0	84000.0
1614.5713485641236	2.458366963731094	99.78968484112875	2.4687020024644936e-05	16.62012784379224	0.00017070261347560078	0.5604937233202872	291.0	50000.0	84000.0
1637.3392261229096	2.4588919249441887	97.3161641085778	2.581319468021312e-05	12.959899762284259	0.0001780661287771352	0.559966679884609	291.17037086855464	50000.0	84000.0
1660.8082025531144	2.4614668293707376	94.40782073804603	2.69945890762123e-05	9.582284357939079	0.00019078510269476102	0.5578411235741507	291.6698729810778	50000.0	84000.0
1685.691947778869	2.4659262034821885	90.98215820560772	2.8345790792207037e-05	6.415050358897111	0.00021039574883515165	0.5542724734935821	292.4644660940673	50000.0	84000.0
1712.6990148988114	2.471939030855262	86.93076322183556	3.0059930280477358e-05	3.4295783529212693	0.00023924160482504214	0.5495435277722012	293.5	50000.0	84000.0
1742.4156357713448	2.47904039461888	82.13368107090058	3.2438443375225636e-05	0.7304024912811768	0.0002809800630577428	0.544031629596007	294.7059047744874	50000.0	84000.0
1773.7096823004972	2.4866849318196516	76.57429328497689	3.5865381547169425e-05	0.00019936282925625619	0.0003411808824364737	0.5381629190428725	296.0	50000.0	84000.0
1808.1110290676331	2.494306732253119	70.39569397391375	4.079824569800776e-05	0.000254916426818811	0.0004270439842581619	0.5323663902759391	297.2940952255126	50000.0	84000.0
1846.6151731194996	2.501371225541837	63.58176503613622	4.822356859257296e-05	0.0003479036728452561	0.0005510786553511683	0.5270372295055274	298.5	50000.0	84000.0
1889.176450044222	2.5074122774212015	56.14983177920851	5.994493584040945e-05	0.0004876373259887069	0.0007363626263783342	0.5225127280071866	299.5355339059327	50000.0	84000.0
1935.337612593956	2.5120551971492477	48.17932775398223	7.951556097667933e-05	0.0007052634628311686	0.0010269064142045018	0.5190587182614566	300.3301270189222	50000.0	84000.0
1984.2088473550161	2.5150295538979375	39.813575341040504	0.00011473150594091336	0.0010638256206450135	0.001514281558464394	0.5168627734855968	300.82962913144536	50000.0	84000.0
2034.5348513766096	2.5161759632282767	31.250189804253495	0.00018529119644660372	0.0017087988607197508	0.0024141557284811095	0.5160293418639726	301.0	50000.0	84000.0
2084.8506048934114	2.515451181970388	22.72153906294356	0.0003522557546867518	0.003045461545667781	0.004336096489078087	0.5165669120239927	300.82962913144536	50000.0	84000.0
2133.6962395155633	2.5129442206398385	14.473775820317638	0.0008807628613696425	0.006607470004791756	0.009599261302985012	0.5183120141159949	300.3301270189222	50000.0	84000.0
2179.8647380329776	2.50904945357082	6.77587224241799	0.00410112377550608	0.02336651691841506	0.03425466369906529	0.5199522645398187	299.53553390593277	50000.0	84000.0
2223.294336908804	2.522785001102578	0.6072294978858742	0.2736353334599352	1.2852910214062279	1.0880015709772906	0.35877214293563975	298.5	50000.0	84000.0
2266.1578297501387	2.5972489383862043	0.7275763122246308	0.5093522310597566	53.22073304302607	8.49867011124232	0.615608169748364	297.2940952255126	50000.0	84000.0
2307.2866811046133	2.4902756096397414	7.676384615948075	0.003574997202967439	112.34094155525409	6.25135211195334	0.5402480642120213	296.0	50000.0	84000.0
2343.5389876529543	2.481780341360503	19.20003360210512	0.0005941799396339278	132.61415244165855	3.4276322447598417	0.5425621706330813	294.7059047744874	50000.0	84000.0
2375.461141450079	2.4746334962390266	30.728884142431518	0.00024081344610546985	130.51993569785782	1.441985160632563	0.5480426286923974	293.5	50000.0	84000.0
