cE3	cG	cCOP1n	cZTL	cCOP1c	cE4	cE4_m	cEC	cG_m	cL	cLUX	cLUX_m	cL_m	cLm	cNI	cNI_m	cP	cP7	cP7_m	cP9	cP9_m	cT	cT_m	cE3_m	cE3n	cCOP1d	cEG	cZG	s31	s44	s38	s46	s22	s5	s2	s4	s11	s13	s15	s17	s19	s23	s25	s27	s29	s34	s36	s42	s7	s50	s9	s40	s32	s45	s39	s33	s12	s30	s1	s14	s28	s18	s35	s10	s37	s3	s16	s24	s41	s20	s43	s21	s26	s8	s47	s48	s49	s6	s51
0.1503	0.0196	0.65	0.2505	0.3269	0.207	0.1012	0.0709	0.1017	0.506	0.576	0.1012	1.0151	0.0788	0.0697	0.0731	0.956	0.1167	0.4016	0.023800000000000005	0.0658	0.0435	0.0977	0.2991	0.0286	0.2566	0.0041	0.0755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.11169412901607736	0.05071398699420727	0.023032079024286303	0.21914106832692268	0.3268817695303556	0.165331825041206	0.08684105065571426	0.026219269358176592	0.29951423450069303	0.8004798234856692	0.4872626203194789	0.08684105065571426	1.2173255132655318	0.11355264736534708	0.08388230364328748	0.12997405749827226	0.3579674025443468	0.33679869918846966	0.5690065516925681	0.4132344173922744	1.0387641940522852	0.055713825163238494	0.07747573540352425	0.2212632570979037	0.028227912583527925	0.7935513648139654	0.007705935678315402	0.09875567585703303	-0.16135800242793755	-0.15252064808259463	-0.22999999999999982	-0.1399999999999999	0.026133561703456192	-0.053719123830115234	0.6441906137723048	0.18435193780149303	-0.4478818125711926	-0.3587270623292545	-0.38264102127337274	-0.10473512570864273	-0.05168995366720007	-0.048782648513118206	-0.041490055936438536	-0.03444021992311332	-0.05229067841075664	-0.041490055936438536	-0.07446534037429908	-1.214618555051324	-0.0003300507195894767	-0.004138981471723022	-1.7194338816709391	0.020675839684964992	0.04734170873805718	0.0675600541901884	0.03431284063411932	0.12920054193189137	0.05844739517891806	0.1301274213128528	-0.8464161270378338	0.19132051063668637	0.07610839488190757	0.04786106821037045	0.05584900528072429	0.7464696876186543	0.16320272005481992	-0.47883176128716193	0.16254232208490285	0.03656882334987971	0.26504610631230674	0.03750765002391265	1.016804320550631	-0.005909297106980452	0.05584900528072429	0.5983626481752413	0.14130603493326144	0.006797220882782362	0.02018777448006824	0.018966476464768192	0.048819712113546465
0.07989628248102396	0.042910518785220765	0.050968731722420314	0.20079967019453032	0.32773236872321343	0.13893326526592123	0.08605397717850798	0.009371010144902584	0.22221032139667046	0.982424345792382	0.4179654102603752	0.08605397717850798	0.9234967341160232	0.15595013304356045	0.1337752781508177	0.26136007551964485	0.1316888480056457	0.5653868413027832	0.7899383918848218	0.7869955478993794	0.8168504552433961	0.056175816939652075	0.06321864195110857	0.15663027774233113	0.021347426142147585	0.7205392245893382	0.00549903908953895	0.12316192283475041	-0.27738439245285434	-0.28051253697746087	-0.45999999999999935	-0.27999999999999975	0.04709225385648746	-0.12306464844598033	1.2278377450030626	0.43473862381386047	-1.0206820177234632	-0.851308175413609	-0.925939567057576	-0.33091528360583966	-0.15406762473309032	-0.0879055405321099	-0.09189425284775446	-0.06600816999603532	-0.08122736843011685	-0.09189425284775446	-0.14272036755899542	-1.9905939012464098	-0.0003300507195894767	-0.006445189400579424	-2.452187151449169	0.034899610678898824	0.08143546872120012	0.1485113055888697	0.06704846932085384	0.22832395889468002	0.25748646982408396	0.22369709068778565	-1.136234479119084	0.462969783528788	0.13407490473011438	0.14265520808619472	0.10704027566924645	1.7011366962057728	0.3007549572986199	-0.9111629696062424	0.4772527257547929	0.0752297235924578	0.49231159496527355	0.08999234658227266	1.8700835798497406	-0.012610895807596067	0.10704027566924645	0.8246412027139427	0.2662908734159013	0.01574753355481744	0.043882217124263725	0.0459145154024199	0.06797417925567686
0.057667964320601554	0.04507639973407018	0.09701107571835849	0.19394761295097257	0.32815476378180436	0.125302467833046	0.09711712583210873	0.004011508887685422	0.249700954176233	1.0131027740690952	0.3713254619174539	0.09711712583210873	0.6182364665738257	0.19463785774760156	0.23424746152358383	0.4497746140681682	0.04844561981174651	0.7986800957168514	0.9794479436381603	0.9112090273398502	0.5382710988126227	0.052119361507873586	0.05429573070126302	0.11351514920580605	0.01571636729129817	0.6381833244161873	0.003941577988161199	0.14118512920730325	-0.36008434478453943	-0.39720791775705505	-0.6899999999999996	-0.42000000000000026	0.06459608834046617	-0.1969211986824037	1.6412732990246774	0.7103087540716759	-1.422135136166472	-1.396521794857596	-1.6373477024388738	-0.6955488451633656	-0.34438416958281276	-0.12057936490220346	-0.15736777720490128	-0.09956123501322209	-0.10480574983849908	-0.15736777720490128	-0.21526753516372343	-2.796053739223267	-0.0003300507195894767	-0.007826440168321331	-2.842696325756745	0.06390703130582072	0.10604436674317717	0.22047671784679776	0.09984527002676946	0.3003137749486906	0.5347261088266219	0.2903906006326929	-1.244409765598501	0.8186738512194369	0.18125876718017644	0.3188742310951971	0.1614506513727925	2.370225226944121	0.4199420732462692	-1.2174115281407718	0.9553676067220233	0.11196000339432985	0.6963985347510582	0.1798367080592291	2.6480527850470357	-0.021191819041729197	0.1614506513727925	0.9078844309078423	0.3845394583536118	0.02632779948811196	0.059400293492610765	0.08108334093480225	0.07471493128063596
0.04153753972214116	0.06314198460464954	0.15666032582147824	0.1857128953624741	0.3283645189602933	0.12330587445873388	0.11995860065682008	0.001739637914152011	0.3562753956127037	0.9425966595535087	0.34899808384688813	0.11995860065682008	0.3916676916529643	0.22536550090553664	0.38031859953737923	0.653654847447522	0.017822147544181315	1.0049531426852878	1.1103864033077726	0.8893171451314209	0.37548164671881157	0.04761056130046494	0.05022041298833248	0.08839011937808554	0.010104045927981945	0.5471261447450003	0.0037533641278682047	0.16314049558037175	-0.4218571318039517	-0.548442563796113	-0.9200000000000006	-0.5600000000000005	0.08015159134433843	-0.2697997108915285	1.9101472887122288	0.9799807868743368	-1.6907201196542647	-1.9473973830327194	-2.4772219594498956	-1.1755054629313733	-0.6425466647225578	-0.14961630384276509	-0.24466652469214845	-0.13930988648845258	-0.12949748373611106	-0.24466652469214845	-0.3012105653804379	-3.9108591542534588	-0.0003300507195894767	-0.00868161811695947	-3.1275485128092546	0.11435765216946932	0.12378431035545931	0.3072538045591304	0.13267244785841392	0.3537696001063271	0.8252029745228436	0.3402073643580254	-1.2867149803651903	1.2386109797249478	0.223004012029719	0.5949506154838501	0.22590792403532833	2.81786686609044	0.5282124815335496	-1.416577446427846	1.5889688167646088	0.1455057425423001	0.874318910445344	0.33192806518517914	3.656283758640755	-0.032672004332670965	0.22590792403532833	0.9385079031754069	0.4987019656972353	0.03844464335991914	0.07190827156417418	0.12323420998599195	0.07784198020280751
0.030872374795150814	0.09926852822073658	0.21855698547367136	0.17029414370941723	0.32846868029929566	0.13334605570424166	0.158559356975075	0.000668399185741664	0.541319086027499	0.8216644103215642	0.3539384334340822	0.158559356975075	0.24154145273920052	0.24644630053504482	0.5519661253250944	0.8379966605246335	0.006556401695427212	1.1645677471976652	1.1859759888696337	0.8152827393572678	0.29899922662139194	0.04499778570103605	0.051316727084238886	0.07748144260876162	0.005868629488399745	0.4566951113051061	0.004194587213815374	0.19702784208150217	-0.47261289391558875	-0.774080284516601	-1.1500000000000026	-0.7000000000000013	0.09524353556380621	-0.338231161165648	2.078113529099892	1.2253324734304751	-1.8899947753055775	-2.4839607940524986	-3.399169610365731	-1.734059417478213	-1.0466957775098655	-0.1777879330524383	-0.36590666680872663	-0.19027084106408523	-0.15952087318584932	-0.36590666680872663	-0.4113964131115357	-5.600154316138173	-0.0003300507195894767	-0.009226153652491857	-3.3831905187973565	0.18952757683334595	0.1367069669818756	0.43506031399213685	0.16551471052427083	0.39299277129957066	1.0985120359483092	0.3811394305770875	-1.3045549818390894	1.6995848051828655	0.263924785359844	0.9691627569535792	0.3085473098336517	3.1499912921759607	0.6334579796774535	-1.5409968837520398	2.3513018631680658	0.1762901473514021	1.0247369355643103	0.5644296521847713	5.160535230110672	-0.04886026264804515	0.3085473098336517	0.9497736490241607	0.6059265653374487	0.05275144887163279	0.0849775641367768	0.17058486063060346	0.07945775446675024
0.025081738659871382	0.15491829707416283	0.2723839259566089	0.14715969080890445	0.3285204052894914	0.15742759379320992	0.21823273694162326	0.0002720978441766169	0.7925438825845513	0.6859754043321842	0.39172567469016517	0.21823273694162326	0.14720677560711795	0.2570515701314069	0.7262925168520501	0.9856433799363874	0.0024119653940702737	1.2720044328274456	1.2152225312799874	0.7349913587709879	0.2637215893199383	0.04582220861315362	0.058568738721603696	0.07877422663575387	0.003477973691081395	0.3767310910453571	0.005089986824846293	0.24696320246720946	-0.520443628155711	-1.111811874130891	-1.3800000000000014	-0.8400000000000009	0.11155420823107061	-0.39936455997228254	2.1810357616734803	1.4372601702151044	-2.0576176646315094	-2.99483925381216	-4.362433445064344	-2.339304041603152	-1.5409015146001046	-0.20823452203133186	-0.5374173858107527	-0.25923720013596335	-0.19938682998713367	-0.5374173858107527	-0.5605128651588396	-8.102923043457162	-0.0003300507195894767	-0.009616844420673681	-3.6272843637057894	0.28809810060493257	0.14668057225283637	0.633054873152912	0.19836446409709993	0.4225312593662414	1.3464263058605208	0.41971260335137967	-1.3131425372805938	2.181216722532172	0.3088096063427536	1.4267606616667643	0.4203846488691294	3.4293627743858446	0.7447871904686745	-1.6172355745472884	3.2071290122368987	0.20591231341817806	1.14940201300651	0.8843089977480556	7.412079160872611	-0.07242294695267434	0.4203846488691294	0.9539180853255179	0.7014736894729607	0.07040341725092616	0.1005820973608345	0.2211129898408762	0.08024474657649716
0.02330649052922513	0.22932797319711756	0.31360003001192766	0.1205991741474722	0.3285460911594617	0.1991734586285002	0.30565652207327315	0.00017941306535271555	1.0996096304408927	0.5567568907564405	0.47061338250638	0.30565652207327315	0.08958179741169041	0.2570328627983423	0.8853287937736635	1.0922092364392262	0.0008873124828228608	1.3296849252483096	1.2066586982312728	0.6631073963619868	0.242445339548238	0.05144990516247824	0.07390514830965532	0.09194257078321935	0.0023676905313064433	0.31208137390293467	0.006707921286096818	0.3109287726327301	-0.5727405094004399	-1.5918864699426802	-1.6100000000000017	-0.98	0.13118806503516175	-0.45092773379558526	2.2436699684271497	1.6128743924972697	-2.2091536649977073	-3.471789367683903	-5.333461338905259	-2.9670381235074577	-2.1037631980336893	-0.2448843880656353	-0.7804214498240997	-0.3551783721130096	-0.25473007836421907	-0.7804214498240997	-0.7679532370011022	-11.610486096725438	-0.0003300507195894767	-0.009973676117348975	-3.8585681145444206	0.4057307643545368	0.1553195839802139	0.9307017933569224	0.23121793754424702	0.4472617679174677	1.569846268635719	0.46188750758099945	-1.3181517658388358	2.6667306694526296	0.3630049134845098	1.9479288870682319	0.5759649277508261	3.681922774996174	0.873339854494722	-1.6636312832537103	4.12047641365695	0.23693448290315694	1.2523238030268917	1.288134404260027	10.612576466284542	-0.10739321334481708	0.5759649277508261	0.9554427382367656	0.7818290989061145	0.09264295431368388	0.1207770551561299	0.27269487099724354	0.08069426305199638
0.024393727753130808	0.32217356984214984	0.34256237945595075	0.0958629686212664	0.3285588463849943	0.26385732337946816	0.42838118241513057	0.00019547098073122794	1.4583011128404857	0.44445557275908265	0.6018496168979007	0.42838118241513057	0.0549515636910834	0.24727383023952978	1.0178631971074186	1.1591873789754352	0.00032642402376271696	1.3431293315242172	1.16693872675968	0.6009415403629824	0.2236509604682989	0.06365843032766928	0.10069086384987157	0.11755705019058944	0.0018674702295242219	0.26277717240974485	0.009578812720406615	0.38319132195362704	-0.6370276594085135	-2.2424258602718923	-1.840000000000002	-1.1200000000000003	0.1570377610197214	-0.49174776137308057	2.2818942900217962	1.7534900227869583	-2.3490052619276898	-3.9077352573854633	-6.28479306125156	-3.5984511727502633	-2.7133528972768137	-0.2931371539034801	-1.1214451367287739	-0.48979610516007976	-0.332189033584552	-1.1214451367287739	-1.0590186057515238	-16.306106847986438	-0.0003300507195894767	-0.010400898500441407	-4.0728597303477825	0.5373352167311248	0.1638706846555561	1.3572058628525998	0.2640732582263137	0.4712138902877216	1.7718637215647066	0.5137319833939623	-1.3217458537128748	3.14239653062578	0.4329387817806121	2.512363793774829	0.7942639543136427	3.9150087698794795	1.0331689888536228	-1.6919455955460414	5.05836372972735	0.2729787235758104	1.3381931267918705	1.7651897001693964	14.94950573514595	-0.16002862486959296	0.7942639543136427	0.9560036266958253	0.846572490284172	0.12037321914093478	0.14910307376217463	0.32327393113355174	0.08110542751971034
0.027307063276742278	0.4268038325272276	0.36181268844637293	0.07628097437697094	0.3285651804425596	0.3572974908675567	0.5892108824756297	0.0002780302955804257	1.8310011851921402	0.3522311727308443	0.7976590837387187	0.5892108824756297	0.03435942393673604	0.22984992498589882	1.118229376480972	1.1898291714175306	0.00012008468699425892	1.3183841451989917	1.1012191566258391	0.5457680773878629	0.20310731013357472	0.08499511222743605	0.14353256916258414	0.1557258851771232	0.0016348748509016707	0.22642116060045903	0.014076239077730661	0.45779364824517316	-0.721119578860824	-3.0819335195716233	-2.070000000000001	-1.2600000000000005	0.19320724522853325	-0.5221415924413311	2.3055244737301983	1.8632182625991962	-2.4771635122128575	-4.29643603603709	-7.193633758822502	-4.217789941630334	-3.349145631829824	-0.36065352442659554	-1.5857321002380627	-0.6769280842868336	-0.43817393264552923	-1.5857321002380627	-1.4636282903499103	-22.275524649002964	-0.0003300507195894767	-0.011019852781230315	-4.265913163821676	0.678485154411937	0.173169941696461	1.9375163862111902	0.2969294962180899	0.49700276414725214	1.955195434824995	0.5815480474684056	-1.3247838976669275	3.596816879411251	0.526630593419277	3.101060770212803	1.097721217762433	4.128605853688093	1.24196920661119	-1.7094494353300416	5.991949613623517	0.3191584121991592	1.4112863198805785	2.3006162553488547	20.546223463810833	-0.23903981439111757	1.097721217762433	0.9562099660325936	0.8979106596792892	0.15401471769856595	0.19092869581173613	0.3710916674554328	0.08164182248565004
