Ca_Cyt	Ca_ER	Values[fy]
1.0	1.0	0.012195121951219513
0.37411897017983997	2.0743452830437525	0.00024179587002814366
0.34421714773084344	2.752124271332946	0.00017328849215994408
0.3449727215122333	3.4071303790601313	0.00017481474979344716
0.34728303887615236	4.058710522333905	0.0001795441633281827
0.349675096127793	4.707840560245745	0.00018454132742707933
0.352074165970433	5.354567166125928	0.00018965715995683912
0.3544767055262173	5.998889477849252	0.00019488622256576605
0.35688282870051063	6.640803898575449	0.00020023068053570824
0.3592928459870865	7.280306381616685	0.00020569319311764122
0.36170708612532226	7.917392541321014	0.000211276543538993
0.3641258874005823	8.552057647817865	0.0002169836249444455
0.36654959710688123	9.184296619478507	0.0002228174439439586
0.3689785728728439	9.81410401240712	0.00022878112880319172
0.37141318232998727	10.441474009135769	0.00023487793401510265
0.37385380476383073	11.066400409582439	0.00024111125008949871
0.3763008303362483	11.688876616323334	0.0002474846076684349
0.37875466185400575	12.308895622583863	0.0002540016884669087
0.38121571511879	12.926449999699667	0.0002606663331324303
0.38368441971148287	13.541531882937631	0.0002674825507006426
0.3861612197551388	14.154132956054344	0.00027445452853666803
0.38864657485063864	14.764244435556401	0.000281586643344568
0.3911409610140148	15.371857053751762	0.000288883472837675
0.39364487169222984	15.97696104100124	0.0002963498083369175
0.39615881886497023	16.57954610633514	0.00030399066838981417
0.3986833342262138	17.17960141737424	0.0003118113134678723
0.4012189704785405	17.777115578680586	0.0003198172619273347
0.40376630271502323	18.372076608677915	0.000328014307250994
0.4063259299113678	18.964471914988785	0.0003364085367415691
0.40889847656115735	19.554288268108323	0.0003450063518897585
0.4114845944553726	20.141511773209505	0.0003538144905561369
0.41408496460409977	20.726127840068173	0.00036284005110515734
0.4167002993368892	21.308121150646308	0.0003720905187768614
0.419331344598394	21.887475624345996	0.0003815737945413454
0.42197888245844795	22.464174380640817	0.00039129822671381064
0.4246437338580693	23.038199698878287	0.00040127264564382816
0.42732676162556893	23.60953297487876	0.00041150640187220556
0.4300288737959223	24.178154674131275	0.0004220094081861781
0.4327510272636377	24.744044281121724	0.00043279218603663573
0.4354942318181911	25.307180244451526	0.00044386591690524796
0.43825955460975	25.867539917281796	0.000455242499267705
0.44104812510164904	26.42509949258288	0.00046693461190596796
0.4438611405749214	26.979833932628342	0.00047895578444333915
0.4466998722631178	27.53171689204475	0.000491320476130542
0.449565672213024	28.08072063355977	0.0005040441641060663
0.4524599809657099	28.626815935770903	0.0005171434424910598
0.45538433617822516	29.169971991953297	0.0005306361339576136
0.4583403823737877	29.710156298102593	0.0005445414159256749
0.4613298819188204	30.247334530065725	0.0005588799633802178
0.46435472752516993	30.78147040675323	0.0005736741115223788
0.4674169564312619	31.31252553904338	0.0005889480411621345
0.4705187666752108	31.84045926053509	0.0006047279914520419
0.4736625356819529	32.36522843960596	0.0006210425041847583
0.47685084174005965	32.88678726781913	0.0006379227063145875
0.48008648884722077	33.405087021962316	0.0006554026377716109
0.48337253556827425	33.92007579560832	0.0006735196335398723
0.48671232877468745	34.43169819437988	0.000692314771538467
0.4901095432904777	34.93989498864957	0.0007118334004562771
0.4935682287346642	35.44460271602736	0.0007321257653989023
0.4970928652250856	35.94575322392367	0.0007532477542421936
0.5006884299993345	36.44327313995893	0.0007752617936512013
0.5043604777986762	36.93708325561594	0.0007982379334552468
0.5081152384977186	37.427097804991924	0.0008222551687159126
0.5119597366723496	37.913223612732224	0.0008474030653888862
0.5159019395207265	38.39535907382918	0.0008737837789520961
0.5199509412278969	38.87339294429865	0.0009015145835544894
0.5241171963076698	39.3472028681487	0.0009307310833359946
0.5284128170995739	39.816653575998096	0.0009615913310002623
0.5328519591916716	40.28159465800343	0.0009942811894827226
0.5374513276669102	40.74185777277243	0.0010290214149511576
0.5422308531650677	41.19725310046124	0.001066077173972375
0.5472146114133614	41.64756476266227	0.0011057710759148566
0.5524321004460298	42.09254479676015	0.0011485014088309545
0.5579200566182443	42.531905065933806	0.0011947682857262503
0.5637251091036398	42.9653061249688	0.0012452122161731166
0.5699077829501186	43.39234146568114	0.0013006728957195473
0.5765487658309729	43.81251446100883	0.0013622823609137553
0.5837591581520499	44.22520327059563	0.0014316195451279765
0.5916981596770005	44.629604737676146	0.001510981503501603
0.6006056614020197	45.024639143875426	0.0016038935697056797
0.6108675143721355	45.408775602168355	0.001716157504816297
0.6231613023008628	45.77967779312519	0.0018582712096734506
0.6388345865909312	46.133376971043056	0.0020519963234086956
0.6611310615047619	46.46189229298333	0.002353109200040784
0.7010042399725726	46.7434374877005	0.0029723828606955196
0.8493832508448438	46.84326407625831	0.006384809949336795
23.543433293702467	11.343454983962276	0.9997364328040638
12.567826721143657	5.762199056251176	0.996763791194915
6.795465856921727	3.1716373271949476	0.9634053876844382
3.685553032980478	2.174995763584157	0.6949222295143922
1.1319708449267756	3.3137846841085556	0.01986738856613002
0.3930879689418624	4.440958905289268	0.0002946768324313052
0.3535047782537069	5.116331660452994	0.00019275800068934549
0.3537170348559045	5.762982355077391	0.0001932212827988621
0.3560070923503146	6.4058553030801075	0.00019827294800929256
0.358409584184922	7.046246106683228	0.00020367839963789382
0.36082191517544465	7.684218451004353	0.00020921640700393866
0.3632389878276107	8.31977131442465	0.00021487776503599702
0.36566085696915795	8.952899935914694	0.00022066478329423237
0.3680878608443629	9.583599015663765	0.00022658050880914067
0.37052036254300813	10.211862874967753	0.00023262814711565548
