calcium concentration	Values[n]	Values[h]	Values[V]	Values[phik]	Values[phia]	Values[phih]	Values[phif]	Values[phical]	Values[cinf]	Values[ica]	Values[isk]	Values[ibk]	Values[ikdr]	Values[ia]	Values[ik]
0.266472650092553	0.01453964014421252	0.7474696657645787	-64.5296655229295	0.002591388867755061	0.01150995165923545	0.7121672297791253	0.0003519301011791901	0.023873911806615626	0.2212024171541661	-5.468542267871211	3.9373076010590116	0.0	0.6089395819445863	0.0	4.546247183003598
0.2661288740315232	0.01426435348663293	0.7456541795290309	-64.43662377888286	0.002615548758560952	0.011616292199518378	0.7083377877096871	0.0003578240126765968	0.024055267060060195	0.22075795478197938	-5.505607092905324	3.964313861282903	0.0	0.6027189297212306	0.0	4.5670327910041335
0.2657862098096259	0.013995980587118758	0.7437380696433311	-64.34194343040978	0.002640364773139058	0.011725502233936223	0.7044103065121404	0.00036392302834972485	0.024241195441087895	0.2203149967129618	-5.543570795620759	3.99182048676291	0.0	0.5966798113775927	0.0	4.588500298140503
0.26544466929687266	0.013734377357900288	0.7417214083753743	-64.24560177472607	0.00266585727352306	0.01183766986956239	0.7003825842997256	0.0003702357395802134	0.02443182447367936	0.21987355872075476	-5.582456978899957	4.0198332764749525	0.0	0.5908198539321813	0.0	4.610653130407134
0.26510426470897575	0.013479403518252329	0.7396041548905857	-64.14757406668967	0.002692047871137249	0.011952888606246596	0.6962523298829182	0.00037677129041227694	0.024627289553297523	0.2194336569993289	-5.6222907166936835	4.048358766763089	0.0	0.5851369132281442	0.0	4.633495679991233
0.2647650086294021	0.01323092253634684	0.7373861563822318	-64.04783346504281	0.0027189594987425017	0.012071257643787782	0.6920171615230762	0.00038353941694402137	0.024827734361496736	0.21899530819093319	-5.663098627548601	4.077404245658335	0.0	0.5796290681167549	0.0	4.65703331377509
0.26442691403258994	0.012988801574240809	0.735067149085613	-63.946350971898816	0.002746616488761029	0.012192882216259028	0.6876746056873823	0.00039055049036689523	0.025033311317367565	0.21855852941551246	-5.704908954715143	4.106977769636905	0.0	0.5742946155892241	0.0	4.681272385226129
0.26408999430817365	0.012752911435744321	0.7326467591800255	-63.84309536580552	0.0027750446583514454	0.012317873955015499	0.6832220958533499	0.0003978155639770792	0.025244182067448787	0.21812333830139316	-5.747751653072659	4.137088182665333	0.0	0.5691320667877106	0.0	4.706220249453043
0.26375426328684887	0.01252312651796792	0.7301245035987081	-63.73803312631968	0.0028042714023118528	0.01244635128500875	0.6786569713125561	0.00040534642469071636	0.02546051802085181	0.2176897530180509	-5.7916584841378045	4.167745138289199	0.0	0.5641401440010492	0.0	4.731885282290248
0.26341973526740803	0.012299324765850226	0.7274997907305565	-63.63112835189778	0.00283432579389096	0.012578439854628448	0.6739764760936123	0.0004131556493747329	0.02568250092877594	0.21725779231034975	-5.836663118870946	4.198959124054907	0.0	0.5593177784851044	0.0	4.758276902540011
0.26308642504532154	0.012081387630133611	0.7247719210354937	-63.522342669547996	0.002865238694559579	0.012714273003552079	0.6691777579867747	0.00042125666658724477	0.025910323514663	0.21682747553473614	-5.88280124942084	4.2307414888249335	0.0	0.5546641091801409	0.0	4.785405598005075
