Superoxide{phagosome}	Oxygen{cytoplasm}	NADP_2	Superoxide{cytoplasm}	NADPH	Melatonin free radical{phagosome}	H2O2{phagosome}	Ferric peroxidase	compound I	Hydrogen{phagosome}	Melatonin{cytoplasm}	Oxygen{phagosome}	Hydrogen{cytoplasm}	Melatonin free radical{cytoplasm}	compound III	NADP	H2O2{cytoplasm}	NADP2	Melatonin{phagosome}	compound II
0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.00000000000006	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.00000000000006	0.0
9.008037515566869e-05	11.147305184871717	2.642925413955316e-07	4.148551104290412e-05	24.988684910193214	0.0001495791030354208	1.0365782257564643e-07	299.77610528130646	5.083232089809278e-07	-4.25416074865903e-08	299.99999940840286	10.767599527667505	-2.023206351309852e-07	5.915971374158778e-07	0.22355814668468657	0.011314825512627798	5.091704918250069e-05	8.106988599009086e-13	299.99985042089696	0.000336063685690498
0.0002482518618469215	21.747262756534152	9.737656918831621e-07	0.00048637237679136525	49.938419684350876	0.0010638394913247604	5.746362360150824e-07	298.79127714865274	2.815939341982227e-06	-6.227621821865937e-07	299.99999787786874	21.353833854797575	-6.137102284084139e-05	2.122131147889829e-06	1.2056538022499006	0.06157934183547176	0.0002812951918264014	2.400923545769268e-11	299.99893616050855	0.003066233158301098
0.00046807862843874985	31.821633080684485	2.265372857014926e-06	0.0014949376091607299	74.82954768200698	0.003614499682781247	1.8020751089736226e-06	296.68136218030924	8.789540474529157e-06	-3.194880280843987e-06	299.9999951808852	31.40320191510029	-0.0010668221737256166	4.819114420877866e-06	3.307299744021824	0.17045005226668108	0.0008758667697224317	1.7675206136648258e-10	299.9963855003169	0.01132928612869064
0.0007523507645175182	41.35945922710918	4.4671660988574445e-06	0.002741860067712297	99.64203667178924	0.009255245798068829	4.372006341451627e-06	293.09632181104627	2.111638101551726e-05	-1.0641695476573013e-05	299.9999907261494	40.905080586870824	-0.005629319426097077	9.273850208621632e-06	6.873059507398672	0.3579588593454824	0.0020991696138267925	8.495553651846782e-10	299.9907447542016	0.030597565174257758
0.0011069650682010823	50.350593783054705	7.6082309266502604e-06	0.004133866339246147	124.35510666228667	0.019179902588343484	8.741728722529617e-06	287.69840755583033	4.1558661717349614e-05	-2.790644606580198e-05	299.9999845944657	49.84970024003106	-0.017531173518715887	1.5405533844813054e-05	12.235380026351393	0.6448857234226686	0.00411980363545095	3.0297258961643254e-09	299.98082009741125	0.066170859156882
0.0015420607225210003	58.785996825417556	1.1710310088748771e-05	0.005657766374541318	148.9475684236109	0.034456322055781384	1.5467637221286306e-05	280.1643456368558	7.184526787226113e-05	-6.292420324692103e-05	299.999976888021	58.22845770145024	-0.04159037038544601	2.3111978458112147e-05	19.712959903564343	1.0524198488445773	0.0070985126945231295	8.6171296764757e-09	299.96554367794374	0.12262261431262118
0.0020739748838165353	66.6579243653869	1.6837625726438764e-05	0.007305096478465123	173.39795666198677	0.05616616515664819	2.530504304319472e-05	270.18688557556845	0.00011380338638098379	-0.0001281270960339409	299.99996763297287	66.03410991728566	-0.08369526363394456	3.2367026713635715e-05	29.608551345759885	1.6020264587449553	0.011199393312317585	2.0821194889745524e-08	299.9438338348429	0.20444927528584247
0.0027285484122980697	73.96003870193353	2.3094263056030293e-05	0.00907229316271095	197.68457818248254	0.08546442407419355	3.934852505396123e-05	257.47677177202024	0.00016944553272648397	-0.0002430459544830086	299.9999567950303	73.26088325570043	-0.150846751470358	4.3204969362021576e-05	42.206690606537954	2.3153986338603505	0.01659537893185127	4.469701174412497e-08	299.91453557592547	0.3163681759096639
0.0035469878949013866	80.68747506550976	3.0636301719129644e-05	0.01096183905792547	221.78547464199625	0.12367582411848124	5.9295456189084555e-05	241.76474031789286	0.00024116628604675317	-0.0004390754170357212	299.99994426746053	79.90454089042149	-0.25127582719065483	5.573253917537411e-05	57.77134261942015	3.2144945458727086	0.02348222132550416	8.791465303894017e-08	299.87632417588117	0.46367589640148504
