cE3	cG	cCOP1c	cZTL	cCOP1n	cSnRK2	cABAR_m	cE3_m	cE4	cE4_m	cEC	cPP2C	cG_m	cL	cLUX	cLUX_m	cL_m	cLm	cNI	cNI_m	cP	cP7	cP7_m	cP9	cP9_m	cT	cT_m	cs	cE3n	cCOP1d	cEG	cZG	Values[L]	Values[D]
0.15029999276221	0.0195999990561498	0.326899984257926	0.250499987937016	0.649999968698844	0.999999951844376	0.999999951844376	0.299099985596653	0.206999990031786	0.101199995126651	0.0708999965857662	0.999999951844376	0.10169999510257301	0.505999975633254	0.575999972262361	0.101199995126651	1.01509995111723	0.0787999962053368	0.069699996643553	0.0730999964798238	0.9559999539632231	0.116699994380239	0.401599980660701	0.0237999988538961	0.0657999968313599	0.0434999979052303	0.0976999952951955	0.999999951844376	0.0285999986227492	0.256599987643267	0.00409999980256194	0.0754999963642504	0.5	0.5
0.1158322212148995	0.029600985567753587	0.5137640076497875	0.20061590497048645	0.011816161850732646	0.46211756024914363	1.0601333486133873	0.22199743842476904	0.18883315309164264	0.14785050172576644	0.03920725152421826	0.856340330512923	0.393664758251199	0.779192242459197	0.4921579054967739	0.09600145766876875	1.1258240683760699	0.11303352462077997	0.0961599680559686	0.18118117458259594	0.35796738540205625	0.3225139557157232	0.5254915512601821	0.4351848835925269	1.0939438355735427	0.05964719166378041	0.08465166513585014	0.7586240190579646	0.10757420574640966	0.873876599021847	0.026192881814824508	0.12231685728715694	1.0	0.0
0.08751733466647951	0.023522322928943917	0.6263890947263261	0.17873283352732974	0.03206998957328332	0.27841963636810135	1.1006412375393622	0.15877699904161957	0.18061925169989543	0.1621316466504587	0.02058423759897532	0.7367782725181109	0.2788828424792033	0.9328634644454382	0.4258243539301056	0.09440004048579333	0.8359862589265217	0.15394972331533038	0.16921138869963584	0.3348246412061573	0.1316888416992876	0.5349636429660838	0.7578328863824295	0.8231575719255912	0.8364069824392868	0.06271819297887235	0.06843419224125427	0.6443267968018586	0.1285578169521833	0.8749283756078459	0.020760399147785994	0.16046884589948002	1.0	0.0
0.06798359509037814	0.021941698074536515	0.6946996630910505	0.1740334777800839	0.06865644516534031	0.2132236327058309	1.1291968684030258	0.11698719012236163	0.1784098616802847	0.17512438452781845	0.01391525312551197	0.637675352565764	0.2536818544733214	0.9473270056670083	0.37932769041975445	0.10239051543457159	0.5545707827727983	0.19083231619576158	0.2871056787173179	0.5216058334176829	0.04844561749293516	0.7760604566068509	0.9836291903574242	0.9338075795663926	0.5073197108136617	0.058767327271500996	0.05574567634544699	0.6164700427183962	0.1282463495853405	0.8690231697769393	0.014984659317783183	0.18577175667944357	1.0	0.0
0.05239513369420676	0.02549515815327233	0.7361321171866396	0.17038130481136238	0.12008680957191248	0.19342749151365804	1.1506639142488067	0.09326638744559858	0.18330447059711188	0.19965126979335165	0.01050772115504212	0.5557024369348321	0.2889165922916585	0.8726103587557041	0.35497725679370923	0.12235209398494293	0.34981579834861487	0.21955890295281746	0.44085548805078156	0.7163865214746918	0.017822146691453156	1.0105960084666568	1.1601141811026292	0.8776753700517034	0.3014387720480416	0.0524291022865319	0.04744934124329879	0.6172142835416937	0.11268886262215157	0.8470545182014123	0.013178711255868631	0.21012844817726029	1.0	0.0
0.04057722608810053	0.03459038537086929	0.7612621709027492	0.1614111923583468	0.17798098914686955	0.19329686109277325	1.1665986801544261	0.08413384081151412	0.19957914311929661	0.2474551878339416	0.0079876793178382	0.4879872283169527	0.37919124631454254	0.7555666749088578	0.357644150268108	0.16150103020703357	0.21534075936601085	0.23843415079186464	0.6134402621965235	0.89295140784035	0.006556401365996364	1.2097433371292043	1.2766779065614138	0.7601513884856552	0.19523974435430108	0.04654422382436091	0.04408509795574649	0.6204954673980487	0.08535193808309316	0.8114221914858178	0.01390721262306564	0.241220507090529	1.0	0.0
0.03249168072888929	0.05129230564973585	0.776504318961913	0.144600915011219	0.23280114192842102	0.20268651213387182	1.1768273223428498	0.08782901095240146	0.23434584589661817	0.332319372814728	0.005734368370078978	0.43213722249128356	0.5347160578018172	0.6281860790248587	0.3979183062382937	0.23285390885713045	0.13123044858627994	0.24672090401940636	0.7858181412843803	1.0362997540483834	0.0024119652692170443	1.3546502205974758	1.327044644522343	0.6370542445574542	0.14517714104339208	0.0430829036010663	0.04725228730008265	0.619712309459737	0.05110897974010235	0.7696432365758443	0.01622277729644398	0.28486786342935017	1.0	0.0
0.027861128185181213	0.07901480477165043	0.7857491490795949	0.12021306003922635	0.27874119900438654	0.21713719541413595	1.180141193471081	0.10411935004167278	0.29783033302050627	0.47096302152702135	0.0036996429208661446	0.3862017753063494	0.768377141475128	0.5089598925325034	0.4953779381087139	0.35663180259674915	0.07999331785875176	0.24455531228529215	0.9425948891583897	1.1416794850520793	0.0008873124351723662	1.4338269426062442	1.3098150085688793	0.5301440668377606	0.12195032774844694	0.04411755749196209	0.06069653660380368	0.6144442351984056	0.02096660653894393	0.7281476953477006	0.01905136603351306	0.3444335809831429	1.0	0.0
0.026258898144387068	0.11961358263543885	0.791356421989782	0.0926939149726777	0.31425563053324246	0.23444224151430829	1.1740048101564704	0.13331901502237467	0.40200408381520486	0.6771291593493075	0.002130747434629718	0.34863210049405197	1.0722175163369465	0.40647028091076937	0.6796579800313094	0.5545806052341464	0.049274834220394935	0.23322506047935404	1.073726104589618	1.2092339031651882	0.0003264240027871097	1.4422344516405812	1.227669026895405	0.4439353440430475	0.10930246404896249	0.05271169373809325	0.0909220982201879	0.6056075094484403	0.007867771716724275	0.6903003065968523	0.022628475786978054	0.4176935016798087	1.0	0.0
0.02678754605343199	0.16798912513425585	0.7947574049271847	0.06967005270514985	0.3403459508977518	0.25333272002888696	1.1533262049855262	0.17483445519923377	0.5567447632954603	0.9470490082022234	0.00124522135062666	0.31827909238655305	1.3962888406162413	0.32280304204665466	0.9815661119150171	0.8280348454752966	0.031078318625000274	0.21510150634900346	1.1733836375538647	1.239380383978347	0.00012008467973091193	1.3792904623271858	1.0844233701405124	0.37569087869002366	0.09893589820336486	0.07301481551182806	0.14450279437608785	0.5941828505546434	0.004803343668701072	0.6571146608175105	0.029895046329265335	0.49585392717415777	1.0	0.0
