Z	X	EC	Y
0.003245134406445389	0.5071409356716872	-0.14806858447905602	0.13768251440092014
0.003943874217538318	0.4153973092862714	-0.148318411187195	0.2289772276833821
0.15370080696916608	0.45514089075392916	-0.1334933474893145	0.024651649766217316
0.017350458698430837	0.5647943340064173	-0.11945773972748486	0.03731294702263497
0.0028262493491338896	0.5159402272874541	-0.11464654757188153	0.09588007093529083
0.002984547932235677	0.48604575846080855	-0.10775971337910732	0.11872940698606096
0.0028871030554396488	0.48574349678969586	-0.09761170088381763	0.10898110103867913
0.024855811196075165	0.5254011463448581	-0.08200123473516857	0.03174427719423224
0.003904186248416808	0.22511233974363679	-0.10515067881270018	0.3761341528206436
0.003085360385014239	0.07619900382598883	-0.12864657008394417	0.5493622058729382
0.0028339878315429643	0.03451532823392705	-0.15273438783576024	0.6153850717702871
0.0028644275598569053	0.024595365238714233	-0.17689315729236654	0.6494333644937926
0.0029471755577839555	0.02225770561449451	-0.20098950001388702	0.6757846188416061
0.0030489577604042545	0.022233894838589337	-0.22499267825253777	0.6997098256535417
0.00316555523942412	0.02305104157907592	-0.24888671879116303	0.7226701219726602
0.0033007770531622606	0.024270789011466065	-0.27265544317304513	0.745083877108414
0.00346751973062687	0.025828602007900953	-0.2962749169119042	0.7669787951733735
0.003716315198115884	0.027961345438581503	-0.31969529192213786	0.7880176312854376
0.15478546593458847	0.506387821532336	-0.1858218686500677	0.024648581183141505
0.0033399700442367803	0.5391661780873435	-0.17885483719787448	0.13634868906629286
0.1117366060849577	0.5333820215740472	-0.1699853918270599	0.02486676416805506
0.0033097623636240826	0.5257444987280346	-0.16680766945943537	0.13775340836777722
0.1963251927042899	0.44295356027765537	-0.1661058574504126	0.026827104468467682
0.002820560581161151	0.5612745640143595	-0.15024482292134492	0.08614969832582466
0.003667576760725773	0.4544339962388365	-0.15135974955985926	0.19325817656029828
0.21052501260456616	0.4107660150539427	-0.1468399194197008	0.025548891761192252
0.023445774420546527	0.5699967422090338	-0.1260233155175527	0.032580798887972724
0.002946524320014609	0.5112914619663237	-0.12266260232618832	0.10842461603985049
0.0032447140179335953	0.4618593505720711	-0.1179952402076165	0.15289117561761115
0.003338263800778895	0.43431055012262426	-0.11109113109907982	0.17344231717567604
0.0032448349813562144	0.43386535922025504	-0.10095627751974653	0.16384608331813463
0.002790595196535233	0.48202347904840476	-0.08495939915247168	0.10014532490753088
0.0038451118006703503	0.19558471316381756	-0.10838246700208412	0.4089526420375957
0.003009417785039894	0.06606384190430449	-0.13199546287307884	0.5629222031837338
0.0028312295503113293	0.0321937823973665	-0.1561131363830005	0.6210881244353226
0.0028742648753652747	0.024010509449311962	-0.18026673566972512	0.6533819613450479
0.002960481787692408	0.022168013633363133	-0.2043512623623643	0.6792227669413089
0.0030643471776778757	0.02231370612463957	-0.22834006481184196	0.7029620115095246
0.0031831732584948575	0.023201547308321517	-0.2522176496796123	0.7258329291127961
0.0033217125821247803	0.024466794743383872	-0.275967240411845	0.7481787330863369
0.0034950408531094477	0.026080755739969836	-0.29956295198367505	0.7699871553905965
0.0037703944803533897	0.028358463648969608	-0.32294679198184084	0.7908179338525186
0.026192574043479605	0.6205551507452608	-0.17802009288522908	0.031272368096490345
0.0038944011017279516	0.4844854427599766	-0.18212525073159272	0.1937454068698878
0.007245428990382317	0.60803729488956	-0.16662949389432327	0.051346770014379935
0.0038052042626025412	0.4719040888979448	-0.17008557454426415	0.19437628138371657
0.04786997194095387	0.5787940833836874	-0.15338005680066774	0.026716001476027672
0.0033290566967292367	0.5040623519999952	-0.15358807657426218	0.14619666787753677
0.004282446961909384	0.40646041263015104	-0.1545863845416045	0.2438435249495438
0.0549842428890288	0.551481620302143	-0.13265386518873779	0.026188001997563166
0.0029201126167736997	0.5229010891215262	-0.12899242135035777	0.10317121961205651
0.0033506322909824635	0.45773414992813266	-0.1259957317479443	0.16491094952882882
0.0035626802477146204	0.4123008162076278	-0.12129341209108968	0.20542991563574697
0.0036139466802458243	0.3868913880453557	-0.11437935152601239	0.22387401680041039
0.003506839930858908	0.38629033153611075	-0.10425827811852321	0.21446110665155285
0.0031500900384390383	0.43025127020785126	-0.08831721552899831	0.15491585528270602
0.0037165309557088233	0.16891747688752706	-0.1116282658813427	0.43899425803810477
