Z	X	EC	Y
0.0	0.5	0.0	0.0
0.003151430130113176	0.19801963897524466	-0.024181139245564216	0.3230100701402057
0.0026691223525849147	0.06379197882990228	-0.0482551618521812	0.4817940606696936
0.0025271787418791798	0.029834773547529458	-0.07268815417949855	0.5403262018900897
0.002566827764073958	0.02136724299913429	-0.09714623398598383	0.5732121632227756
0.002639566372719934	0.019178257022531234	-0.12154434742475698	0.5997265240295061
0.0027231864408881193	0.01899373975726793	-0.1458636093637021	0.6241466831655462
0.0028135460425682602	0.019539777187355837	-0.1700957619972974	0.6477424387673738
0.002910349143234239	0.020387254267158962	-0.19423438485497377	0.6709367814445808
0.0030148601951376737	0.02139493703962241	-0.21827250864213615	0.6938627114073761
0.0031297294925162057	0.022531227638593186	-0.2422012348568685	0.7165402777257592
0.0032598997292183247	0.023817505878029804	-0.2660080020666433	0.7389305964593951
0.0034158911172705	0.02532633841465574	-0.28967299645990424	0.7609307669279779
0.003629742672214446	0.027257888652990676	-0.313157960634387	0.7822703293091822
0.5700591700039014	0.1812665983696918	-0.2757451198719296	0.024419351498336753
0.07293414326075146	0.5771151069612122	-0.17550384006793252	0.025454589845969232
0.0035668363006740376	0.5090825291248127	-0.17650709318275024	0.16385772775726296
0.06878928217531455	0.5687453850474138	-0.1631117592159985	0.02557709199326934
0.0033920133814845485	0.5100717984022741	-0.16312087685604137	0.1496570650722837
0.19974437705360523	0.43531440739820104	-0.16171801420156823	0.02665922974976019
0.00272336634029013	0.5650848656881041	-0.1446978270440132	0.07688959501561717
0.0035135045676134196	0.46481499962352235	-0.14504963104025292	0.1767211268491153
0.004203473783636207	0.3865018595461184	-0.14434294707320328	0.25363761374344607
0.1397028280192658	0.46100489234936737	-0.1254104818084399	0.024702761439804977
0.03268473335147368	0.5503731814093061	-0.11206491113236271	0.029006996371581138
0.002788600769378359	0.5427444511864389	-0.10436141754249995	0.05882836558667982
0.015061288141476874	0.5396583432842059	-0.09432442963421346	0.03960479820852767
0.16234172796280943	0.40327734921110053	-0.0902450764573114	0.024625999283398987
0.003861065139098046	0.2578010563912548	-0.10192046071100874	0.3402583391806531
0.0031803089500029706	0.08861877055584545	-0.12530984129533052	0.533510761789479
0.0028410483204136996	0.037353209600046795	-0.14935635572186956	0.6091620978014057
0.0028554389169727413	0.025311009979497926	-0.1735182717344268	0.6453518228379531
0.002934216344942547	0.022388989787991333	-0.19762590340390798	0.6723026972709713
0.0030338493967419066	0.022169458350788637	-0.2216431590871253	0.6964398513395915
0.0031482901118849984	0.022907996064304575	-0.24555334791849007	0.7194970617422973
0.0032804220726495	0.024081064271034725	-0.2693407580555323	0.7419792717118451
0.0034413188099876304	0.025586425114287676	-0.2929831265760155	0.7639553826517371
0.0036704713553334938	0.02760088776994475	-0.31643684975875697	0.7851654906334755
0.3396815153359705	0.3519940615541843	-0.2161290044447333	0.024453427554575052
0.002752993813085872	0.5990715881477781	-0.17550753254669263	0.07368295058582648
0.004279375616990776	0.45676939753945156	-0.17975803377321414	0.21870926061676982
0.002752329752920642	0.5846700143975911	-0.16345831218170614	0.07603596803119267
0.0038859620542362225	0.45719972854776836	-0.16640389768366917	0.2053182070816622
0.04900940452196866	0.5729778004397267	-0.1486037088547437	0.02661650389304528
