Ca_Cyt	CaER	Values[p3]	Values[n]	Values[p1]	Values[p2]
0.0	0.0	0.95	1.0	0.33333333333333337	0.0
0.06416879631150035	-0.06416879631150035	0.9445723069627496	2.5738773611494663	0.47186892403114766	0.08397201851375129
0.0806947952265982	-0.0806947952265982	0.9320444137530598	3.5284822353142307	0.530983369650811	0.10336279391125743
0.09678839618427466	-0.09678839618427466	0.9173366219608845	4.10747935940628	0.5608005418240376	0.12147314976947812
0.11348396995445867	-0.11348396995445867	0.9012901497586776	4.458658867053549	0.5771070659993013	0.1395036339324693
0.13200630326876966	-0.13200630326876966	0.8841289974826486	4.671660005504405	0.5864205319745017	0.1586602201812005
0.15513260889414507	-0.15513260889414507	0.8653698387555228	4.800851726528544	0.5918722054356802	0.18141351093459304
0.1905954341903279	-0.1905954341903279	0.8430917592832845	4.879210466310726	0.5951093446545681	0.21400899541283303
0.26317419831281885	-0.26317419831281885	0.8113463475387951	4.926737444445063	0.5970478697169156	0.27323634579686423
0.4431871804442878	-0.4431871804442878	0.7532597401639889	4.955564013847031	0.598214627073216	0.3876768284543286
0.77575120963856	-0.77575120963856	0.6466757153930315	4.9730482120036585	0.598919015032379	0.5256653049456462
1.0600229989153356	-1.0600229989153356	0.5222099196709928	4.983652914246144	0.5993450459107796	0.6022779245320118
1.12715900672611	-1.12715900672611	0.4407145116227596	4.990084991293335	0.5996030060318684	0.6168915800851646
1.0300002765748417	-1.0300002765748417	0.4126140947634116	4.99398624322809	0.5997593049809935	0.5953757872305651
0.8649339840098196	-0.8649339840098196	0.4207725580935557	4.996352472137782	0.5998540456482548	0.5526967864763248
0.6878788911543272	-0.6878788911543272	0.4504773374198859	4.997787662519409	0.5999114869186957	0.4956332253041217
0.5169167922440475	-0.5169167922440475	0.4940281515648289	4.99865814948839	0.5999463187763179	0.4247757903733339
0.34484845291736066	-0.34484845291736066	0.5497248047862426	4.999186126523958	0.5999674424111825	0.330046383238159
0.15843663758450302	-0.15843663758450302	0.6222313044434864	4.999506360783654	0.5999802534565795	0.18456416076359136
0.0693495043679298	-0.0693495043679298	0.7068925422387626	4.999700592680449	0.5999880233486283	0.09014044198924245
0.07195757926803115	-0.07195757926803115	0.7717325593299629	4.99981840028095	0.5999927358793218	0.09321442162179586
0.08115248808389666	-0.08115248808389666	0.8133827199208534	4.999889854202602	0.5999955941195751	0.10388815157326976
0.09101210594088742	-0.09101210594088742	0.8383358370224433	4.999933193196839	0.5999973277100209	0.11505779147669427
0.1012237847693592	-0.1012237847693592	0.8516637143926616	4.9999594796256055	0.5999983791784567	0.12633647015171615
0.11178973197045312	-0.11178973197045312	0.8569504068176355	4.999975423150587	0.5999990169236074	0.1377077432343305
0.12284026105410112	-0.12284026105410112	0.8566726535272386	4.999985093387312	0.5999994037346037	0.14928810228213232
0.1347128615763006	-0.1347128615763006	0.8524738705322625	4.999990958682372	0.5999996383469679	0.16138826628585093
0.14817994469876944	-0.14817994469876944	0.8453128543227065	4.999994516163655	0.5999997806464259	0.17470342894206894
0.16504973760881125	-0.16504973760881125	0.8354489892777025	4.999996673885123	0.5999998669553607	0.19079797430497492
