C_dopa	A_dopa	C_3-OMD	Values[F_b]	Values[F_H]	Values[CL_H]	Values[CL_dopa]	Values[f_rest]	Values[CL_AADC]	Values[CL_rest]	Values[CL_COMT]
0.0	101.0	0.0	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
13.75393096968233	12.245034609811826	5.822016199748341	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
4.284555816006458	1.484563095024316	8.893769951178523	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
1.0174167158233074	0.1799854106710206	9.295886366441662	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
0.21810100480518038	0.02182106512121195	8.954787048205949	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
0.044471151211731334	0.0026455415471670998	8.467238317324517	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
0.008822102103321825	0.0003207400823665109	7.973306688404119	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
0.00172232104805096	3.8885881313548166e-05	7.501546229154436	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
0.0003330135152440638	4.714444242499826e-06	7.056386645209143	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
6.400681872345448e-05	5.715692807342702e-07	6.637388293431943	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
1.2256837517524995e-05	6.929556970438807e-08	6.243220116426021	0.20898840579710143	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823
