HR	IP3	HRRH	R	E	GQ	H	CHO
3.55831261620149e-05	2.532285672164901	6.330794337310906e-07	0.009960618429298353	1.2661428360823888e-06	0.09999873385716383	0.007144762429077613	0.001511715213746612
3.5583126162014885e-05	2.532285672164874	6.330794337310848e-07	0.009960618429298353	1.2661428360823773e-06	0.09999873385716383	0.007144762429077613	0.001511715213746596
3.558312616201485e-05	2.5322856721648095	6.330794337310712e-07	0.009960618429298353	1.26614283608235e-06	0.09999873385716383	0.007144762429077613	0.0015117152137465578
3.55831261620148e-05	2.532285672164708	6.330794337310498e-07	0.009960618429298353	1.2661428360823068e-06	0.09999873385716383	0.007144762429077613	0.0015117152137464976
3.558312616201473e-05	2.532285672164569	6.330794337310206e-07	0.009960618429298355	1.266142836082248e-06	0.09999873385716383	0.007144762429077613	0.0015117152137464147
3.558312616201464e-05	2.5322856721643925	6.330794337309837e-07	0.009960618429298355	1.2661428360821732e-06	0.09999873385716383	0.0071447624290776135	0.0015117152137463104
3.558312616201461e-05	2.5322856721643223	6.330794337309688e-07	0.009960618429298355	1.2661428360821433e-06	0.09999873385716383	0.0071447624290776135	0.0015117152137462684
3.558312616201478e-05	2.532285672164657	6.33079433731039e-07	0.009960618429298355	1.2661428360822848e-06	0.09999873385716383	0.007144762429077613	0.0015117152137464672
3.5583126162014946e-05	2.5322856721649782	6.330794337311063e-07	0.009960618429298353	1.2661428360824205e-06	0.09999873385716383	0.007144762429077613	0.0015117152137466578
3.558312616201511e-05	2.532285672165285	6.330794337311705e-07	0.009960618429298353	1.2661428360825501e-06	0.09999873385716383	0.007144762429077612	0.0015117152137468404
3.558312616201526e-05	2.532285672165578	6.330794337312317e-07	0.009960618429298353	1.2661428360826738e-06	0.09999873385716383	0.007144762429077611	0.0015117152137470145
3.55831261620154e-05	2.5322856721658566	6.330794337312902e-07	0.009960618429298351	1.2661428360827915e-06	0.09999873385716383	0.007144762429077611	0.0015117152137471797
3.558312616201554e-05	2.5322856721661213	6.330794337313455e-07	0.009960618429298351	1.2661428360829036e-06	0.09999873385716383	0.00714476242907761	0.001511715213747337
3.558312616201568e-05	2.532285672166372	6.33079433731398e-07	0.009960618429298351	1.2661428360830094e-06	0.09999873385716383	0.007144762429077609	0.001511715213747486
3.558312616201579e-05	2.5322856721666085	6.330794337314474e-07	0.00996061842929835	1.2661428360831092e-06	0.09999873385716383	0.007144762429077609	0.0015117152137476264
3.558312616201591e-05	2.532285672166831	6.33079433731494e-07	0.00996061842929835	1.2661428360832032e-06	0.09999873385716383	0.007144762429077608	0.0015117152137477585
3.5583126162016016e-05	2.5322856721670393	6.330794337315376e-07	0.00996061842929835	1.2661428360832913e-06	0.09999873385716383	0.007144762429077608	0.0015117152137478823
3.558312616201612e-05	2.5322856721672338	6.330794337315783e-07	0.00996061842929835	1.2661428360833732e-06	0.09999873385716383	0.007144762429077608	0.0015117152137479977
3.558312616201621e-05	2.5322856721674136	6.33079433731616e-07	0.00996061842929835	1.2661428360834495e-06	0.09999873385716383	0.0071447624290776075	0.0015117152137481043
3.55831261620163e-05	2.5322856721675797	6.330794337316507e-07	0.009960618429298348	1.2661428360835196e-06	0.09999873385716383	0.0071447624290776075	0.0015117152137482034
3.5583126162016375e-05	2.5322856721677316	6.330794337316826e-07	0.009960618429298348	1.266142836083584e-06	0.09999873385716383	0.007144762429077607	0.0015117152137482937
3.558312616201646e-05	2.5322856721678697	6.330794337317115e-07	0.009960618429298348	1.266142836083642e-06	0.09999873385716383	0.007144762429077607	0.0015117152137483752
3.558312616201652e-05	2.5322856721679936	6.330794337317374e-07	0.009960618429298348	1.2661428360836943e-06	0.09999873385716383	0.007144762429077607	0.001511715213748449
3.558312616201657e-05	2.5322856721681033	6.330794337317604e-07	0.009960618429298348	1.2661428360837409e-06	0.09999873385716383	0.007144762429077607	0.0015117152137485142
3.5583126162016626e-05	2.532285672168199	6.330794337317804e-07	0.009960618429298348	1.2661428360837813e-06	0.09999873385716383	0.007144762429077606	0.001511715213748571
3.558312616201666e-05	2.532285672168281	6.330794337317976e-07	0.009960618429298348	1.2661428360838156e-06	0.09999873385716383	0.007144762429077606	0.0015117152137486198
3.55831261620167e-05	2.5322856721683484	6.330794337318116e-07	0.009960618429298348	1.2661428360838444e-06	0.09999873385716383	0.007144762429077606	0.0015117152137486595
3.558312616201673e-05	2.5322856721684017	6.330794337318229e-07	0.009960618429298348	1.2661428360838668e-06	0.09999873385716383	0.007144762429077606	0.0015117152137486913
3.5583126162016755e-05	2.5322856721684412	6.33079433731831e-07	0.009960618429298346	1.2661428360838836e-06	0.09999873385716383	0.007144762429077606	0.0015117152137487148
3.558312616201676e-05	2.5322856721684666	6.330794337318364e-07	0.009960618429298346	1.2661428360838942e-06	0.09999873385716383	0.007144762429077606	0.0015117152137487302
3.558312616201677e-05	2.5322856721684777	6.330794337318386e-07	0.009960618429298346	1.266142836083899e-06	0.09999873385716383	0.007144762429077606	0.0015117152137487367
3.558312616201676e-05	2.532285672168475	6.330794337318381e-07	0.009960618429298346	1.2661428360838978e-06	0.09999873385716383	0.007144762429077606	0.001511715213748735
3.5583126162016755e-05	2.532285672168458	6.330794337318346e-07	0.009960618429298346	1.2661428360838906e-06	0.09999873385716383	0.007144762429077606	0.001511715213748725
3.558312616201674e-05	2.532285672168427	6.330794337318281e-07	0.009960618429298346	1.2661428360838776e-06	0.09999873385716383	0.007144762429077606	0.0015117152137487063
3.558312616201672e-05	2.5322856721683817	6.330794337318187e-07	0.009960618429298348	1.2661428360838584e-06	0.09999873385716383	0.007144762429077606	0.0015117152137486796
3.558312616201669e-05	2.532285672168323	6.330794337318064e-07	0.009960618429298348	1.2661428360838334e-06	0.09999873385716383	0.007144762429077606	0.0015117152137486443
3.558312616201665e-05	2.53228567216825	6.33079433731791e-07	0.009960618429298348	1.2661428360838025e-06	0.09999873385716383	0.007144762429077606	0.0015117152137486013
