HR	IP3	HRRH	R	E	GQ	H	CHO
0.0	0.0	0.0	0.01	0.0	0.1	1.0	0.0
0.0014270245286331128	3224.2965962078015	0.0008564540366866495	0.003497204634811928	0.0016814313815908275	0.09831856861840915	0.9934972046348108	0.31144751203000687
0.0014007889533415735	3770.1853354396267	0.00096448658850026	0.002885840462955794	0.0018921987033510548	0.09810780129664895	0.9928858404629537	0.26680498029218175
0.0013980854080284896	3826.240958394273	0.0009756115743673485	0.002822988634428987	0.0019138514044039134	0.09808614859559608	0.9928229886344265	0.2653810445589027
0.0013978071580615984	3832.007964813423	0.0009767564779026223	0.0028165214960838274	0.0019160791950246661	0.09808392080497537	0.9928165214960809	0.2653753237386204
0.0013977785242369396	3832.6014052778487	0.0009768742953281272	0.0028158560002207417	0.0019163084424430334	0.09808369155755695	0.9928158560002179	0.2653787973715834
0.0005858918754496445	1845.3818167645602	0.0004186079764959542	0.006908233788231452	0.0008343291916634948	0.09916567080833646	0.004092377788010715	0.23604452905520773
0.0002752828239825379	632.2582933466076	0.00013890331916581965	0.00888947918700913	0.000278715675338345	0.09972128432466162	0.0060736231867883905	0.1675213943042413
0.00011508009536525567	176.1160039697422	3.7828289191213346e-05	0.00965702340149911	7.611996237660287e-05	0.09992388003762337	0.006841167401278367	0.07814458004361237
5.652454436932175e-05	44.0596274282359	9.424946374855624e-06	0.009886671420196811	1.897707134208067e-05	0.09998102292865789	0.0070708154199760585	0.024294925706860274
4.0471324042355536e-05	11.903514331784558	2.6094788824447817e-06	0.009943812519738273	5.248599227238652e-06	0.09999475140077276	0.007127956519517528	0.006976030051672647
3.66778496143759e-05	4.612148096092674	1.071306626927242e-06	0.009956881080312594	2.149228409584628e-06	0.09999785077159036	0.007141025080091851	0.0027419958755418557
3.5825644548721474e-05	2.9920718486075306	7.299354945925427e-07	0.009959791837860606	1.4613233007380068e-06	0.09999853867669922	0.007143935837639867	0.001784564021622251
3.563671653017833e-05	2.6338384375419577	6.544709550594372e-07	0.00996043584090059	1.3092503295527794e-06	0.09999869074967037	0.007144579840679844	0.0015720221577576353
3.5594961560588584e-05	2.554711174916692	6.378031917222497e-07	0.009960578108055071	1.2756620004458787e-06	0.09999872433799951	0.007144722107834323	0.0015250346587801732
3.5585739674374965e-05	2.537237593651859	6.341225142863279e-07	0.009960609525654961	1.2682448210429442e-06	0.09999873175517897	0.007144753525434219	0.0015146564695192508
3.558370326658711e-05	2.533379128588561	6.333097611767105e-07	0.009960616463241876	1.2666069845864147e-06	0.09999873339301543	0.0071447604630211405	0.0015123646908678193
3.558325359517347e-05	2.5325271231157847	6.331302933472357e-07	0.009960617995164608	1.2662453267566225e-06	0.09999873375467322	0.007144761994943873	0.0015118586279064912
3.55831543012844e-05	2.532338988364202	6.330906643406678e-07	0.009960618333434727	1.2661654676482032e-06	0.09999873383453234	0.007144762333213993	0.0015117468818794783
3.558313237578205e-05	2.5322974455490503	6.330819136956024e-07	0.009960618408129559	1.2661478336275665e-06	0.09999873385216634	0.007144762407908826	0.001511722206764292
3.558312753424275e-05	2.5322882721602413	6.330799813983839e-07	0.0099606184246235	1.2661439397236794e-06	0.09999873385606024	0.007144762424402768	0.0015117167580616098
3.558312646513449e-05	2.532286246494161	6.3307955472062e-07	0.009960618428265693	1.2661430798606034e-06	0.09999873385692011	0.007144762428044959	0.0015117155548800287
3.5583126229028886e-05	2.5322857991380623	6.330794604776356e-07	0.00996061842907005	1.266142889979007e-06	0.09999873385710997	0.0071447624288493135	0.0015117152891646539
3.5583126176885876e-05	2.5322857003412977	6.330794396661632e-07	0.009960618429247689	1.2661428480427057e-06	0.09999873385715191	0.007144762429026953	0.001511715230482501
3.558312616531985e-05	2.532285678426873	6.330794350501181e-07	0.009960618429287095	1.266142838740464e-06	0.09999873385716118	0.007144762429066353	0.0015117152174660253
3.558312616279602e-05	2.5322856736448895	6.330794340428376e-07	0.009960618429295694	1.2661428367106121e-06	0.09999873385716322	0.007144762429074952	0.0015117152146256782
3.5583126162190945e-05	2.5322856724984506	6.330794338013501e-07	0.009960618429297753	1.2661428362239735e-06	0.09999873385716371	0.0071447624290770124	0.00151171521394473
3.55831261620905e-05	2.532285672308125	6.330794337612597e-07	0.009960618429298095	1.2661428361431848e-06	0.09999873385716379	0.007144762429077355	0.0015117152138316827
3.5583126162052574e-05	2.5322856722362865	6.330794337461274e-07	0.009960618429298225	1.2661428361126907e-06	0.09999873385716382	0.007144762429077484	0.0015117152137890128
3.558312616201608e-05	2.5322856721671148	6.330794337315572e-07	0.009960618429298351	1.266142836083329e-06	0.09999873385716383	0.007144762429077608	0.001511715213747927
3.55831261620203e-05	2.532285672175088	6.330794337332367e-07	0.009960618429298336	1.2661428360867133e-06	0.09999873385716382	0.0071447624290775944	0.0015117152137526628
3.5583126162041644e-05	2.5322856722155684	6.330794337417632e-07	0.009960618429298261	1.266142836103896e-06	0.09999873385716382	0.0071447624290775225	0.001511715213776707
3.558312616204008e-05	2.5322856722126077	6.330794337411396e-07	0.009960618429298266	1.266142836102639e-06	0.09999873385716382	0.007144762429077528	0.0015117152137749481
3.55831261620223e-05	2.5322856721788995	6.330794337340394e-07	0.009960618429298327	1.2661428360883311e-06	0.09999873385716382	0.007144762429077588	0.001511715213754927
3.558312616201233e-05	2.5322856721600138	6.330794337300613e-07	0.009960618429298362	1.2661428360803148e-06	0.09999873385716383	0.007144762429077622	0.0015117152137437092
3.558312616201351e-05	2.5322856721622435	6.33079433730531e-07	0.009960618429298358	1.2661428360812614e-06	0.09999873385716383	0.007144762429077619	0.0015117152137450337
3.558312616202106e-05	2.5322856721765477	6.330794337335437e-07	0.009960618429298332	1.2661428360873327e-06	0.09999873385716383	0.007144762429077593	0.0015117152137535297
3.558312616202136e-05	2.532285672177116	6.330794337336636e-07	0.009960618429298332	1.266142836087574e-06	0.09999873385716383	0.007144762429077591	0.0015117152137538673
3.5583126162023673e-05	2.532285672181503	6.330794337345876e-07	0.009960618429298324	1.266142836089436e-06	0.09999873385716383	0.007144762429077583	0.0015117152137564727
3.5583126162019865e-05	2.5322856721742806	6.330794337330663e-07	0.009960618429298336	1.2661428360863703e-06	0.09999873385716383	0.007144762429077595	0.0015117152137521836
3.5583126162017846e-05	2.5322856721704565	6.330794337322608e-07	0.009960618429298343	1.2661428360847471e-06	0.09999873385716383	0.007144762429077603	0.0015117152137499117
3.5583126162015535e-05	2.53228567216608	6.33079433731339e-07	0.009960618429298353	1.2661428360828894e-06	0.09999873385716383	0.00714476242907761	0.0015117152137473122
3.558312616201417e-05	2.532285672163513	6.330794337307983e-07	0.009960618429298358	1.2661428360817999e-06	0.09999873385716383	0.007144762429077615	0.0015117152137457878
3.558312616201256e-05	2.5322856721604508	6.330794337301533e-07	0.009960618429298362	1.2661428360805e-06	0.09999873385716383	0.0071447624290776205	0.0015117152137439688
3.558312616200831e-05	2.5322856721524283	6.330794337284634e-07	0.009960618429298377	1.266142836077095e-06	0.09999873385716383	0.007144762429077634	0.0015117152137392035
3.558312616200473e-05	2.5322856721456497	6.330794337270358e-07	0.00996061842929839	1.2661428360742179e-06	0.09999873385716383	0.0071447624290776465	0.0015117152137351774
3.558312616200231e-05	2.532285672141077	6.330794337260726e-07	0.009960618429298398	1.2661428360722771e-06	0.09999873385716383	0.007144762429077656	0.0015117152137324615
3.558312616200157e-05	2.532285672139671	6.330794337257765e-07	0.0099606184292984	1.2661428360716802e-06	0.09999873385716385	0.007144762429077658	0.0015117152137316262
3.558312616200301e-05	2.5322856721423945	6.3307943372635e-07	0.009960618429298395	1.2661428360728361e-06	0.09999873385716383	0.007144762429077653	0.001511715213733244
3.5583126162007146e-05	2.532285672150208	6.330794337279957e-07	0.009960618429298383	1.2661428360761523e-06	0.09999873385716383	0.007144762429077639	0.0015117152137378847
3.5583126162009694e-05	2.5322856721550226	6.3307943372901e-07	0.009960618429298372	1.2661428360781962e-06	0.09999873385716383	0.007144762429077631	0.0015117152137407448
3.5583126162009626e-05	2.532285672154882	6.330794337289803e-07	0.009960618429298372	1.2661428360781367e-06	0.09999873385716383	0.007144762429077631	0.001511715213740661
3.558312616200976e-05	2.5322856721551568	6.330794337290382e-07	0.009960618429298372	1.2661428360782531e-06	0.09999873385716383	0.00714476242907763	0.0015117152137408241
3.5583126162010155e-05	2.5322856721559037	6.330794337291956e-07	0.00996061842929837	1.2661428360785704e-06	0.09999873385716383	0.007144762429077629	0.001511715213741268
3.558312616201083e-05	2.5322856721571787	6.330794337294642e-07	0.009960618429298367	1.2661428360791116e-06	0.09999873385716383	0.0071447624290776265	0.0015117152137420254
3.558312616201181e-05	2.532285672159039	6.33079433729856e-07	0.009960618429298363	1.266142836079901e-06	0.09999873385716383	0.007144762429077623	0.0015117152137431302
3.558312616201313e-05	2.53228567216154	6.330794337303829e-07	0.009960618429298362	1.2661428360809628e-06	0.09999873385716383	0.007144762429077619	0.0015117152137446156
3.55831261620139e-05	2.532285672163017	6.33079433730694e-07	0.009960618429298358	1.2661428360815898e-06	0.09999873385716383	0.007144762429077617	0.001511715213745493
3.5583126162014424e-05	2.532285672164008	6.330794337309028e-07	0.009960618429298356	1.2661428360820106e-06	0.09999873385716383	0.007144762429077614	0.0015117152137460817
3.558312616201484e-05	2.5322856721647944	6.330794337310684e-07	0.009960618429298355	1.266142836082344e-06	0.09999873385716383	0.0071447624290776135	0.0015117152137465487
3.5583126162015115e-05	2.5322856721653135	6.330794337311777e-07	0.009960618429298353	1.2661428360825645e-06	0.09999873385716383	0.007144762429077613	0.0015117152137468569
3.558312616201522e-05	2.532285672165504	6.330794337312178e-07	0.009960618429298353	1.2661428360826454e-06	0.09999873385716383	0.007144762429077612	0.0015117152137469705
3.558312616201511e-05	2.5322856721653046	6.330794337311755e-07	0.009960618429298353	1.2661428360825603e-06	0.09999873385716383	0.007144762429077613	0.0015117152137468517
3.558312616201489e-05	2.5322856721648908	6.330794337310886e-07	0.009960618429298353	1.2661428360823845e-06	0.09999873385716383	0.007144762429077613	0.0015117152137466058
