Ca_D_Cytosol	Ca_Cytosol	IP3_Cytosol	PA_Cytosol	PA_D_Cytosol	IP3_D_Cytosol	CG_Cytosol	D28k_high_D_Cytosol	D28k_high_Cytosol	CGB_D_Cytosol	D28kB_D_Cytosol	D28k_Cytosol	PABMg_D_Cytosol	PABMg_Cytosol	PABCa_Cytosol	PABCa_D_Cytosol	D28kB_high_D_Cytosol	D28kB_high_Cytosol	D28k_D_Cytosol	CGB_Cytosol	CG_D_Cytosol	D28kB_Cytosol	h_D_ERM	h_ERM	Values[flux0_ar]	Values[flux1_ar]	Values[pulses_ar]
27.09	27.09	96.32	1928.1939600000003	1928.1939600000003	96.32	84566.35334	43952.64608	43952.64608	11753.6286	2510.04502	45649.95498	36404.27644	36404.27644	9827.53562	9827.53562	4207.35392	4207.35392	45649.95498	11753.6286	84566.35334	2510.04502	0.8	0.8	0.0	0.0	0.0
52.20849238895283	52.85442311691668	96.32	1681.1624218475938	1684.7974123819124	96.32	75854.2679047745	40621.68116602857	40568.257605662	20269.895050179744	4600.210843111723	43590.284141055236	31876.230594038316	31811.085636907304	14667.757961245105	14598.978013579777	7538.318833971167	7591.742394337712	43572.55906110271	20465.714035225978	76050.0868898207	4672.825581201817	0.7323632447549144	0.7110803192525071	0.0	0.0	3.9611139479825126
46.58972520240633	46.978298991597605	96.32	1700.372999980556	1703.5209016993103	96.32	77694.11260190244	41346.28552506094	41308.46952467507	18502.641502300718	4142.08282756682	44030.258190650085	32183.27709541794	32125.063262178403	14334.56975784106	14273.20802288276	6813.714474938856	6851.530475324727	44029.36256315783	18625.869338098117	77817.34043769981	4185.071656030317	0.7213907011533506	0.7104312726789831	0.0	0.0	1.2074676142699565
42.88192208207212	43.19053453616148	96.32000000000002	1736.0497984118263	1738.7021711605385	96.32000000000004	78925.35183893252	41837.320484528966	41806.67937230483	17293.683823358613	3837.97450563895	44332.808897323	32839.98985697122	32790.86252516293	13633.093696425263	13581.313991868268	6322.679515470871	6353.320627694983	44332.149618761476	17394.63010106807	79026.29811664199	3872.4346692349536	0.7261411541029015	0.7201382546950368	0.0	0.0	0.36807273374535515
39.997999013551144	40.246370243893146	96.32000000000005	1768.1161126704974	1770.32593260401	96.32000000000005	79909.40613474177	42215.379453406174	42190.24949147229	16327.325286423462	3598.829536982432	44570.61130864692	33434.318241565736	33393.381860179914	12998.508047149604	12955.361845830284	5944.620546593714	5969.750508527607	44570.08344068081	16410.57580525875	79992.65665357705	3626.774240129304	0.735868332687691	0.7323279617325901	0.0	0.0	0.11219972753363643
37.69491990506982	37.8962637939706	96.32000000000005	1795.0320597737802	1796.8705762851662	96.3200000000001	80712.65214520498	42520.20361400699	42499.507137464825	15538.497836352235	3406.0466678661983	44762.19973875707	33933.687281976105	33899.631153815426	12465.342806410836	12429.448161738776	5639.796385992936	5660.492862535097	44761.77065810099	15607.329794795487	80781.48410364821	3428.8402195913864	0.7466036451864508	0.744345779363289	0.0	0.0	0.03420187833671913
35.839383116496165	36.0035293990062	96.3200000000001	1817.3810176682734	1818.9111709339902	96.3200000000001	81371.3986835365	42768.55763706264	42751.465887522776	14891.560891348852	3249.528410234163	44917.6580276023	34348.39684573814	34320.055165185004	12022.569837146768	11992.698003327916	5391.442362937311	5408.534112477164	44917.306717422056	14948.583256463933	81428.42104865157	3268.2043312777896	0.7567927832787147	0.7552421480341018	0.0	0.0	0.01042576936213193
34.33673083717467	34.471205065505494	96.32000000000001	1835.8989926702411	1837.1735789275492	96.3200000000001	81912.6330746912	42971.63572158983	42957.486515417695	14360.019355400042	3121.9826450346077	45044.26719874199	34692.031069943834	34668.42512001351	11655.6819073163	11630.801371128673	5188.364278410131	5202.513484582284	45043.97813549209	14407.34886530917	81959.96258460033	3137.345318191375	0.7658816891043937	0.7647481803742593	0.0	0.0	0.0031780905633966936
33.115206607606325	33.22585775941261	96.3200000000001	1851.233307779096	1852.2962205589486	96.3200000000001	82357.83390466715	43138.0435430213	43126.3021765679	13922.784678902715	3017.7704958480745	45147.65505485171	34976.59058753125	34956.9067101248	11351.866002096152	11331.11921190986	5021.956456978689	5033.6978234320895	45147.416304237144	13962.148035333257	82397.19726109767	3030.453925942046	0.7737442566990387	0.7728753974518129	0.0	0.0	0.0009687783489472611
32.11919928262965	32.21062324770608	96.32000000000012	1863.9272350145989	1864.8148921681707	96.32000000000012	82724.36645675931	43274.619084286394	43264.85164762357	13562.805938914235	2932.4443065044247	45232.25829870561	35212.154292737214	35195.71749682298	11100.361288162485	11083.036835094677	4885.380915713612	4895.148352376422	45232.06051113782	13595.615483241012	82757.17600108607	2942.952577756795	0.7804332540132947	0.7797446365190354	0.0	0.0	0.0002953130097041332
31.305075963827058	31.380915844447145	96.32000000000012	1874.4329131544669	1875.1755062355717	96.32000000000012	83026.34816885041	43386.85322533636	43378.70639920916	13266.220612234723	2862.4622913131507	45301.6081664265	35407.111530247705	35393.36229586142	10892.210810984177	10877.718983516788	4773.146774663639	4781.29360079085	45301.44392166566	13293.633771149909	83053.76132776558	2871.1989517011325	0.7860689406215278	0.7855108083804918	0.0	0.0	9.002035790259075e-05
30.63828767518498	30.7014522419097	96.32000000000014	1883.1258587775	1883.7484048770843	96.32000000000012	83275.29313388182	43479.18018617653	43472.36550101004	13021.722065393047	2804.985098397545	45358.53406719673	35568.43021698395	35556.90496578995	10719.97519543262	10707.827398139038	4680.819813823493	4687.634498989973	45358.39741578746	13044.688806118455	83298.25987460723	2812.2750257734224	0.7907892245076802	0.7903301171171633	0.0	0.0	2.7440934095756214e-05
30.09127519121979	30.144100817822537	96.32000000000015	1890.3176697517338	1890.8408900630225	96.32000000000012	83480.61487590538	43555.19575066303	43549.477169219695	12820.066076527917	2757.7243473188023	45405.3151632496	35701.892347785666	35692.20713748268	10577.481212765664	10567.272782151385	4604.804249336984	4610.522830780322	45405.201295202336	12839.367064094908	83499.91586347236	2763.8302941437305	0.7947280043401226	0.7943465900250924	0.0	0.0	8.364828596465341e-06
29.6419202632796	29.68629287424569	96.32000000000012	1896.2667437070386	1896.7077955191376	96.32000000000012	83650.02454964761	43617.82554694791	43613.00958812341	12653.679962002028	2718.827630151468	45443.79542296314	35812.2928161555	35804.129760523836	10459.609515769207	10451.005408325449	4542.1744530521155	4546.99041187661	45443.70042300227	12669.957390352653	83666.30197799823	2723.9629128290458	0.7980065587417221	0.7976874545184934	0.0	0.0	2.549853339688805e-06
29.272381333814298	29.309829504066936	96.32000000000001	1901.1872514198249	1901.5603371401587	96.32000000000012	83789.84885766219	43669.456482763366	43665.38431519585	12516.350481700953	2686.7900217911547	45475.472120891456	35903.605886924706	35896.70186084492	10362.116907735332	10354.839795935211	4490.543517236674	4494.615684804184	45475.392784260344	12530.133082338081	83803.63145829932	2691.1283661545726	0.8007309553956786	0.8004625176816095	0.0	0.0	7.772725978712274e-07
