NADH	ATP	OAH	O2	AcCoA	H2S	APS	ATP_mit	EtOH	CYS	SO4	S1	PAPS	ADP	NAD	S2	ADP_mit
2.0	1.5	1.5	7.000000000000001	0.3	0.5	0.5	1.5	4.0	0.3	0.4000000000000001	1.5	0.4000000000000001	0.5	0.0	0.5	0.5
1.9565908270100019	1.4845005319959614	1.4296670671721545	7.259452631475566	0.29791912712126584	0.5659160533983675	0.4613553141774457	1.4762191503136795	5.443773677770852	0.3391803547979996	0.30951291075714155	1.7080783924076306	0.3904252055392343	0.5154994680040388	0.043409172989998364	0.2919216075923697	0.5237808496863205
1.9715308867877277	1.435012258386831	1.413256044716595	7.4148955502936476	0.2965247295058916	0.6191786067107946	0.41321159066681734	1.2931353371689809	7.242108057279336	0.38041649189113136	0.23933500632994303	1.803268555325345	0.36882190656538094	0.564987741613169	0.028469113212272305	0.19673144467465534	0.7068646628310192
1.9797583856631003	1.3763776080594756	1.3926333066348406	7.507879019693478	0.2927076079325834	0.6566224241493146	0.36349843924139347	1.1185226109186905	9.280948946164093	0.4219555049629518	0.1860341607724386	1.8574263940342204	0.3381169172476017	0.6236223919405246	0.020241614336899975	0.14257360596577986	0.8814773890813096
1.9843055191154562	1.3266564274837631	1.3789874655228107	7.555366783842173	0.2938689261327311	0.6778095755081566	0.3163339311855018	0.9976705200312628	11.451115058840758	0.46147362825695726	0.1456826208545114	1.8902600687273607	0.30273420061289913	0.6733435725162369	0.015694480884543838	0.10973993127263948	1.0023294799687372
1.98672533838483	1.305583133938121	1.3935514156228086	7.568256552258633	0.30489860266813246	0.6829679410841996	0.2730416792061474	0.9542967312457251	13.65446667218932	0.49815245194527635	0.11467569253500183	1.9112428891841708	0.26697916055597487	0.6944168660618794	0.013274661615169993	0.08875711081582939	1.0457032687542749
1.9877413052189499	1.3229636199723955	1.457955164456875	7.549875943446262	0.33063529214554765	0.6723533709400172	0.23346010542574563	0.9950621341275899	15.790282973471502	0.5327380445891091	0.09021097266787419	1.925183679032144	0.2338783558982908	0.6770363800276046	0.01225869478105035	0.0748163209678563	1.0049378658724102
1.987592328539667	1.3748581755179552	1.5981517213552554	7.4957765996121015	0.37820762896209204	0.6458116643209503	0.19710627765822172	1.1216796520841488	17.736224348393733	0.5671359651411784	0.07044022231204804	1.93454084252139	0.20471022870638536	0.6251418244820448	0.01240767146033295	0.06545915747861031	0.8783203479158513
1.9861238228348743	1.443198417155413	1.8546486758700491	7.391148253720155	0.460235039136686	0.6023369391482691	0.16385031174568282	1.3194650694447372	19.318017757163325	0.6040552359884296	0.05432768549862224	1.940518920247656	0.1792593406557008	0.5568015828445873	0.01387617716512568	0.059481079752343964	0.6805349305552629
1.982688269592749	1.503016410638481	2.298114720853061	7.206011932710455	0.5986384486999263	0.5398687555880108	0.13406446187380727	1.5327441083069044	20.259932613468056	0.6466634640450939	0.041356920251081494	1.9435402872614145	0.15650323070608613	0.49698358936151915	0.017311730407251202	0.05645971273858552	0.46725589169309584
