cytosolic free ca concentration	ER ca concentration	Values[V]	Values[n]	Values[a]	Values[nIR]	Values[rIR]	Values[alphaIRn]	Values[betaIRn]	Values[nIRinf]	Values[tauIRn]	Values[alphaIRr]	Values[betaIRr]	Values[rIRinf]	Values[tauIRr]	Values[calcium current]	Values[delayed rectifier k current]	Values[ca dependent k current]	Values[nucleotide sensitive k current]	Values[erg like k current]	Values[minf]	Values[ninf]	Values[ainf]	Values[w]	Values[jmem]	Values[jserca]	Values[jleak]	Values[jip3]	Values[oinf]	Values[jer]
0.1	100.0	-60.0	0.01	0.46	0.008	0.282	0.0010915591485846812	3.0202755274779672e-05	0.9730756097431495	891.4547700001804	0.033376080985809645	0.14288611902336498	0.1893547282631919	5.673366155352361	-3788.9715232832286	210.0	55.32786885245904	3450.0	0.16919999999999996	0.03444519566621117	0.0001507103580597574	0.401312339887548	0.004098360655737707	-0.0029496281452254733	0.04000000000000001	0.04995	0.0	0.0	0.009949999999999994
0.10006988183835629	99.99950320630295	-59.98492929047824	0.009403275258726598	0.45999980465479523	0.009081116160195524	0.26702098395587637	0.0010897729779884926	3.0234634473903543e-05	0.9730049741292105	892.8510742899746	0.03335598936426199	0.14289122361467108	0.18925683306123572	5.67384858516617	-3793.049099169989	197.66718007522695	55.57644610855337	3453.464796628973	0.18204636388082937	0.03448698947791536	0.00015116523698715606	0.4014802500865725	0.0041126417571994475	-0.0029452554214063065	0.040027952735342515	0.0499497166622323	0.0	0.0	0.009921763926889787
0.10013954014699124	99.99900782210388	-59.96752967927582	0.00884273402161425	0.45999960986906463	0.010159116651259067	0.254446482551145	0.0010877143779100813	3.0271481870840253e-05	0.9729231979045135	894.4656958326451	0.03333280797660749	0.14289711269795333	0.18914386302291036	5.674405323297364	-3797.761910858356	186.09939142756386	55.8339751545547	3457.4652414507077	0.19429103335141304	0.03453530257462964	0.00015169211667919485	0.40164764620557664	0.0041269165245715125	-0.0029379794305356456	0.040055816058796496	0.04994943414097844	0.0	0.0	0.009893618082181942
0.10020900406417386	99.9985138431858	-59.94792376063193	0.008316188309883829	0.45999941564121	0.011233747601464469	0.24388535480041182	0.0010853993453863516	3.0313055407128104e-05	0.9728307623133257	896.2883259958512	0.033306706422135825	0.14290374297412312	0.18901663627924978	5.67503234584697	-3803.0789002723764	175.24626064583805	56.10016571034331	3461.973137148127	0.20619436744189998	0.034589820072929024	0.00015228800628887073	0.40181459802430525	0.004141190654675687	-0.002927945761609079	0.04008360162566955	0.04994915241956081	0.0	0.0	0.009865550793891266
0.10027830121626487	99.99802126589998	-59.92622545974932	0.007821582536171105	0.4599992219698599	0.012304771565330922	0.2350098119350799	0.001082842921657499	3.0359132316725168e-05	0.9727281024964511	898.3095175129408	0.033277843058654805	0.14291107398945202	0.18887591578514887	5.675725901232249	-3808.971470658678	165.06108037748749	56.37475064399505	3466.962280332198	0.21794733856229512	0.03465025251916227	0.00015295021925400748	0.40198117172743797	0.004155469597837004	-0.002915288625288927	0.04011132048650595	0.04994887148234185	0.0	0.0	0.0098375509958359
0.10034745783300492	99.99753008713677	-59.90254060496384	0.0073569855007261185	0.4599990288538576	0.01337196651170435	0.22754517663027574	0.0010800592378031658	3.04095076796699e-05	0.9726156113772948	900.5206171428053	0.03324636567540383	0.14291906796767465	0.1887224127223671	5.676482493302624	-3815.4133026963254	155.5005058139153	56.65748472826566	3472.4083299385916	0.229687197545876	0.03471633396001766	0.00015367634712431835	0.4021474301789091	0.004169758577385681	-0.0029001317044675193	0.040138983133201966	0.04994859131465188	0.0	0.0	0.009809608181449915
0.1004164988542517	99.99704030429885	-59.876967456975734	0.006920582871265042	0.459998836292251	0.014435124862556605	0.2212612941699481	0.0010770615593467471	3.0463993111670058e-05	0.9724936431091382	902.9137050429775	0.03321241212538887	0.14292768965183378	0.1885567896820853	5.677298865563128	-3822.380187757821	146.52427997037256	56.9481434823101	3478.288685500502	0.24150987000726531	0.03478782019766374	0.00015446423647278622	0.4023134331759551	0.0041840626078353226	-0.002882588925940146	0.04016659954170068	0.049948311902722295	0.0	0.0	0.009781712361021613
0.10048544802894875	99.99655191527623	-59.84959719847231	0.0065106701171543276	0.45999864428428244	0.015494052581074983	0.21596533011346272	0.0010738623296412864	3.0522415575782896e-05	0.9723625161358204	905.4815401343196	0.03317611091914247	0.14293690615544105	0.1883796636400389	5.678171986438129	-3829.849876589129	138.09498469586055	57.246522094023085	3484.5823745317657	0.25347973639880605	0.03486448721035812	0.0001553119685134889	0.40247923768474503	0.004198386511857158	-0.002862765161138668	0.0401941792115795	0.049948033233623644	0.0	0.0	0.009753854022044144
0.10055432800702999	99.99606491842339	-59.82051438720347	0.006125645870513436	0.4599984528293796	0.016548568307475735	0.21149573082973303	0.0010704732118962993	3.058461630393799e-05	0.9722225159109664	908.2175108228203	0.03313758178189671	0.1429466868225203	0.18819160873673568	5.6790990355109745	-3837.801941873192	130.17781470476328	57.55243441855387	3491.2699483161164	0.265637320870242	0.034946129721646804	0.00015621784110092293	0.40264489805925985	0.004212734936158861	-0.0028407568629766344	0.040221731202812	0.049947755295208174	0.0	0.0	0.009726024092396174
0.10062316042489405	99.99557931253814	-59.78979737531693	0.00576400568852801	0.4599982619271476	0.01759850254085833	0.20771715972084792	0.0010669051297426714	3.065044981746121e-05	0.9720738973148448	911.1155905205002	0.033096936176111674	0.14295700309610038	0.1879931588746655	5.680077390678629	-3846.217653316037	122.74037223327164	57.86571204875783	3498.3333854569755	0.2780053122295767	0.03503255990324605	0.00015718035283112874	0.40281046624492517	0.004227112366366035	-0.0028166526450566463	0.040249264169957624	0.04994747807605663	0.0	0.0	0.009698213906099006
