free_BoNT/A	transloc_BoNT/A	bound_BoNT/A	lytic_BoNT/A	bulk_BoNT/A	tot_free_BoNT/A	Values[tension]
0.0022575967053163927	0.00197210982575398	0.000842062010814001	0.0003136776667242425	0.9946145537913912	0.9968721504967076	0.9996863223332758
0.0022753180948831544	0.0020654423769703566	0.0008539454756300351	0.0003399212553394978	0.9944653727971767	0.9967406908920599	0.9996600787446605
0.002292019144148321	0.0021591894210117057	0.0008651962925227312	0.000367380963883784	0.9943162141784332	0.9966082333225815	0.9996326190361162
0.00230775735275205	0.002253259067976892	0.0008758440698972522	0.00039606157756898544	0.9941670779318046	0.9964748352845566	0.999603938422431
0.0023225869801250364	0.0023475647007044167	0.0008859175436190548	0.0004259667216160137	0.9940179640539352	0.9963405510340602	0.999574033278384
0.0023365592279261656	0.0024420247808306797	0.0008954445213190889	0.00045709892845369584	0.99386887254147	0.9962054317693962	0.9995429010715463
0.0023497224130641058	0.0025365626529010137	0.0009044518405600481	0.000489459702419897	0.9937198033910547	0.9960695258041188	0.9995105402975801
0.0023621221292715326	0.0026311063392074527	0.0009129653501305534	0.0005230495820553427	0.9935707565993348	0.9959328787286064	0.9994769504179447
0.0023738014014964997	0.0027255883446497585	0.0009210098914571772	0.0005578681994391967	0.993421732162957	0.9957955335644535	0.9994421318005609
0.0023848008303780878	0.0028199454563373823	0.000928609297526485	0.0005939143371894126	0.9932727300785683	0.9956575309089464	0.9994060856628106
0.0023951587276460663	0.0029141185408059537	0.0009357864056330714	0.0006311859830985438	0.993123750342816	0.995518909070462	0.9993688140169015
0.002404911244021091	0.0030080523618063212	0.0009425630610578481	0.0006696803807662168	0.9929747929523481	0.9953797041963692	0.9993303196192338
0.0024140924993158986	0.003101695387049233	0.0009489601279589302	0.0007093940818623752	0.9928258579038133	0.9952399504031292	0.9992906059181377
0.0024227346861634136	0.0031949996073400125	0.0009549975228629315	0.0007503229897731934	0.9926769451938601	0.9950996798800235	0.9992496770102268
0.0024308681855073574	0.003287920357264652	0.000960694231643343	0.000792462406446005	0.9925280548191383	0.9949589230046456	0.999207537593554
0.00243852166602966	0.0033804161438389536	0.0009660683398787692	0.0008358070739545045	0.9923791867762978	0.9948177084423274	0.9991641929260455
0.0024457221786943722	0.0034724484807503557	0.0009711370644003839	0.0008803512141655618	0.9922303410619889	0.9946760632406833	0.9991196487858345
0.0024524952530665745	0.003563981729707788	0.0009759167760932114	0.0009260885682691695	0.9920815176728629	0.9945340129259295	0.9990739114317309
0.00245886497665093	0.003654982953474661	0.0009804230338779077	0.0009730124304251259	0.991932716605571	0.994391581582222	0.9990269875695749
0.002464854083747643	0.0037454217604319198	0.0009846706141616772	0.0010211156848930994	0.9917839378567653	0.994248791940513	0.998978884315107
0.002470484022920628	0.003835270173362679	0.0009886735457257088	0.0010703908348923955	0.9916351814230983	0.9941056654460189	0.9989296091651076
0.0024757750373499616	0.003924502487522626	0.000992445137807169	0.0011208300360971012	0.9914864473012228	0.9939622223385728	0.9988791699639029
0.002480746224978856	0.004013095151643909	0.0009959980132602485	0.001172425122324186	0.9913377354877925	0.9938184817127713	0.9988275748776758
0.0024854156213486296	0.004101026620872624	0.0009993441381234672	0.001225167640193731	0.9911890459794612	0.9936744616008099	0.9987748323598062
0.002489800226132507	0.004188277289512358	0.0010024948508388493	0.001279048860632411	0.9910403787728835	0.9935301789990161	0.9987209511393675
0.002493916097459535	0.004274829325229045	0.0010054608941216258	0.0013340598184750307	0.9908917338647145	0.993385649962174	0.998665940181525
0.0024977783763797585	0.004360666610815593	0.0010082524385938295	0.0013901913226011123	0.9907431112516094	0.9932408896279892	0.9986098086773989
0.002501401358878069	0.004445774609791527	0.0010108791147300452	0.0014474339863756644	0.9905945109302244	0.9930959122891025	0.9985525660136243
0.002504798532617314	0.004530140291259458	0.0010133500361049431	0.0015057782428020655	0.9904459328972159	0.9929507314298333	0.9984942217571979
0.0025079826226122267	0.004613752039120539	0.0010156738254283614	0.0015652143635975953	0.9902973771492409	0.9928053597718531	0.9984347856364024
0.0025109656441775472	0.004696599549616693	0.0010178586418644563	0.0016257324813839379	0.9901488436829571	0.9926598093271346	0.998374267518616
0.0025137589250441273	0.0047786737819704925	0.0010199121995462359	0.0016873225984166689	0.9900003324950222	0.9925140914200663	0.9983126774015834
0.0025163731656792634	0.004859966842910315	0.0010218417973051428	0.001749974612010169	0.9898518435820948	0.992368216747774	0.9982500253879898
0.0025188184539494353	0.0049404719536086565	0.0010236543318695231	0.0018136783197381197	0.989703376940834	0.9922221953947834	0.9981863216802619
0.0025211043162662442	0.005020183348975434	0.0010253563259183217	0.0018784234409405566	0.9895549325678992	0.9920760368841655	0.9981215765590594
0.0025232397351702845	0.0050990962405387365	0.0010269539411952562	0.001944199623145076	0.9894065104599504	0.9919297501951208	0.9980558003768549
0.0025252331896248245	0.0051772067359449545	0.0010284530020699548	0.00201099645871189	0.9892581106136481	0.9917833438032729	0.9979890035412881
0.002527092691789703	0.0052545117651788915	0.001029859017483313	0.002078803499894456	0.9891097330256534	0.9916368257174432	0.9979211965001056
0.0025288258011753042	0.0053310090505101475	0.0010311771919847468	0.00214761026370187	0.9889613776926277	0.991490203493803	0.9978523897362981
0.0025304396407557148	0.0054066970725194195	0.0010324124378414418	0.0022174062376501573	0.9888130446112331	0.9913434842519888	0.9977825937623498
0.0025319409262282346	0.005481575009895811	0.001033569394274624	0.002288180891469183	0.9886647337781319	0.9911966747043601	0.9977118191085308
0.0025333359883810036	0.005555642694910028	0.0010346524411330303	0.0023599236855883577	0.9885164451899874	0.9910497811783684	0.9976400763144117
0.0025346308310084604	0.00562890050457316	0.0010356657255443842	0.0024326240954109252	0.988368178843463	0.9909028096744714	0.9975673759045891
0.0025358311044445616	0.005701349403821165	0.0010366131583824597	0.0025062715981291864	0.9882199347352225	0.9907557658396671	0.9974937284018708
0.002536942134222022	0.005772990889876788	0.0010374984299826335	0.002580855683987801	0.9880717128619305	0.9906086549961526	0.9974191443160122
0.002537968956744901	0.005843826922940838	0.0010383250292849398	0.002656365870776854	0.9879235132202523	0.9904614821769971	0.9973436341292231
0.002538916323075459	0.0059138599167485005	0.0010390962493780065	0.002732791703944767	0.9877753358068531	0.9903142521299285	0.9972672082960552
0.0025397887129210888	0.005983092710193632	0.0010398151971764786	0.0028101227613096377	0.9876271806183989	0.99016696933132	0.9971898772386903
0.0025405903550709797	0.0060515285238683806	0.0010404848085186734	0.0028883486609853006	0.9874790476515565	0.9900196380066274	0.9971116513390147
0.002541325240495669	0.0061191709331864805	0.0010411078575873571	0.002967459065737711	0.9873309369029926	0.9898722621434882	0.9970325409342623
0.0025419971319441776	0.00618602384976495	0.0010416869633039607	0.0030474436856118914	0.9871828483693749	0.989724845501319	0.9969525563143881
0.0025426095800304225	0.006252091490871328	0.0010422245982096587	0.003128292283517201	0.9870347820473712	0.9895773916274015	0.9968717077164828
0.002543165940163552	0.006317378350861473	0.0010427230944281384	0.0032099946808964402	0.9868867379336502	0.9894299038738138	0.9967900053191036
0.0025436693761894313	0.006381889187771822	0.001043184652927119	0.00329254075823058	0.9867387160248808	0.9892823854010703	0.9967074592417694
0.0025441228738027895	0.0064456289989812095	0.0010436113501392967	0.0033759204593438526	0.9865907163177327	0.9891348391915354	0.9966240795406561
0.002544529249847361	0.006508602999030094	0.001044005147833634	0.0034601237944130963	0.9864427388088756	0.988987268058723	0.9965398762055869
0.0025448911640208907	0.006570816600179695	0.0010443678975301047	0.003545140843288869	0.9862947834949802	0.9888396746590011	0.9964548591567112
0.002545211123441489	0.0066322754032289875	0.001044701344543693	0.003630961756068093	0.9861468503727175	0.9886920614961591	0.9963690382439319
0.0025454914961272083	0.006692985167505539	0.0010450071396331945	0.0037175767579748476	0.985998939438759	0.9885444309348863	0.9962824232420252
0.0025457345164165554	0.006752951801370852	0.001045286842291068	0.003804976150144663	0.9858510506897766	0.9883967852061932	0.9961950238498554
0.0025459422911141044	0.006812181351078607	0.0010455419245940446	0.0038931503107700488	0.9857031841224431	0.9882491264135572	0.9961068496892299
0.0025461168092424874	0.00687067998660265	0.0010457737730941025	0.003982089697629547	0.985555339733431	0.9881014565426735	0.9960179103023704
0.002546259948451445	0.006928453986782075	0.001045983695738275	0.004071784849613788	0.9854075175194142	0.9879537774678657	0.9959282151503862
0.0025463734816504853	0.006985509725565553	0.0010461729274578687	0.004162226388259288	0.9852597174770666	0.9878060909587171	0.9958377736117408
0.002546459078955022	0.0070418536672036	0.0010463426333131673	0.004253405017465331	0.9851119396030626	0.9876583986820177	0.9957465949825347
