free_BoNT/A	transloc_BoNT/A	bound_BoNT/A	lytic_BoNT/A	bulk_BoNT/A	tot_free_BoNT/A	Values[tension]
0.0	0.0	0.0	0.0	1.0	1.0	1.0
0.0001457218227432657	1.9383110773753126e-07	4.072457414355009e-06	6.392969076774194e-10	0.9998500112494376	0.9999957330721809	0.999999999360703
0.00028321039640422395	1.472700815066931e-06	1.5262132806493556e-05	9.774473665124357e-09	0.9997000449955004	0.9999832553919046	0.9999999902255263
0.00041292962601982265	4.72083881372779e-06	3.2200813944906304e-05	4.74864071218686e-08	0.9995501012348142	0.999963030860834	0.9999999525135929
0.0005353173260106045	1.0634355842669882e-05	5.3724274783983507e-05	1.440793571298198e-07	0.9994001799640054	0.9999354972900161	0.9999998559206429
0.0006507866118345964	1.9749467542281383e-05	7.884486306895081e-05	3.3787785327666e-07	0.9992502811797007	0.9999010677915353	0.9999996621221467
0.0007597273619791865	3.246884538182221e-05	0.0001067257002121147	6.732138993307921e-07	0.9991004048785274	0.9998601322405065	0.9999993267861007
0.0008625074538598078	4.908144067571785e-05	0.0001366610970889418	1.1989512621839227e-06	0.9989505510571133	0.9998130585109731	0.9999988010487378
0.0009594740451206727	6.978192225899223e-05	0.00016805726238277764	1.967058150964938e-06	0.9988007197120865	0.9997601937572071	0.9999980329418491
0.001050954730195095	9.468616745668413e-05	0.00020041675427802808	3.031507994121228e-06	0.9986509108400761	0.9997018655702712	0.9999969684920059
0.0011372586429460657	0.00012384480763751	0.000233324767676191	4.4473440291460676e-06	0.998501124437711	0.9996383830806571	0.9999955526559708
0.001218677499934831	0.00015725488263586398	0.00026643721464310967	6.2699011647506375e-06	0.9983513605016214	0.9995700380015563	0.9999937300988353
0.0012954865757447377	0.00019486950251251076	0.0002994707012958604	8.554192009435395e-06	0.9982016190284374	0.9994971056041821	0.9999914458079906
0.001367945635233946	0.0002366064848295874	0.00033219349018158016	1.13543749649494e-05	0.9980519000147899	0.9994198456500238	0.9999886456250351
0.0014362998055780704	0.0002823554323759169	0.00036441795595113056	1.4723348784671695e-05	0.9979022034573102	0.9993385032628882	0.9999852766512153
0.0015007804007584117	0.00033198377466551	0.0003959940429526981	1.871242899327636e-05	0.9977525293526301	0.9992533097533886	0.9999812875710067
0.0015616057002249234	0.00038534194185768335	0.00042680356941718404	2.3371091118259212e-05	0.997602877697382	0.9991644833976069	0.9999766289088817
0.0016189816836369012	0.00044226769798661153	0.0004567553513739618	2.8746778803939523e-05	0.9974532484881986	0.9990722301718356	0.9999712532211961
0.0016731027231604006	0.0005025897484185783	0.00048578104006830226	3.488476663936384e-05	0.9973036417217134	0.9989767444448737	0.9999651152333606
0.0017241522384617044	0.0005661308385228742	0.0005138314692779848	4.1828059177331174e-05	0.9971540573945601	0.9988782096330218	0.9999581719408227
0.0017723033129080504	0.0006327102623318508	0.0005408735881832554	4.9617333203654666e-05	0.9970044955033731	0.9987767988162811	0.9999503826667964
0.0018177192774308404	0.0007021460225251833	0.000566887752388003	5.8290902868510166e-05	0.9968549560447874	0.9986726753222182	0.9999417090971315
0.0018605542588833815	0.0007742565113837728	0.0005918654955103493	6.788471878420581e-05	0.9967054390154382	0.9985659932743216	0.9999321152812158
0.0019009536987537087	0.0008488619352851963	0.0006158075717399864	7.843238225957073e-05	0.9965559444119615	0.9984568981107153	0.9999215676177404
0.0019390548435424051	0.0009257854990936649	0.0006387222528294117	8.996517354094176e-05	0.9964064722309934	0.9983455270745358	0.999910034826459
0.001974987205471594	0.0010048542823608406	0.0006606239430441538	0.00010251209995212921	0.9962570224691711	0.9982320096746428	0.9998974879000478
0.002008872998664392	0.0010858999709121122	0.0006815319569568266	0.00011609995033463327	0.9961075951231319	0.9981164681217962	0.9998839000496653
0.0020408275509156662	0.0011687594231378003	0.0007014694787033551	0.0001307533577294559	0.9959581901895136	0.9979990177404292	0.9998692466422705
0.002070959691094282	0.0012532750677592766	0.0007204627055817929	0.0001464948706099188	0.9958088076649546	0.9978797673560489	0.9998535051293901
0.0020993721151467575	0.0013392951994943	0.0007385401118671491	0.00016334502739784188	0.9956594475460938	0.9977588196612406	0.9998366549726022
0.002126161732683289	0.0014266741928642347	0.0007557318119138372	0.0001813224329678544	0.9955101098295707	0.997636271562254	0.9998186775670321
0.0021514199918400635	0.001515272599895475	0.0007720690566068877	0.00020044383963244234	0.995360794512025	0.9975122145038651	0.9997995561603675
0.002175233188470877	0.0016049572156394453	0.0007875837791770286	0.00022072422661525284	0.9952115015900973	0.9973867347785682	0.9997792757733848
0.002197682754839572	0.0016956010445122458	0.0008023082574220068	0.00024217688279768614	0.9950622310604283	0.9972599138152679	0.9997578231172023
0.002218845534954072	0.0017870832638301813	0.0008162747956441319	0.0002648134859117915	0.9949129829196597	0.9971318284546138	0.9997351865140882
0.0022387940426930627	0.001879289124345471	0.0008295154859086776	0.0002886441826194742	0.9947637571644331	0.9970025512071262	0.9997113558173806
