pSmad2_n	SnoN_n	Arkadia_n	pSmad3_n	TGF_RII	Ski_n	Smurf2_n	pSmad2_c	pSmad3_c	freePromoters	Smad3_n	Smad2_n	Smad2_c	Smad3_c	TGF_RI	pSmad2_Smad4_n	pSmad3_Smad4_n	SARA	Smad4_n	Ski_c	Rec_active	Smad7_c	Smad4_c	Smurf1_c	SnoN_c	Arkadia_c	Smurf2_c	Smad7_n	Smad7_Smurf2_c	Smad7_Smurf1_c	Smad4_Ski_n	pSmad3_Smad4_SnoN_n	pSmad2_Smad4_SnoN_n	Smurf1_n	pSmad3_Smad4_Ski_n	pSmad2_Smad4_c	pSmad3_Smad4_c	Smad2_SARA	Smad4_Smad2_n	pSmad3_SnoN_n	Smad4_Smad3_n	inactivePromoters	Smad7_Smurf2_n	Smad3_SARA	TGFbeta_TGF_RII	Smad2_Ski_c	Smad7_Smurf1_n	Smad3_Ski_c	Smad4_SnoN_n	Rec_Smad7	pSmad2_Smad4_Ski_n	pSmad2_SnoN_n	geneProduct	Values[allSnoN]	Values[allSmad7]	Values[allSmurf2]	Values[allSmad2]	Values[allSmad4]	Values[allPSmad3]	Values[allSmad3]	Values[allSmad4cyt]	Values[allSmad4nuc]
2.8041089278879796e-06	2.2648152771725294e-05	4.267088011658668e-05	3.6057213153360425e-06	0.012654781889214458	2.202531326471707e-05	0.00180750325863543	1.2147022041354846e-06	1.5598075700239363e-06	0.09999998005082261	0.04133319773430836	0.022102040609461332	0.058036725673830315	0.15427558110490294	0.10914051095764436	7.796550262742319e-09	7.827398909351829e-09	0.00044140648443284294	0.02909660552526475	6.547753240690967e-05	3.2547700699718345e-08	0.0006140830376616991	0.049479989348504304	3.960292102805684e-05	6.785475369703281e-05	9.719266770755892e-05	0.00033782800653592873	2.5432669424774236e-05	2.3790473185614405e-07	1.0533315509842601e-07	1.7588138185804197e-06	1.4280943707806728e-09	1.4280943707726003e-09	0.0007950611473231947	1.4280943706357251e-09	5.116335658240869e-11	8.557153672123188e-11	9.749856023563584e-05	6.865125100929006e-10	1.696608017794417e-31	6.877449595383067e-10	1.422928873268739e-08	9.2856633912399e-08	0.00026843714700187124	4.986482913272062e-05	1.468299618624779e-06	4.0871921334341297e-08	4.044385835365757e-06	1.8330705733295455e-06	2.4177495887446124e-10	1.4280943706280793e-09	8.497701167833692e-32	9.043261977413808e-10	9.416904761541721e-05	0.0006398467102272007	0.002145662026537127	0.0802402936169798	0.0785802081773856	5.176298044547467e-06	0.195886437357838	0.0494799894852392	0.029100229375734064
4.8002958928534055e-06	2.4239792413847575e-05	4.808635810692092e-05	6.1164764304249014e-06	0.013719291458046375	2.352124872894048e-05	0.0019865496298574264	2.0622742830033493e-06	2.6246185594193714e-06	0.0999999740027269	0.04309477887283965	0.02365430927837297	0.06022590970428127	0.15805440470386542	0.11847846399302918	1.2437197472900092e-08	1.2543198455353549e-08	0.0004551425827397487	0.03221220453992872	6.717275638008148e-05	5.436596409429422e-08	0.0006473795572405143	0.05178159946745219	4.072953243461033e-05	6.97042379588712e-05	0.00010182319430794001	0.00036049215009989607	2.8843683707411367e-05	3.405009925619425e-07	1.5047183917586066e-07	2.3315953150515973e-06	2.0188951645018995e-09	2.0188951644682713e-09	0.0008737819483329071	2.018895164201879e-09	1.6982607675750032e-10	2.7878686265701735e-10	0.00011347519885266608	1.2245489783538087e-09	1.0917684705475591e-30	1.2292536778633275e-09	1.959874433491838e-08	1.1862045240494825e-07	0.0003095822181278778	6.43927761732683e-05	1.702277113758573e-06	5.218685666278344e-08	4.646355308900291e-06	2.4403600000400877e-06	4.730922048445833e-10	2.0188951641701708e-09	5.6571166369431665e-31	1.582966284393314e-09	9.882475037279893e-05	0.0006766828354850974	0.0023475009014022894	0.08400057260215045	0.083998609902193	8.757954765490989e-06	0.20147217133416098	0.05178159991606513	0.032217026567116655
7.785751718246462e-06	2.562236706022568e-05	5.3409592747529143e-05	9.843154215770513e-06	0.014750309221784283	2.4816100920303812e-05	0.0021633019952092603	3.3217708057726177e-06	4.195292522970686e-06	0.09999996668452472	0.04455051930719022	0.02504820588576862	0.06215881192610581	0.16113359407968858	0.12756057489387407	1.8895272109349596e-08	1.9217003704242645e-08	0.000468293283627938	0.03519850633859984	6.863565359038385e-05	8.63884822697866e-08	0.000677527147509617	0.05393083680928402	4.1848042222258584e-05	7.128302942282515e-05	0.00010610105527397604	0.00038286940683896327	3.219179834398749e-05	4.691227419473596e-07	2.0705158142726688e-07	2.9829022348408743e-06	2.7255133341880305e-09	2.7255133340682564e-09	0.0009519358325467444	2.7255133336232113e-09	5.006455592956838e-10	8.087450009068131e-10	0.00012958958832635603	2.0517643908301823e-09	5.729107414629309e-30	2.0674872011118906e-09	2.589359980150147e-08	1.4723724021381317e-07	0.0003503034345318417	8.110405069592036e-05	1.9361347833484923e-06	6.478085500848479e-08	5.236476451407709e-06	3.1348085495685052e-06	8.669645291289246e-10	2.7255133335107135e-09	3.058159801098125e-30	2.6063129722915886e-09	0.00010317501358218781	0.0007103361728002948	0.002546787762030385	0.0873477390959202	0.08913551257612622	1.4063923514114161e-05	0.20605371928886337	0.05393083811867458	0.03520469912548204
1.2070252167406832e-05	2.6817523936342873e-05	5.861854054915013e-05	1.515730567927333e-05	0.01574867657763014	2.5933102118277715e-05	0.00233774866666211	5.119683590909476e-06	6.423374965706194e-06	0.09999995802361154	0.04575849631339865	0.026303448214489326	0.06386368510124975	0.16363706005572864	0.13639384580871214	2.7754047015422726e-08	2.8634594830702765e-08	0.0004811994472719513	0.03805372363054552	6.990608991590569e-05	1.316329922243664e-07	0.0007048465581573489	0.055947475691235406	4.295849276147335e-05	7.26339486483858e-05	0.00011008072777414787	0.00040495761498022474	3.545153848679335e-05	6.262020034821099e-07	2.761719674944481e-07	3.7063168179759127e-06	3.543787157551958e-09	3.5437871571771585e-09	0.0010295258120120525	3.5437871565603725e-09	1.3363343764535412e-09	2.1288008061256606e-09	0.00014574801590638885	3.2735183928096606e-09	2.5387380695976664e-29	3.32054625098904e-09	3.306474409223423e-08	1.7846461099300432e-07	0.00039037978081563084	0.0001000338296289314	2.167637447145228e-06	7.855882367402953e-08	5.809442109152464e-06	3.910321128027686e-06	1.5037801032579213e-09	3.5437871562094986e-09	1.3911112880762967e-29	4.0960818609379825e-09	0.00010727211484078406	0.0007411042670387205	0.0027435109482568097	0.09033010717509068	0.09400889303893008	2.1618531614930464e-05	0.20981336744421322	0.05594747915637059	0.038061449604728646
1.800852182048614e-05	2.784734943739048e-05	6.36978579804986e-05	2.2482759743995627e-05	0.016715245982570598	2.689519176182363e-05	0.00250988525463964	7.600031710562748e-06	9.480969297492079e-06	0.09999994790953413	0.04676804638035055	0.027439398732138076	0.06536391291176007	0.16566431619719305	0.14498508596571855	3.9998764112666966e-08	4.220675106336497e-08	0.0004940700103315302	0.040778799255949315	7.101510716811947e-05	1.935258581951677e-07	0.0007296229873604329	0.057846386217403054	4.4060927775558224e-05	7.379146308171348e-05	0.000113805143284635	0.00042675572389885266	3.8603119370333e-05	8.13875688037369e-07	3.5881379433145333e-07	4.494620671798365e-06	4.466929321407438e-09	4.4669293203552665e-09	0.0011065549923709533	4.4669293197466435e-09	3.278122566352396e-09	5.158984467127997e-09	0.00016188310516498933	5.033620015515891e-09	9.758516922375032e-29	5.161674869694569e-09	4.104628268756657e-08	2.1204342074551036e-07	0.00042967823189849413	0.00012119943916152941	2.3949469030562097e-06	9.34179730009055e-08	6.361329463324034e-06	4.759770721814763e-06	2.4892661373166958e-09	4.466929318764288e-09	5.472438273054067e-29	6.228620664751812e-09	0.00011115835396273348	0.0007692545151056859	0.0029376668976472758	0.09299085608003019	0.09863455410345105	3.2020028635659357e-05	0.21290042732921594	0.05784639465451009	0.04078821058955066
2.5996212254276587e-05	2.8733199736189232e-05	6.863729712237796e-05	3.229133747244028e-05	0.017650877055882405	2.7723983565144273e-05	0.002679712101019455	1.0923113909323777e-05	1.3559177256400006e-05	0.09999993613597931	0.04762102862511773	0.028474840852514477	0.0666791006143302	0.1672952519435203	0.15334091696377103	5.739716114407912e-08	6.253371280275215e-08	0.0005070248463104291	0.043376419889567926	7.198753056408309e-05	2.758699528977276e-07	0.0007521102859860359	0.0596390376736252	4.515539238689227e-05	7.478400889816814e-05	0.00011730830989698139	0.00044826345343243674	4.163158712293489e-05	1.0339665061023176e-06	4.558300508556014e-07	5.340246713274814e-06	5.486375453619563e-09	5.486375450925652e-09	0.0011830265729530227	5.4863754509091145e-09	7.477676340253691e-09	1.1643752926238856e-08	0.00017794561891147864	7.545416596764572e-09	3.3239278501418434e-28	7.86714513814418e-09	4.9761882407966604e-08	2.477071535026077e-07	0.0004681262060904391	0.0001446021799713592	2.6165657606265e-06	1.0925164028377436e-07	6.889343391138928e-06	5.675481521455446e-06	3.958165833555254e-09	5.486375448399284e-09	1.9026821636454179e-28	9.28657577098034e-09	0.00011486817167726825	0.0007950275049344093	0.0031292572281114966	0.09536888431854929	0.10302664421541917	4.593566494547381e-05	0.21543723965021017	0.05963905679505447	0.04338766092682839
3.646498558992805e-05	2.9495016233151604e-05	7.34304736032939e-05	4.5097229595352006e-05	0.018556433016019686	2.843921531051154e-05	0.0028472319455022438	1.5263248601778387e-05	1.8865666352644348e-05	0.09999992230167175	0.048353041248102996	0.029427912850888183	0.06782582585431732	0.16859385113205377	0.1614677779360391	8.31256367081916e-08	9.432342498993948e-08	0.0005201259073895223	0.04585035149156212	7.284366861678937e-05	3.828001053404557e-07	0.0007725346539786729	0.061334521234657956	4.6241933146634636e-05	7.5635503383099e-05	0.00012061733126620117	0.0004694809857512412	4.45260706328125e-05	1.2879691962095486e-06	5.679389800433509e-07	6.235617349067616e-06	6.592507016239313e-09	6.592507009865583e-09	0.0012589438443931025	6.592507011849898e-09	1.601141482242824e-08	2.470148207441647e-08	0.00019389839930466043	1.1149758725625776e-08	1.020385459832497e-27	1.1903646440465173e-08	5.9129932423341884e-08	2.851891263801387e-07	0.0005056912069957582	0.00017022904645922981	2.8312894361607877e-06	1.259522807995298e-07	7.391599631106829e-06	6.649603489163608e-06	6.0775927404289785e-09	6.592507005921085e-09	5.948427358367374e-28	1.375283331047451e-08	0.00011842972659457783	0.0008186399605268154	0.003318286089576074	0.09749948221801912	0.10719801893994309	6.40951058690888e-05	0.21752408219629915	0.06133456194755485	0.045863564500827264
4.987589108774368e-05	3.0150967194261707e-05	7.80739203811545e-05	6.144966782157704e-05	0.0194327774383776	2.9058512838666348e-05	0.003012447793392636	2.0806126996574447e-05	2.562172596415466e-05	0.09999990564790615	0.04899449616504643	0.030316111816096745	0.06881819036661978	0.16961115345995997	0.16937193058842634	1.2273840464898236e-07	1.4580126670320523e-07	0.0005333991210739963	0.04820499209532635	7.360043509101312e-05	5.187273157072004e-07	0.0007910978982380236	0.06294024663825805	4.7320598071913284e-05	7.636634500372331e-05	0.00012375396209872238	0.0004904086854438468	4.7279131316558565e-05	1.577039737236462e-06	6.957183022736515e-07	7.173385331721232e-06	7.775231492308333e-09	7.77523147822394e-09	0.001334310184507544	7.775231485163966e-09	3.2429767583772065e-08	4.9626368457149547e-08	0.0002097120658272352	1.6415304484339808e-08	2.8621516182048397e-27	1.8077345328103044e-08	6.906752846631542e-08	3.242278738050776e-07	0.0005423662469218408	0.00019805434091674782	3.0381645542868455e-06	1.4341376441391557e-07	7.86694231899072e-06	7.674390559389674e-06	9.049932461629328e-09	7.775231472076994e-09	1.695797854484359e-27	2.0469002884359052e-08	0.00012186609331676435	0.0008402873470980854	0.0035047577464475243	0.09941487562533625	0.11116049492362715	8.728237188386953e-05	0.21924318326347636	0.06294032869439407	0.04822032758096275
6.671151659262963e-05	3.0717305017067726e-05	8.256636142259518e-05	8.192422474380916e-05	0.02028077132048783	2.959735306872026e-05	0.003175360965603467	2.7745654244045058e-05	3.405878004500399e-05	0.09999988480394478	0.04957152498024452	0.03115631957585335	0.06966825145217087	0.17038764929753505	0.17705946411386456	1.855907433135044e-07	2.3076790865990625e-07	0.0005468493370995018	0.0504450713910563	7.427210387104951e-05	6.88273210554382e-07	0.0008079803140100887	0.06446241711695658	4.839143671718247e-05	7.69940908895774e-05	0.0001267358069230623	0.0005110468450223735	4.988619939523903e-05	1.9019857284259812e-06	8.395998832666764e-07	8.146595330547732e-06	9.024424591805089e-09	9.024424562482805e-09	0.0014091290530914233	9.02442458005498e-09	6.252490608491152e-08	9.5005195185803e-08	0.00022536207743113112	2.430178505475472e-08	7.418598684876856e-27	2.7774046693100908e-08	7.949339784756836e-08	3.6457101455773717e-07	0.0005781596770320001	0.0002280411837000431	3.2364525831019115e-06	1.6153309128637076e-07	8.314791026360178e-06	8.74239762471548e-06	1.3115177188136709e-08	9.02442455282677e-09	4.4592276036557055e-27	3.088709487236959e-08	0.00012519619115607607	0.0008601461853254995	0.0036886743673688236	0.10114467171815106	0.11492503053882688	0.0001163268267418307	0.22066200334662647	0.06446257464705785	0.05046270470852682
8.746706651529611e-05	3.120836249851809e-05	8.690815498898354e-05	0.00010711291833156369	0.02110127044131759	3.006914800184407e-05	0.0033359693236582303	3.628038802190441e-05	4.4414452451215523e-05	0.09999985740471012	0.05010671971880712	0.03196482514238449	0.07038637733230108	0.17095523638660004	0.18453629998265916	2.8683644911600246e-07	3.714747143676699e-07	0.0005604702275846685	0.0525754493791319	7.487083057678142e-05	8.96196425517112e-07	0.0008233432463047823	0.06590635296581727	4.945450030990982e-05	7.753393181419163e-05	0.00012957724354621954	0.0005313954546709213	5.234508682250613e-05	2.2632566115660715e-06	9.998643233121857e-07	9.148783200729126e-06	1.0330250020043942e-08	1.0330249962113643e-08	0.0014834039862511121	1.033025000055149e-08	1.1535802914440135e-07	1.7420872738795897e-07	0.00024082681114468067	3.64127183263418e-08	1.7935612353229127e-26	4.332814390063085e-08	9.032992754334897e-08	4.0597787285208227e-07	0.0006130882576751836	0.0002601429207069849	3.425597943162286e-06	1.802116264662225e-07	8.735013147226067e-06	9.846611514691002e-06	1.8552595892618395e-08	1.0330249946771706e-08	1.0919535929680735e-26	4.744979983500154e-08	0.00012843551734209173	0.000878376120207599	0.0038700340128135693	0.102716225677814	0.11850185634919681	0.00015209371472455543	0.221835916419098	0.06590664253257379	0.05259560595183734
0.00011264061042550912	3.1636634516800674e-05	9.110086690472878e-05	0.00013761336165205403	0.02189512299884574	3.0485396709026015e-05	0.003494265671288989	4.660966931792898e-05	5.692828320946471e-05	0.09999981954013384	0.050619725308342384	0.03275733108823522	0.07098155126088801	0.171338832541453	0.19180819661027892	4.5011485275779217e-07	6.0248007662638e-07	0.0005742506491518732	0.0546009811258421	7.540702657333837e-05	1.1473128721617417e-06	0.0008373313866296921	0.06727671226489705	5.0509841983760295e-05	7.799904112151077e-05	0.00013229013534578267	0.000551453996342692	5.465556773686049e-05	2.6609328972711353e-06	1.1766351382052817e-06	1.0174028217451385e-05	1.1683377416999345e-08	1.1683377307735225e-08	0.00155713859087276	1.1683377384588276e-08	2.0457748013332678e-07	3.0730492799232555e-07	0.00025608636934186345	5.536927089130131e-08	4.076304895383164e-26	6.856538972814516e-08	1.0150447168393734e-07	4.482210932569355e-07	0.0006471725320203484	0.0002943044306961725	3.605200071416398e-06	1.993559403814422e-07	9.127817968876601e-06	1.0980530331845602e-05	2.5681668263995534e-08	1.1683377283142927e-08	2.5099592472698332e-26	7.413983198379139e-08	0.00013159673630200265	0.0008951217900253445	0.004048828821622209	0.10415494074318962	0.12190057141141868	0.00019547479662093903	0.22281040156179527	0.06727722414730518	0.05462397311094481
0.00014272276898589045	3.2012909193099725e-05	9.514694406672992e-05	0.00017401723105270206	0.02266316751103486	3.0855870903226484e-05	0.0036502363432202685	5.892955959790326e-05	7.183720702593167e-05	0.09999976499158904	0.05112770403947639	0.033548938767374685	0.07146163762530036	0.17155771219411725	0.19888075390327847	7.110290514417745e-07	9.756323933732888e-07	0.0005881785676298979	0.05652642566576129	7.588963792826969e-05	1.4464120291088829e-06	0.0008500748562615224	0.06857764100088805	5.155751714514274e-05	7.84008440588652e-05	0.00013488438055007145	0.0005712212636334221	5.68190187754027e-05	3.0947140373821014e-06	1.3698723953128498e-06	1.1216970731828254e-05	1.3075118796315616e-08	1.307511859856638e-08	0.001630336539825915	1.3075118742708393e-08	3.500450090033916e-07	5.234231654472466e-07	0.000271121899264521	8.534192912676693e-08	8.766591112592887e-26	1.0957159104523231e-07	1.12950098322515e-07	4.910874558102929e-07	0.0006804338154855168	0.0003304633349752722	3.774989091673132e-06	2.1887832938235285e-07	9.493669413445052e-06	1.2138203304128853e-05	3.4862232467846114e-08	1.307511855903859e-08	5.45208834394168e-26	1.1724275014453576e-07	0.0001346901598602226	0.0009105145387625854	0.004225043408346883	0.10548451011163153	0.12513021610918088	0.00024737964387499324	0.22362283293395865	0.06857851446906249	0.056552703422749054
0.00017818615186127444	3.234642408716976e-05	9.904946496783781e-05	0.0002168983688735921	0.02340623096446143	3.118881168704482e-05	0.003803859997731649	7.342870609352049e-05	8.937091836091799e-05	0.09999968421024734	0.05164569277604955	0.03435411168931562	0.07183361706842888	0.17162661921324845	0.20575941768454284	1.1214864799200202e-06	1.5662847246758787e-06	0.0006022433491027222	0.05835638397156547	7.632636241188197e-05	1.7981716112219978e-06	0.0008616911261765028	0.06981287478765513	5.259758401009634e-05	7.874923628469103e-05	0.00013736833611970495	0.0005906952097672744	5.8838112423946605e-05	3.5639050433220704e-06	1.5793658545771777e-06	1.2272805384734727e-05	1.4497502302198999e-08	1.4497501957306936e-08	0.0017030015685220287	1.4497502214580518e-08	5.797664333350622e-07	8.635707867863599e-07	0.00028591526312291867	1.32779777452431e-07	1.7940474615857545e-25	1.7574393134176848e-07	1.2460591594184172e-07	5.34378073831246e-07	0.0007128922973999984	0.00036855111263563693	3.934804804050948e-06	2.386970816615316e-07	9.83321480550066e-06	1.3314241413823465e-05	4.6493824495853904e-08	1.4497501894042055e-08	1.1255608746063849e-25	1.863682742314063e-07	0.00013772414319950768	0.0009246740155420984	0.004398653490616076	0.10672710740901487	0.12819932893065916	0.0003087281377504891	0.22430394138318535	0.06981431812487524	0.05838660608551267
0.00021947488829030632	3.2645031368076055e-05	0.00010281194940040239	0.00026680086966723767	0.024125127194810178	3.149112358415666e-05	0.003955106634034541	9.028426958177065e-05	0.00010974725923471909	0.09999956299545402	0.0521868722988846	0.03518661908756434	0.07210379398034494	0.17155669642442262	0.21244948399924643	1.754928193775116e-06	2.4807859606021684e-06	0.0006164369823933846	0.06009525586447289	7.672382492158712e-05	2.2070731298203e-06	0.0008722868219647987	0.07098580725508803	5.3630104347454295e-05	7.905276878167242e-05	0.000139749145116421	0.0006098728266974039	6.0716557512504843e-05	4.067402382422131e-06	1.8047278424042165e-06	1.3337257772319584e-05	1.5943299373333135e-08	1.5943298791532654e-08	0.0017751374734714005	1.594329923247381e-08	9.32097306328931e-07	1.3838690705288798e-06	0.0003004489430697498	2.0737798963008442e-07	3.5103146893769778e-25	2.8118308728882326e-07	1.3641709557557985e-07	5.77908136289696e-07	0.0007445659009549372	0.00040849412488287755	4.084578728672232e-06	2.587365466897113e-07	1.0147227367837605e-05	1.4503807084829575e-05	6.101421593011426e-08	1.5943298691308026e-08	2.2192159066191667e-25	2.9577188790999664e-07	0.00014070541431940761	0.0009377097042119455	0.004569624771250657	0.10790353151563963	0.13111599225592366	0.0003804446705316936	0.22487900770524893	0.07098812322146489	0.06013038170701725
0.0002669946166204525	3.291536168897482e-05	0.00010643821372404028	0.0003242275292811402	0.02482065548399386	3.176855765811716e-05	0.004103936858426515	0.00010965805643407992	0.0001331677755849788	0.09999938083821043	0.0527627661523911	0.03605946342084547	0.07227797759479776	0.17135626301848056	0.2189561033029145	2.712417492931937e-06	3.865217682082848e-06	0.0006307546220443021	0.06174720916258731	7.708772383203457e-05	2.677320982516885e-06	0.0008819594598935171	0.07209953535755534	5.4655144461027976e-05	7.931880930805846e-05	0.00014203298961738188	0.0006287500587542624	6.24588819075727e-05	4.603680076970805e-06	2.0453862504964378e-06	1.4406550545338157e-05	1.7406018414452274e-08	1.7406017462197837e-08	0.0018467481135125156	1.7406018192328366e-08	1.458165991691637e-06	2.159137194274081e-06	0.00031470610029933415	3.233225782017524e-07	6.594030820886934e-25	4.464825914784211e-07	1.4833468045521368e-07	6.215063346814806e-07	0.0007754696588793923	0.00045021455213869137	4.2243189435356104e-06	2.7892705858374805e-07	1.04365604598694e-05	1.5702589432744922e-05	7.889718648662527e-08	1.740601730571363e-08	4.196414804954151e-25	4.6601154662975685e-07	0.0001436393498625231	0.0009497224253992286	0.004737912103592428	0.10903331110107738	0.13388787062170543	0.0004634544717790827	0.22536883634458146	0.0721031526607413	0.06178861799068172
0.00032110330752998476	3.316298045082382e-05	0.00010993226104713704	0.00038962905313778275	0.025493599358210974	3.202587934427953e-05	0.004250301423081249	0.00013169299859761702	0.00015981359239530815	0.09999910890804173	0.05338338476203792	0.03698479674702058	0.07236163691780596	0.17103146480598996	0.22528428453357957	4.129488709171728e-06	5.915249338517612e-06	0.0006451947216856277	0.06331615665869603	7.742295616025674e-05	3.212767755766886e-06	0.000890799158134253	0.07315688877664626	5.567277643636356e-05	7.955368639530923e-05	0.00014422528643622272	0.0006473217542430599	6.407025307033333e-05	5.170777269086941e-06	2.300578194750596e-06	1.5477363416841956e-05	1.8879875494435082e-08	1.8879873978089498e-08	0.0019178374143969962	1.887987515128975e-08	2.2244262817763385e-06	3.2867103357548064e-06	0.00032867073143832834	5.008454002322519e-07	1.1934130878664391e-24	7.009639575089075e-07	1.6031525527095156e-07	6.650141050640261e-07	0.0008056154376027346	0.0004936312481082913	4.354097431841057e-06	2.992047616270043e-07	1.0702111763460754e-05	1.690677015182868e-05	1.0064960337510619e-07	1.8879873737922908e-08	7.638077824305749e-25	7.259611405013698e-07	0.0001465302071497904	0.0009608058521821123	0.004903458968698459	0.11013477434265767	0.13652224389255857	0.000558682364958009	0.2257905504463096	0.07316239991326379	0.06336579698838216
0.0003821032930510406	3.3392532883774645e-05	0.00011329819827686121	0.0004633944249883375	0.026144725572157516	3.226701910423223e-05	0.0043941410599759685	0.00015651012229140943	0.0001898417580418356	0.09999870767823683	0.05405732857105572	0.03797383157846243	0.0723600291649454	0.17058681648411983	0.23143889907001997	6.183587091011377e-06	8.886886129309296e-06	0.0006597589373466884	0.06480573823714328	7.773372643115821e-05	3.816848395175286e-06	0.0008988903630922239	0.0741604483581449	5.668307966795651e-05	7.976281931135015e-05	0.0001463308386939286	0.0006655816581488481	6.555633296167235e-05	5.766288782275398e-06	2.569344984660211e-06	1.654679029260241e-05	2.0359750032386333e-08	2.0359747677709328e-08	0.0019884093774123726	2.0359749513182545e-08	3.3152254065441828e-06	4.890339807051934e-06	0.00034232788369474815	7.681135478484482e-07	2.0874147339478043e-24	1.0853942194845176e-06	1.7232052858251563e-07	7.082847950447657e-07	0.0008350119003364249	0.0005386605149903701	4.474039649371461e-06	3.195113790254933e-07	1.0944795869723598e-05	1.8112983841224132e-05	1.268079131392999e-07	2.035974731584715e-08	1.3424346687331903e-24	1.1151856720887964e-06	0.00014938131987757305	0.0009710480775443557	0.005066197291702137	0.1112250893282381	0.13902603699487048	0.0006670541284660797	0.22615824127406725	0.07416865392335849	0.06486631067713812
0.0004502348444232043	3.3607876197303974e-05	0.00011654017374631063	0.0005458428191648243	0.026774783264552304	3.249520561968015e-05	0.004535386627872088	0.00018420613367468386	0.00022338219947547154	0.09999812420645077	0.05479186248038079	0.0390367522424141	0.07227830138273215	0.1700256513560071	0.2374246845786192	9.101860084178945e-06	1.3107781662171977e-05	0.0006744519239214521	0.06621930656509989	7.802364250943596e-05	4.492525731623403e-06	0.0009063136258207764	0.07511255716946012	5.768614266919817e-05	7.995083606509971e-05	0.0001483539534455995	0.0006835224483770345	6.692316425979394e-05	6.387360375538209e-06	2.850529126564925e-06	1.7612295800012817e-05	2.1841131519496006e-08	2.184112794641523e-08	0.0020584680926793238	2.1841130749719815e-08	4.8352521656611415e-06	7.1239899840726974e-06	0.0003556639014056241	1.1634637255959425e-06	3.538188696572483e-24	1.6552039820411271e-06	1.8431686826539866e-07	7.511828592496947e-07	0.0008636646348572805	0.0005852168043586939	4.584316004166402e-06	3.397939652741477e-07	1.1165523870126302e-05	1.9318275610434113e-05	1.5793418997761016e-07	2.1841127411338808e-08	2.284614266754334e-24	1.6866611184672129e-06	0.0001521952634832719	0.0009805332675053358	0.00522604761948391	0.11232028092175315	0.14140584738096434	0.0007895004725488097	0.22648349967164613	0.07512451641160986	0.06629448243327486
0.0005256716043962886	3.381219819656537e-05	0.00011966233068207182	0.0006372174103906775	0.027384503271418035	3.271308213144324e-05	0.00467395958547839	0.00021485173409310388	0.0002605354177951974	0.09999728911037081	0.05559297218553999	0.0401826328415608	0.07212156503240541	0.1693504903312785	0.24324624875114834	1.3169001936628065e-05	1.898869952276363e-05	0.0006892811064237792	0.06755991563528271	7.829580056467241e-05	5.242249635359195e-06	0.0009131474569571161	0.07601532676466427	5.868206515288627e-05	8.012168068375562e-05	0.00015029853304989222	0.0007011358171681201	6.817708549741576e-05	7.03069047758396e-06	3.1427741272717697e-06	1.8671672767893435e-05	2.3320061639074645e-08	2.3320056331298208e-08	0.0021280177577056004	2.3320060519854734e-08	6.9117172246758426e-06	1.0175323874566783e-05	0.0003686666847050968	1.737977666255483e-06	5.8256670183889324e-24	2.48420388632613e-06	1.9627481825191486e-07	7.935831730729283e-07	0.0008915763980714443	0.000633213348013756	4.685134947150579e-06	3.6000467847600125e-07	1.1365188753771967e-05	2.052005801375281e-05	1.9461192047823843e-07	2.3320055554600286e-08	3.77407549618679e-24	2.5097992484380388e-06	0.0001549739949078266	0.000989343428025667	0.005382919676297167	0.1134352299140446	0.14366797101501833	0.0009269634917053643	0.2267758517992354	0.07603241380576352	0.06765459254889365
0.0006085181011639103	3.400812258349782e-05	0.00012266877276204176	0.0007376813680374585	0.027974597583310022	3.292280716063668e-05	0.004809772794520401	0.00024849074595056177	0.00030137102682151244	0.09999611330522301	0.0564654117086477	0.041419367701133525	0.07189494389165861	0.16856334015778926	0.24890807293651054	1.8734808561743805e-05	2.7034634531296825e-05	0.0007042564815224488	0.06883031196483093	7.855286080175422e-05	6.067931618358291e-06	0.0009194702802651016	0.07687064064943547	5.967096035157927e-05	8.027871065187574e-05	0.00015216814637377941	0.000718412597880792	6.932467295801054e-05	7.692540120949531e-06	3.444527840141563e-06	1.9723001679554933e-05	2.479307495337424e-08	2.4793067222523282e-08	0.0021970627016446457	2.47930733558903e-08	9.696117367834186e-06	1.4268661212012095e-05	0.0003813259457281472	2.5583749140430744e-06	9.337369670700017e-24	3.6687693571378106e-06	2.0816861663646122e-07	8.353705450471368e-07	0.000918747444534025	0.0006825627235031421	4.776737365980794e-06	3.801006071947644e-07	1.154465551820673e-05	2.171606877787143e-05	2.3744174506746643e-07	2.479306611504123e-08	6.065071252898706e-24	3.6737105978433533e-06	0.00015771897079111644	0.0009975603056341762	0.005536713303067189	0.11458366047954557	0.14581842742988335	0.001080405276750589	0.22704311801259688	0.07689460542801531	0.06895090622253887
