C_dopa	C1_B	C1_M	A_dopa	A_B	C_3-OMD	A_M	C2_B	C2_M	Values[F_c]	Values[F_H]	Values[CL_H]	Values[CL_dopa]	Values[f_rest]	Values[CL_AADC]	Values[CL_rest]	Values[CL_COMT]	Values[CL_AADC0]
0.0	0.0	0.0	101.0	18.134999999999998	0.0	1.3650000000000002	0.0	0.0	0.8707850241545894	0.8707850241545894	0.10699	0.823	0.21000000000000008	0.5678699999999999	0.17283000000000004	0.0823	0.5678699999999999
103.55643508673504	0.08092774148210174	0.07270471230472622	27.80234909188308	7.084035794216832	44.51950147570948	0.11545833251642756	0.04803618744925862	0.06631559452089635	0.9570253725282941	0.9570253725282941	0.03558299154657246	0.27371531958901896	0.21000000000000008	0.01858531958901892	0.17283000000000004	0.0823	0.5678699999999999
84.00979572949092	0.032757725688712894	0.01787783314680139	7.653174412041562	2.7672215681877246	102.07245985610348	0.009766027186858438	0.0493163978832789	0.057342862094023374	0.949159047359265	0.949159047359265	0.042096308786528557	0.3238177598963735	0.21000000000000008	0.06868775989637348	0.17283000000000004	0.0823	0.5678699999999999
48.75815233356961	0.013457691195798437	0.010049139184619301	2.1066953184446806	1.0809537715109445	135.97461263103867	0.0008260581325194412	0.03696675215873329	0.04479770248470242	0.9424098168691023	0.9424098168691023	0.04768467163238327	0.3668051664029482	0.21000000000000008	0.11167516640294815	0.17283000000000004	0.0823	0.5678699999999999
24.355361327344102	0.005640294791558515	0.007213873131325486	0.5799116714989447	0.42225063204456237	148.74180953247554	6.987201979530771e-05	0.024697230661179133	0.0345384607198545	0.9372710010260855	0.9372710010260855	0.05193961115040115	0.39953547038770115	0.21000000000000008	0.1444054703877011	0.17283000000000004	0.0823	0.5678699999999999
11.019197505370327	0.002425371609104586	0.005416514611704149	0.1596327407234378	0.16494285049375368	149.16822250087864	5.910116475272653e-06	0.015590452792224157	0.026551499517152445	0.9320973480773534	0.9320973480773534	0.056223395791951354	0.4324876599380873	0.21000000000000008	0.17735765993808725	0.17283000000000004	0.0823	0.5678699999999999
4.577436976467528	0.0010761141343508438	0.004113677728531626	0.04394223009293833	0.06443126876351307	143.6560993089029	4.999067015825887e-07	0.009533528873713207	0.020389064618876143	0.9265785487678286	0.9265785487678286	0.060792961620237874	0.4676381663095221	0.21000000000000008	0.21250816630952205	0.17283000000000004	0.0823	0.5678699999999999
1.7520238895202505	0.0004949284782497396	0.003138613263459438	0.012096012508119668	0.025168647173359527	135.78365806103514	4.228461797170619e-08	0.0057192477973555525	0.015648344902977927	0.9207676742108688	0.9207676742108688	0.06560436575340062	0.5046489673338509	0.21000000000000008	0.24951896733385087	0.17283000000000004	0.0823	0.5678699999999999
0.6185760224172618	0.00023653866908224705	0.0024001492992195526	0.0033296790171942646	0.009831574242237249	127.29023653823783	3.5766491015021598e-09	0.0033901330887544687	0.012006332292153064	0.9148152170756065	0.9148152170756065	0.07053300026139779	0.5425615404722907	0.21000000000000008	0.2874315404722906	0.17283000000000004	0.0823	0.5678699999999999
0.2017714547849686	0.00011743258472617192	0.0018376628935258153	0.0009165633997662439	0.003840486594476863	118.92494448204883	3.0253123945486495e-10	0.0019941018656916016	0.009210404762947183	0.90890875904829	0.90890875904829	0.07542354750801589	0.5801811346770452	0.21000000000000008	0.3250511346770452	0.17283000000000004	0.0823	0.5678699999999999
0.06099661636133067	6.03774463305067e-05	0.0014079323137961503	0.00025230313846068687	0.0015002009769498714	110.96656511254949	2.558963714122917e-11	0.0011670546423455375	0.0070648592995941895	0.9032387716249035	0.9032387716249035	0.08011829709457984	0.6162945930352295	0.21000000000000008	0.3611645930352294	0.17283000000000004	0.0823	0.5678699999999999
0.01717547243850106	3.1989494973099584e-05	0.0010790951814512906	6.945168685573999e-05	0.0005860202655656029	103.49406004364273	2.1645032678083518e-12	0.0006807557206240672	0.005418780025266968	0.8979700313254828	0.8979700313254828	0.08448081406250019	0.649852415865386	0.21000000000000008	0.3947224158653859	0.17283000000000004	0.0823	0.5678699999999999
