s-Frq_1	l-Frq_1	WC-1_1	WC-1	l-Frq_2	s-Frq_2	WC-1_2	WC-1 mRNA	Frq mRNA	l-Frq	s-Frq	WC-1*	tot s-Frq	tot l-Frq	tot Frq	tot WC-1
0.43076	0.45583	5.84748	26.4393	0.09872	0.10647	5.70265	1.2689	0.6935	0.07719	0.06565	0.0	0.60288	0.63174	1.23462	37.98943
0.4480437290376031	0.4797337732338753	5.770794295367821	26.46672715475069	0.09533694512505542	0.10161570257625595	5.716080809547579	1.2687752285025	0.7889342882094054	0.07282393668928333	0.061757673172076186	0.0	0.6114171047859353	0.6478946550482141	1.2593117598341492	37.953602259666084
0.484147309875515	0.5239558136560729	5.677137553116747	26.49448126752167	0.09592623949169957	0.1005536597892939	5.715684609048388	1.2686540817114527	0.9087883067053791	0.06906707248573238	0.058367932941353014	0.0	0.6430689026061619	0.6889491256335049	1.3320180282396668	37.8873034296868
0.5374793565078292	0.5865839347848046	5.573730577854582	26.520500322172	0.10039265532702216	0.1032913484769011	5.701534262158016	1.26853645493522	1.0485721441414055	0.06616300393542818	0.0557033839003577	0.0	0.696474088885088	0.753139594047255	1.449613682932343	37.795765162184594
0.6056468594407204	0.6648273537284367	5.468262147932568	26.54285890241133	0.10850135656251028	0.1096844503883656	5.674735623303336	1.2684222464711226	1.2009368390562256	0.06430027108491068	0.05393811867465693	0.0	0.7692694285037429	0.8376289813758577	1.6068984098796006	37.68585667364723
0.6850300742934157	0.7545172043246063	5.368439337063057	26.559910209216746	0.11984480706088638	0.1194126571925693	5.6373162206227905	1.2683113575220983	1.3553927879514918	0.06360801176970779	0.05319345223946701	0.0	0.857636183725452	0.9379700231552005	1.7956062068806524	37.5656657669026
0.7705730987941878	0.8498808739560778	5.281561054889546	26.57040485335331	0.13379466768434248	0.1319395249051657	5.592068835836656	1.2682036921155697	1.4990821452474818	0.06414851200600527	0.05353156635745192	0.0	0.9560441900568054	1.0478240536464256	2.003868243703231	37.44403474407952
0.855943841229217	0.9437563130775953	5.214093259268551	26.573580936442564	0.1494728865532061	0.14648515432235065	5.542357873399861	1.2680991570244662	1.6184579444053282	0.06590740563874767	0.05494736482122834	0.0	1.057376360372796	1.159136605269549	2.216512965642345	37.33003206911098
0.9340869243909259	1.0282572146539495	5.171240622511441	26.569220947290017	0.1657692233051972	0.16203678461512722	5.491893287775265	1.267997661690355	1.701394819964403	0.0687849189586488	0.05736110499000871	0.0	1.1534848139960618	1.2628113569177954	2.4162961709138573	37.23235485757672
0.9980513354003001	1.0957370664936448	5.156536451221714	26.55767178453853	0.1814157726841929	0.17740941584892178	5.444477321742651	1.2678991181486277	1.7390978956069927	0.07259268009835669	0.0606154703302298	0.0	1.2360762215794516	1.3497455192761945	2.5858217408556463	37.1586855575029
1.0418815650040247	1.1397993610000607	5.171497626544068	26.53982534514503	0.19510871321546755	0.1913511399676007	5.403733486053869	1.2678034409556935	1.7273039127701977	0.07705986546138642	0.06448031249646273	0.0	1.2977130174680882	1.4119679396769147	2.709680957145003	37.115056457742966
