THF	_5_10_CH2THF	_10fTHF	_5mTHF	_5_10_CHTHF	DHF
6.73	0.94	5.990000000000001	5.16	1.153	0.027000000000000003
6.7277469182256056	0.9397530168775976	5.990729616949104	5.161845884287566	1.1526865767654857	0.027237986894615332
6.727746918223314	0.9397530168772132	5.990729616947067	5.16184588429264	1.1526865767651289	0.02723798689460096
6.727746918223153	0.9397530168771862	5.990729616946924	5.161845884293063	1.1526865767651038	0.02723798689459992
6.727746918223097	0.9397530168771768	5.990729616946874	5.161845884293163	1.1526865767650956	0.02723798689459958
6.727746918223079	0.9397530168771737	5.99072961694686	5.161845884293159	1.1526865767650925	0.02723798689459948
6.727746918223093	0.9397530168771762	5.990729616946871	5.161845884293174	1.1526865767650947	0.02723798689459955
6.727746918223108	0.9397530168771785	5.990729616946885	5.16184588429319	1.152686576765097	0.02723798689459962
6.727746918223122	0.9397530168771809	5.990729616946897	5.161845884293206	1.1526865767650991	0.027237986894599685
6.727746918223136	0.9397530168771833	5.990729616946909	5.161845884293222	1.1526865767651011	0.027237986894599754
6.7277469182231515	0.9397530168771857	5.990729616946921	5.161845884293238	1.1526865767651033	0.027237986894599824
6.727746918223166	0.939753016877188	5.9907296169469335	5.161845884293254	1.1526865767651056	0.02723798689459989
6.727746918223181	0.9397530168771904	5.990729616946945	5.161845884293269	1.1526865767651078	0.02723798689459996
6.727746918223195	0.9397530168771928	5.9907296169469575	5.161845884293285	1.15268657676511	0.027237986894600028
6.727746918223209	0.9397530168771951	5.99072961694697	5.161845884293301	1.1526865767651122	0.027237986894600094
6.727746918223224	0.9397530168771976	5.9907296169469815	5.161845884293317	1.1526865767651144	0.027237986894600167
6.7277469182232394	0.9397530168772	5.990729616946994	5.161845884293332	1.1526865767651167	0.027237986894600236
6.727746918223254	0.9397530168772025	5.990729616947006	5.161845884293348	1.1526865767651189	0.027237986894600302
6.727746918223269	0.9397530168772048	5.990729616947018	5.161845884293364	1.152686576765121	0.02723798689460037
6.727746918223283	0.9397530168772072	5.99072961694703	5.161845884293379	1.1526865767651235	0.02723798689460044
6.727746918223298	0.9397530168772096	5.990729616947043	5.161845884293395	1.1526865767651258	0.027237986894600507
6.727746918223312	0.939753016877212	5.990729616947054	5.161845884293411	1.152686576765128	0.027237986894600576
6.727746918223336	0.939753016877216	5.990729616947075	5.161845884293438	1.1526865767651315	0.02723798689460069
6.72774691822342	0.9397530168772297	5.990729616947146	5.161845884293529	1.1526865767651442	0.027237986894601083
6.727746918223504	0.9397530168772433	5.990729616947215	5.161845884293618	1.1526865767651568	0.027237986894601475
