Bc	Cc	PCn	Pc	Bn	PCc	Rc	Bcp	Pcp	Ccp	PCnp	Bnp	PCcp	Mp	Mc	Mr	Mb	Rn	In
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.10823710675389701	0.00016444947920414877	1.2880223597687214e-11	3.08368267083283e-05	0.024171999983975172	2.580328804504602e-10	2.3640251584665387e-05	0.010521111864979274	1.2742510494755342e-05	1.4771840863311032e-05	1.4662874723041493e-12	0.002032040033666721	3.093585993603407e-11	0.0003209520011526796	0.0003596816688413136	0.00028860521294637363	1.0728663973680057	2.0423346498151427e-06	1.4128486714680007e-14
0.2621635523431452	0.007119465569977452	6.026406201055119e-08	0.0008549603074001416	0.09323104905479511	5.988790963727064e-07	0.0006192046608552206	0.02539417834408255	0.00041836531710183196	0.0009084101840060333	1.1555750118561917e-08	0.008285594044539626	1.19493670728872e-07	0.006216950970549982	0.007548089662320976	0.006359172432235645	1.8270156499089456	9.072791712180688e-05	4.5883266192274377e-10
0.4232855743969658	0.04539990501436299	3.5910703524431857e-06	0.00409781113128254	0.1846530095467564	2.518795328418898e-05	0.0029178222315159436	0.03896562895241123	0.0021186366379623393	0.006511516582337059	8.613981128973221e-07	0.01612735475675281	6.206276352043547e-06	0.026344341630199	0.032949956500490964	0.028249838498354447	2.4877881540344844	0.0005292913642224192	7.066095586103524e-08
0.5912486973021868	0.1489784976826246	4.554042318380813e-05	0.010987724118941078	0.2916733067870381	0.00026459144346394086	0.007811092261262116	0.05125038725176889	0.005874245643291275	0.022073614379538208	1.2253072229531966e-05	0.02453491694124501	7.23756135231459e-05	0.06741074203398184	0.08506843982928586	0.07288032455300958	3.0951290171065926	0.0015717613819114082	1.6303337088443017e-06
0.7673235013345897	0.3618887362036667	0.00027771141341190214	0.022429093029317296	0.41435564961996535	0.0014596166989230088	0.016145772677186986	0.06245440495024514	0.012389814095813164	0.052471010831274756	7.975873103674899e-05	0.03323216280226821	0.00042318484941476043	0.1362542137959255	0.17167685018107529	0.14525525925515656	3.665185002357019	0.00344819826501894	1.533523008244356e-05
0.9525486450096406	0.7523253909187997	0.0011277476552000766	0.03881952913469005	0.5545094526955933	0.005639755140873169	0.02886035739533936	0.0727294336843075	0.022291413706361576	0.10109886816768082	0.0003374552215318183	0.04210142587271294	0.001697573179669353	0.2399397394660152	0.29982106611557213	0.248507279047267	4.2064106845726865	0.006422703781138375	8.782762419236889e-05
1.1477056933137495	1.4213252985856766	0.003523725073924505	0.05932295799499848	0.714076623526411	0.0172362222515415	0.046910260580414795	0.08218476491288569	0.035666282991902644	0.16721960175485368	0.0010867013601214373	0.05102980643214365	0.005351864546232885	0.38367915554673576	0.47332969702878724	0.38243764599104435	4.723882508733443	0.010800970495300957	0.00036721417204001866
1.3532856674982645	2.4880180197873307	0.009002850121271881	0.08131752054471955	0.8941536123001952	0.04369222984053882	0.07115609152829988	0.09090028260688493	0.051379340704388606	0.2442813470841622	0.0028529550049278714	0.05986718698008105	0.014041784394168184	0.568190048724888	0.6904364277813726	0.5427749680290446	5.220890851173428	0.016919723573655517	0.0012150757205323561
1.5692773868496657	4.054202146855365	0.01929750798095777	0.10112020468289254	1.0939331910468766	0.09379717247794161	0.10230454192425151	0.09893038142517398	0.0669517580799089	0.3228761703595685	0.00628906338601958	0.06841712805628695	0.03148729335091991	0.7885709805806126	0.9436444455514875	0.7220782465062037	5.69962567165863	0.025145809740842802	0.0032971423005175855
1.79483229641505	6.178480345217035	0.035440503448201065	0.11589104864812266	1.3099185171499288	0.174157649229159	0.140925256617907	0.10630504776166445	0.07966309322626763	0.3955675223697108	0.011896321553040705	0.07645843681407997	0.0616932818442395	1.035782455353455	1.222079286237797	0.9117772088412173	6.161479995374007	0.0358959108482618	0.007523494465102485
2.02800719454158	8.877230059652469	0.057316984294207625	0.12485130096790298	1.5360137354827834	0.2873815659311229	0.18751888250949864	0.11303497435044586	0.08800710331449314	0.45874336840921365	0.019829996990890192	0.08379252330009526	0.10827242761326752	1.2995767830800438	1.514618110705373	1.1041480208995385	6.607151775943908	0.04967693038368227	0.014867568224793048
2.2657420003160245	12.139614324540979	0.08411548621753162	0.1288505507432086	1.7643507833434546	0.4331077035414871	0.2425835002519925	0.11912160064798183	0.09205824717495663	0.5117075552803526	0.02998914616018048	0.09028320862229211	0.17442732751433115	1.5708855030319608	1.812011105278106	1.293369660865643	7.03660352469693	0.06714016258240943	0.026278036313852105
2.504022512588766	15.940977217739555	0.1149785332332031	0.12929707095829057	1.9862108890247472	0.609469340787818	0.30663347563966703	0.12456672564448543	0.09279405014536729	0.5552540147518019	0.042220172211673464	0.09586478783769038	0.2631819746414301	1.8427988519667169	2.107526550991789	1.475619171470986	7.448882879115993	0.08913943630013318	0.04275491342918256
2.7380861445923674	20.250506469232874	0.1493035033992739	0.12746517564536447	2.192759533581677	0.8136670238900312	0.3801618860431806	0.12937731571856567	0.0913383138101556	0.5907111530211814	0.05643711199077903	0.10052688218946063	0.3773148606955168	2.1104983500833443	2.3966590381124324	1.648656677909114	7.841774114783575	0.11678594355578839	0.06548168828232552
2.9625789420007203	25.034890957823077	0.18677968461889102	0.1242842112846054	2.375631608256813	1.0420666293940812	0.46356640110163255	0.13356539709712834	0.0885921920932493	0.6194665563422359	0.0726555090259703	0.10429343702674311	0.5189770067124658	2.3707748668942736	2.6765354447113423	1.811312292066285	8.211231410445063	0.1514944295499715	0.09594108921601581
3.1716107833329295	30.259955749945124	0.22736570687738014	0.12036464303605494	2.5273538514322498	1.2903249159922503	0.557063491608775	0.13714460457758695	0.08516896465846333	0.642773871725468	0.09100202959172923	0.10720387284339725	0.689280567294368	2.621506841932666	2.945349619333348	1.9630582046991927	8.550550229268019	0.1950106484665125	0.13600834408597215
3.358658345038695	35.89133422246867	0.2712924671262662	0.1160847002213657	2.641511276329894	1.5536532785825037	0.6606075797871848	0.14012447809705705	0.08144939271445237	0.6616954467186553	0.11173414256176534	0.10929719135355173	0.8880992347389993	2.861221966520471	3.201914784345035	2.103694289689705	8.849300679085287	0.24939925016268735	0.18800809775076321
