pSmad2_n	pGFP-Smad2_c	pGFP-Smad2_n	pSmad2_c	Smad4_n	Smad4_c	R_act	GFP-Smad2_c	Smad2_n	pGFP-Smad2/pSmad2_n	pGFP-Smad2/Smad4_n	pSmad2/Smad4_c	pSmad2/pSmad2_c	pGFP-Smad2/pGFP-Smad2_c	GFP-Smad2_n	Smad2_c	pGFP-Smad2/pSmad2_c	pSmad2/Smad4_n	R	pSmad2/pSmad2_n	pGFP-Smad2/pGFP_Smad2_n	pGFP-Smad2/Smad4_c	R_inact	SB-431542	Values[CIF (complex import factor)]	Values[Kdiss (dissociation constant of Smad complexes)]	Values[Kdiss SB (dissociation constant of the SB/receptor interaction)]
0.006794123781857374	0.059314707392151826	0.006794123781857371	0.05931470739215181	50.764139203700864	50.58249887322748	0.23621960764245542	60.43060470758868	28.50069211190686	2.4734558637056682e-05	0.04740966261078442	0.08208267351347034	6.923198881678571e-05	6.923198881678568e-05	28.50069211190686	60.43060470758868	6.923198881678571e-05	0.04740966261078444	0.7637803923575449	2.4734558637056695e-05	2.473455863705669e-05	0.08208267351347034	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.007146652846342031	0.06074147712346322	0.00714665284634203	0.06074147712346321	50.76329922894054	50.57448901737013	0.23995263152753266	60.425134344725684	28.499970982111734	2.6814235011965842e-05	0.05009180456430418	0.08509105757723165	7.365846931339662e-05	7.36584693133966e-05	28.499970982111734	60.425134344725684	7.365846931339661e-05	0.050091804564304204	0.7600473684724677	2.6814235011965852e-05	2.6814235011965845e-05	0.08509105757723165	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.007511049883387083	0.06217250176320671	0.007511049883387081	0.0621725017632067	50.762436743839345	50.56633091972002	0.2436674100275935	60.419584008311034	28.499228748438842	2.9020958171055482e-05	0.05286559602301574	0.08813814653086731	7.826504962549566e-05	7.826504962549563e-05	28.499228748438842	60.419584008311034	7.826504962549564e-05	0.05286559602301576	0.7563325899724066	2.9020958171055496e-05	2.9020958171055496e-05	0.0881381465308673	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.007887474250049249	0.06360763479412533	0.007887474250049247	0.06360763479412533	50.76155172509038	50.55802547393887	0.24736403231808518	60.41395425743232	28.498465283477568	3.135957373918517e-05	0.05573196470564526	0.09122308999054471	8.3054612961633e-05	8.3054612961633e-05	28.498465283477568	60.41395425743232	8.3054612961633e-05	0.055731964705645266	0.752635967681915	3.135957373918518e-05	3.135957373918518e-05	0.0912230899905447	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.008276081521207302	0.06504673413093089	0.0082760815212073	0.06504673413093089	50.760644154843554	50.549573573597705	0.2510425871386043	60.408245647040076	28.49768046572245	3.3834998794792995e-05	0.058691809900467504	0.09434504894024409	8.80299865245638e-05	8.802998652456377e-05	28.49768046572245	60.408245647040076	8.802998652456377e-05	0.05869180990046752	0.7489574128613959	3.383499879479301e-05	3.3834998794793015e-05	0.09434504894024408	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.008677023489899892	0.06648966186238	0.00867702348989989	0.06648966186238	50.75971402048402	50.54097611174484	0.25470316279502736	60.40245872799613	28.496874179450298	3.645222121437523e-05	0.061746002944423506	0.09750319578553648	9.319394141803371e-05	9.31939414180337e-05	28.496874179450298	60.40245872799613	9.31939414180337e-05	0.06174600294442352	0.7452968372049728	3.6452221214375244e-05	3.645222121437525e-05	0.09750319578553646	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.009090448174596187	0.06793628401418744	0.009090448174596187	0.06793628401418744	50.75876131442656	50.53223398051493	0.2583458471616304	60.39659404712088	28.496046314599152	3.9216299074640275e-05	0.06489538769385975	0.1006967143869607	9.854919258234427e-05	9.854919258234424e-05	28.496046314599152	60.39659404712088	9.854919258234424e-05	0.06489538769385975	0.7416541528383699	3.921629907464029e-05	3.9216299074640296e-05	0.10069671438696068	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.009516499827629222	0.06938647031932203	0.009516499827629222	0.06938647031932203	50.757786033915444	50.52334807075202	0.2619707276831984	60.39065214724014	28.495196766649176	4.213236009322754e-05	0.06814078098907432	0.10392480008794486	0.00010409839875755269	0.00010409839875755267	28.495196766649176	60.39065214724014	0.00010409839875755267	0.06814078098907432	0.7380292723168018	4.213236009322755e-05	4.213236009322756e-05	0.10392480008794483	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.009955318954084937	0.0708400940373743	0.009955318954084937	0.0708400940373743	50.75678818084624	50.5143192717305	0.26557789137712456	60.384633567231006	28.4943254365053	4.520560112831545e-05	0.07148297311549343	0.10718665969041567	0.0001098441624894497	0.00010984416248944967	28.4943254365053	60.384633567231006	0.00010984416248944967	0.07148297311549343	0.7344221086228758	4.5205601128315465e-05	4.520560112831547e-05	0.10718665969041566	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.01040704232786147	0.07229703175904412	0.01040704232786147	0.07229703175904412	50.75576776158601	50.50514847084517	0.2691674248354994	60.37853884206717	28.493432230381792	4.844128771223667e-05	0.07492272825604955	0.1104815114500697	0.00011578903014410402	0.00011578903014410401	28.493432230381792	60.37853884206717	0.00011578903014410401	0.07492272825604955	0.730832575164501	4.844128771223668e-05	4.8441287712236684e-05	0.11048151145006965	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.01087180301847837	0.07375716325798799	0.01087180301847837	0.07375716325798799	50.75472478681602	50.49583655339591	0.2727394142271889	60.372368502863296	28.492517059688627	5.1844753642160736e-05	0.07846078493943572	0.11380858502122028	0.00012193549197532646	0.00012193549197532643	28.492517059688627	60.372368502863296	0.00012193549197532643	0.07846078493943572	0.7272605857728114	5.184475364216074e-05	5.184475364216076e-05	0.11380858502122022	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.011349730414388193	0.07522037132618833	0.011349730414388193	0.07522037132618833	50.75365927137153	50.48638440233831	0.2762939452999037	60.36612307691892	28.491579840919734	5.542140060005084e-05	0.0820978564799761	0.1171671214230218	0.0001282859821985823	0.00012828598219858227	28.491579840919734	60.36612307691892	0.00012828598219858227	0.0820978564799761	0.7237060547000966	5.5421400600050857e-05	5.542140060005086e-05	0.11716712142302176	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.011840950255441539	0.07668654165101604	0.011840950255441539	0.07668654165101603	50.752571234101296	50.47679289811724	0.2798311033822571	60.35980308776147	28.490620495543062	5.917669782984775e-05	0.08583463141317609	0.1205563729617121	0.00013484287910795576	0.00013484287910795576	28.490620495543062	60.35980308776147	0.00013484287910795576	0.08583463141317609	0.7201688966177433	5.917669782984779e-05	5.9176697829847805e-05	0.12055637296171207	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.012345584662109214	0.07815556267684393	0.012345584662109214	0.07815556267684391	50.75146069772432	50.46706291846872	0.28335097338581344	60.35340905518877	28.48963894989249	6.311618183823446e-05	0.08967177392323876	0.12397560317294284	0.0001416085052050618	0.00014160850520506178	28.48963894989249	60.35340905518877	0.00014160850520506178	0.08967177392323876	0.7166490266141868	6.311618183823449e-05	6.31161818382345e-05	0.1239756031729428	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.012863752172230408	0.07962732550096595	0.012863752172230406	0.07962732550096595	50.75032768870358	50.45719533828978	0.2868536398071266	60.34694149531067	28.488635135061564	6.724545615184421e-05	0.09360992426564396	0.12742408672848285	0.00014858512736373584	0.00014858512736373584	28.488635135061564	60.34694149531067	0.0001485851273637358	0.09360992426564398	0.7131463601928737	6.724545615184423e-05	6.724545615184424e-05	0.12742408672848282	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.013395567774799428	0.0811017237585373	0.013395567774799428	0.0811017237585373	50.74917223711726	50.447191029485445	0.2903391867297684	60.34040092059024	28.487608986798964	7.15701910949777e-05	0.09764969918295781	0.13090110935788946	0.00015577495700445183	0.00015577495700445183	28.487608986798964	60.34040092059024	0.0001557749570044518	0.09764969918295782	0.7096608132702319	7.15701910949777e-05	7.157019109497774e-05	0.13090110935788946	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.013941142950987412	0.08257865353645563	0.013941142950987412	0.08257865353645563	50.74799437654656	50.43705086087328	0.2938076978263468	60.33378783988399	28.486560445405935	7.609612362424327e-05	0.10179169231429332	0.1344059677406321	0.00016318015030972535	0.00016318015030972533	28.486560445405935	60.33378783988399	0.00016318015030972533	0.10179169231429332	0.7061923021736534	7.609612362424329e-05	7.609612362424331e-05	0.1344059677406321	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0145005857098403	0.08405801326846342	0.0145005857098403	0.08405801326846342	50.74679414395644	50.42677569804911	0.29725925636051503	60.32710275848187	28.485489455635236	8.082905716835361e-05	0.10603647459873945	0.1379379694217073	0.00017080280844097026	0.00017080280844097026	28.485489455635236	60.32710275848187	0.00017080280844097024	0.10603647459873944	0.7027407436394852	8.082905716835361e-05	8.082905716835364e-05	0.1379379694217073	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.015074000632355365	0.08553970366471636	0.015074000632355361	0.08553970366471636	50.74557157959512	50.41636640332147	0.3006939451889697	60.320346178146245	28.48439596659213	8.57748615353274e-05	0.11038459467246377	0.14149643269166995	0.0001786449777967317	0.0001786449777967317	28.48439596659213	60.320346178146245	0.0001786449777967317	0.11038459467246377	0.6993060548110306	8.577486153532741e-05	8.577486153532742e-05	0.14149643269166995	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.01566148891093563	0.08702362762557543	0.015661488910935627	0.08702362762557543	50.744326726887614	50.405823835613376	0.3041118467634405	60.31351859715052	28.483279931636837	9.09394728195718e-05	0.11483657926033763	0.14508068648663525	0.0001867086502728385	0.0001867086502728385	28.483279931636837	60.31351859715052	0.0001867086502728385	0.11483657926033763	0.6958881532365597	9.093947281957182e-05	9.093947281957184e-05	0.14508068648663525	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.016263148394014642	0.08850969017638412	0.016263148394014635	0.08850969017638413	50.74305963234215	50.3951488504056	0.3075130431326691	60.306620510316925	28.48214130828898	9.632889336640214e-05	0.11939293356071938	0.14869007026777403	0.0001949957635578038	0.0001949957635578038	28.48214130828898	60.306620510316925	0.0001949957635578038	0.11939293356071938	0.6924869568673312	9.632889336640213e-05	9.632889336640215e-05	0.14869007026777403	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.016879073628191927	0.08999779839582012	0.016879073628191923	0.08999779839582012	50.74177034545452	50.38434229966616	0.3108976159443787	60.29965240905397	28.48098005813346	0.00010194919174304308	0.12405414162524037	0.15232393391030674	0.0002035082014345616	0.0002035082014345616	28.48098005813346	60.29965240905397	0.0002035082014345616	0.12405414162524037	0.6891023840556215	0.00010194919174304308	0.00010194919174304311	0.15232393391030674	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.017509355903119066	0.09148786135596407	0.017509355903119066	0.09148786135596408	50.7404589186206	50.373405031802704	0.31426564644723454	60.292614781393006	28.479796146728255	0.00010780650275323458	0.12882066673199866	0.15598163758221467	0.00021224779410897534	0.00021224779410897534	28.479796146728255	60.292614781393006	0.00021224779410897534	0.12882066673199866	0.6857343535527658	0.00010780650275323458	0.00010780650275323461	0.15598163758221467	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.018154083296045162	0.09297979006304986	0.018154083296045162	0.09297979006304988	50.7391254070509	50.36233789161534	0.31761721549279365	60.285508112024466	28.478589543513728	0.00011390702746835584	0.1336929517532893	0.15966255162460175	0.0002212163185533443	0.0002212163185533443	28.478589543513728	60.285508112024466	0.0002212163185533443	0.1336929517532893	0.6823827845072067	0.00011390702746835584	0.00011390702746835586	0.15966255162460175	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.01881334071654735	0.0944734974011826	0.01881334071654735	0.0944734974011826	50.73776986868831	50.35114172025481	0.32095240353744625	60.27833288233336	28.47736022172361	0.00012025703328382142	0.1386714195175778	0.16336605643130248	0.0002304154988666171	0.0002304154988666171	28.47736022172361	60.27833288233336	0.0002304154988666171	0.1386714195175778	0.6790475964625541	0.00012025703328382142	0.00012025703328382144	0.16336605643130248	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.019487209952562572	0.09596889808348102	0.019487209952562572	0.09596889808348101	50.73639236413103	50.33981735519471	0.324271290644347	60.27108957043426	28.476108158297667	0.00012686285400682486	0.14375647316569753	0.16709154232280635	0.00023984700665260182	0.00023984700665260182	28.476108158297667	60.27108957043426	0.00023984700665260182	0.14375647316569753	0.6757287093556532	0.00012686285400682483	0.00012686285400682486	0.16709154232280635	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.020175769714946057	0.09746590860038686	0.020175769714946057	0.09746590860038686	50.734992956555146	50.32836563019744	0.32757395648533694	60.2637786512059	28.474833333795775	0.0001337308899494091	0.1489484965022643	0.1708384094255735	0.00024951246140599075	0.00024951246140599075	28.474833333795775	60.2637786512059	0.00024951246140599075	0.1489484965022643	0.6724260435146633	0.00013373088994940907	0.0001337308899494091	0.1708384094255735	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.02087909568423693	0.09896444717725975	0.02087909568423693	0.09896444717725975	50.733571711644544	50.31678737529777	0.33086048034285603	60.25640059632479	28.47353573231387	0.00014086760806451926	0.15424785434032443	0.17460606754379684	0.0002594134309267735	0.0002594134309267735	28.47353573231387	60.25640059632479	0.0002594134309267735	0.15424785434032443	0.6691395196571442	0.00014086760806451926	0.00014086760806451926	0.17460606754379682	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.02159726055510167	0.10046443372696737	0.02159726055510167	0.10046443372696737	50.73212869751846	50.30508341677594	0.33413094111184616	60.248955874298886	28.47221534140114	0.00014827954207352433	0.15965489284191517	0.1783939360388315	0.0002695514317353239	0.0002695514317353239	28.47221534140114	60.248955874298886	0.0002695514317353239	0.15965489284191517	0.6658690588881541	0.0001482795420735243	0.0001482795420735243	0.17839393603883147	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.02233033408300587	0.10196578981199994	0.022330334083005873	0.10196578981199991	50.73066398466624	50.29325457714898	0.3373854173016457	60.24144495050019	28.470872151978963	0.00015597329263887687	0.1651699398524154	0.18220144370059793	0.0002799279295123856	0.0002799279295123856	28.470872151978963	60.24144495050019	0.0002799279295123856	0.1651699398524154	0.6626145826983547	0.00015597329263887684	0.00015597329263887684	0.1822014437005979	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.023078383128699604	0.10346843860208116	0.023078383128699607	0.10346843860208116	50.72917764588038	50.28130167515224	0.34062398703787244	60.23386828719727	28.46950615826127	0.00016395552752477156	0.17079330523003866	0.18602802862641693	0.00029054433954100973	0.00029054433954100973	28.46950615826127	60.23386828719727	0.0002905443395410098	0.17079330523003866	0.6593760129621278	0.0001639555275247715	0.0001639555275247715	0.18602802862641693	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.023841471705282825	0.10497230484154432	0.023841471705282828	0.10497230484154432	50.72766975619666	50.269225525740055	0.3438467280643026	60.2262263435869	28.468117357676274	0.00017223298181172158	0.17652528117052202	0.1898731380908275	0.0003014020271762224	0.0003014020271762224	28.468117357676274	60.2262263435869	0.0003014020271762224	0.17652528117052202	0.6561532719356976	0.00017223298181172155	0.00017223298181172155	0.18987313809082745	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.024619661021605437	0.10647731481042774	0.02461966102160544	0.10647731481042774	50.72614039283198	50.25702694007225	0.3470537177447272	60.21851957582522	28.466705750790933	0.00018081245808736012	0.18236614252252972	0.19373622842707375	0.0003125023083168494	0.0003125023083168494	28.466705750790933	60.21851957582522	0.00031250230831684947	0.18236614252252972	0.652946282255273	0.0001808124580873601	0.0001808124580873601	0.1937362284270737	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.02541300952746529	0.10798339628801434	0.025413009527465294	0.10798339628801434	50.724589635122776	50.24470672550653	0.35024503306482235	60.210748437059095	28.46527134123367	0.00018970082664477688	0.18831614710885416	0.19761676490300714	0.000323846449872982	0.000323846449872982	28.46527134123367	60.210748437059095	0.00032384644987298205	0.18831614710885416	0.6497549669351779	0.00018970082664477686	0.00018970082664477686	0.19761676490300709	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.02622157295982849	0.10949047852144386	0.02622157295982849	0.10949047852144386	50.7230175644676	50.23226568560035	0.3534207506340112	60.20291337745726	28.463814135618556	0.00019890502571001526	0.19437553604268254	0.20151422159343507	0.00033543567025110074	0.00033543567025110064	28.463814135618556	60.20291337745726	0.0003354356702511007	0.19437553604268257	0.646579249365989	0.0001989050257100152	0.00019890502571001526	0.20151422159343507	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0270454043844355	0.11099849220134475	0.0270454043844355	0.11099849220134475	50.72142426428273	50.21970462012054	0.35658094668724116	60.19501484423684	28.462334143482334	0.000208432061740056	0.2005445339993139	0.20542808126541567	0.0003472711399230793	0.0003472711399230793	28.462334143482334	60.19501484423684	0.0003472711399230793	0.20054453399931393	0.6434190533127591	0.00020843206174005595	0.000208432061740056	0.20542808126541567	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.02788455424295993	0.11250736941936665	0.027884554242959936	0.11250736941936665	50.719809819931804	50.20702432502719	0.3597256970869023	60.18705328169754	28.46083137719974	0.0002182890095706226	0.2068233495630956	0.20935783524895185	0.0003593539818413595	0.00035935398184135944	28.46083137719974	60.18705328169754	0.0003593539818413595	0.2068233495630956	0.6402743029130978	0.00021828900957062257	0.0002182890095706226	0.20935783524895185	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0287390703941798	0.11401704364981304	0.0287390703941798	0.11401704364981304	50.71817431868791	50.19422559249321	0.3628550773245753	60.17902913124672	28.459305851924974	0.00022848301274749558	0.2132121754837753	0.2133029833226697	0.0003716852720395495	0.0003716852720395494	28.459305851924974	60.17902913124672	0.0003716852720395495	0.2132121754837753	0.6371449226754248	0.00022848301274749552	0.00022848301274749558	0.2133029833226697	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.029608998158132845	0.11552744971879604	0.029608998158132845	0.11552744971879604	50.71651784967913	50.18130921090519	0.36596916252286665	60.17094283142908	28.457757585519875	0.00023902128376639958	0.21971118897877903	0.21726303359217597	0.0003842660401399302	0.00038426604013993014	28.457757585519875	60.17094283142908	0.0003842660401399302	0.21971118897877903	0.6340308374771336	0.00023902128376639953	0.00023902128376639958	0.21726303359217597	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.030494380360307875	0.11703852377108756	0.030494380360307875	0.11703852377108756	50.71484050383163	50.16827596486051	0.36906802743725203	60.162794817956836	28.4561865984806	0.00024991110429353395	0.22632055204085494	0.22123750236855505	0.0003970972698479772	0.0003970972698479771	28.4561865984806	60.162794817956836	0.0003970972698479771	0.226320552040855	0.6309319725627481	0.0002499111042935339	0.00024991110429353395	0.22123750236855505	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.031395257370202274	0.11855020325483315	0.031395257370202274	0.11855020325483315	50.71314237383763	50.15512663518967	0.37215174645778043	60.15458552373281	28.454592913885545	0.0002611598255092888	0.23304041167181785	0.22522591406126238	0.0004101798995907241	0.000410179899590724	28.454592913885545	60.15458552373281	0.000410179899590724	0.2330404116718179	0.6278482535422197	0.00026115982550928876	0.0002611598255092888	0.22522591406126238	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.03231166714809775	0.12006242688418683	0.03231166714809775	0.12006242688418686	50.71142355409125	50.14186199894849	0.37522039361096676	60.1463153788829	28.452976557314816	0.00027277486830466064	0.2398709002152806	0.22922780104956827	0.0004235148229664291	0.00042351482296642905	28.452976557314816	60.1463153788829	0.00042351482296642894	0.2398709002152807	0.6247796063890334	0.00027277486830466064	0.00027277486830466064	0.2292278010495683	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.03324364528271343	0.12157513462378917	0.03324364528271343	0.1215751346237892	50.70968414065661	50.12848282943937	0.378274042561485	60.13798481077885	28.451337556799214	0.00028476372359741685	0.24681213558652132	0.23324270357773785	0.00043710288937335266	0.00043710288937335256	28.451337556799214	60.13798481077885	0.00043710288937335245	0.24681213558652138	0.6217259574385152	0.00028476372359741685	0.00028476372359741685	0.2332427035777379	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.03419122503396909	0.12308826766163655	0.03419122503396909	0.12308826766163658	50.70792423121875	50.11498989621716	0.3813127666139708	60.12959424406623	28.44967594275323	0.00029713395259534623	0.2538642215581252	0.2372701696369979	0.0004509449045481857	0.0004509449045481856	28.44967594275323	60.12959424406623	0.00045094490454818554	0.2538642215581253	0.6186872333860294	0.00029713395259534623	0.00029713395259534623	0.23727016963699796	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.035154437374589655	0.12460176838329258	0.03515443737458966	0.1246017683832926	50.70614392503693	50.1013839650966	0.3843366387148043	60.121144100691595	28.447991747910812	0.0003098931870554501	0.26102724803609423	0.24130975485055892	0.00046504163111485696	0.00046504163111485685	28.447991747910812	60.121144100691595	0.00046504163111485685	0.2610272480360943	0.6156633612851959	0.00030989318705545017	0.0003098931870554501	0.24130975485055897	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0361333110259432	0.12611558035692796	0.03613331102594321	0.12611558035692796	50.7043433229145	50.08766579817272	0.38734573145377693	60.11263479992409	28.446285007277474	0.0003230491295735483	0.26830129127855185	0.24536102237363133	0.00047939378921667676	0.00047939378921667665	28.446285007277474	60.11263479992409	0.00047939378921667665	0.26830129127855185	0.6126542685462233	0.0003230491295735483	0.0003230491295735483	0.24536102237363136	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
