NFkB	IKK	NFkBn	IkBa	IkBb	IkBe	IkBbNFkB	IkBeNFkB	IkBaNFkB	IKKIkBb	IKKIkBeNFkB	IkBat	IKKIkBa	IkBen	IkBan	IkBbn	IkBbt	IkBet	IKKIkBbNFkB	IKKIkBe	IkBanNFkBn	IkBenNFkBn	IKKIkBaNFkB	IkBbnNFkBn
0.0002508100000000001	0.10000000000000002	0.00020366	0.19028	0.021428	0.015307000000000001	0.009096300000000002	0.0064977	0.08206200000000001	0.0	0.0	0.005486800000000001	0.0	0.015635	0.19326	0.021887000000000004	0.00063696	0.00045500000000000006	0.0	0.0	0.0013739	0.00021473000000000003	0.0	0.00030061000000000004
0.0002653623117369798	0.0979792538536069	0.00020409445109370093	0.18985586143855418	0.021416239990374373	0.015294058471781443	0.00905278671507	0.006452566615595965	0.08057470035678892	1.2711512757916187e-05	4.456730277189176e-05	0.005486804380509474	0.0004225101181546018	0.01563424613117873	0.19325936484456435	0.021885945189986388	0.0006369596512488273	0.0004549996000559948	4.290414588418534e-05	1.3613480566234645e-05	0.0013739433145861328	0.0002150979313400033	0.0014725618862194362	0.000301124968912773
0.0003042493773745897	0.09606082975728993	0.00020682118788090622	0.1894384950677792	0.021404452921462636	0.015281197111047742	0.009010719876508597	0.00640893565287478	0.07914825068647681	2.5141449738021305e-05	8.736395614745406e-05	0.005486808769386647	0.0008341148892998801	0.015633479564757323	0.19325846654760898	0.02188487354765346	0.0006369593025952915	0.00045499920022395817	8.434203514438145e-05	2.6911243503970094e-05	0.001374122482852469	0.000215474774809957	0.0028577775556621085	0.00030165241426794007
0.00036139519400141815	0.09423860955435068	0.00021338609131931995	0.18902544986172404	0.021392399872296058	0.015268240624978044	0.008970264726708685	0.0063668978975600235	0.07778095406872769	3.730229403268711e-05	0.00012848041635139394	0.00548681318820417	0.0012352797162622298	0.01563267588379191	0.19325700499500092	0.021883750871808074	0.0006369589540393648	0.00045499880050385886	0.0001243861475400517	3.9907064463613574e-05	0.001374735582389488	0.00021588484362660866	0.004161098660217336	0.00030222637155798913
0.0004319437553374156	0.09250689089100773	0.00022470493669099383	0.1886148356502086	0.021379901604822407	0.015255056780380841	0.00893153105145071	0.00632650607802275	0.07647085403686468	4.9205378610287735e-05	0.00016800258162221444	0.00548681766870849	0.0016264288017899908	0.015631801171662872	0.19325456226218699	0.021882529663835363	0.0006369586055810202	0.00045499840089566554	0.00016310559918401274	5.261346443557958e-05	0.001376192965974679	0.00021636177786056297	0.005387613284298022	0.0003028939326939473
0.000512027806844303	0.0908603590791271	0.00024122553359490944	0.18820521116464295	0.02136682656671033	0.015241547758680486	0.00889458511837816	0.006287783369880068	0.07521582708458616	6.086109230393618e-05	0.00020601178863834306	0.005486822251602523	0.002007952348168255	0.015630816291397967	0.19325065558755275	0.02188115511810778	0.0006369582572202302	0.0004549980013993469	0.00020056605989133433	6.504193310875613e-05	0.001378963298914528	0.00021694423489118577	0.0065420664911728585	0.0003037092132081367
0.0005985805429698444	0.08929405995710309	0.00026305443255851015	0.18779549357037734	0.02135308117916952	0.015227643159798429	0.008859459268760845	0.0062507302021074275	0.07401365370741948	7.227903965039098e-05	0.0002425848906117112	0.005486826986693979	0.002380212151185934	0.015629680037723748	0.1932447763997425	0.021879569534372083	0.0006369579089569678	0.00045499760201487156	0.00023682975447827923	7.720310221960702e-05	0.0013835341431608433	0.000217672724904483	0.007628881410658226	0.0003047289223703369
0.0006891823103276053	0.08780337403601086	0.0002900553655878753	0.18738488538550585	0.02133860197887417	0.015213294343298017	0.008826159613797572	0.0062153296946213556	0.07286207250697034	8.346816520856095e-05	0.000277794391349056	0.005486831933583328	0.0027435459596129182	0.015628351410978843	0.19323641847981227	0.021877715500867975	0.0006369575607912054	0.0004549972027422082	0.00027195552331161187	8.910688042448153e-05	0.0013903838381527595	0.00021858733735514793	0.008652180237988805	0.0003060091805378627
0.0007819358621392211	0.08638399209610957	0.00032192519398881815	0.18697281548225997	0.02132334926569951	0.015198469855054762	0.00879467219899797	0.006181551992631879	0.07175882094669002	9.443685055304525e-05	0.00031170861612198997	0.00548683716227668	0.003098270885845986	0.01562679121118279	0.19322509771061072	0.021875538125762668	0.0006369572127229157	0.00045499680358132544	0.00030599892355040963	0.00010076255858251757	0.001399962095218259	0.00021972615626998011	0.009615804713598764	0.00030760330079266404
0.0008753649058770971	0.08503189231190374	0.0003582520082359441	0.18655889150196156	0.021307301974038968	0.015183151735575077	0.00876496793021223	0.006149357711568796	0.07070166560788002	0.00010519299025971209	0.00034439190515977666	0.005486842753356553	0.00344468608752079	0.015624963109630408	0.19321036535984099	0.0218729865371977	0.0006369568647520714	0.0004549964045321922	0.000339012357210096	0.00011217889229607818	0.0014126772588047183	0.00022112420408085536	0.010523335800521323	0.0003095603104491266
