TNFRC2	FLIP	TRAF2	FADD	XIAP	pCasp8	TNFRC2:FLIP:pCasp8	IKK	NFkB	IkBa	Casp8	TNFRC2:pCasp8	TNFRC2:FLIP	RIP	TNFRC1	TNFR_E	IkBa:NFkB_N	Casp3	TNF:TNFR:TRADD	IkBa:NFkB	IkBa_N	TNF:TNFR_E	XIAP:Casp3	TNFRC2:pCasp8:pCasp8	NFkB_N	pCasp6	PARP	A20	A20_mRNA	IkBa_mRNA	XIAP_mRNA	FLIP_mRNA	IKKa	BAR:Casp8	pCasp3	TNFR	PIkBa	TNFRC2:FLIP:pCasp8:RIP:TRAF2	TNFRC2:FLIP:FLIP	cPARP	Casp6	TRADD	BAR	TNFRCint1	TNFRCint3	TNFRCint2	TNF_E
0.0	0.010014750000000001	0.10330000000000002	0.0967	2.448034375	1.0000000000000002	0.0	0.20000000000000004	3.6051562500000006e-05	0.00031724375	0.0	0.0	0.0	0.0633	0.0	3.720238095238096e-06	8.524517045454546e-05	0.0	0.0	0.004719750000000001	0.0013105113636363635	0.0	0.0	0.0	0.0006547642045454545	0.02	0.5208343750000001	0.032635625	5.271373106060606e-05	5.0333049242424246e-05	0.00020799810606060605	0.00013168181818181817	0.0	0.0	0.25000000000000006	8.749999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0917	0.089965625	0.0	0.0	0.0	0.00020000000000000004
2.5191565745844583e-24	0.010014749998232216	0.10329999999460113	0.0967	2.4480343751335685	1.0000000000374991	3.0629692776567895e-28	0.1999999999135191	3.60515643029221e-05	0.0003172437548775714	1.706393601420742e-29	3.128701911017916e-26	2.880620401284486e-27	0.06329999999460015	5.397276512597903e-12	3.7107164004016762e-06	8.524516648305347e-05	1.0503760458009679e-32	2.485561043138951e-09	0.00471974999891445	0.0013105113605606472	9.515717843679946e-09	2.6456528569385357e-33	2.921838846998232e-28	0.0006547642049321739	0.020000000000749977	0.5208343749918887	0.032635625005891386	5.271373103793307e-05	5.033304922377954e-05	0.00020799810606300453	0.00013168181816221268	8.648096246070102e-11	1.5772488037683031e-31	0.24999999999375017	8.749999999999999e-05	3.460917827501925e-14	1.5529986841398094e-32	2.8358255090898213e-30	1.6887125989512664e-34	3.2423148246549015e-37	0.09169999748969969	0.08996562499970451	1.6772192315769608e-15	1.3071196873217603e-22	4.849394310174202e-19	0.00019999047803843342
1.5234931104776342e-22	0.010014749996464565	0.1032999999569402	0.0967	2.448034375267124	1.0000000000749956	9.105253425091832e-26	0.19999999874744545	3.6051566822013884e-05	0.00031724375971714476	1.5525283743320954e-26	4.147196039938688e-24	3.3903499000342583e-25	0.063299999956926	4.303609919146054e-11	3.7012206862458404e-06	8.524516256952142e-05	2.0461962426627764e-29	9.830133236158846e-09	0.004719749997067633	0.0013105113575688297	1.8993533365408622e-08	1.9508444568111453e-29	9.462561376565283e-26	0.0006547642053977362	0.020000000001499905	0.5208343749837772	0.03263562501178207	5.271373101528683e-05	5.033304920515503e-05	0.00020799810606541685	0.00013168181814262459	1.2525545858143434e-09	4.7937486095231895e-28	0.24999999998750072	8.749999999999999e-05	8.110614674188697e-13	1.3736676134222607e-29	8.704859275758835e-28	1.2454015443089814e-30	2.3911444876622484e-33	0.091699989972531	0.08996562499940902	2.4662829121242643e-14	4.435590533874168e-21	1.1497731997775206e-17	0.0001999809815250623
2.2386790799343127e-21	0.010014749994697045	0.10329999985587777	0.0967	2.4480343754006655	1.0000000001124898	2.391631045832624e-24	0.19999999385262315	3.605157360088637e-05	0.0003172437645163269	5.889394583104244e-25	8.455634695973388e-23	6.445223623676586e-24	0.06329999985580682	1.4400368608308832e-10	3.6917508789461102e-06	8.524515871336908e-05	9.117073267340366e-28	2.187051717334243e-08	0.004719749990889403	0.0013105113546598034	2.8433568479040323e-08	1.278588748684458e-27	2.606668217285519e-24	0.0006547642060231244	0.020000000002249788	0.5208343749756658	0.03263562501767205	5.271373099267139e-05	5.033304918655398e-05	0.00020799810606784674	0.00013168181812305747	6.1473768881708695e-09	2.626654402468884e-26	0.2499999999812517	8.749999999999999e-05	5.877620219081891e-12	5.133499339573759e-28	2.3320250100567208e-26	8.1631876558453e-29	1.5673074854691206e-31	0.09169997746891086	0.08996562499911352	1.2331919787371774e-13	4.6520355552769484e-20	8.471948220867155e-17	0.00019997151038751232
1.581628801042978e-20	0.010014749992929659	0.10329999966127443	0.0967	2.4480343755341942	1.0000000001499816	2.6275379429158558e-23	0.19999998109022046	3.6051593462082466e-05	0.0003172437692651647	8.563735957587419e-24	7.738334673719757e-22	5.506617862517283e-23	0.06329999966105196	3.38354026979002e-10	3.682306904735063e-06	8.524515491437243e-05	1.4624195129976186e-26	3.844804298698523e-08	0.004719749971455855	0.0013105113518320263	3.7835944996019224e-08	2.680842327377119e-26	2.9947782170691594e-23	0.0006547642071157327	0.020000000002999632	0.5208343749675544	0.03263562502356133	5.2713730970097583e-05	5.033304916798506e-05	0.0002079981060703036	0.0001316818181035209	1.8909779634390876e-08	4.968307833969374e-25	0.24999999997500305	8.749999999999999e-05	2.4075231211182182e-11	7.368476774836391e-27	2.6133819681798384e-25	1.7117438337815228e-27	3.286482885962564e-30	0.09169995999923679	0.08996562499881804	3.8656068403152694e-13	2.5264734229157675e-19	3.530725052477511e-16	0.0001999620645534655
7.252109048724735e-20	0.010014749991162404	0.10329999934405042	0.0967	2.448034375667709	1.0000000001874714	1.6995156591348563e-22	0.19999995503097612	3.605164262072358e-05	0.00031724377393811784	6.993198507130557e-23	4.367097376063078e-21	2.9089906125059763e-22	0.06329999934351117	6.550493350851528e-10	3.6728886901021563e-06	8.524515117333153e-05	1.279504518650683e-25	5.940890114674096e-08	0.004719749922295869	0.001310511349082678	4.720078429529467e-08	2.927339071726621e-25	2.0220086058978015e-22	0.0006547642094504985	0.020000000003749425	0.520834374959443	0.032635625029449895	5.2713730947595835e-05	5.033304914947261e-05	0.00020799810607281425	0.00013168181808404162	4.496902392385325e-08	5.044137873326328e-24	0.2499999999687548	8.749999999999999e-05	7.16657247144423e-11	5.945687038752423e-26	1.725168267666101e-24	1.8693087034326515e-26	3.58898560540931e-29	0.09169993758383158	0.08996562499852256	9.366963036774296e-13	9.405431821283806e-19	1.0694370912175335e-15	0.00019995264395085587
2.5123467798148373e-19	0.010014749989395283	0.10329999887613685	0.0967	2.448034375801211	1.0000000002249585	7.750286385646931e-22	0.19999990914119353	3.6051746431873814e-05	0.00031724377848369156	3.882395673205639e-22	1.794858565661211e-20	1.1234215208924612e-21	0.06329999887502662	1.1220101395033665e-09	3.663496161758669e-06	8.52451474932714e-05	7.468446503789095e-25	8.460391153031232e-08	0.004719749817540329	0.001310511346406126	5.652820738121398e-08	2.058403349238553e-24	9.600246598878595e-22	0.0006547642145821322	0.020000000004499165	0.5208343749513318	0.032635625035337776	5.271373092523959e-05	5.03330491310754e-05	0.00020799810607544342	0.00013168181806468435	9.085880652661684e-08	3.3632994109419775e-23	0.2499999999625069	8.749999999999999e-05	1.7409792489031927e-10	3.265800181785761e-25	8.029825196032464e-24	1.314558719467238e-25	2.523880080628224e-28	0.0916999102429528	0.0899656249982271	1.928115829756594e-12	2.747541316588173e-18	2.6433673805490447e-15	0.00019994324850783514
7.158976734225956e-19	0.010014749987628293	0.10329999823044529	0.0967	2.4480343759346996	1.0000000002624436	2.7663091035813386e-21	0.19999983594572798	3.605194085320943e-05	0.00031724378281214175	1.6409735803669257e-21	5.906986988444146e-20	3.4878624766786366e-21	0.06329999822840301	1.7661468205937846e-09	3.6541292466369814e-06	8.524514388129336e-05	3.278069858442069e-24	1.1388838625177917e-07	0.004719749620336301	0.001310511343791559	6.581833488469293e-08	1.0598269510385557e-23	3.557831937625054e-21	0.0006547642252164439	0.02000000000524886	0.5208343749432206	0.03263562504122495	5.271373090318158e-05	5.033304911291563e-05	0.00020799810607832552	0.00013168181804558353	1.6405427204988429e-07	1.6635370258638676e-22	0.24999999995625943	8.749999999999999e-05	3.6749248634415546e-10	1.3674617568724093e-24	2.9248905971905766e-23	6.76903114346836e-25	1.2996106159374897e-27	0.09169987799679338	0.08996562499793165	3.54609615299433e-12	6.7832901210297135e-18	5.676467487662193e-15	0.00019993387815277222
1.7679414006510604e-18	0.01001474998586144	0.10329999738084153	0.0967	2.448034376068175	1.000000000299926	8.252790212627275e-21	0.19999972717164596	3.605227369478316e-05	0.00031724378678135625	5.67758913784589e-21	1.6515948307008105e-19	9.233252551409703e-21	0.06329999737738198	2.613386929220937e-09	3.6447878718906115e-06	8.524514035120416e-05	1.1680384430125638e-23	1.4712201116024863e-07	0.004719749281455316	0.0013105113412196015	7.507128706309324e-08	4.3449755698368956e-23	1.0993136555912039e-20	0.000654764245637851	0.02000000000599851	0.5208343749351094	0.03263562504711142	5.271373088170561e-05	5.0333049095220355e-05	0.0002079981060817105	0.00013168181802698895	2.728283541208972e-07	6.608597263050942e-22	0.24999999995001232	8.749999999999999e-05	6.999170304840104e-10	4.692686327843803e-24	8.903470400692015e-23	2.7753757966690586e-24	5.328518842497011e-27	0.09169984086548111	0.08996562499763615	6.005742670547384e-12	1.4806006359087154e-17	1.099732506622045e-14	0.00019992453281425277
3.9133451522709095e-18	0.01001474998409472	0.10329999630211296	0.09669999999999998	2.4480343762016368	1.0000000003374065	2.147016103919787e-20	0.19999957388281456	3.60528055529449e-05	0.00031724379018171036	1.6850802999630152e-20	4.075963642338479e-19	2.1646493481397255e-20	0.0632999962966102	3.6887090068522396e-09	3.6354719648926327e-06	8.52451369269589e-05	3.54927777762929e-23	1.8416869832661127e-07	0.004719748738206501	0.0013105113386578696	8.428718380284752e-08	1.496299584762788e-22	2.955258923674294e-20	0.0006547642821694447	0.02000000000674812	0.5208343749269984	0.032635625052997205	5.271373086129478e-05	5.03330490783761e-05	0.0002079981060860237	0.00013168181800932605	4.2611718552489415e-07	2.218921733723261e-21	0.24999999994376557	8.749999999999999e-05	1.2323471861428817e-09	1.3829631436525816e-23	2.3629765853276616e-22	9.558652617465044e-24	1.8351827696599627e-26	0.09169979886907942	0.08996562499734066	9.550739717151201e-12	2.941277112150282e-17	1.9693659042572005e-14	0.00019991521242107823
