Calcium in Cytosol	Calcium in Nucleus	Active Calcineurin in cytosol	NFAT_Nuc	Phosphorylated NFAT Calcineurin complex in nucleus	Phosphorylated NFAT in cytosol	NFAT Calcineurin complex in cytosol	Phosphorylated NFAT in nucleus	NFAT Calcineurin complex in nucleus	Inactive Calcineurin in cytosol	Active Calcineurin in nucleus	Phosphorylated NFAT Calcineurin complex in cytosol	NFAT_Cyt	Inactive Calcineurin in nucleus
1.0	1.0000000000000002	9.1e-06	0.0005219	2.5000000000000006e-06	0.009439700000000002	6.1e-06	0.0002272	0.0009477000000000001	0.0097108	5.05e-05	2.2e-06	0.0001101	0.049198
0.9825807147126862	0.9530174751245282	0.00397652056081866	0.0004787038855302744	1.6262014433547298e-05	0.009274076536883877	3.211659010336909e-05	0.0002108316125531199	0.0010028423102566375	0.005577045799052358	0.019630787516414474	0.00013978765587022623	0.00010819579716701487	0.02955530556622096
0.9756232696859279	0.9567898851685516	0.004338228464867363	0.0004160764284028498	2.745490806880407e-05	0.009013915850350399	0.00011244295914144326	0.00019196668976537203	0.0011500396785759776	0.004956857680993639	0.022325341944099287	0.0002902219421831518	0.0001052930005782827	0.026768348144539725
0.9721463851522554	0.9618716161785656	0.004259948549026146	0.00035909416972754594	3.22433091755716e-05	0.00875516662717687	0.00020699364034698403	0.00017854325232297095	0.001402002581649075	0.004780781883752076	0.02288384006782391	0.0003788790322917336	0.00010255544235953565	0.026122468595712826
0.9702232931354472	0.9648256180986915	0.004140338970053209	0.00031003928059994927	3.412546649655113e-05	0.008508807799397269	0.00028902797420140344	0.00016898071883950712	0.001752150199287778	0.004660279190951989	0.0230589678930911	0.0004224060854280804	0.00010009788011716774	0.025868002924746374
0.9690887965795442	0.9663186859314105	0.00402677039687846	0.00026847273037682566	3.49451348732534e-05	0.008275171392308076	0.000349923547158555	0.00016174257897073985	0.002177967847396767	0.004547677345266638	0.023121622299932944	0.00043863920241460716	9.788780253220075e-05	0.025733509653441126
0.9683740540562558	0.9670009545926052	0.0039222396514263696	0.00023357637121134263	3.543813434034965e-05	0.008053385040821235	0.0003901028588683746	0.00015589586662881225	0.002654004407133601	0.004438713702916214	0.023136693577399916	0.00043919472093772847	9.587659847120804e-05	0.02565316829452435
0.967887956333877	0.9672531238748089	0.0038251886171585176	0.0002045023856325891	3.586647216461491e-05	0.00784254468443254	0.000413291815277411	0.00015090967067666588	0.003158115000240303	0.004333802609005417	0.023129005800054513	0.00043106499875364635	9.402166605425187e-05	0.025601245269023253
0.9675290795091324	0.9672815797285909	0.0037342359215869012	0.00018045499864058237	3.630946387062063e-05	0.007641834645884554	0.0004237948989400752	0.00014648420768418618	0.0036732792347612896	0.004233361966159927	0.023110416546783058	0.0004183711925054045	9.228977099672542e-05	0.025565060149251084
0.9672430784411935	0.9671962256713488	0.003648456737937354	0.00016071581591203314	3.678091173215092e-05	0.007450523745370086	0.0004254105141476499	0.00014244863840216765	0.004187412040270196	0.0041374921036421	0.023086927799051905	0.0004035151070837951	9.065625825435443e-05	0.0255378851737587
