Auxin	CK	ET	Ra*	X	PLSp	PLSm	Re*	CTR1*	Ra	Re	CTR1
0.1	0.1	0.1	1.0	0.1	0.1	0.1	0.3	0.3	0.0	0.0	0.0
0.5825493827529733	0.15982772200933776	0.10454555726846268	0.4837424321104873	0.10010307912264049	0.11160837500898216	0.11624816385021994	0.18305470680790234	0.2818933235646472	0.5162575678895127	0.11694529319209768	0.018106676435352798
0.6450265236364399	0.14555295303946394	0.10768059461085727	0.40612981182910923	0.11415550283409859	0.10659399422971115	0.09554259211478383	0.11428846533106822	0.26904353913781964	0.5938701881708909	0.18571153466893178	0.03095646086218035
0.6447463689930063	0.13819339709281608	0.10857639901704576	0.3953008863893153	0.13864417277545205	0.0949616389964442	0.08417657504570797	0.07464304548433387	0.25687075933195924	0.6046991136106847	0.22535695451566612	0.04312924066804075
0.6306027907138282	0.13659800766031832	0.10866962706097834	0.39014502403791135	0.17239579845696823	0.0861041609130235	0.07917525001390542	0.05168123514001043	0.2446617090893172	0.6098549759620886	0.24831876485998958	0.05533829091068279
0.6113769364591942	0.13808897058120656	0.10856704847389195	0.38380756652779535	0.21454024988065604	0.08072373693317643	0.07663587891822916	0.038278808897713804	0.23252137456423533	0.6161924334722046	0.26172119110228625	0.06747862543576466
0.5896134711275837	0.14125772721869842	0.10844457453667941	0.37610649460856	0.26408243748743804	0.07746299742557128	0.07483980574679946	0.0304141267907945	0.22072730306789365	0.6238935053914401	0.26958587320920546	0.07927269693210637
0.5665895449779274	0.1454452895863869	0.1083381196085089	0.3674359509432848	0.3198586157061222	0.07519291186939157	0.0731758577733738	0.02575975627262902	0.20953818549065475	0.6325640490567153	0.274240243727371	0.09046181450934526
0.543215990387435	0.15032125787180656	0.10824846890746295	0.3581509847439761	0.38060702256551127	0.07329209292978972	0.07146402885819135	0.022950838093853575	0.19913069492722904	0.6418490152560239	0.2770491619061465	0.10086930507277095
0.5201976188728362	0.15568455466208955	0.10817113669769257	0.348551220653873	0.4450622438173214	0.07148298087465063	0.069678233541842	0.021189294210265348	0.18959102088606355	0.6514487793461271	0.2788107057897347	0.11040897911393643
0.49805005812972447	0.1613848028426822	0.10810264225387073	0.3388886999183846	0.5120349567394575	0.06966861614183356	0.06784300974503253	0.020014208546404	0.18093108360545565	0.6611113000816153	0.279985791453596	0.11906891639454434
0.4771113763908494	0.1672964964964263	0.10804084651217866	0.32936575342083574	0.580464068680977	0.06783454404568122	0.06599533817278498	0.019163989442152897	0.1731121374695267	0.6706342465791645	0.28083601055784707	0.1268878625304733
0.4575696241903412	0.17331265391518086	0.10798439077042912	0.32013392039189076	0.6494418224239016	0.06599857034236391	0.06417038568754148	0.018493309730453204	0.16606660877819446	0.6798660796081093	0.2815066902695468	0.13393339122180553
0.4394986000923938	0.17934391717423956	0.10793230536674446	0.3112976850841219	0.7182181692415879	0.06418710431344538	0.06239654065796934	0.01792352777296044	0.15971464442224045	0.6887023149158783	0.28207647222703963	0.14028535557775956
0.42289259942663093	0.18531813125807473	0.10788383711615797	0.302921732835497	0.7861917483540836	0.06242491998303788	0.060694355956235985	0.01741349059245644	0.1539750314628825	0.697078267164503	0.28258650940754354	0.1460249685371175
0.4076952165834012	0.19117917218578687	0.1078383881946531	0.29503947086786275	0.8528936658537084	0.06073141531503032	0.05907717731873571	0.016942593340327227	0.14877150983255014	0.7049605291321372	0.2830574066596728	0.15122849016744988
0.39382092653256767	0.1968850853284425	0.10779549224238798	0.28766117354601717	0.9179684948582708	0.05911990608625943	0.05755241360241322	0.01650111388745886	0.14403581639002508	0.7123388264539828	0.28349888611254115	0.15596418360997494
0.3811701209307759	0.202405893013749	0.10775479651888886	0.28078092339352506	0.981155278165456	0.057598232044467616	0.056122928931863436	0.01608481185181085	0.13970864390574303	0.719219076606475	0.28391518814818917	0.160291356094257
0.36963896948135416	0.2077213877695861	0.10771604230602827	0.2743821038239972	1.0422700641064697	0.05616982179471044	0.054788309764957625	0.01569199391859637	0.13573940135186616	0.7256178961760028	0.28430800608140366	0.16426059864813386
0.3591255104866377	0.21281910874155355	0.10767904431989071	0.2684415223891014	1.101190660371209	0.05483480659117029	0.053545911301390414	0.015321982423649183	0.13208537356650923	0.7315584776108986	0.2846780175763508	0.16791462643349075
0.3495331431835728	0.21769259416979458	0.10764367147131379	0.262932380656291	1.1578437715699013	0.053591004407062305	0.05239166861591086	0.014974365137840263	0.12871065138082388	0.737067619343709	0.28502563486215976	0.17128934861917613
0.3407724065919544	0.22233993263408564	0.10760983057383348	0.2578263374004661	1.2121943996605586	0.05243471514130531	0.051320696396291415	0.014648666797575885	0.1255850435533869	0.742173662599534	0.2853513332024241	0.1744149564466131
0.3327616727017312	0.22676259619487446	0.10757745355739523	0.25309489115647177	1.264237250828274	0.05136132636561392	0.05032771519064829	0.01434423813632434	0.12268307798877039	0.7469051088435282	0.2856557618636757	0.17731692201122962
0.3254271812621194	0.23096452023048325	0.10754648802355729	0.2487102687941735	1.3139898476836736	0.050365754226355225	0.04940734324175599	0.01406024905326217	0.11998313665363758	0.7512897312058265	0.2859397509467379	0.18001686334636244
0.3187026977246081	0.23495138929367304	0.10751689062375856	0.24464596517592582	1.361487050972495	0.04944275172812659	0.04855428835693475	0.013795725079761463	0.11746673302266551	0.7553540348240743	0.28620427492023853	0.1825332669773345
0.3125289748395892	0.23873008980229796	0.10748862264217877	0.24087704213620337	1.4067767247159786	0.04858711565638083	0.04776346775246943	0.013549596111381356	0.11511792270618958	0.7591229578637966	0.28645040388861864	0.1848820772938104
0.30685312997235537	0.2423082948023575	0.1074616472094318	0.23738026562500308	1.4499163170326552	0.04779381892899393	0.0470300774006795	0.013320742848213713	0.11292283006328249	0.7626197343749971	0.28667925715178627	0.1870771699367175
0.3016280058914132	0.24569415186896346	0.10743592766602557	0.2341341366439317	1.4909701684620664	0.04705808972404346	0.046349626842668995	0.013108035206683853	0.11086927159215633	0.7658658633560683	0.28689196479331613	0.18913072840784367
0.2968115536973834	0.2488960506162529	0.10741142670263773	0.23111885500150953	1.5300073955749247	0.04637545363622624	0.04571795104602881	0.01291036136038102	0.10894645788732626	0.7688811449984905	0.28708963863961895	0.19105354211267372
