V_membrane	n	s	Values[i_Ca]	Values[m_infinity]	Values[i_K]	Values[n_infinity]	Values[i_s]	Values[s_infinity]	Values[i_K_ATP]
-67.4987061846227	0.012428555582996638	0.0249627047169435	-6.240036764875566	0.018739111251341214	0.9323024712880581	0.00012123892764907624	0.749010330033193	0.0033771566706506974	4.500776289226385
-67.494929917079	0.011945980284967411	0.024961625503195462	-6.241709101264542	0.01874489861486398	0.896554192478731	0.00012132070076772177	0.7493549951404413	0.0033787457904076597	4.503042049752605
-67.4894639303279	0.011482330972289146	0.0249605464408418	-6.244130492423554	0.01875327868314229	0.8623846093129073	0.00012143916157345682	0.7498683374506714	0.003381047293809394	4.506321641803259
-67.48240597935511	0.011036866944759118	0.02495946756448742	-6.247258433854335	0.018764104875763292	0.829706849505744	0.00012159229509512082	0.7505405764850831	0.0033840214195977325	4.5105564123869355
-67.4738483656674	0.01060887646921876	0.024958388906813473	-6.251052995058243	0.01877723962424681	0.7984401297724366	0.00012177822518977572	0.7513624778452934	0.0033876309804693767	4.515690980599572
-67.46387828895716	0.010197675648946322	0.024957310498700112	-6.255476626821608	0.018792553681439714	0.7685092486019737	0.0001219952022336453	0.7523253179939665	0.00339184115109563	4.521673026625711
-67.45257817213285	0.009802607336904095	0.024956232369339297	-6.260493985684594	0.01880992549387648	0.7398441258456081	0.00012224159208520577	0.7534208517027062	0.0033966192767560317	4.528453096720301
-67.44002596383226	0.009423040091180434	0.024955154546340112	-6.2660717730434214	0.018829240627789012	0.7123793843109182	0.00012251586613300764	0.7546412817555388	0.0034019346995522413	4.535984421700647
-67.42629541507915	0.009058367171078571	0.0249540770558232	-6.272178589746112	0.018850391251327633	0.6860539697549437	0.0001228165924177285	0.7559792312406265	0.0034077586025061373	4.544222750952517
-67.41145633965084	0.008708005572135384	0.024952999922510877	-6.278784801394628	0.018873275656061107	0.6608108047871325	0.00012314242754842605	0.7574277174746533	0.0034140638665422344	4.553126196209504
-67.39557485152444	0.00837139509880924	0.024951923169807565	-6.28586241683609	0.018897797826047856	0.6365964741721013	0.00012349210949694315	0.7589801282212596	0.00342082494234488	4.562655089085342
-67.37871358815316	0.008047997473122572	0.024950846819876096	-6.293384975550463	0.01892386703935061	0.6133609378448686	0.000123864451026746	0.7606301993295758	0.0034280177326767324	4.572771847108112
-67.3609319161319	0.007737295478118731	0.02494977089370735	-6.301327445117248	0.018951397505865452	0.5910572694235373	0.00012425833378672634	0.762371994135764	0.0034356194860113896	4.583440850320858
-67.34228612292905	0.00743879213463398	0.024948695411185114	-6.309666126823929	0.018980308034562174	0.5696414175803294	0.00012467270295083842	0.7641998842601954	0.0034436086993962422	4.594628326242576
-67.32282959574206	0.007152009910121346	0.024947620391146626	-6.318378568681791	0.0190105217274245	0.5490719881294316	0.00012510656234695217	0.7661085316942919	0.003451965029640742	4.6063022425547695
-67.30261298675624	0.006876489958418672	0.024946545851438073	-6.327443485947171	0.0190419657002892	0.5293100450263297	0.0001255589700627296	0.7680928722485971	0.0034606692127527807	4.618432207946253
-67.28168436888292	0.00661179138900072	0.024945471808967265	-6.336840687128482	0.019074570823459102	0.5103189282740955	0.00012602903441339037	0.7701480999549699	0.003469702989539465	4.630989378670248
-67.26008937924605	0.006357490564923083	0.024944398279751718	-6.3465510065324935	0.019108271485638588	0.4920640874479117	0.00012651591031128133	0.7722696526950671	0.003479049038255899	4.643946372452367
-67.23787135463637	0.006113180427973399	0.024943325278964344	-6.356556241311622	0.019143005374031238	0.4745129291424863	0.00012701879592481006	0.7744531986338876	0.0034886909122362583	4.657277187218178
-67.21507145704186	0.005878469850303836	0.0249422528209756	-6.366839093732646	0.01917871327302085	0.45763467726549206	0.00012753692965349097	0.7766946236467647	0.0034986129831052156	4.670957125774884
-67.19172879153318	0.00565298301129239	0.024941180919393183	-6.377383117532912	0.019215338877434106	0.44140024489026436	0.00012806958735445627	0.7789900195122392	0.003508800388398839	4.684962725080092
-67.16788051659663	0.005436358798740528	0.02494010958709919	-6.388172668225124	0.0192528286198442	0.42578211666387056	0.00012861607980659402	0.7813356728613394	0.0035192389833909035	4.699271690042025
-67.14356194714465	0.005228250233504372	0.024939038836284833	-6.399192857164589	0.019291131511219937	0.410754240843537	0.00012917575039721657	0.7837280548601039	0.0035299152968863183	4.71386283171322
-67.11880665173054	0.005028323916480585	0.024937968678483285	-6.410429508616433	0.019330198992228403	0.39629193003511043	0.00012974797298770727	0.7861638114728585	0.0035408164901931673	4.728716008961677
-67.0936465423824	0.004836259497480907	0.024936899124599978	-6.421869120479431	0.01936998479743727	0.3823717699984411	0.00013033214998732297	0.7886397544641691	0.0035519303198663743	4.743812074570559
-67.0681119604164	0.004651749164542203	0.02493583018494174	-6.433498827089347	0.0194104448269033	0.3689715356137529	0.00013092771055139184	0.7911528528041081	0.0035632451026571554	4.759132823750158
-67.04223175757011	0.00447449715308846	0.024934761869244506	-6.445306364349187	0.019451537025976504	0.35607011345690376	0.0001315341089129471	0.7937002245425044	0.0035747496828716055	4.774660945457944
-67.01603336954628	0.00430421927490434	0.024933694186698177	-6.457280038475182	0.0194932212777831	0.3436474306099197	0.00013215082291148203	0.7962791294421447	0.0035864334033679788	4.790379978272233
-66.98954288786948	0.004140642464886183	0.024932627145971258	-6.46940869563602	0.019535459298895823	0.3316843888163719	0.0001327773525771519	0.7988869617821761	0.00359828607752034	4.806274267278314
-66.96278512701423	0.003983504345648255	0.024931560755233947	-6.481681693836787	0.019578214542873767	0.3201628037344761	0.00013341321883739366	0.8015212436348584	0.003610297963440246	4.822328923791463
-66.93578368621965	0.0038325528095657035	0.02493049502217929	-6.494088877295593	0.01962145211252432	0.3090653489032446	0.00013405796235757244	0.804179618673912	0.003622459740685847	4.838529788268209
-66.90856100974509	0.0036875456165769475	0.024929429954044107	-6.506620551570307	0.019665138674805058	0.2983755038031431	0.00013471114242411707	0.806859846139925	0.0036347624877395425	4.854863394152948
-66.88113844295886	0.003548250007967458	0.024928365557628458	-6.519267460609598	0.01970924238244336	0.28807750584457925	0.00013537233592949118	0.8095597952227928	0.003647197661388044	4.871316934224685
-66.85353628451094	0.0034144423355306477	0.024927301839313805	-6.532020765602071	0.019753732801828	0.27815630595030194	0.00013604113645185252	0.812277439836056	0.003659757077874485	4.887878229293446
-66.82577383706426	0.003285907704708071	0.024926238805080797	-6.54487202446897	0.019798580843139228	0.2685975272881684	0.0001367171533682215	0.815010853536302	0.003672432894678713	4.904535697761443
-66.79786945445454	0.003162439632021477	0.024925176460525885	-6.557813172970141	0.01984375869609127	0.259387427042469	0.0001374000110509826	0.8177582047999599	0.003685217593870168	4.921278327327275
-66.76984058606594	0.0030438397160178383	0.024924114810877026	-6.570836507053287	0.01988923976999362	0.25051286093290587	0.00013808934812803157	0.8205177525788515	0.0036981039666656255	4.938095648360436
-66.74170381981493	0.00292991732065707	0.024923053861009004	-6.583934665792408	0.019934998635842652	0.24196125017440354	0.0001387848167714751	0.8232878419956697	0.003711085098539643	4.954977708111042
-66.71347492208335	0.002820489271465839	0.024921993615457712	-6.597100615678142	0.01998101097310223	0.23372055079996534	0.0001394860820546973	0.8260669003446758	0.003724154355636594	4.97191504674999
-66.68516887559906	0.0027153795635758	0.024920934078433786	-6.610327635793652	0.020027253519543622	0.22577922509782336	0.00014019282135300105	0.8288534332980224	0.003737305372021555	4.988898674640572
-66.65679991604051	0.002614419080817271	0.0249198752538359	-6.623609303508728	0.020073704022857516	0.2181262149457994	0.00014090472376787405	0.8316460212402547	0.003750532037401447	5.005920050375693
-66.62838156607559	0.0025174453262219432	0.024918817145263172	-6.636939481290993	0.020120341196129782	0.21075091699396503	0.00014162148960660543	0.8344433158595088	0.00376382848590907	5.022971060354655
-66.59992666785908	0.002424302162972464	0.024917759756027075	-6.650312304155058	0.020167144675505462	0.20364315948236542	0.0001423428298916435	0.8372440368931889	0.0037771890854734758	5.040043999284552
-66.57144741434564	0.0023348395652086303	0.024916703089163023	-6.663722167579688	0.020214094979444628	0.19679318054427297	0.0001430684658903218	0.8400469689925877	0.003790608427604783	5.057131551392615
-66.54295537847246	0.002248913378985927	0.02491564714744123	-6.6771637163361435	0.020261173471120376	0.19019160796034296	0.00014379812868875504	0.842850958800585	0.0038040813180352418	5.074226772916535
-66.51446154115212	0.002166385092430511	0.024914591933377195	-6.690631833786945	0.020308362322416812	0.1838294401849383	0.00014453155878620078	0.8456549121486937	0.003817602767776831	5.09132307530873
-66.48597631818384	0.0020871216146748106	0.024913537449241865	-6.704121631602883	0.020355644479343384	0.1776980285417171	0.00014526850570690608	0.8484577913626354	0.0038311679845417453	5.108414209089693
-66.4575095853981	0.0020109950638356466	0.02491248369707118	-6.7176284402227	0.020403003630002445	0.1717890605662775	0.00014600872764712624	0.8512586127446266	0.0038447723648517423	5.12549424876114
-66.42907070289226	0.0019378825630523829	0.024911430678675368	-6.73114779965196	0.020450424173697218	0.16609454434019902	0.000146751991135439	0.854056444146909	0.003858411486432257	5.142557578264643
-66.40066853829006	0.0018676660443542948	0.024910378395647904	-6.744675450632852	0.020497891191291015	0.16060679375183234	0.00014749807070800055	0.856850402643178	0.0038720811009225484	5.159598877025962
-66.37231148832728	0.0018002320607619247	0.02490932684937392	-6.758207326518926	0.020545390417990514	0.15531841468980553	0.0001482467486172521	0.8596396523673763	0.0038857771272402947	5.17661310700363
-66.34400749972389	0.0017354716054783018	0.02490827604103838	-6.771739545401132	0.02059290821696335	0.15022229201462348	0.00014899781454929116	0.8624234024241432	0.0038994956451446853	5.193595500165676
-66.31576408958833	0.0016732799376593295	0.024907225971634125	-6.785268402367571	0.02064043155337664	0.1453115772279255	0.00014975106534329197	0.8652009048464133	0.003913232888878034	5.210541546247003
-66.28758836475406	0.0016135564151500289	0.02490617664196956	-6.798790362184541	0.020687947969866196	0.14057967685478842	0.0001505063047288717	0.8679714526599451	0.003926985241177174	5.2274469811475655
-66.25948703919029	0.00155620433483768	0.024905128052675654	-6.812302052814974	0.020735445564901207	0.1360202415831702	0.0001512633431049713	0.8707343781401494	0.003940749228081005	5.244307776485834
-66.23146645157061	0.0015011307783089028	0.02490408020421308	-6.825800258779072	0.020782912970549856	0.13162715590181534	0.0001520219973049713	0.8734890510536745	0.003954521513525159	5.261120129057633
-66.20353258239862	0.0014482464630845402	0.024903033096879117	-6.839281914643801	0.020830339330651575	0.1273945282517959	0.0001527820903637918	0.8762348769445834	0.003968298894013072	5.2778804505608266
-66.17569106959786	0.0013974656006226264	0.02490198673081409	-6.852744099170482	0.0208777142812585	0.12331668179504052	0.00015354345131687758	0.8789712955739147	0.00398207829390517	5.294585358241292
-66.14794722341539	0.001348705759884224	0.024900941106007577	-6.866184029716488	0.020925027931928516	0.11938814566578806	0.0001543059150087291	0.8816977794280172	0.003995856760917593	5.311231665950769
-66.12030604101655	0.0013018877358161724	0.024899896222304468	-6.879599056710323	0.020972270847234426	0.11560364663001527	0.00015506932190079996	0.8844138322580489	0.004009631461646096	5.327816375390079
-66.09277222085926	0.0012569354223735997	0.02489885207941103	-6.892986658157278	0.021019434028338304	0.11195810110752125	0.00015583351787624378	0.8871189876417844	0.004023399677070659	5.344336667484444
-66.06535017546594	0.0012137756919031331	0.024897808676900314	-6.906344434849879	0.02106650889700712	0.10844660772686054	0.00015659835408006367	0.8898128077054015	0.004037158798735081	5.360789894720446
-66.03804404410927	0.0011723382785970504	0.024896766014217628	-6.919670105551099	0.02111348727949389	0.10506444018191535	0.0001573636867532895	0.8924948818541436	0.00405090632485273	5.377173573534447
-66.01085770506025	0.0011325556663143047	0.02489572409068579	-6.932961502322364	0.021160361390890545	0.10180704041439588	0.00015812937707095667	0.8951648255469365	0.004064639856515186	5.393485376963852
-65.98379478746882	0.0010943629804891436	0.02489468290551029	-6.946216565963515	0.021207123819837446	0.09867001209087387	0.0001588952909820623	0.8978222791078918	0.0040783570939707135	5.409723127518714
-65.95685868211481	0.0010576978854031107	0.024893642457784027	-6.959433341940874	0.021253767514917893	0.09564911449328677	0.00015966129907337302	0.900466906650592	0.004092055833363342	5.4258847907311205
