V_membrane	n	s	Values[i_Ca]	Values[m_infinity]	Values[i_K]	Values[n_infinity]	Values[i_s]	Values[s_infinity]	Values[i_K_ATP]
-65.0	0.05000000000000001	0.025000000000000005	-7.4446678508483	0.022977369910025615	5.0	0.00018940594382518605	1.0	0.004609572179374208	6.0
-65.21915348443086	0.04804675245224573	0.02499897734996199	-7.330789723509462	0.02257093311237994	4.699379113069613	0.00018213811648163267	0.9780446420246713	0.004485569354016461	5.868507909341491
-65.42192923232898	0.04616982385690459	0.024997948862957645	-7.226888679597529	0.022201130795473454	4.422178402323379	0.00017566201919241143	0.9577284930241187	0.004373793622257242	5.746842460602613
-65.60952004172158	0.04436625067825324	0.02499691511510765	-7.1320087718819805	0.021864297999070973	4.166203878180933	0.00016987608023184074	0.938932121628821	0.004272859433092745	5.634287974967052
-65.78301983780469	0.042633181931070276	0.024995876618170182	-7.045305342561531	0.021557217035951513	3.929491921099383	0.00016469451068021261	0.9215459957054248	0.004181572864642171	5.530188097317187
-65.94343264375698	0.04096787531895779	0.024994833828314366	-6.966030002328201	0.02127705407338051	3.710283222683073	0.00016004448603137167	0.9054695844969227	0.004098900938742106	5.433940413745813
-66.09168072393913	0.039367693435068796	0.024993787153516467	-6.893517878208704	0.0210213058103885	3.5069998228167867	0.00015586388963846704	0.890610543525734	0.0040239464465047685	5.344991565636527
-66.22861198036234	0.037830100031879185	0.024992736959840074	-6.827176749313504	0.020787754463793013	3.318224862013196	0.00015209949498532174	0.8768839741899871	0.003955927190917915	5.2628328117826015
-66.35500663405391	0.036352656373261766	0.024991683576730567	-6.766477778773703	0.020574429689437877	3.142684731813659	0.00014870549399415464	0.8642117548986386	0.0038941588083023044	5.186996019567656
-66.47158328218886	0.03493301767744011	0.024990627301541606	-6.710947573238659	0.02037957622233908	2.9792333196387233	0.00014564229841553588	0.8525219346682197	0.003838040477558424	5.117050030686684
-66.57900438229917	0.03356892965698071	0.024989568403410836	-6.660161363025085	0.020201626295689553	2.8268380953234233	0.00014287555869758328	0.8417481840534319	0.0037870429837854897	5.052597370620504
-66.67788120508516	0.03225822515873967	0.024988507126565945	-6.613737134262195	0.020039176078382345	2.6845678188414217	0.000140375357184805	0.8318292992594318	0.0037406987133283723	4.993271276948906
-66.76877834034154	0.030998820908765466	0.024987443693220365	-6.571330551482159	0.019890965431229903	2.551581660881038	0.00013811554071217817	0.8227087509885264	0.00369859321989176	4.938732995795076
-66.85221775205457	0.029788714358749146	0.02498637830602794	-6.532630572983853	0.019755860533547498	2.4271195804133336	0.00013607316705213787	0.8143342784092129	0.0036603581080780416	4.888669348767257
-66.92868246284799	0.028625980637558366	0.024985311150238363	-6.497355639462753	0.01963283887693349	2.3104937953809914	0.00013422804298547883	0.8066575202324757	0.0036256649917437663	4.8427905222912155
-66.99861988655759	0.027508769605157267	0.024984242395560925	-6.465250359960028	0.019520976292700706	2.2010812206397428	0.00013256233758083942	0.7996336810130635	0.0035942203538818973	4.800828068065445
-67.0624448516826	0.026435303008559643	0.024983172197799858	-6.436082619771678	0.019419435694919846	2.0983167549292303	0.0001310602569517048	0.7932212283997856	0.0035657611553442407	4.76253308899044
-67.12054234159622	0.02540387173743276	0.024982100700283214	-6.4096410524850445	0.019327457292970834	2.0016873171462186	0.0001297077697485381	0.7873816187434439	0.0035400510728545555	4.727674595042267
-67.17326997987793	0.024412833177346265	0.02498102803511567	-6.385732825053555	0.01924435005954789	1.9107265430536844	0.00012849237459830427	0.7820790482238048	0.003516877265837264	4.696038012073251
-67.22096028651943	0.02346060865841178	0.02497995432428177	-6.364181692528465	0.019169484273771863	1.8250100645621137	0.00012740290235980668	0.7772802269180744	0.0034960475890287493	4.667423828088343
-67.26392272664972	0.022545680996759104	0.02497887968061856	-6.344826286280479	0.0191022849896664	1.7441513037123328	0.00012642934742039985	0.7729541736439368	0.003477388182734219	4.641646364010165
-67.30244557408794	0.021666592126400246	0.024977804208678307	-6.327518603648656	0.01904222629895837	1.6677977211700357	0.00012556272324791226	0.7690720293443062	0.0034607413828644596	4.618532655547235
-67.33679760736767	0.020821940818774587	0.024976728005495205	-6.3121226727034605	0.018988826280719868	1.5956274670168213	0.0001247949383200526	0.7656068872473508	0.0034459639034875762	4.597921435579397
-67.36722964560238	0.02001038048660039	0.024975651161254598	-6.298513373403247	0.018941642559600864	1.527346389583401	0.0001241186894227078	0.7625336390616023	0.0034329252559651947	4.579662212638572
-67.3939759590298	0.01923061707085682	0.02497457375990725	-6.28657538661081	0.01890026836272933	1.4626853576362908	0.00012352736921183126	0.7598288337233534	0.003421506362598665	4.563614424582127
-67.41725554524618	0.01848140700647035	0.02497349587970251	-6.276202264161102	0.018864329042631973	1.401397864943615	0.00012301498633169396	0.7574705495905264	0.003411598346213207	4.549646672852293
-67.4372733010663	0.01776155526550173	0.0249724175936779	-6.2672955974471884	0.018833478980553705	1.3432578822099666	0.00012257609584980135	0.7554382770905196	0.00340310146415356	4.537636019360229
-67.45422108543502	0.017069913473857043	0.024971338970086285	-6.2597642788593735	0.018807398844315176	1.2880579316447904	0.0001222057388099376	0.7537128122757272	0.003395924173065239	4.527467348738986
-67.46827869703759	0.01640537810024675	0.02497026007279023	-6.253523839021069	0.018785793136422705	1.2356073572078166	0.00012189938930525338	0.7522761589229849	0.003389982301363819	4.5190327817774545
-67.47961476288289	0.015766888713678744	0.024969180961608065	-6.2484958559632835	0.01876838801473644	1.1857307711761826	0.00012165290825839535	0.751111439546333	0.003385198320061673	4.5122311422702746
-67.48838755531432	0.015153426307969342	0.02496810169263193	-6.244607423797664	0.018754929338990936	1.138266656345699	0.00012146250278129132	0.7502028135782065	0.0033815006953876476	4.506967466811409
-67.49474573816484	0.014564011690221559	0.02496702231851173	-6.241790676596962	0.018745180925274434	1.0930661080745245	0.0001213246904768959	0.749535402645375	0.0033788233151888477	4.503152557101097
-67.49882905230743	0.013997703931306853	0.024965942888714315	-6.239982359552376	0.018738922978460717	1.0499917006392105	0.0001212362679389037	0.749095221914303	0.0033771049782834526	4.500702568615543
-67.50076894372975	0.013453598875883887	0.02496486344975711	-6.2391234431397065	0.018735950685673346	1.0089164650863092	0.00012119428294468367	0.7488691171918579	0.0033762889399542822	4.499538633762148
-67.50068914077765	0.012930827709843527	0.02496378404542094	-6.23915877489108	0.018736072950271174	0.9697229666316279	0.00012119600983009339	0.7488447071164274	0.0033763225061361445	4.499586515533409
