Target	Values[dspksp]	Values[dspspkd]
10.0	39.999958333378544	39.9799633431637
14.280170569139841	39.999958333378544	39.9799633431637
18.15302905575768	39.999958333378544	39.9799633431637
21.657336328772296	39.999958333378544	39.9799633431637
24.828164674334513	39.999958333378544	39.9799633431637
27.697248805882612	39.999958333378544	39.9799633431637
30.29330348430509	39.999958333378544	39.9799633431637
32.64231089671994	39.999958333378544	39.9799633431637
34.7677806987046	39.999958333378544	39.9799633431637
36.690985305770965	39.999958333378544	39.9799633431637
38.43117279764574	39.999958333378544	39.9799633431637
40.00575955527393	39.999958333378544	39.9799633431637
41.4305045711703	39.999958333378544	39.9799633431637
42.71966717246315	39.999958333378544	39.9799633431637
43.8861497319989	39.999958333378544	39.9799633431637
44.94162679937534	39.999958333378544	39.9799633431637
45.896661943809896	39.999958333378544	39.9799633431637
46.76081347821995	39.999958333378544	39.9799633431637
47.5427301215978	39.999958333378544	39.9799633431637
48.250237558320855	39.999958333378544	39.9799633431637
48.890416760632256	39.999958333378544	39.9799633431637
49.469674856965526	39.999958333378544	39.9799633431637
49.99380925714965	39.999958333378544	39.9799633431637
50.46806567452869	39.999958333378544	39.9799633431637
50.89719062676125	39.999958333378544	39.9799633431637
51.285478940534155	39.999958333378544	39.9799633431637
51.6368167357544	39.999958333378544	39.9799633431637
51.95472031919044	39.999958333378544	39.9799633431637
52.242371376919046	39.999958333378544	39.9799633431637
52.50264881779351	39.999958333378544	39.9799633431637
52.73815758492815	39.999958333378544	39.9799633431637
52.95125472959675	39.999958333378544	39.9799633431637
53.14407299995593	39.999958333378544	39.9799633431637
53.31854218583129	39.999958333378544	39.9799633431637
53.476408433270436	39.999958333378544	39.9799633431637
53.61925172105416	39.999958333378544	39.9799633431637
53.74850167290303	39.999958333378544	39.9799633431637
53.86545186541515	39.999958333378544	39.9799633431637
53.971272775620015	39.999958333378544	39.9799633431637
54.067023494874505	39.999958333378544	39.9799633431637
54.15366232843066	39.999958333378544	39.9799633431637
54.23205638686538	39.999958333378544	39.9799633431637
54.30299026439467	39.999958333378544	39.9799633431637
54.36717389091351	39.999958333378544	39.9799633431637
54.42524963771413	39.999958333378544	39.9799633431637
54.47779874657975	39.999958333378544	39.9799633431637
54.52534714656735	39.999958333378544	39.9799633431637
54.568370717933405	39.999958333378544	39.9799633431637
54.60730005520694	39.999958333378544	39.9799633431637
54.64252477627632	39.999958333378544	39.9799633431637
54.67439742184283	39.999958333378544	39.9799633431637
54.70323698418697	39.999958333378544	39.9799633431637
54.72933209934401	39.999958333378544	39.9799633431637
54.75294393590831	39.999958333378544	39.9799633431637
54.77430880916116	39.999958333378544	39.9799633431637
54.79364054591513	39.999958333378544	39.9799633431637
54.81113262465297	39.999958333378544	39.9799633431637
54.8269601120341	39.999958333378544	39.9799633431637
54.841281414846634	39.999958333378544	39.9799633431637
54.85423986548147	39.999958333378544	39.9799633431637
54.86596515651104	39.999958333378544	39.9799633431637
54.87657463857379	39.999958333378544	39.9799633431637
54.886174494907515	39.999958333378544	39.9799633431637
54.89486080413605	39.999958333378544	39.9799633431637
54.90272050175595	39.999958333378544	39.9799633431637
54.90983225023868	39.999958333378544	39.9799633431637
54.916267226380235	39.999958333378544	39.9799633431637
54.92208983358098	39.999958333378544	39.9799633431637
54.927358346467535	39.999958333378544	39.9799633431637
54.93212549412628	39.999958333378544	39.9799633431637
54.936438987647236	39.999958333378544	39.9799633431637
54.94034199795251	39.999958333378544	39.9799633431637
54.94387358756332	39.999958333378544	39.9799633431637
54.947069102042676	39.999958333378544	39.9799633431637
54.94996052301162	39.999958333378544	39.9799633431637
54.952576788997824	39.999958333378544	39.9799633431637
54.95494408435537	39.999958333378544	39.9799633431637
54.957086101742	39.999958333378544	39.9799633431637
54.9590242793127	39.999958333378544	39.9799633431637
54.96077801483189	39.999958333378544	39.9799633431637
54.96236486042134	39.999958333378544	39.9799633431637
54.963800697653255	39.999958333378544	39.9799633431637
54.96509989665797	39.999958333378544	39.9799633431637
54.96627546060766	39.999958333378544	39.9799633431637
54.96733915498884	39.999958333378544	39.9799633431637
54.968301625512176	39.999958333378544	39.9799633431637
54.96917250481844	39.999958333378544	39.9799633431637
54.9699605090035	39.999958333378544	39.9799633431637
54.97067352466964	39.999958333378544	39.9799633431637
54.97131868795416	39.999958333378544	39.9799633431637
54.97190245587834	39.999958333378544	39.9799633431637
54.972430670938934	39.999958333378544	39.9799633431637
54.972908619645814	39.999958333378544	39.9799633431637
54.973341085531324	39.999958333378544	39.9799633431637
54.9737323968741	39.999958333378544	39.9799633431637
54.974086470030485	39.999958333378544	39.9799633431637
54.97440684866697	39.999958333378544	39.9799633431637
54.97469673924573	39.999958333378544	39.9799633431637
54.97495904308003	39.999958333378544	39.9799633431637
54.975196385413405	39.999958333378544	39.9799633431637
54.97541114165133	39.999958333378544	39.9799633431637
