PER Protein (mono-phosphorylated)	TIM Protein (mono-phosphorylated)	PER Protein (unphosphorylated)	TIM Protein (unphosphorylated)	PER Protein (bi-phosphorylated)	TIM Protein (bi-phosphorylated)	Cytosolic PER-TIM Complex	PER mRNA	TIM mRNA	Nuclear PER-TIM Complex	Values[Total Per]	Values[Total Tim]
0.4358474392966928	0.4358474392966928	0.4934120188901312	0.4934120188901312	0.2951905079388129	0.2951905079388129	0.15141260623452685	1.6824417597329067	1.6824417597329067	0.5452080979291904	1.9210706702893543	1.9210706702893543
0.537998984642977	0.537998984642977	0.6030021336335709	0.6030021336335709	0.40056337715695445	0.40056337715695445	0.1964456130383795	1.9564900183231795	1.9564900183231795	0.5350727011212348	2.2730828095931166	2.2730828095931166
0.6484918920407886	0.6484918920407886	0.7188470236979243	0.7188470236979243	0.5257565491142792	0.5257565491142792	0.27939642741161	2.215994402311505	2.215994402311505	0.561275771295929	2.7337676635605312	2.7337676635605312
0.7615172920828709	0.7615172920828709	0.832737749228123	0.832737749228123	0.6614753728190405	0.6614753728190405	0.41050424784313677	2.4355397879402707	2.4355397879402707	0.6405944812773073	3.306829143250478	3.306829143250478
0.8637185781058353	0.8637185781058353	0.92398712305938	0.92398712305938	0.7929799843857309	0.7929799843857309	0.5897366903544913	2.559019254948477	2.559019254948477	0.7896818974213775	3.960104273326815	3.960104273326815
0.9260789053832139	0.9260789053832139	0.9494980951083782	0.9494980951083782	0.8993382578328316	0.8993382578328316	0.7976353583337167	2.492077590300555	2.492077590300555	1.0170210505471755	4.589571667205316	4.589571667205316
0.9043357752974449	0.9043357752974449	0.8637035981763532	0.8637035981763532	0.951009992110725	0.951009992110725	0.9858695949916713	2.1845041623983352	2.1845041623983352	1.311209055047957	5.016128015624151	5.016128015624151
0.7738784472860791	0.7738784472860791	0.6782860686431137	0.6782860686431137	0.9150346981089036	0.9150346981089036	1.0804854804513893	1.7102812090902393	1.7102812090902393	1.628852839954063	5.076537534443548	5.076537534443548
0.5666458071533682	0.5666458071533682	0.458036550169315	0.458036550169315	0.7687639109958508	0.7687639109958508	1.019276786720843	1.1755968384029667	1.1755968384029667	1.8955778840905058	4.708300939129883	4.708300939129883
0.34550804295347765	0.34550804295347765	0.2581537375230842	0.2581537375230842	0.5129152810788558	0.5129152810788558	0.80920808708316	0.6563069032451487	0.6563069032451487	2.0344059741136684	3.960191122752246	3.960191122752246
0.1576016676227618	0.1576016676227618	0.10659412553212454	0.10659412553212454	0.21163127458238284	0.21163127458238284	0.5578228029983607	0.23663186802236102	0.23663186802236102	2.0147949381977566	3.048444808933386	3.048444808933386
0.04486894552699286	0.04486894552699286	0.026842889724346394	0.026842889724346394	0.05748620608637335	0.05748620608637335	0.40019046519848256	0.04902268516192053	0.04902268516192053	1.8855761666255222	2.4149646731617174	2.4149646731617174
0.0138477736749351	0.0138477736749351	0.00970476726492246	0.00970476726492246	0.028184556867174568	0.028184556867174568	0.3277519571694301	0.031682289632730024	0.031682289632730024	1.722416427101687	2.1019054820781493	2.1019054820781493
0.011518684684813568	0.011518684684813568	0.01054384103634347	0.01054384103634347	0.023147105378562783	0.023147105378562783	0.2866795770370385	0.04407015112552588	0.04407015112552588	1.5612822372701003	1.8931714454068587	1.8931714454068587
0.014923012990822838	0.014923012990822838	0.015247512452627373	0.015247512452627373	0.022362283337497856	0.022362283337497856	0.25645631731497176	0.06589261012301297	0.06589261012301297	1.4119394878625557	1.7209286139584759	1.7209286139584759
0.021073725547533888	0.021073725547533888	0.022815777087464947	0.022815777087464947	0.023221078400329363	0.023221078400329363	0.23105882833600025	0.0992646936085521	0.0992646936085521	1.2760138489438937	1.574183258315222	1.574183258315222
0.03063951657265968	0.03063951657265968	0.03435376723686172	0.03435376723686172	0.025797546959751876	0.025797546959751876	0.20868271561949397	0.14935585213093447	0.14935585213093447	1.1529787699461589	1.4524523163349259	1.4524523163349259
0.0451075965960117	0.0451075965960117	0.051636391029645894	0.051636391029645894	0.030761888456367122	0.030761888456367122	0.18871969857642915	0.22297227287147864	0.22297227287147864	1.0418304202164717	1.3580559948749256	1.3580559948749256
0.06640652074038031	0.06640652074038031	0.07686797103126035	0.07686797103126035	0.0391789252494361	0.0391789252494361	0.17094824037486037	0.32745359629546933	0.32745359629546933	0.9415501965431062	1.2949518539390434	1.2949518539390434
0.09661337311552802	0.09661337311552802	0.11232439955923866	0.11232439955923866	0.05252789772480831	0.05252789772480831	0.1553648930870925	0.4685456275192788	0.4685456275192788	0.8512547371162018	1.2680853006028694	1.2680853006028694
0.13752955145179574	0.13752955145179574	0.1598465094424191	0.1598465094424191	0.07274954778269586	0.07274954778269586	0.14224041226706965	0.6481087386246924	0.6481087386246924	0.7702970305210538	1.2826630514650341	1.2826630514650341
0.19034019227146914	0.19034019227146914	0.22046353445941874	0.22046353445941874	0.10234832355167275	0.10234832355167275	0.13232774663327346	0.8632077181362069	0.8632077181362069	0.6984209572454143	1.3439007541612484	1.3439007541612484
0.25555965331410785	0.25555965331410785	0.29434424901648376	0.29434424901648376	0.1445525925641437	0.1445525925641437	0.12727480463418697	1.1070666591698293	1.1070666591698293	0.6360523533432377	1.45778365287216	1.45778365287216
0.3331994502972145	0.3331994502972145	0.3809810752459072	0.3809810752459072	0.20333199647350966	0.20333199647350966	0.13035399363947614	1.3708871865136052	1.3708871865136052	0.5848412937337518	1.632707809389859	1.632707809389859
0.42289063072427996	0.42289063072427996	0.4793496366879549	0.4793496366879549	0.28275408804190316	0.28275408804190316	0.14754221815533053	1.645225263194433	1.645225263194433	0.5486006173789876	1.881137190988456	1.881137190988456
0.5236786756275024	0.5236786756275024	0.5877749158365576	0.5877749158365576	0.38508735253531595	0.38508735253531595	0.18845669150107652	1.920068170414721	1.920068170414721	0.534653754958461	2.2196513904589135	2.2196513904589135
0.6332866557183954	0.6332866557183954	0.7030993851991271	0.7030993851991271	0.5080196256273203	0.5080196256273203	0.2655789694386879	2.1826070245052445	2.1826070245052445	0.5550498366155402	2.665034472599071	2.665034472599071
0.7465133416753523	0.7465133416753523	0.8180641638001742	0.8180641638001742	0.6430676742468506	0.6430676742468506	0.38988786043437207	2.409873147098939	2.409873147098939	0.6261765476207458	3.223709587777495	3.223709587777495
0.8514245070028743	0.8514245070028743	0.9143379027261617	0.9143379027261617	0.7761907087335255	0.7761907087335255	0.5632420588649362	2.551228304125503	2.551228304125503	0.7650884968366272	3.8702836741641247	3.8702836741641247
0.921570695433561	0.921570695433561	0.9518795388870838	0.9518795388870838	0.8874640781244771	0.8874640781244771	0.7693824204320667	2.5153186072327927	2.5153186072327927	0.9819757681027095	4.512272500979898	4.512272500979898
0.9135726160496063	0.9135726160496063	0.8821253449432728	0.8821253449432728	0.9484719810566651	0.9484719810566651	0.9642203919704068	2.238186245640984	2.238186245640984	1.26889615132443	4.977286485344381	4.977286485344381
0.7971945051637244	0.7971945051637244	0.7068500665554504	0.7068500665554504	0.9259883219354009	0.9259883219354009	1.0759149291500822	1.7796774682805527	1.7796774682805527	1.5871891933518687	5.093137016156527	5.093137016156527
0.5967098736339808	0.5967098736339808	0.48738674386107295	0.48738674386107295	0.7951882645543216	0.7951882645543216	1.037345679643823	1.2481711099659345	1.2481711099659345	1.8656544605296013	4.7822850222227995	4.7822850222227995
0.37415275904096906	0.37415275904096906	0.28271150984493926	0.28271150984493926	0.5526830370071883	0.5526830370071883	0.8432634169678959	0.7228055300185856	0.7228055300185856	2.025040386042687	4.077851108903679	4.077851108903679
0.17960663309650807	0.17960663309650807	0.12338484719812563	0.12338484719812563	0.24826768108474254	0.24826768108474254	0.5882034443167596	0.28253503835396815	0.28253503835396815	2.025638392089632	3.1651009977857685	3.1651009977857685
0.05433221917115971	0.05433221917115971	0.03288935803920742	0.03288935803920742	0.06714168174620502	0.06714168174620502	0.4148835532219166	0.05943582568168428	0.05943582568168428	1.9062694694704336	2.4755162816489222	2.4755162816489222
0.01536157080322442	0.01536157080322442	0.010292420131950537	0.010292420131950537	0.029781077840926793	0.029781077840926793	0.33490680481154206	0.031069726690752506	0.031069726690752506	1.7446668125393838	2.1350086861270277	2.1350086861270277
0.011327053646569713	0.011327053646569713	0.010125198854601234	0.010125198854601234	0.023442747149716114	0.023442747149716114	0.2913479941491875	0.04183007838141796	0.04183007838141796	1.5823762455191188	1.9186192393191932	1.9186192393191932
0.014302564051651402	0.014302564051651402	0.014460585884552998	0.014460585884552998	0.02236144119516835	0.02236144119516835	0.260177338080183	0.062372158514613266	0.062372158514613266	1.431265176570956	1.7425671057825118	1.7425671057825118
0.020072788295168467	0.020072788295168467	0.02159818669593427	0.02159818669593427	0.02301529040406774	0.02301529040406774	0.23428083687814066	0.09393129286169312	0.09393129286169312	1.2935427434852447	1.5925098457585558	1.5925098457585558
0.02910427592103198	0.02910427592103198	0.03251027455953325	0.03251027455953325	0.025330411242948075	0.025330411242948075	0.2115467432977795	0.14140408459584441	0.14140408459584441	1.1688273575239898	1.4673190625452825	1.4673190625452825
0.042807506393836355	0.042807506393836355	0.04889794127520035	0.04889794127520035	0.029919971921045632	0.029919971921045632	0.19127713459929369	0.21141975844325162	0.21141975844325162	1.0561397969848267	1.369042351174203	1.369042351174203
0.06306501985990921	0.06306501985990921	0.07292333871336128	0.07292333871336128	0.03779550116489423	0.03779550116489423	0.1732155400964277	0.3113497063226685	0.3113497063226685	0.9544518116473091	1.3014512114819015	1.3014512114819015
0.09195710738791037	0.09195710738791037	0.10688126784847823	0.10688126784847823	0.050378293918265475	0.050378293918265475	0.1573293164820112	0.44730072912074936	0.44730072912074936	0.8628561899916929	1.2694021756283582	1.2694021756283582
0.1313469038921986	0.1313469038921986	0.15269912340293276	0.15269912340293276	0.06954274761649616	0.06954274761649616	0.14384369640980812	0.6217525252369578	0.6217525252369578	0.7806670622924311	1.2780995336138665	1.2780995336138665
0.18251265805433065	0.18251265805433065	0.2115257498755014	0.2115257498755014	0.09770853842739206	0.09770853842739206	0.1334281996088275	0.8323953537315855	0.8323953537315855	0.7075627225786782	1.33273786854473	1.33273786854473
0.24605188946140083	0.24605188946140083	0.2836377560746237	0.2836377560746237	0.1379985704739884	0.1379985704739884	0.12757586894901196	1.0728686250458	1.0728686250458	0.6438525112403171	1.4391165961993417	1.4391165961993417
0.3220324716546137	0.3220324716546137	0.3686060293474569	0.3686060293474569	0.1942983634950358	0.1942983634950358	0.12928410078330893	1.3345456284868078	1.3345456284868078	0.5909771885929758	1.605198153873391	1.605198153873391
0.41013901731713076	0.41013901731713076	0.46547419306316545	0.46547419306316545	0.27074194289022707	0.27074194289022707	0.1440969947544629	1.608029022579712	1.608029022579712	0.5523870084210218	1.842839156446008	1.842839156446008
0.5095252627829663	0.5095252627829663	0.5726815253734908	0.5726815253734908	0.3699975615649785	0.3699975615649785	0.18112657520055642	1.8834451446487699	1.8834451446487699	0.5348480282721166	2.1681789531941087	2.1681789531941087
0.6181598869086102	0.6181598869086102	0.6873644538786983	0.6873644538786983	0.4905143688960263	0.4905143688960263	0.25263302947224425	2.148629179928944	2.148629179928944	0.5497407406483281	2.598412479803907	2.598412479803907
0.7313845241018132	0.7313845241018132	0.8030919643430251	0.8030919643430251	0.6246376529753924	0.6246376529753924	0.37019185320257086	2.382736470814145	2.382736470814145	0.6129982104474004	3.142304205070202	3.142304205070202
0.8385397361167157	0.8385397361167157	0.903656699322683	0.903656699322683	0.7590268672884533	0.7590268672884533	0.5373921074484707	2.540211230226408	2.540211230226408	0.7419408540685445	3.7805562642448667	3.7805562642448667
0.9156346515691589	0.9156346515691589	0.9522274701671666	0.9522274701671666	0.8746935931282016	0.8746935931282016	0.7409842477272398	2.5339311811577776	2.5339311811577776	0.948257861958971	4.431797824550738	4.431797824550738
0.920749834852924	0.920749834852924	0.8985214967401824	0.8985214967401824	0.9444117625345377	0.9444117625345377	0.9410731443321648	2.288507846273201	2.288507846273201	1.2272195624123403	4.9319758008721495	4.9319758008721495
0.818913261942354	0.818913261942354	0.7346198508018588	0.7346198508018588	0.9349478170103354	0.9349478170103354	1.0685332052600887	1.8477936818679856	1.8477936818679856	1.5448373579968557	5.101851493011492	5.101851493011492
0.6263958122023212	0.6263958122023212	0.5170473740430483	0.5170473740430483	0.8195229322182097	0.8195229322182097	1.052434819959836	1.3208383352543436	1.3208383352543436	1.8335303190682959	4.848931257491711	4.848931257491711
0.40331779749102525	0.40331779749102525	0.30808981486444	0.30808981486444	0.5910538152395632	0.5910538152395632	0.8760782680584078	0.7907067317951642	0.7907067317951642	2.0126745723639865	4.191214268017422	4.191214268017422
0.2028324866880589	0.2028324866880589	0.14141586681134247	0.14141586681134247	0.28740941626646943	0.28740941626646943	0.6203593054210671	0.3325076827698905	0.3325076827698905	2.0342325787631044	3.2862496539500423	3.2862496539500423
0.0655472799779031	0.0655472799779031	0.04029934212859142	0.04029934212859142	0.07941143275057624	0.07941143275057624	0.4313180192808824	0.07364755378503329	0.07364755378503329	1.9262825227736577	2.5428585969116106	2.5428585969116106
0.01742268685264753	0.01742268685264753	0.011206863227845624	0.011206863227845624	0.03180807237679072	0.03180807237679072	0.34265603588148286	0.030922987290895654	0.030922987290895654	1.7669439720219298	2.1700376303606963	2.1700376303606963
0.011233246205657948	0.011233246205657948	0.009771238160972397	0.009771238160972397	0.02381184036669241	0.02381184036669241	0.29621908151262977	0.0397467349722339	0.0397467349722339	1.6036829084101856	1.9447183146561382	1.9447183146561382
0.013728550357048236	0.013728550357048236	0.013722102910185687	0.013722102910185687	0.022388896836244395	0.022388896836244395	0.26398756614720714	0.059047995396089285	0.059047995396089285	1.4508349959095572	1.7646621121602428	1.7646621121602428
0.01912996177462537	0.01912996177462537	0.020448155590347693	0.020448155590347693	0.022838865483745585	0.022838865483745585	0.23755817527244344	0.08888409178930574	0.08888409178930574	1.3113066055281077	1.61128176364927	1.61128176364927
0.02765316861093737	0.02765316861093737	0.030765480418367415	0.030765480418367415	0.024903986181547468	0.024903986181547468	0.21445468832780973	0.1338602411049872	0.1338602411049872	1.1848926429841917	1.4826699665228538	1.4826699665228538
0.040626069392664894	0.040626069392664894	0.04629790519086779	0.04629790519086779	0.029137072361156664	0.029137072361156664	0.1938740915068484	0.20041212312693893	0.20041212312693893	1.0706471622818003	1.3805823007333382	1.3805823007333382
0.0598806119469249	0.0598806119469249	0.06915960455867207	0.06915960455867207	0.03649684083134479	0.03649684083134479	0.17552172536758837	0.2959056060143231	0.2959056060143231	0.9675349608777744	1.3085937435823045	1.3085937435823045
