PER Protein (mono-phosphorylated)	TIM Protein (mono-phosphorylated)	PER Protein (unphosphorylated)	TIM Protein (unphosphorylated)	PER Protein (bi-phosphorylated)	TIM Protein (bi-phosphorylated)	Cytosolic PER-TIM Complex	PER mRNA	TIM mRNA	Nuclear PER-TIM Complex	Values[Total Per]	Values[Total Tim]
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.07658866837842429	0.07658866837842429	0.11565717045678674	0.11565717045678674	0.02623154292034815	0.02623154292034815	0.00013681466516604764	0.5963218106245322	0.5963218106245322	1.3022937422047888e-05	0.21862721935814725	0.21862721935814725
0.195599160142373	0.195599160142373	0.24767663434222162	0.24767663434222162	0.08499797482540239	0.08499797482540239	0.00276338308505494	1.027869149840757	1.027869149840757	0.0006048576418565954	0.5316420100369086	0.5316420100369086
0.3148750259851494	0.3148750259851494	0.37846845992625133	0.37846845992625133	0.16291914893262846	0.16291914893262846	0.013173500545581349	1.4145717166794443	1.4145717166794443	0.004392667953551578	0.8738288033431622	0.8738288033431622
0.4390691212355175	0.4390691212355175	0.5138022749302951	0.5138022749302951	0.2660435479242211	0.2660435479242211	0.04019249553025381	1.7767595300032113	1.7767595300032113	0.017225283084483265	1.2763327227047707	1.2763327227047707
0.5717397354471578	0.5717397354471578	0.656969805804648	0.656969805804648	0.3981988033673684	0.3981988033673684	0.09875643407511146	2.122483347950339	2.122483347950339	0.05026294779904126	1.775927726493327	1.775927726493327
0.7144666198721894	0.7144666198721894	0.8102070632204501	0.8102070632204501	0.5556475821069959	0.5556475821069959	0.2087742676223274	2.4558262750181257	2.4558262750181257	0.1222199895150487	2.4113155223370115	2.4113155223370115
0.8673408540256914	0.8673408540256914	0.9750981256143509	0.9750981256143509	0.7275138216034912	0.7275138216034912	0.3879997191999372	2.7779110950305768	2.7779110950305768	0.25885363483754475	3.216806155281015	3.216806155281015
1.028649581822343	1.028649581822343	1.1494260787111903	1.1494260787111903	0.901574938982185	0.901574938982185	0.6440267322040711	3.072738389591945	3.072738389591945	0.4880570286742221	4.211734360394011	4.211734360394011
1.184908329855903	1.184908329855903	1.300248998914231	1.300248998914231	1.0658300324932382	1.0658300324932382	0.9707767216268052	3.2207853498491086	3.2207853498491086	0.8328689314402935	5.354633014330471	5.354633014330471
1.2753977632187474	1.2753977632187474	1.3099284288173192	1.3099284288173192	1.1962389067160906	1.1962389067160906	1.3361723555396634	2.9865598625269922	2.9865598625269922	1.302512417629287	6.420249871921108	6.420249871921108
1.2069948343209977	1.2069948343209977	1.1087760469684134	1.1087760469684134	1.2509156450719556	1.2509156450719556	1.6534076729073603	2.4550385790671134	2.4550385790671134	1.8727059078961124	7.092800107164839	7.092800107164839
0.9721916110631095	0.9721916110631095	0.801704129713775	0.801704129713775	1.195360607351092	1.195360607351092	1.800650605221607	1.8390063998723214	1.8390063998723214	2.464153374746885	7.234060328096468	7.234060328096468
0.6664502302243203	0.6664502302243203	0.5060700849982462	0.5060700849982462	1.0165888486671057	1.0165888486671057	1.699899357807185	1.2238600808563034	1.2238600808563034	2.9552339391721207	6.844242460868979	6.844242460868979
0.38745691041136243	0.38745691041136243	0.2693512113263968	0.2693512113263968	0.7234408876642754	0.7234408876642754	1.3785214121892513	0.6515124734228798	0.6515124734228798	3.2330338879053127	5.991804309496598	5.991804309496598
0.1721355321466285	0.1721355321466285	0.10123322144687949	0.10123322144687949	0.3551711786077969	0.3551711786077969	0.9749126027865753	0.19758112610675793	0.19758112610675793	3.252936052192196	4.856388587180076	4.856388587180076
0.043724875541723586	0.043724875541723586	0.019025626102174106	0.019025626102174106	0.0951630551187648	0.0951630551187648	0.6824742480056152	0.018429785605523972	0.018429785605523972	3.0741805224107024	3.9145683271789804	3.9145683271789804
0.010020420430644267	0.010020420430644267	0.0032768021584861132	0.0032768021584861132	0.0438546828414216	0.0438546828414216	0.5449410256421112	0.0046652833966743775	0.0046652833966743775	2.8179849823688072	3.4200779134414705	3.4200779134414705
0.005828528973480001	0.005828528973480001	0.0020559541417952184	0.0020559541417952184	0.034381580287231935	0.034381580287231935	0.4721465381845622	0.006030561191849972	0.006030561191849972	2.557204842163286	3.071617443750355	3.071617443750355
0.005505859721328644	0.005505859721328644	0.002519258214233448	0.002519258214233448	0.030121189166027122	0.030121189166027122	0.4210129783022049	0.008963844814403288	0.008963844814403288	2.3134647818321956	2.7726240672359896	2.7726240672359896
0.0059068047792992994	0.0059068047792992994	0.0034634731921712614	0.0034634731921712614	0.027132553042569285	0.027132553042569285	0.3788189216598041	0.013446991655612986	0.013446991655612986	2.091005224721878	2.5063269773957217	2.5063269773957217
0.006843595130186728	0.006843595130186728	0.004946550614177321	0.004946550614177321	0.02485270804156329	0.02485270804156329	0.3417944544451755	0.020225259482560664	0.020225259482560664	1.8893847832103685	2.2678220914414715	2.2678220914414715
0.00849558371049101	0.00849558371049101	0.0072228328552644055	0.0072228328552644055	0.023212341141477084	0.023212341141477084	0.30865465749086357	0.030469984253359905	0.030469984253359905	1.7070404717295367	2.054625886927633	2.054625886927633
0.01119534511558365	0.01119534511558365	0.01069915789842139	0.01069915789842139	0.022284536413443044	0.022284536413443044	0.27881508914460656	0.04596798154641774	0.04596798154641774	1.5422440895544962	1.865238218126551	1.865238218126551
0.015463375684820303	0.015463375684820303	0.01600022093997274	0.01600022093997274	0.02224764680692708	0.02224764680692708	0.25190638512931024	0.06941787107242464	0.06941787107242464	1.3933489825800693	1.6989666111410997	1.6989666111410997
0.022091240807479724	0.022091240807479724	0.02406962031210354	0.02406962031210354	0.02341431999228658	0.02341431999228658	0.22764354676859905	0.1048005886250526	0.1048005886250526	1.2588468574745022	1.5560655853549712	1.5560655853549712
0.03224242515114409	0.03224242515114409	0.03628322253520256	0.03628322253520256	0.026291373095450706	0.026291373095450706	0.2057944558748777	0.15768133201621481	0.15768133201621481	1.1373761071444184	1.4379875838010934	1.4379875838010934
0.04752054725465458	0.04752054725465458	0.054509276537051246	0.054509276537051246	0.03165862206361166	0.03165862206361166	0.18618259723016814	0.23505827069162366	0.23505827069162366	1.027722340303517	1.3475933833890024	1.3475933833890024
0.06990399883927985	0.06990399883927985	0.0809932888503927	0.0809932888503927	0.040647351587401556	0.040647351587401556	0.16871424940054383	0.3442117762205455	0.3442117762205455	0.928826961616812	1.2890858502944298	1.2890858502944298
0.10146149406133884	0.10146149406133884	0.117984660383577	0.117984660383577	0.05479914224086628	0.05479914224086628	0.1534420064949623	0.49048787766223034	0.49048787766223034	0.8398181329095441	1.2675054360902884	1.2675054360902884
0.14392730830823247	0.14392730830823247	0.1672313876369555	0.1672313876369555	0.0761240541409244	0.0761240541409244	0.14069277251191398	0.6751127301675591	0.6751127301675591	0.7600865982013585	1.2880621207993848	1.2880621207993848
0.1983930837611954	0.1983930837611954	0.22964278253673884	0.22964278253673884	0.10721491956162213	0.10721491956162213	0.13131210825129772	0.8945458240384538	0.8945458240384538	0.6894459100136876	1.3560088041245415	1.3560088041245415
0.2652937345437682	0.2652937345437682	0.305283730916955	0.305283730916955	0.15140688831173107	0.15140688831173107	0.12711635344156008	1.1416315177680152	1.1416315177680152	0.628447662458404	1.4775483696724183	1.4775483696724183
0.34458714566618986	0.34458714566618986	0.3935715487011138	0.3935715487011138	0.21274295295746024	0.21274295295746024	0.13167356677156894	1.4074261257284997	1.4074261257284997	0.5789682305322124	1.6615434446285453	1.6615434446285453
