ClosedState_1	ClosedState_2	OpenState	InactivationState	ClosedState_3	cardiac delayed rectifier current	Values[reversal potential for k]	Values[membrane_conductance]	Values[a]	Values[b]	Values[aa]	Values[bb]	Values[ai]	Values[bi]	Values[u]
0.0	0.0	0.06	0.0	1.0	0.10286810002121868	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.0017626643357022509	0.0017270492203323462	0.03813738360548545	0.02145937333972634	0.9969135294987539	0.06538533652127772	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.004048580827620809	0.0028894644862426755	0.030923408610282452	0.028288546220887657	0.9938499998549665	0.05301720483199251	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.006335036748737509	0.004019555334026821	0.028466138630866736	0.030371708143896486	0.9908075611424726	0.04880429326496461	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.00860318409383232	0.005139061720819023	0.027554875662416132	0.03091689915940484	0.9877859793635275	0.04724196176189445	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.01085281745165959	0.006249271949761093	0.027147496631942956	0.030965322860273585	0.9847850911063629	0.046543523314340085	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.013084199346538936	0.007350432011696873	0.02690573496340475	0.030854894468600753	0.9818047392097585	0.04612903058933201	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.015297528064876212	0.008442664861706905	0.026719775158013326	0.03069526319720838	0.978844768718195	0.045810208391649815	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.017492972006949385	0.009526061195301522	0.02655395034830301	0.030521990237842554	0.9759050262116034	0.04552590700646181	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
0.019670688515054907	0.01060070122606621	0.02639666032654283	0.030346590327685823	0.97298535960465	0.045256238244949044	-86.95516611383295	0.036512879744277964	0.0031014305126676025	0.010184934554203436	0.0009667782402781307	0.006959766505303784	0.5205978466574767	0.5981157648410723	0.006057756155052571
