srci	srca	Cbp_P	srco	PTP	CSK_cytoplasm	srcc	PTP_pY789	Cbp	Cbp_P_CSK	Values[ptp_activity]	Values[src_activity]
1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0001
0.9868745175645038	4.4074136751660243e-07	9.528287093343895e-05	0.013125041693794779	0.9679569095636517	0.9999951763670305	3.3391641203101127e-13	0.032043090436348454	0.9998998934960973	4.823632969527017e-06	0.032043090436348454	0.00010044074170143301
0.9513943468848232	3.3413285448998373e-06	0.00018300959458665482	0.04860231176828336	0.9413271064973755	0.9999813241178453	1.834865085270035e-11	0.058672893502624515	0.9997983145232591	1.8675882154691495e-05	0.05867289350262451	0.00010334134689355071
0.8995247166499771	1.086988538938491e-05	0.00026737709371033546	0.10046441328232017	0.9191928865321267	0.9999590904758223	1.8231332847737746e-10	0.08080711346787312	0.9996917133821123	4.090952417777262e-05	0.08080711346787312	0.0001108700677027134
0.8368477533894771	2.547195933852994e-05	0.0003543141781076572	0.1631267737346482	0.9007899320890449	0.999928613413571	9.165360893625127e-10	0.09921006791095491	0.9995742992354636	7.138658642923191e-05	0.0992100679109549	0.00012547287587461931
0.7681505154772609	5.07753911842997e-05	0.0004519980166059024	0.23179870589317708	0.8854808829534541	0.999889335748641	3.238377721066865e-09	0.11451911704654573	0.9994373377320355	0.00011066425135906762	0.11451911704654573	0.00015077862956202077
0.6972652808199935	9.295706566174722e-05	0.0005723783297753304	0.3026417527616944	0.8727324869065543	0.999839722654393	9.352650319156602e-09	0.12726751309344556	0.9992673443246182	0.00016027734560696865	0.12726751309344553	0.0001929664183120664
0.6270762292047956	0.00016313018417878837	0.0007342869634031552	0.37276061657956305	0.8620952218384508	0.9997767585516406	2.4031462517928507e-08	0.13790477816154897	0.9990424715882379	0.0002232414483593248	0.13790477816154895	0.0002631542156413063
0.5596200740571953	0.00028191806707390923	0.0009694470847652066	0.4400979498507993	0.8531838237403363	0.999695011156784	5.802493144437045e-08	0.1468161762596635	0.9987255640720193	0.0003049888432160322	0.14681617625966348	0.0003819760920053536
0.4962278959147848	0.0004886299742609751	0.0013341953902799083	0.5032833371781952	0.8456561213559997	0.9995848567106341	1.3693275916917927e-07	0.15434387864400023	0.9982506613203546	0.0004151432893658901	0.1543438786440002	0.0005887669070201443
