NO_sGCfast	NO_sGCslow	NO_sGCslow_6coord_NO_int	NO_sGCfast_6coord	NO_sGCslow_6coord	sGCfast	sGCslow	NO_sGCfast_5coord	NO_sGCslow_5coord	NO_sGC_5coord_tot	sGC_inact_tot	Values[extinction]
0.0	0.0	0.0	0.0	0.0	0.112	0.28800000000000003	0.0	0.0	0.0	0.39999999999999997	0.044
-5.885495026425155e-16	-1.5135066280034327e-15	0.021826270171190373	0.0011089111335379083	0.23077566407148853	3.1639198950013324e-16	8.136297286981063e-16	0.11089108886646222	0.03539806575732172	0.14628915462378397	0.2537108453762158	0.019894722969672367
-2.1601837690531054e-23	-5.555159373098652e-23	0.019113284113594593	0.0011089108915038235	0.2018266779879493	1.1613872004370926e-23	2.986364539601271e-23	0.11089108910849607	0.06706003789845613	0.1779511270069522	0.22204887299304768	0.018659906046728857
2.329068965500078e-21	5.989418853128652e-21	0.01679471003325207	0.0011089108889415105	0.177086274845644	-1.2520872264626926e-21	-3.2197930044572435e-21	0.11089108911105836	0.09411901512110395	0.20501010423216232	0.1949898957678376	0.017604605934945665
1.1865284826435381e-21	3.0512543964842122e-21	0.014813208596222751	0.0011089108911526676	0.15594261383655703	-6.378376982191094e-22	-1.640287798236646e-21	0.11089108910884721	0.11724417756722018	0.22813526667606737	0.17186473332393246	0.016702724599633362
6.0683451749585285e-24	1.5600547402671647e-23	0.013119776438744596	0.0011089108912078782	0.1378728033330258	-3.252624732418589e-24	-8.384538133978926e-24	0.110891089108792	0.13700742022822957	0.24789850933702154	0.15210149066297826	0.01593195813585615
-9.879051599792651e-26	-2.5394891119963403e-25	0.011672534232752963	0.001108910890991906	0.12242996890975294	5.290601406653558e-26	1.3647576288157007e-25	0.11089108910900798	0.15389749685749407	0.264788585966502	0.1352114140334978	0.01527324514730641
7.695829539956838e-28	1.9882686655777575e-27	0.010435691058561219	0.0011089108910348256	0.10923220265644595	-4.323895355805035e-28	-1.0727311245085752e-27	0.11089108910896504	0.16833210628499284	0.2792231953939579	0.12077680460604198	0.014710295379635635
-4.559176654819488e-30	-1.2495701190258197e-29	0.009378659255948083	0.0011089108910712288	0.0979531181740372	4.013797445966384e-30	7.042033229416662e-30	0.11089108910892864	0.18066822257001472	0.29155931167894333	0.1084406883210565	0.014229186844521199
2.2684394505845253e-32	7.122242714518809e-32	0.008475297976867857	0.0011089108910850164	0.08831377888481841	-3.8305990190392073e-32	-4.371122255681405e-32	0.11089108910891485	0.19121092313831375	0.3021020122472286	0.09789798775277128	0.013818021522358077
-8.187557296953894e-34	-5.296820638886183e-34	0.0077032667110824	0.0011089108910886075	0.0800757998114092	-2.7525919985620268e-33	-3.783575266950213e-34	0.11089108910891121	0.20022093347750844	0.3111120225864196	0.08888797741358023	0.013466631119129626
5.078999454146036e-35	1.239353632376559e-35	0.00704347279568249	0.0011089108910891986	0.07303545221318429	2.122148079256073e-34	4.308461820174856e-35	0.11089108910891063	0.20792107499113327	0.31881216410004387	0.08118783589995598	0.01316632560009828
-6.368093093774897e-37	-1.4127775144196765e-37	0.006479599245361036	0.0011089108910891901	0.06701862528730693	-2.6893830015272527e-36	-5.537774172072801e-37	0.11089108910891061	0.21450177546733207	0.32539286457624267	0.07460713542375716	0.012909678281526525
-1.1243870650003072e-37	-2.3310830872711804e-38	0.0059977012264023745	0.0011089108910891392	0.061876520334264794	-4.781588214732889e-37	-9.93321300033672e-38	0.11089108910891066	0.22012577843933287	0.33101686754824355	0.06898313245175632	0.012690342165618491
6.515998117555828e-39	1.3534417822960084e-39	0.005585861195530264	0.00110891089108912	0.05748197090825815	2.77050115623725e-38	5.7543111532400884e-39	0.11089108910891068	0.22493216789621162	0.33582325700512233	0.06417674299487752	0.012502892976800219
2.834300926375859e-40	5.889015647417544e-41	0.005233894175762186	0.0011089108910891097	0.05372629795577778	1.2050563551522353e-39	2.5026410378220928e-40	0.11089108910891073	0.22903980786846007	0.3399308969773708	0.060069103022629085	0.012342695017882531
6.900765039197391e-42	1.434084932010127e-42	0.0049330958679371225	0.0011089108910891086	0.05051662203331537	2.9338991735323275e-41	6.092059954620415e-42	0.11089108910891073	0.2325502820987475	0.3434413712076583	0.0565586287923416	0.01220578652290132
-3.953742405356495e-42	-8.211603690042981e-43	0.004676027401087291	0.0011089108910891075	0.047773566480781814	-1.6810770736132584e-41	-3.4914424186884157e-42	0.11089108910891071	0.23555040611813088	0.3464414952270416	0.05355850477295821	0.012088781686145366
-2.1887557271870746e-43	-4.545833213033628e-44	0.0044563313627414705	0.0011089108910891073	0.04542929436822372	-9.306293180171053e-43	-1.9328254246697502e-43	0.11089108910891071	0.23811437426903478	0.3490054633779455	0.050994536622054304	0.011988786928260112
