R	x1	x2	x3	x2p	x3p	x1p	Rin
0.5	1.0	1.0	1.0	0.0	0.0	0.0	0.0
0.004422125716419195	0.8695211094611872	0.9139709975537241	0.9693387468191951	0.08602900244627593	0.03066125318080461	0.1304788905388124	0.49557787428358074
0.0008402968266676014	0.899378348756658	0.8438727511088753	0.8771711091639984	0.15612724889112503	0.12282889083600121	0.10062165124334148	0.49915970317333225
0.0008400985454583884	0.9229597468782146	0.8098642862264954	0.7659199137139113	0.1901357137735047	0.2340800862860882	0.07704025312178528	0.4991599014545415
0.0008400985005030913	0.9411728579935451	0.7991821239799336	0.6601736732848825	0.2008178760200666	0.33982632671511687	0.058827142006454766	0.49915990149949685
0.0008400983234639989	0.9551134084766325	0.8033054755752675	0.5718824935281009	0.19669452442473287	0.42811750647189867	0.04488659152336721	0.49915990167653596
0.0008400984956873012	0.9657066848534758	0.8163394588039486	0.5060136847810677	0.18366054119605169	0.49398631521893205	0.03429331514652394	0.4991599015043126
0.000840098384218529	0.9737106321048473	0.8341704509011657	0.4632875031103342	0.16582954909883466	0.5367124968896654	0.02628936789515231	0.4991599016157813
0.0008400984808297143	0.9797313500774861	0.8539662481608995	0.4419224125895874	0.14603375183910094	0.5580775874104119	0.020268649922513333	0.4991599015191703
0.0008400985143492189	0.9842448722128304	0.873840419989842	0.4389262759035792	0.12615958001015834	0.5610737240964202	0.015755127787169226	0.49915990148565076
0.0008400984995624555	0.9876196960793107	0.8926100910659237	0.45095335811744236	0.10738990893407666	0.5490466418825569	0.012380303920688672	0.49915990150043754
0.0008400984604390703	0.9901381694741684	0.9096066490553927	0.4747448403408064	0.09039335094460776	0.525255159659193	0.009861830525830843	0.4991599015395609
0.0008400984960953088	0.992014781155228	0.9245267228318016	0.507285413521788	0.07547327716819892	0.49271458647821126	0.007985218844771233	0.4991599015039046
0.0008400980659416828	0.9934115833396822	0.9373132665958429	0.5458365759480944	0.06268673340415781	0.45416342405190474	0.006588416660317142	0.49915990193405824
0.0008400985035565229	0.9944503737288914	0.9480646875036188	0.5879508064528263	0.051935312496381766	0.41204919354717284	0.005549626271107856	0.49915990149644335
0.0008400986187680914	0.9952224441226738	0.9569670515047254	0.6314948002003867	0.043032948495275156	0.36850519979961227	0.004777555877325525	0.49915990138123184
0.0008400984865005639	0.9957960064124448	0.964246563546104	0.6746803679878083	0.0357534364538967	0.3253196320121907	0.004203993587554495	0.49915990151349926
0.0008400988297733422	0.9962219577106171	0.9701380949864629	0.7160865808226714	0.02986190501353775	0.2839134191773274	0.0037780422893822076	0.4991599011702265
0.0008400984912148019	0.9965382016705489	0.9748658409432142	0.7546659348735995	0.025134159056786374	0.24533406512639933	0.0034617983294506095	0.4991599015087849
0.0008400989454512541	0.9967729526236839	0.9786329361026274	0.789728171645511	0.021367063897373317	0.21027182835448813	0.003227047376315517	0.49915990105454844
0.0008400985022341222	0.9969471868568829	0.9816168546027858	0.8209044170125769	0.01838314539721481	0.1790955829874224	0.0030528131431166398	0.4991599014977656
0.0008400988578071564	0.9970764868497674	0.9839686188131892	0.8480957692612738	0.016031381186811508	0.15190423073872533	0.00292351315023205	0.4991599011421926
0.0008400986245627489	0.9971724373874129	0.9858143662690598	0.8714123001948452	0.014185633730941	0.1285876998051543	0.002827562612586724	0.4991599013754371
0.0008400984855223027	0.997243634988197	0.9872577420997356	0.8911118050110037	0.012742257900265267	0.10888819498899543	0.0027563650118027014	0.49915990151447753
0.0008400983562065458	0.997296462443067	0.9883829521437081	0.9075427481539468	0.011617047856292532	0.09245725184605216	0.0027035375569325368	0.49915990164379315
0.0008400989345348811	0.9973356586692235	0.9892577702343025	0.92109690115469	0.010742229765697992	0.07890309884530906	0.0026643413307762443	0.4991599010654649
0.000840098077989385	0.9973647404373507	0.989936317087626	0.9321732267063373	0.010063682912374613	0.06782677329366187	0.0026352595626491955	0.4991599019220104
0.0008400986435619991	0.997386317459238	0.9904615314592103	0.9411528972692847	0.00953846854079027	0.05884710273071456	0.0026136825407618463	0.4991599013564377
0.0008400985005944503	0.9974023261494702	0.9908673124019832	0.948384169751692	0.009132687598017263	0.05161583024830759	0.002597673850529676	0.49915990149940515
0.0008400984957269088	0.9974142029632161	0.9911802901085339	0.9541746768174926	0.008819709891466828	0.045825323182507136	0.0025857970367836208	0.4991599015042727
0.0008400986521118574	0.997423014744115	0.9914213368571402	0.9587897622556686	0.008578663142860422	0.0412102377443313	0.002576985255884855	0.49915990134788785
0.0008400984490053865	0.9974295523034972	0.9916067302502812	0.9624534639213727	0.008393269749719193	0.03754653607862753	0.002570447696502649	0.4991599015509943
0.0008400981445225816	0.9974344024073616	0.9917491388344203	0.9653521645243789	0.008250861165580044	0.03464783547562157	0.0025655975926382663	0.49915990185547715
0.0008400984945838955	0.9974380008568084	0.9918584081595269	0.9676391915411897	0.008141591840473592	0.032360808458810605	0.0025619991431916505	0.4991599015054159
0.0008400983606789528	0.9974406705478696	0.9919421609845812	0.9694392719674306	0.008057839015419389	0.03056072803256966	0.002559329452130459	0.49915990163932084
0.000840098279282466	0.9974426511550389	0.9920062914106802	0.9708531230691825	0.007993708589320202	0.029146876930817838	0.0025573488449609897	0.49915990172071734
0.0008400984316061859	0.9974441206044063	0.992055353246538	0.9719616427920501	0.007944646753462464	0.028038357207950178	0.002555879395593688	0.4991599015683935
0.0008400984539719916	0.9974452107844758	0.9920928549544944	0.9728293966279399	0.007907145045506166	0.02717060337206023	0.002554789215524126	0.4991599015460277
0.0008400985005743439	0.9974460195998216	0.9921214976123259	0.9735077317345455	0.007878502387674643	0.026492268265454796	0.0025539804001783162	0.4991599014994253
0.0008400984890210988	0.9974466196673497	0.9921433577472909	0.9740373357690103	0.007856642252709949	0.025962664230990275	0.002553380332650411	0.49915990151097867
0.0008400985038305358	0.997447064819816	0.9921600281582538	0.9744503207156953	0.007839971841747109	0.025549679284305186	0.00255293518018389	0.49915990149616923
0.0008400982345078946	0.9974473950735077	0.9921727339364143	0.9747720635399418	0.007827266063586542	0.025227936460058595	0.0025526049264923472	0.49915990176549185
0.0008400984785613835	0.9974476401529194	0.9921824120352055	0.9750224881377304	0.007817587964795382	0.02497751186227017	0.0025523598470808934	0.4991599015214384
0.000840098501715516	0.9974478219384199	0.9921897781806839	0.9752172010932721	0.007810221819316899	0.024782798906728357	0.0025521780615804703	0.49915990149828426
0.0008400985201954226	0.9974479568044319	0.9921953819625516	0.9753684807579219	0.0078046180374491975	0.02463151924207858	0.002552043195568619	0.4991599014798043
0.0008400985055589978	0.9974480569115854	0.9921996443633148	0.9754859574998427	0.007800355636686139	0.0245140425001578	0.0025519430884151355	0.4991599014944407
0.0008400985022711393	0.9974481311670824	0.9922028831470664	0.9755770829488426	0.007797116852934564	0.024422917051157796	0.0025518688329180827	0.4991599014977286
0.0008400985035166025	0.9974481862364237	0.9922053426023393	0.9756477115368715	0.007794657397661763	0.02435228846312893	0.002551813763576727	0.4991599014964831
0.0008400985028787901	0.9974482270920324	0.9922072098364407	0.9757024260506997	0.007792790163560303	0.02429757394930072	0.0025517729079681866	0.49915990149712086
0.0008400985017330304	0.9974482574038128	0.9922086268459871	0.9757447854437684	0.0077913731540139195	0.02425521455623185	0.0025517425961877117	0.49915990149826656
0.0008400985060947219	0.9974482798716807	0.9922097010461464	0.9757775451969679	0.0077902989538546795	0.024222454803032284	0.0025517201283197337	0.4991599014939049
0.0008400985034478606	0.997448296531928	0.9922105152669267	0.9758028705268784	0.007789484733074292	0.02419712947312184	0.002551703468072441	0.49915990149655176
0.0008400984896183334	0.9974483089023286	0.9922111327105716	0.9758224479730865	0.007788867289429437	0.024177552026913778	0.0025516910976718992	0.4991599015103813
0.0008400985585846233	0.997448318095956	0.9922116007448151	0.9758375732173366	0.007788399255185845	0.024162426782663664	0.002551681904044508	0.49915990144141503
0.0008400985208355537	0.9974483249070559	0.9922119551622445	0.9758492475893193	0.007788044837756536	0.024150752410680928	0.0025516750929445923	0.4991599014791641
0.0008400984908238378	0.997448329954495	0.9922122233080829	0.9758582508549392	0.007787776691918156	0.024141749145061158	0.002551670045505581	0.49915990150917583
0.0008400985019693258	0.9974483337007748	0.9922124261915126	0.9758651922710205	0.0077875738084884185	0.024134807728979774	0.002551666299225677	0.49915990149803036
0.0008400985135613359	0.997448336484156	0.9922125797962864	0.9758705444483845	0.007787420203714496	0.02412945555161585	0.002551663515844514	0.49915990148643835
0.0008400984990686599	0.9974483385501841	0.9922126960703929	0.9758746695612912	0.0077873039296081385	0.024125330438709142	0.0025516614498163515	0.499159901500931
0.0008400984986029713	0.9974483400839413	0.9922127839864068	0.9758778459702977	0.007787216013594134	0.024122154029702633	0.0025516599160590914	0.49915990150139666
0.0008400985050519482	0.9974483412184412	0.9922128503013975	0.9758802875838548	0.007787149698603388	0.02411971241614559	0.0025516587815592015	0.49915990149494766
0.0008400985054379174	0.9974483420582595	0.9922129003615616	0.9758821647681954	0.0077870996384392785	0.024117835231804923	0.0025516579417409384	0.4991599014945617
0.0008400985075152837	0.9974483426775009	0.9922129380302568	0.975883604704104	0.007787061969744078	0.02411639529589639	0.0025516573224995133	0.4991599014924843
0.0008400985026148845	0.9974483431393252	0.9922129665759135	0.9758847135663608	0.00778703342408732	0.02411528643363961	0.002551656860675234	0.4991599014973847
