Arachidonic acid	PGH2	PGD2	GPCho	dPGJ2	HETE	PGE2	PGF2a	dPGD2	PGJ2	DG	Values[timevalue]	Values[LPSactivity]	Values[DGactivity]	Values[GPChoratio]
25.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
236.80826711615566	10.657444412321547	12.628345680252394	0.8326984951175386	0.001280826341757725	0.7628164062931916	0.8452120925647273	0.2527349884629822	0.09818931628281055	0.182068326821391	-1.0933250000004097e-15	1.0	0.6668	1.0721	0.9268230336962842
304.53942714558195	13.706319079468525	52.24158698662325	0.7498379195880327	0.02905376072048321	2.490283707545391	3.61230743926279	1.0801507538972068	1.0186029321801637	1.8789700588688356	-2.1873750000011637e-15	2.0	0.0	1.1160999999999999	1.0039208572288487
263.7785064731385	11.125036421567843	84.60575851515016	0.7498379195880313	0.1411093594055858	3.8722567543770148	6.10766418250277	1.826311348689551	3.0009725781238137	5.4998447840414	-3.257824999992286e-15	3.0	0.0	1.0248	0.8772850656346363
228.97438934179792	9.476628902141554	108.54952912948491	0.7498379195880291	0.3806706982703046	4.778436084118297	8.203239284868603	2.452929394004825	5.7583520245664	10.478571821502426	-4.236974999992287e-15	4.0	0.0	0.9334	0.7506492740404239
198.74793436958197	8.288594072381938	126.34069575822859	0.7498379195880291	0.7700393766943204	5.323818081886505	10.008507471765368	2.9927399793023843	9.073380113143203	16.389086351427142	-5.219175000028428e-15	5.0	0.0	1.0310000000000001	0.7680287916446384
172.10799546191075	7.304381733063158	139.54233978539656	0.7498379195880274	1.3173660663420295	5.595209140030858	11.5970730469792	3.467752234635932	12.786105643073572	22.919784205559676	-6.298975000028426e-15	6.0	0.0	1.1286	0.7854083092488529
148.69014254356244	6.422644426490886	148.90909093561	0.7498379195880258	2.0211584204351882	5.661023345330569	12.995602875261678	3.8859400754458906	16.770521997885556	29.827884781947073	-7.476375000028424e-15	7.0	0.0	1.2262	0.8027878268530673
128.1580874891496	5.632637205410518	155.0342092506434	0.7498379195880247	2.8730186125555006	5.575772704780246	14.223747065246208	4.253179269509891	20.921172062720995	36.91336586128945	-8.751375000028422e-15	8.0	0.0	1.3237	0.8200404866645503
110.23809872244016	4.9124765858488795	158.41988514330933	0.749837919588023	3.859651041039336	5.382697018826401	15.298184368669228	4.574457090631479	25.14991233687188	44.01210037517181	-1.0110625000131478e-14	9.0	0.0	1.3948	0.9059232123437706
94.66214274103078	4.270856505284499	159.49852582874158	0.7498379195880215	4.964447921394214	5.116016254746342	16.233513627587556	4.854138878837451	29.383011644204718	50.989753036760625	-1.1540975000131483e-14	10.0	0.0	1.4659	0.991805938022991
81.14838240804964	3.706009988788854	158.69102393077168	0.7498379195880195	6.168758930576331	4.80230506322017	17.04591732002198	5.097063512359509	33.56015146807586	57.73931636347605	-1.3042425000131479e-14	11.0	0.0	1.537	1.0776886637022116
69.44521444905018	3.2099490362711163	156.36505467256166	0.7498379195880173	7.452953048638066	4.461907258288765	17.750241610218332	5.3076702854084195	37.63323247293846	64.178336628645	-1.4614975000131472e-14	12.0	0.0	1.6078999999999999	1.1637363045119828
59.31921954470295	2.779041420756478	152.84066258669344	0.7498379195880152	8.797253524523773	4.1101612167670325	18.360074388535708	5.490022243630776	41.56468004735468	70.24528289513162	-1.626517500041151e-14	13.0	0.0	1.6925	1.1482786824676505
50.566947959666095	2.402303484267815	148.39359792975995	0.7498379195880124	10.182376271463276	3.7583759333679865	18.887732527756906	5.647802373495941	45.326072971034485	75.89658950371683	-1.7999975000411518e-14	14.0	0.0	1.7771	1.1328210604233182
43.018599147335145	2.072117074704415	143.24614168107112	0.74983791958801	11.589998579339108	3.414759419838366	19.34337730163359	5.784049095096318	48.89651118690323	81.10328000767178	-1.9819375000411523e-14	15.0	0.0	1.8617	1.1173634383789859
36.52279406070179	1.7833849358232672	137.58538762983778	0.7498379195880079	13.003073288390189	3.085097192941267	19.73597414733757	5.9014432499391765	52.26125512136708	85.84816538724884	-2.1723375000411535e-14	16.0	0.0	1.9463	1.1019058163346536
30.944960554708285	1.5315167726873788	131.56910979470211	0.7498379195880054	14.40603246197423	2.7732776985981418	20.073504164230254	6.002371343225715	55.41072532580436	90.12376412946803	-2.3711975000411522e-14	17.0	0.0	2.0309	1.086448194290321
26.165803819535448	1.312339202669064	125.32942920119112	0.7498379195880027	15.78490718047485	2.4817180916956554	20.363055064425946	6.088952739852858	58.339640634128045	93.93052139639798	-2.578517500041152e-14	18.0	0.0	2.1155	1.0709905722459887
22.07986617595073	1.122069864324295	118.97606314049264	0.7498379195880004	17.127381088510635	2.2117079224244924	20.610903487675284	6.163064278177412	61.04626738563847	97.27527036016511	-2.794297500041151e-14	19.0	0.0	2.2001	1.0555329502016564
18.594178735408168	0.9572929281424519	112.59924178786436	0.7498379195879982	18.422792265953515	1.9636853094408018	20.82259227777231	6.2263633771770115	63.53176778629445	100.16990847491667	-3.0185375000411497e-14	20.0	0.0	2.2847	1.040075328157324
15.627005827331768	0.814934307039648	106.2723188121303	0.7498379195879953	19.66209558591777	1.7374577114981913	21.003002729611026	6.280309639736629	65.79963683810155	102.63026455310452	-3.2512375000411495e-14	21.0	0.0	2.3693	1.0246177061129917
13.106681788472986	0.6922368793699688	100.05409981406693	0.7498379195879924	20.837795643793207	1.532377328226006	21.156421773477206	6.326184942069162	67.8552181598772	104.67513470447238	-3.4923975000411497e-14	22.0	0.0	2.4539	1.0091600840686592
10.970538487583552	0.5867360493692356	93.99091172432252	0.7498379195879896	21.943858567842508	1.3474794636385328	21.28660413619088	6.365112021115901	69.70528978604028	106.3254670798871	-3.742017500041148e-14	23.0	0.0	2.5385	0.993702462024327
9.163921151430133	0.4962359134555148	88.11843508924636	0.7498379195879868	22.975609504580195	1.1815907315798913	21.39682957219155	6.398071587763157	71.35771185801414	107.60367733840084	-4.000097500041147e-14	24.0	0.0	2.6231	0.9782448399799946
7.639289185354889	0.41878624801293735	82.46332038425332	0.7498379195879844	23.92962126725042	1.0334128066553732	21.489955314254697	6.425918010634977	72.82112880591221	108.53307840642489	-4.266637500041144e-14	25.0	0.0	2.7077	0.9627872179356624
6.355398189489496	0.35266048884189755	77.04460822810385	0.7498379195879814	24.803598541476862	0.9015864186875853	21.56846392777921	6.449393625463386	74.1047193436929	109.13740979836216	-4.541637500041144e-14	26.0	0.0	2.7923	0.9473295958913299
5.276558892587451	0.2963348275968402	71.87497231955683	0.7498379195879785	25.59626110750422	0.7847394664436241	21.63450678573118	6.469141734949025	75.2179882335616	109.44045325423068	-4.825097500041144e-14	27.0	0.0	2.8769	0.9318719738469975
4.37196847824201	0.24846851558123523	66.96180266000022	0.7498379195879754	26.307228764434647	0.68152243389882	21.689943400376833	6.4857183697205185	76.17059439725406	109.46572288420748	-5.1170175000411455e-14	28.0	0.0	2.9615	0.9164143518026652
3.6151095536368287	0.20788542920789566	62.308145518445436	0.7498379195879724	26.93690998306117	0.5906337225728014	21.736376865472284	6.499602886244155	76.97221050386634	109.23621928353695	-5.417397500041146e-14	29.0	0.0	3.0461	0.9009567297583327
2.983211964956325	0.1735569255471339	57.913515355890645	0.7498379195879695	27.486395778338697	0.5108370353992486	21.775185669038496	6.511207479467384	77.63240969605431	108.77423828943498	-5.726237500041145e-14	30.0	0.0	3.1307	0.8854991077140005
2.4567726571635498	0.1445859909576339	53.774592779213904	0.7498379195879669	27.95735984574679	0.4409725532696293	21.807552140761075	6.520885689149135	78.16057559528794	108.10122613520984	-6.043537500041144e-14	31.0	0.0	3.2153	0.8700414856696681
2.0191288593181222	0.12019266764818734	49.88582143956623	0.7498379195879642	28.35196564457602	0.3799633176018953	21.83448779615245	6.528939978261262	78.56583217127564	107.23767375281791	-6.369297500041142e-14	32.0	0.0	3.2999	0.8545838636253357
1.656079994468475	0.09970072307171204	46.23991571727507	0.7498379195879609	28.672780816402604	0.3268179626240865	21.856855835621595	6.535628460651545	78.8569904589316	106.20304386345936	-6.703517500041141e-14	33.0	0.0	3.3845	0.8391262415810035
1.3555539102477243	0.08252551949146913	42.82828993372676	0.7498379195879578	28.922699096408962	0.28063071559804653	21.87539104713445	6.54117085232941	79.04250948063454	105.01572532206113	-7.046197500041147e-14	34.0	0.0	3.4691	0.8236686195366711
1.107313222506803	0.06816302700950963	39.641418853825165	0.7498379195879552	29.10486969074928	0.240579400369987	21.890717351926806	6.545753717978104	79.13046905797611	103.69300989986837	-7.397337500041146e-14	35.0	0.0	3.5537	0.8082109974923387
0.9026978044547136	0.056179917717237786	36.6691382782348	0.7498379195879523	29.222633952719534	0.2059220276315352	21.90336322032495	6.549535080587354	79.12855249834139	102.25108734640506	-7.756937500041148e-14	36.0	0.0	3.6383	0.7927533754480063
0.7343997067734933	0.046204674241420975	33.90089362659092	0.7498379195879493	29.279469085542758	0.17599243128574424	21.91377517135793	6.552648458102118	79.04403741035577	100.7050551546465	-8.124997500041144e-14	37.0	0.0	3.7229	0.777295753403674
0.5962670517007351	0.03791964280930629	31.325943582617608	0.7498379195879462	29.278938522729685	0.1501953092027543	21.92232955600269	6.555206386843934	78.88379314114776	99.06893996841285	-8.501517500041139e-14	38.0	0.0	3.8075	0.7618381313593416
0.48313370632924973	0.031053958813092322	28.933525099835997	0.749837919587943	29.22464858406398	0.1280009442758683	21.92934280960973	6.557303487187215	78.65428354152371	97.35572802772676	-8.88649750004113e-14	39.0	0.0	3.8921	0.7463805093150092
0.3906718074401253	0.025377275210479982	26.712985342528633	0.74983791958794	29.1202109738533	0.1089398150776948	21.93508034411092	6.559019122503749	78.3615739551026	95.57740245167918	-9.279937500041129e-14	40.0	0.0	3.9767	0.7309228872706769
0.31526445970614825	0.020694223485613013	24.653885493176784	0.7498379195879372	28.969210669304445	0.09259725192027612	21.939764236757476	6.5604196982461	78.01134149261917	93.74498550825392	-9.681837500041127e-14	41.0	0.0	4.0613	0.7154652652263446
0.25389617934631437	0.016839540220574392	22.74608075457362	0.7498379195879347	28.775178742890947	0.07860825123048994	21.943579857924234	6.5615606437910605	77.60888779954668	91.86858432912865	-1.009219750004113e-13	42.0	0.0	4.1459	0.7000076431820121
