d	e	r	rs	x	ip3	atp	y	ad	kg	gstar	ro	ip3con	dcon	delta	ca
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.08317269649392241	0.0	0.011964731652544193	0.0159835
0.07747258096077946	1.3397920947058108	0.037146967608925566	0.01252903410266634	0.25949397643897093	0.013	0.0	499.9999999999961	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.549833997312478	0.0	0.011964731652544193	0.0159835
0.11630632034890977	1.6096081460208047	0.09097313999175827	0.06416708066744577	0.4107431553242738	0.012999999999998294	0.0	499.99999999966747	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.5498339973123934	0.0	0.011964731652544193	0.0159835
0.12919080799617622	1.8073116287015614	0.14016659386465954	0.14661369608431296	0.5397672053314855	0.013000000000002758	0.0	499.99999999589676	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.5498339973126143	0.0	0.011964731652544193	0.0159835
0.12989799264807358	1.9261032244432483	0.18837212794022445	0.2483248397504411	0.6868876673175013	0.013000000000000001	0.0	500.00000000035425	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.5498339973124781	0.0	0.011964731652544193	0.0159835
0.12776628531727036	1.9518955365995454	0.24359188046518038	0.3639744564034823	0.9039478770845202	0.013	0.0	500.00000000000006	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.549833997312478	0.0	0.011964731652544193	0.0159835
0.12828800410755598	1.848190619511595	0.31892889092232024	0.4935665377126498	1.3557905532458185	0.013000000000000088	0.0	500.0000000000257	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.5498339973124823	0.0	0.011964731652544193	0.0159835
0.13735526361477596	1.4600747820089366	0.4480827231623123	0.6437732532567391	3.4450135279656293	0.013	0.0	500.00000000000006	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.549833997312478	0.0	0.011964731652544193	0.0159835
0.19438306056685614	0.011001093972571065	0.6796746439263646	0.8412191361289653	116.64717315345823	0.013	0.0	500.00000000000006	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.549833997312478	0.0	0.011964731652544193	0.0159835
0.29137562124183947	0.014434291845947357	0.8086811050669511	1.0301157377291317	77.16854150662468	0.013	0.0	500.00000000000006	0.41000000000000003	8.823529411764705	0.0013541666666666667	0.0	0.549833997312478	0.0	0.011964731652544193	0.0159835
0.38719676634339	0.021149042254054038	0.8686960088758314	1.1462080278362479	47.7696663225668	0.01300000019610145	4.832677370764158e-09	499.9999999975276	0.41000000000000003	8.823529411764705	0.00135416668851551	1.9330709479319866e-10	0.5498340070201497	1.5923390384031677e-10	0.011964731652544193	0.0159835
0.48861658292419446	0.03310491434116585	0.9001372738607524	1.2039778192590227	28.248672235124307	0.9434704783510133	472.92811908185	477.6063904837533	0.6937876042134378	8.823529411764705	0.09828600536443355	0.9497919497976968	1.0	0.09307252857889825	0.011964731652544193	0.29977110421343783
0.6450922284097552	0.05387598995177518	0.915648666016756	1.2184319450316812	16.120878805449898	0.9439726130096683	477.76128949241456	478.1865012498293	0.6940055331794284	8.823529411764705	0.09833048052184046	0.950274612380679	1.0	0.9999999999997502	0.011964731652544193	0.29998903317942843
0.7910515066750179	0.08887793049931625	0.918765804402268	1.2064090316580807	8.88352566353072	0.9439726130096676	477.7612894924115	478.1865012498264	0.6940055331794281	8.823529411764705	0.09833048052184044	0.9502746123806788	1.0	1.0	0.011964731652544193	0.29998903317942816
0.9176816048785352	0.1452216332407449	0.9089820330682385	1.181900343700779	4.687855471490554	0.9439726130087422	477.7612894919231	478.18650125034236	0.6940055331790275	8.823529411764705	0.098330480521836	0.9502746123806304	1.0	1.0	0.011964731652544193	0.29998903317902736
1.0119437323759224	0.23052561386856746	0.8817117797902968	1.1521031658338818	2.348526692327615	0.9439726130096721	477.7612894924418	478.1865012497958	0.6940055331794301	8.823529411764705	0.09833048052184072	0.9502746123806818	1.0	1.0	0.011964731652544193	0.29998903317943015
1.0585603958972643	0.349518712966786	0.8286292101864928	1.119610085848018	1.1286673033209855	0.94397261300966	477.76128949241144	478.1865012498262	0.6940055331794248	8.823529411764705	0.09833048052184044	0.9502746123806788	1.0	1.0	0.011964731652544193	0.2999890331794249
1.0461135432372188	0.5004887077632811	0.7445990677842214	1.0840991030486955	0.5516783668700339	0.9439726130096686	477.7612894924115	478.1865012498262	0.6940055331794286	8.823529411764705	0.09833048052184044	0.9502746123806788	1.0	1.0	0.011964731652544193	0.2999890331794286
0.9747028794231833	0.6755554664913499	0.6382490001431448	1.0446290245419052	0.3097447196861182	0.9439726130096683	477.76128949241144	478.1865012498262	0.6940055331794284	8.823529411764705	0.09833048052184044	0.9502746123806788	1.0	1.0	0.011964731652544193	0.29998903317942843
0.8587182137034058	0.8646217131627023	0.5284560910571802	1.00189640997414	0.22452894598809425	0.9439726130096683	477.7612894924115	478.1865012498263	0.6940055331794284	8.823529411764705	0.09833048052184044	0.9502746123806788	1.0	1.0	0.011964731652544193	0.29998903317942843
