EO_b	LTC4_b_out	EO_a_aw	IL_b	LTD4_aw	EO_a_b	LTD4_b	EO_aw	LTC4_aw_out	HPETE_b	HPETE_aw	Hn_b	LTA4_b	LTA4_aw	ZF_blood	IL_aw	LTE4_aw	Hn_aw	EO_i_b	LTE4_b	AA_b	AA_aw	ML_blood	EO_bm	LTC4_aw	LTC4_b	HETE_aw	HETE_b	EO_i_aw	IL_bm	ZF_intes	ML_intes	ZF_airways	Values[ft_zf]	Values[ft_ml]	Values[ZF_blood_conc]	Values[ZF_airways_conc]	Values[ML_blood_conc]	Values[ML_airways_conc]	Values[w_EO]	Values[V_CB]	Values[V_aCB]	Values[V_LTC_CB]	Values[V_CAW]	Values[V_aCAW]	Values[V_LTC_CAW]	Values[GSSG_b]	Values[NADPH_b]	Values[PLA2_D]	Values[PLA2_Ca]	Values[Ki_AA_AA]	Values[K_AA_HETE]	Values[Ki_HPETE_AA]	Values[OOH_b]	Values[OH_b]	Values[r1]	Values[r2]	Values[REDOX_b]	Values[RELFLO5_b]	Values[DFLOa_b]	Values[FLO3_b]	Values[FLO2_b]	Values[FLO3t_b]	Values[FLO2t_b]	Values[FLO5HP_b]	Values[C_b]	Values[A_b]	Values[B_b]	Values[delta_LTCs_b]	Values[nom_LTCs_b]	Values[den_LTCs_b]	Values[C_hedh_b]	Values[A_hedh_b]	Values[B_hedh_b]	Values[GSSG_aw]	Values[NADPH_aw]	Values[OOH_aw]	Values[OH_aw]	Values[REDOX_aw]	Values[RELFLO5_aw]	Values[DFLOa_aw]	Values[FLO3_aw]	Values[FLO2_aw]	Values[FLO3t_aw]	Values[FLO2t_aw]	Values[FLO5HP_aw]	Values[C_aw]	Values[A_aw]	Values[B_aw]	Values[delta_LTCs_aw]	Values[nom_LTCs_aw]	Values[den_LTCs_aw]	Values[C_hedh_aw]	Values[A_hedh_aw]	Values[B_hedh_aw]	Values[OL_b]	Values[OL_aw]	Values[Rec_occup_migr]	Values[Ca_FEV]	Values[r_out_FEV]	Values[r_in_FEV]	Values[FEV1]	Values[TSN]	Values[TSN_Hn]	Values[FEV1_percent]	Values[time_hour]	Values[time_day]	Values[N_EO_bm]	Values[N_EO_b]	Values[N_EO_i_b]	Values[N_EO_a_b]	Values[EO_b_tot]	Values[N_EO_b_tot]	Values[N_EO_aw]	Values[N_EO_i_aw]	Values[N_EO_a_aw]	Values[EO_aw_tot]	Values[N_EO_aw_tot]	Values[EO_b_tot_per_ss]	Values[N_EO_aw_tot_perc]	Values[N_EO_b_tot_perc]	Values[N_EO]	Values[N_EO_a]	Values[LTC4_b_pM]	Values[LTs_aw_pg]	Values[LTD4_b_free]	Values[ML_uM]	Values[LTD4_aw_pers]	Values[N_EO_perc]	Values[Hn_aw_perc]	Values[N_EO_aw_perc]	Values[Ca_FEV_LTR1]	Values[Ca_FEV_LTR2]	Values[OL_ASM]
4.68114e-07	2168.571	0.001358713	0.5994857	205.76020000000003	0.0005383185000000001	1308.488	1.1765579999999998e-06	359.9744	0.29658370000000006	1.7806040000000003	14995.880000000003	1.081167	41.69257000000001	0.0	0.6627439000000002	322.63660000000004	14162.15	5.479176e-08	2053.137	0.2890944	0.1304887	0.0	1.637391e-06	6.806687000000001	0.8869873	1.960926	5.037703	1.3586980000000003e-07	0.40233940000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011365080543	0.0008235012131769089	0.0008235012131769089	0.00015548372494079242	0.00015533368277327947	0.00015533368277327947	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965837	5.037703	4.67752776425514	0.0002568819815443038	73.54581075767403	0.00042409797731186887	89.01391827728088	0.016851297291817415	1.2393423216453086	0.016853665202076425	1.3256031654209524	7.147605322492042e-06	3.4474015429845832	2426767.4733553273	1.6840539300471975	14.683330687730034	1381085.7498869896	3620907.277773484	462731150.9081092	465739325.8812161	1597805534.6234245	4500.0	100.0	21.780604	1.960926	4.376891028281933	0.00036750671720122384	9.321640955078292	0.16091587384974554	0.7043112445610985	0.16093848542331926	0.7533327950846526	5.914597444926108e-05	0.8278886502588673	174726.0037267663	0.40442319170713154	74.88883528981404	54052143.633836746	18467576.22583982	76236291.73845935	77061290.49118817	901821465.6344593	0.09966249667037132	0.09921460922884616	0.010251511151613272	30506.634905542236	2.7318828976128615	1.751981108492022	3.5284761195370185	1.5769872048219205	4.264315087000651	0.013495451729547244	0.0	0.0	985.7093819999998	281.8046279999999	32.98463952	324067.737	0.00053884140576	324382.52626752	708.2879159999999	81.7936196	817945.2259999999	0.0013600254278	818735.3075355999	1.095948547842393	100.00003756228814	7.603866138200445	358758.0504454783	358410.21105369064	886987.3	2933.150751375	209.35808	0.0	100.0000972006221	100.0000140611438	100.00105917243329	100.00003756228816	0.3994360578125591	0.6005639421874409	0.006835544968514079
4.6811405828913086e-07	2168.5709554011537	0.0013587130005674201	0.5994856996270441	205.76020793711712	0.0005383184999657419	1308.4880156603595	1.1765575309239365e-06	359.9744497514126	0.2965836933272622	1.780603535438303	14995.879995598854	1.0811669742483423	41.69257028949977	0.0	0.6627438977101456	322.63651314299153	14162.149288851242	5.4791755003305265e-08	2053.137013228603	0.28909442927733425	0.13048872174197995	0.0	1.6373909703821815e-06	6.806686928741331	0.8869873223957753	1.9609263852593721	5.037703009103241	1.3586975178236578e-07	0.4023393999925086	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011365371724	0.000823501213124502	0.000823501213124502	0.00015548372494652302	0.0001553336828381492	0.0001553336828381492	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933272623	5.037703009103241	4.67752776425514	0.0002568819815443038	73.54581113622433	0.00042409801631998034	89.0139187023358	0.01685129721134992	1.2393423221063251	0.016853665121597625	1.3256031659140568	7.147605945790793e-06	3.447401465422645	2426767.473355247	1.6840538921582293	14.683330744740513	1381030.5082051754	3620907.291832261	462731150.94079363	465739325.9155773	1597805537.510695	4500.0	100.0	21.780603535438303	1.9609263852593721	4.376891121813933	0.00036750669705161486	9.321641769939406	0.1609158597831153	0.704311198043773	0.1609384713547124	0.7533327453296228	5.914596603610628e-05	0.8278884342617356	174726.0037264663	0.4044230861926407	74.88883518612568	54052294.356199265	18467576.20027028	76236293.74416217	77061292.59974164	901821642.8135937	0.09966249708507083	0.09921461451023705	0.010251511159049095	30506.635421938918	2.7318828937429163	1.7519811039280195	3.5284761011532884	1.5769872048219205	4.264315146984802	0.013494930648762274	0.016666666666666666	0.0006944444444444445	985.7093641700733	281.80466309005675	32.98463651198976	324067.7369793766	0.0005388414057790343	324382.5262789786	708.2876336162096	81.79359057298419	817945.2263415868	0.0013600254278501262	818735.3075657759	1.0959485514135474	100.00003756597384	7.603866138469047	358758.0504582385	358410.21105825406	886987.3223957751	2933.1507319653697	209.3580825056575	0.0	100.00010105808569	100.00001406470058	100.00105415090553	100.00003756597384	0.3994360605327187	0.6005639394672813	0.0068355451406463055
4.681140511815567e-07	2168.5709209988313	0.0013587130006342222	0.5994856992474166	205.7602103035424	0.0005383184999903444	1308.4880311339314	1.1765575139822872e-06	359.9744444695072	0.2965836933495005	1.78060352366784	14995.879983602263	1.0811669733029723	41.69257037226586	0.0	0.6627438958458384	322.63651305917074	14162.148707271936	5.479175498484193e-08	2053.137012611837	0.28909442928616186	0.1304887215165515	0.0	1.637390946130735e-06	6.806686942186916	0.8869873216202497	1.9609263635103458	5.037703015338878	1.358697517749949e-07	0.402339399984575	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.000824301136563907	0.0008235012131621378	0.0008235012131621378	0.00015548372495222243	0.0001553336828457863	0.0001553336828457863	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933495005	5.037703015338878	4.67752776425514	0.0002568819815443038	73.54581113501106	0.0004240980163343344	89.01391871257677	0.016851297209411198	1.2393423219432949	0.016853665119658627	1.3256031657396792	7.147605945210387e-06	3.447401465681136	2426767.473355248	1.684053892284502	14.683330738645209	1381030.5069289207	3620907.2903291597	462731150.96318215	465739325.9391144	1597805539.4884484	4500.0	100.0	21.78060352366784	1.9609263635103455	4.3768911241692585	0.00036750669548732157	9.32164173220399	0.16091586043452705	0.7043112012739406	0.1609384720062157	0.753332748784617	5.914596602378314e-05	0.8278884287890799	174726.00372645713	0.4044230835192511	74.88883532979935	54052294.54814148	18467576.235700194	76236293.63093433	77061292.48070757	901821632.8113096	0.09966249757947013	0.0992146149857259	0.010251511153275107	30506.635209989447	2.7318828953312937	1.7519811058012653	3.528476108698693	1.5769872048219205	4.264315122364952	0.013495144520778867	0.03333333333333333	0.001388888888888889	985.7093495707023	281.8046588112971	32.98463650087484	324067.73699418723	0.0005388414057965106	324382.52628949936	708.2876234173367	81.7935905685469	817945.2263818017	0.0013600254278999793	818735.3075957875	1.0959485546924148	100.00003756963945	7.603866138715665	358758.05047011445	358410.2110748312	886987.3216202497	2933.150718422491	209.35808498142902	0.0	100.00010220817573	100.00001406801087	100.00105004428708	100.00003756963945	0.39943606847108776	0.6005639315289124	0.006835545069996483
4.6811404470639804e-07	2168.5708878821038	0.0013587130006992064	0.5994856988630739	205.76021250699714	0.0005383185000130441	1308.4880455485477	1.1765574985187195e-06	359.97443938480353	0.29658369335957413	1.7806035227877224	14995.879965676831	1.081166972513169	41.69257045002841	0.0	0.662743894311596	322.63651300166623	14162.148230683513	5.479175496935243e-08	2053.137012179876	0.28909442929279133	0.13048872149383345	0.0	1.6373909262727483e-06	6.806686954817663	0.8869873209723397	1.9609263613600774	5.037703019739344	1.35869751766656e-07	0.4023393999761929	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011365887032	0.0008235012131968632	0.0008235012131968632	0.00015548372495788288	0.0001553336828532156	0.0001553336828532156	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933595742	5.037703019739343	4.67752776425514	0.0002568819815443038	73.54581113447361	0.0004240980163444059	89.01391872014474	0.016851297207978497	1.239342321828869	0.016853665118225725	1.325603165617289	7.147605944772437e-06	3.4474014657982295	2426767.473355248	1.684053892341702	14.683330733552914	1381030.505865097	3620907.2890734007	462731150.97898173	465739325.95572454	1597805540.8841412	4500.0	100.0	21.78060352278772	1.9609263613600771	4.376891124345133	0.00036750669536239687	9.321641728412219	0.16091586049998288	0.7043112015887346	0.16093847207168072	0.7533327491213213	5.9145966027736785e-05	0.8278884283798708	174726.00372645643	0.40442308331935267	74.88883546477715	54052294.73101616	18467576.2689857	76236293.6197398	77061292.468939	901821631.8224103	0.09966249803067373	0.09921461541936809	0.010251511147611768	30506.635040133515	2.7318828966042163	1.7519811073024811	3.5284761147455668	1.5769872048219205	4.264315102634646	0.0134953159174248	0.05	0.0020833333333333333	985.7093376161941	281.80465491325157	32.984636491550155	324067.73700785247	0.0005388414058127198	324382.5262992573	708.2876141082689	81.79359056352689	817945.2264209222	0.0013600254279494918	818735.3076255941	1.0959485577335306	100.00003757328	7.6038661389444	358758.05048126663	358410.2110902665	886987.3209723397	2933.1507052173	209.3580872877676	0.0	100.00010327906159	100.00001407111942	100.00104667902494	100.00003757328001	0.39943607532716086	0.600563924672839	0.006835545013377838
4.6811403882482307e-07	2168.5708560042394	0.0013587130007624406	0.5994856984755094	205.76021455564631	0.0005383185000341141	1308.4880589580891	1.1765574844707106e-06	359.9744344890194	0.296583693366655	1.7806035227159045	14995.87994316555	1.0811669718550092	41.692570522883	0.0	0.662743893034022	322.63651297035585	14162.147839194904	5.479175495615142e-08	2053.1370119185494	0.28909442929743856	0.13048872149194396	0.0	1.6373909100116277e-06	6.8066869666516014	0.8869873204324186	1.9609263611814267	5.037703022840029	1.358697517592443e-07	0.40233939996735835	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011366119179	0.0008235012132290954	0.0008235012132290954	0.0001554837249635052	0.00015533368286044477	0.00015533368286044477	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.296583693366655	5.037703022840028	4.67752776425514	0.0002568819815443038	73.54581113409591	0.00042409801635146774	89.0139187254784	0.016851297206968777	1.2393423217482435	0.016853665117215866	1.3256031655310518	7.147605944463176e-06	3.4474014658805348	2426767.473355248	1.6840538923819084	14.683330729309375	1381030.5049841404	3620907.2880269447	462731150.99011445	465739325.9674284	1597805541.8675838	4500.0	100.0	21.780603522715904	1.9609263611814267	4.376891124359483	0.00036750669535215447	9.321641728096907	0.160915860505426	0.7043112016148678	0.16093847207712458	0.7533327491492734	5.914596602808904e-05	0.8278884283464794	174726.00372645637	0.404423083303041	74.88883559123778	54052294.90186691	18467576.30017087	76236293.61880971	77061292.46796122	901821631.7402496	0.09966249844104311	0.09921461581334748	0.010251511142066063	30506.63490370979	2.731882897626594	1.7519811085082178	3.528476119602255	1.5769872048219205	4.264315086787796	0.013495453578660197	0.06666666666666667	0.002777777777777778	985.7093278269997	281.80465137254345	32.98463648360314	324067.7370205366	0.000538841405827895	324382.5263083928	708.2876056513676	81.79359055906504	817945.226458989	0.0013600254279986703	818735.3076551995	1.09594856058067	100.00003757689602	7.603866139158547	358758.0504918255	358410.21110471565	886987.3204324185	2933.1506923424145	209.35808943329425	0.0	100.00010427471146	100.00001407406259	100.00104391466533	100.00003757689602	0.3994360812827924	0.6005639187172076	0.0068355449679032634
4.681140335021671e-07	2168.570825319487	0.0013587130008240113	0.5994856980858797	205.76021645744294	0.0005383185000537804	1308.4880714139852	1.1765574717579669e-06	359.9744297753094	0.29658369337164614	1.7806035227194084	14995.879917149403	1.0811669713078358	41.692570591083424	0.0	0.6627438919561454	322.63651296306693	14162.147516711815	5.4791754944875165e-08	2053.1370118147793	0.28909442930070894	0.13048872149201002	0.0	1.6373908966952874e-06	6.80668697772959	0.8869873199835421	1.9609263611878318	5.037703025024749	1.3586975175245246e-07	0.40233939995806905	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.000824301136633843	0.0008235012132591804	0.0008235012132591804	0.00015548372496909007	0.0001553336828674838	0.0001553336828674838	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933716461	5.037703025024748	4.67752776425514	0.0002568819815443038	73.54581113382964	0.0004240980163564384	89.01391872923634	0.01685129720625736	1.239342321691435	0.016853665116504348	1.3256031654702893	7.147605944245197e-06	3.447401465938551	2426767.473355248	1.6840538924102493	14.683330725781417	1381030.5042550564	3620907.2871569498	462731150.99795854	465739325.97567487	1597805542.5605104	4500.0	100.0	21.780603522719407	1.9609263611878316	4.3768911243587825	0.00036750669535261867	9.321641728108014	0.16091586050523426	0.7043112016139158	0.16093847207693282	0.7533327491482552	5.914596602809328e-05	0.8278884283481084	174726.00372645637	0.40442308330383675	74.88883570961994	54052295.06175804	18467576.329363894	76236293.61884306	77061292.46799628	901821631.7431954	0.0996624988128223	0.099214616169858	0.010251511136641413	30506.634793766614	2.7318828984505226	1.7519811094799138	3.5284761235162314	1.5769872048219205	4.264315074016901	0.013495564519030214	0.08333333333333333	0.003472222222222222	985.7093198105628	281.80464816830454	32.98463647681484	324067.73703237576	0.0005388414058422274	324382.5263170209	708.2875979982958	81.79359055497638	817945.2264960547	0.0013600254280475214	818735.3076846078	1.0959485632696744	100.00003758048793	7.603866139360798	358758.0505018986	358410.21111830894	886987.319983542	2933.150679789779	209.35809142623762	0.0	100.00010519899055	100.00001407687037	100.001041637564	100.00003758048793	0.3994360864861936	0.6005639135138066	0.006835544931255539
4.6811402870579695e-07	2168.570795783545	0.001358713000884	0.5994856976950739	205.76021821995508	0.0005383185000722313	1308.488082965251	1.1765574603064255e-06	359.97442523700033	0.29658369337514895	1.7806035227280357	14995.87988849244	1.0811669708539196	41.692570654920104	0.0	0.6627438910340153	322.63651297787226	14162.147250285858	5.4791754935212696e-08	2053.1370118561963	0.2890944293030099	0.13048872149212787	0.0	1.6373908857929053e-06	6.8066869880987575	0.8869873196111676	1.9609263611995542	5.037703026562072	1.3586975174625022e-07	0.40233939994832385	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011366547165	0.000823501213287406	0.000823501213287406	0.0001554837249746383	0.00015533368287434194	0.00015533368287434194	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.296583693375149	5.037703026562072	4.67752776425514	0.0002568819815443038	73.54581113364283	0.00042409801635993476	89.01391873188126	0.01685129720575665	1.2393423216514616	0.016853665116003565	1.3256031654275338	7.147605944091742e-06	3.447401465979266	2426767.473355248	1.6840538924301383	14.683330722854732	1381030.503653288	3620907.28643523	462731151.00347817	465739325.9814777	1597805543.0481026	4500.0	100.0	21.780603522728036	1.960926361199554	4.376891124357053	0.00036750669535370097	9.321641728127858	0.1609158605048917	0.7043112016121382	0.16093847207659023	0.7533327491463538	5.914596602814156e-05	0.8278884283521196	174726.00372645637	0.40442308330579624	74.88883582042749	54052295.21142578	18467576.35668902	76236293.6189041	77061292.46806045	901821631.7485865	0.09966249914814379	0.09921461649097868	0.010251511131338252	30506.634704749828	2.7318828991176263	1.7519811102666596	3.528476126685231	1.5769872048219205	4.264315063676794	0.01349565434328558	0.1	0.004166666666666667	985.7093132473289	281.8046452808897	32.98463647099803	324067.73704348324	0.0005388414058558723	324382.5263252351	708.2875911044681	81.79359055124263	817945.2265321678	0.0013600254280960525	818735.3077138235	1.0959485658296935	100.00003758405632	7.603866139553348	358758.05051157315	358410.21113115526	886987.3196111677	2933.1506675514943	209.35809327444014	0.0	100.00010605557694	100.00001407956705	100.00103975629048	100.00003758405632	0.3994360910577352	0.6005639089422647	0.006835544901583276
4.681140244050215e-07	2168.5707673535326	0.0013587130009424845	0.5994856973037788	205.76021985040524	0.0005383185000896249	1308.4880936586562	1.1765574500447607e-06	359.9744208676399	0.2965836933776197	1.7806035227247314	14995.87985788751	1.0811669704781162	41.69257071467192	0.0	0.6627438902335743	322.63651301293856	14162.147029453712	5.479175492691121e-08	2053.1370120311135	0.2890944293046236	0.1304887214921172	0.0	1.6373908768705283e-06	6.8066869978044195	0.8869873193028722	1.9609263611981593	5.037703027640582	1.3586975174050295e-07	0.4023393999381228	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011366747326	0.0008235012133140138	0.0008235012133140138	0.00015548372498015074	0.00015533368288102816	0.00015533368288102816	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933776198	5.037703027640581	4.67752776425514	0.0002568819815443038	73.545811133511	0.0004240980163623882	89.01391873373596	0.016851297205405534	1.239342321623417	0.0168536651156524	1.325603165397537	7.147605943984163e-06	3.4474014660079857	2426767.473355248	1.6840538924441677	14.683330720431684	1381030.5031561852	3620907.2858377066	462731151.00735044	465739325.9855486	1597805543.3901727	4500.0	100.0	21.780603522724732	1.960926361198159	4.376891124357717	0.0003675066953533333	9.321641728125988	0.16091586050492399	0.7043112016123863	0.1609384720766225	0.7533327491466192	5.914596602809425e-05	0.8278884283505834	174726.00372645637	0.4044230833050458	74.8888359241446	54052295.35150528	18467576.382265646	76236293.61889684	77061292.46805282	901821631.7479448	0.09966249944903705	0.09921461677868906	0.010251511126154892	30506.6346322082	2.731882899661263	1.7519811109077952	3.5284761292677147	1.5769872048219205	4.264315055250427	0.013495727542932982	0.11666666666666667	0.004861111111111111	985.7093078760579	281.8046426918229	32.984636466000545	324067.7370539541	0.0005388414058689567	324382.5263331119	708.2875849269458	81.79359054778276	817945.2265673756	0.0013600254281442698	818735.3077428504	1.095948568284547	100.00003758760165	7.603866139737988	358758.05052092066	358410.21114334627	886987.3193028722	2933.150655619707	209.35809498538495	0.0	100.00010684798077	100.00001408217257	100.00103819696166	100.00003758760164	0.39943609509574796	0.6005639049042522	0.006835544877402733
4.681140205706634e-07	2168.570739987868	0.0013587130009995382	0.5994856969125401	205.76022135570764	0.0005383185001060959	1308.4881035390238	1.1765574409065936e-06	359.9744166609163	0.29658369337935764	1.7806035227208208	14995.879825903792	1.0811669701673534	41.69257077060027	0.0	0.6627438895276085	322.63651306660205	14162.146845548865	5.4791754919748e-08	2053.137012328411	0.2890944293057584	0.13048872149206667	0.0	1.6373908695651349e-06	6.806687006889026	0.8869873190479333	1.960926361193098	5.037703028399068	1.3586975173529414e-07	0.4023393999274662	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011366940529	0.0008235012133392109	0.0008235012133392109	0.00015548372498562802	0.00015533368288755075	0.00015533368288755075	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933793575	5.037703028399068	4.67752776425514	0.0002568819815443038	73.5458111334183	0.0004240980163641137	89.01391873504036	0.016851297205158596	1.2393423216036936	0.01685366511540543	1.325603165376441	7.147605943908504e-06	3.4474014660281864	2426767.473355248	1.684053892454036	14.683330718427992	1381030.502746582	3620907.2853435967	462731151.0100737	465739325.9884116	1597805543.6307416	4500.0	100.0	21.78060352272082	1.9609263611930978	4.3768911243585	0.0003675066953528466	9.321641728117456	0.16091586050507128	0.704311201613157	0.16093847207676984	0.7533327491474435	5.914596602807007e-05	0.8278884283487651	174726.00372645637	0.40442308330415755	74.88883602122493	54052295.48261833	18467576.406205643	76236293.61887048	77061292.4680251	901821631.7456173	0.09966249971744294	0.09921461703487681	0.010251511121088259	30506.634572485338	2.731882900108834	1.7519811114356358	3.5284761313938486	1.5769872048219205	4.264315048313077	0.013495787807500315	0.13333333333333333	0.005555555555555556	985.7093034782112	281.8046403835394	32.98463646168829	324067.7370638697	0.0005388414058815863	324382.52634071495	708.2875794257693	81.79359054464707	817945.2266017218	0.00136002542819218	818735.3077716923	1.095948570654088	100.0000375911244	7.603866139916211	358758.0505300006	358410.2111549607	886987.3190479332	2933.150643986623	209.3580965662438	0.0	100.00010757956244	100.00001408470351	100.00103689838203	100.0000375911244	0.39943609868258434	0.6005639013174159	0.006835544857495113
4.6811401717519875e-07	2168.5707136463443	0.001358713001055232	0.5994856965217815	205.76022274246918	0.0005383185001217598	1308.4881126491612	1.176557432827725e-06	359.97441261075124	0.2965836933805839	1.7806035227203678	14995.879792998954	1.0811669699105475	41.69257082295086	0.0	0.6627438888948868	322.6365131372418	14162.146691526568	5.479175491354386e-08	2053.1370127375803	0.28909442930656226	0.13048872149204704	0.0	1.6373908635783217e-06	6.806687015392479	0.886987318837258	1.9609263611912664	5.037703028935842	1.3586975173059224e-07	0.40233939991635526	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0432e-13	0.0008243011367128112	0.0008235012133631726	0.0008235012133631726	0.000155483724991071	0.00015533368289391786	0.00015533368289391786	2500.0	1000.0	11.0	0.9090909090909091	551.8748	0.5408177	551.8748	1.2965836933805839	5.037703028935842	4.67752776425514	0.0002568819815443038	73.54581113335287	0.00042409801636533544	89.01391873596367	0.016851297204983802	1.239342321589736	0.01685366511523061	1.3256031653615117	7.1476059438549544e-06	3.4474014660424404	2426767.473355248	1.684053892460999	14.68333071677219	1381030.5024089813	3620907.284935276	462731151.012001	465739325.99043775	1597805543.80099	4500.0	100.0	21.78060352272037	1.9609263611912664	4.376891124358591	0.00036750669535277154	9.321641728114164	0.1609158605051281	0.7043112016134202	0.16093847207682666	0.7533327491477251	5.9145966028078864e-05	0.8278884283485546	174726.00372645637	0.40442308330405474	74.88883611209496	54052295.6053524	18467576.42861418	76236293.61886096	77061292.46801509	901821631.744775	0.09966249995521054	0.09921461726134316	0.01025151111613419	30506.634522642024	2.731882900482366	1.7519811118761592	3.5284761331682697	1.5769872048219205	4.264315042523324	0.01349583810288168	0.15	0.00625	985.7092998741493	281.8046383394696	32.98463645795339	324067.73707329936	0.0005388414058938485	324382.5263480968	708.2875745622903	81.79359054181651	817945.2266352494	0.0013600254282397901	818735.3078003535	1.0959485729546714	100.00003759462506	7.6038661400892495	358758.0505388621	358410.211166066	886987.3188372579	2933.150632644525	209.35809802386578	0.0	100.00010825353284	100.00001408717357	100.00103581080756	100.00003759462506	0.3994361018861329	0.6005638981138673	0.006835544840880675
