Inactive lck	Active phosphatase	Active lck	Inactive phosphatase	Total kinase
0.0	0.6	0.0	0.6	0.0
0.0	0.594089106656392	0.0	0.6059108933436079	0.0
0.0	0.588352906665925	0.0	0.611647093334075	0.0
0.0	0.5827862370056894	0.0	0.6172137629943105	0.0
0.0	0.577384087296822	0.0	0.622615912703178	0.0
0.0	0.5721415952404594	0.0	0.6278584047595406	0.0
0.0	0.5670540422658449	0.0	0.6329459577341551	0.0
0.0	0.5621168492158475	0.0	0.6378831507841525	0.0
0.0	0.5573255722237908	0.0	0.6426744277762092	0.0
0.0	0.5526758988538493	0.0	0.6473241011461507	0.0
0.0	0.5481636441086155	0.0	0.6518363558913844	0.0
0.9248083863858518	0.5446663052820468	0.003805104162162646	0.6553336947179531	0.9286134905480145
1.7159633574024606	0.5453433467367392	0.011915171429325284	0.6546566532632607	1.727878528831786
2.3941754449726655	0.5517833468164058	0.021636877584870234	0.6482166531835941	2.4158123225575356
2.975943289903972	0.5642485053299355	0.031979136166476234	0.6357514946700644	3.007922426070448
3.474868711655951	0.5824391462662789	0.042687603429842985	0.617560853733721	3.517556315085794
3.902375205396905	0.6058361167027841	0.05382706302098479	0.5941638832972158	3.95620226841789
4.268097344702286	0.6338611150889736	0.06565099457515988	0.5661388849110264	4.333748339277446
4.5800754522035705	0.6659764311772606	0.07862980173112342	0.5340235688227394	4.658705253934694
4.8447576033312645	0.7017900097191955	0.09364065904327869	0.4982099902808045	4.938398262374543
5.066610300172122	0.7412338069471432	0.1125219655169085	0.45876619305285643	5.17913226568903
5.246420227757115	0.7849860558080953	0.13991371478142803	0.4150139441919045	5.386333942538543
5.372814680742191	0.8358654397738579	0.19185939778937858	0.3641345602261423	5.564674078531569
5.3354201070166045	0.9069089377354248	0.3827527490808943	0.29309106226457543	5.718172856097499
0.2607430536865748	1.1669069490474429	5.589547424633404	0.033093050952557386	5.8502904783199785
0.2669802133230395	1.1950022571898316	4.768411465771246	0.0049977428101680085	5.035391679094285
0.3117759774231375	1.1943064309862355	4.022225805196091	0.005693569013762933	4.334001782619229
