II	IIa	M	P2
1.0	0.0	0.0	0.0
0.9950025291116531	2.4875370186131696e-05	0.004962620651157648	9.97486700269583e-06
0.9900300329445234	9.900561103266913e-05	0.009851061808926111	1.9899635517462837e-05
0.9850823866822209	0.00022165320994848973	0.014666185551902067	2.9774555928200582e-05
0.9801594661380676	0.00039208926330783786	0.019408844721268637	3.9599877355596036e-05
0.9752611477459813	0.0006095933496067424	0.02407988305673637	4.937584767541059e-05
0.9703873085574257	0.0008734534404598391	0.028680135288589672	5.9102713524595403e-05
0.9655378262383	0.0011829658102441919	0.03321042723114808	6.878072030753419e-05
0.9607125790658588	0.0015374349471360966	0.03767157587480273	7.841011220222055e-05
0.9559114459256624	0.0019361734654771163	0.04206438947669391	8.799113216637561e-05
0.9511343063085882	0.002378502021888671	0.04638966764757944	9.752402194344379e-05
0.9463810403077615	0.0028637492266747533	0.050648201443494786	0.00010700902206874937
0.9416515286154649	0.003391251553970439	0.054840773458688895	0.00011644637187569615
0.9369456525201412	0.003960353257410523	0.058968157912946316	0.0001258363095017791
0.9322632939034025	0.004570406286077557	0.06303112073862528	0.00013517907189458648
0.9276043352374113	0.005220770222122184	0.06703041964564939	0.0001444748948170502
0.9229686595816616	0.005910812183603083	0.07096680422188124	0.00015372401285390527
0.9183561505799872	0.006639906740548072	0.07484101602004695	0.00016292665941769098
0.9137666924577419	0.007407435841009358	0.07865378863449428	0.00017208306675440602
0.9092001700188873	0.008212788731407482	0.08240584778375576	0.0001811934659493518
0.9046564686429	0.009055361864399992	0.08609791140576668	0.0001902580869333369
0.9001354742821527	0.009934558839003424	0.08973068972035585	0.0001992771584879284
0.8956370734590358	0.010849790322645457	0.09330488531006748	0.0002082509082512296
0.8911611532631011	0.01180047397475724	0.09682119319941802	0.0002171795627236062
0.8867076013481634	0.012786034367322771	0.10028030093724032	0.0002260633472735028
0.8822763059292471	0.013805902895104315	0.10368288868950502	0.00023490248614356732
0.8778671557801468	0.01485951772637568	0.10702962929102193	0.00024369720245554446
0.8734800402305275	0.01594632372299132	0.11032118832826505	0.00025244771821609325
0.8691148491631355	0.017065772367702074	0.11355822421484002	0.0002611542543223811
0.8647714730110142	0.018217321690799287	0.11674138826761885	0.00026981703056766986
0.8604498027547364	0.019400436197852575	0.11987132478176411	0.0002784362656468674
0.8561497299197199	0.020614586804883386	0.12294867109823474	0.00028701217716191275
0.8518711465734863	0.021859250767448386	0.12597405767743802	0.00029554498162727503
0.8476139453229539	0.023133911612466192	0.1289481081701046	0.00030403489447538353
0.8433780193117171	0.02443805906762582	0.13187143949059507	0.00031248213006208566
0.8391632622173738	0.02577118899542387	0.1347446618855304	0.0003208869016720084
0.8349695682488794	0.02713280332936635	0.1375683790002305	0.00032924942152386593
0.8307968321438817	0.028522410007236973	0.14034318794810555	0.00033756990077580564
0.8266449491660811	0.02993952290630585	0.14306967937808246	0.00034584854953070463
0.8225138151025688	0.03138366177557325	0.1457484375450166	0.0003540855768415077
0.8184033262612428	0.03285435217549195	0.14838004037254893	0.0003622811907164121
0.8143133794682083	0.03435112541528549	0.15096505951838235	0.0003704355981240828
0.8102438720651839	0.035873518490296644	0.15350406043952067	0.00037854900499885343
0.8061947019069229	0.03742107401992973	0.15599760245690153	0.0003866216162459027
0.8021657673586106	0.03899334018270522	0.1584462388229378	0.0003946536357464721
0.7981569672933674	0.04058987066144791	0.1608505167788218	0.0004026452663628763
0.7941682010897023	0.04221022458262624	0.1632109776177278	0.00041059670994361187
0.790199368628984	0.04385396645687642	0.16552815674681115	0.00041850816732842965
0.7862503702929304	0.045520666120726576	0.16780258374798962	0.00042637983835337035
0.7823211069611116	0.04720989867895875	0.17003478243807388	0.00043421192185577487
0.778411480008423	0.048921244443294536	0.1722252709326032	0.00044200461567935225
0.7745213913026028	0.05065428887493638	0.17437456170578175	0.0004497581166791599
0.7706507432018329	0.0524086225349249	0.1764831616425159	0.0004574726207264166
0.7667994385522542	0.05418384102512827	0.17855157209990416	0.0004651483227134864
0.7629673806855262	0.05597954493300451	0.1805802889649106	0.00047278541655877405
0.759154473416398	0.05779533977687886	0.1825698027115116	0.0004803840952115986
0.7553606210402963	0.05963083595236912	0.18452059845667765	0.0004879445506570305
0.7515857283309773	0.061485648685290925	0.18643315600981142	0.0004954669739206028
0.7478297005380702	0.06335939797135284	0.18830794993550382	0.0005029515550732379
0.7440924433847049	0.0652517085245125	0.19014544960754673	0.000510398483236009
0.7403738630651525	0.06716220972628276	0.1919461192619799	0.0005178079465848699
0.73667386624247	0.06909053557439258	0.19371041805078218	0.0005251801323553827
0.732992360046154	0.07103632463193053	0.1954388000950682	0.0005325152268474221
0.729329252069833	0.07299921997983193	0.19713171453490536	0.0005398134154298064
0.7256844503689657	0.0749788691693764	0.19878960557911304	0.0005470748825449145
0.7220578634584746	0.0769749241665423	0.2004129125632698	0.0005542998117134321
0.7184494003104746	0.07898704130632181	0.2020020699976649	0.0005614883855389088
0.7148589703519882	0.08101488124471586	0.20355750761758373	0.000568640785712341
0.7112864834626722	0.0830581089111511	0.20507965043316012	0.0005757571930167335
0.7077318499725548	0.08511639346148481	0.20656891877862893	0.0005828377873316372
0.704194980659799	0.08718940823325008	0.2080257283593133	0.0005898827476376363
0.7006757867484495	0.08927683069779503	0.20945049030173474	0.0005968922520208693
0.6971741799062022	0.0913783424145918	0.21084361120152864	0.0006038664776775012
