S1	DNA1111	DNA1110	DNA0111	DNA1100	DNA0011	DNA0110	DNA1011	DNA1101	DNA0001	DNA1000	DNA0100	DNA0010	DNA1_1_11	DNA1_11_1	DNA11_1_1	DNA1001	DNA0101	DNA1010	DNA1_111	DNA01_1_1	DNA1_1_10	DNA111_1	DNA11_11	DNA011_1	DNA1_110	DNA01_11	DNA11_10	DNA1_100	DNA001_1	DNA01_10	DNA1_101	DNA101_1	DNA0000	DNA1_1_1_1	Values[DoubleGasOccupancy]
1.0037529202866422e-11	2.1724658002865096e-26	9.655598320153078e-21	9.655598320153082e-21	8.006565623791062e-18	8.006565623791063e-18	4.0004404317439305e-16	3.2145876767914506e-22	3.21458767679145e-22	3.9883658941962136e-15	3.988365894196214e-15	1.9941803114279024e-13	1.9941803114279022e-13	2.4615319842500727e-22	2.4615319842500722e-22	2.4615319842500727e-22	1.6013335692123415e-19	8.006531669831782e-18	8.006531669831779e-18	4.207669326642635e-25	3.375911331419832e-15	3.3759113314198303e-15	4.207669326642635e-25	4.207669326642635e-25	5.626795569190374e-18	5.626795569190373e-18	5.6267955691903736e-18	5.626795569190373e-18	4.8039411060581594e-15	4.8039411060581594e-15	2.4002648878340594e-13	1.9287536458360075e-19	1.9287536458360083e-19	9.93363457205904e-11	1.476793678903231e-19	4.5143920894497023e-13
1.0037351310048362e-11	2.1926195222984653e-26	9.743348216224299e-21	9.743348216224303e-21	8.006279032632963e-18	8.006279032632963e-18	4.000336374907674e-16	3.214415609298995e-22	3.214415609298995e-22	3.988293115286203e-15	3.9882931152862045e-15	1.99414395835727e-13	1.9941439583572695e-13	2.5245647185753315e-22	2.5245647185753315e-22	2.524564718575331e-22	1.6012759687774365e-19	8.006245548036751e-18	8.006245548036754e-18	4.313643250833275e-25	3.408883583254429e-15	3.408883583254427e-15	4.313643250833275e-25	4.313643250833275e-25	5.681745501657745e-18	5.681745501657742e-18	5.681745501657744e-18	5.681745501657743e-18	4.8037691274239626e-15	4.803769127423964e-15	2.400202445036345e-13	1.9286503909491587e-19	1.9286503909491587e-19	9.933629356829725e-11	1.5146122217465108e-19	4.5149531467045717e-13
1.0037175873076778e-11	2.2125315144060053e-26	9.829886416443453e-21	9.829886416443458e-21	8.005996403146642e-18	8.00599640314664e-18	4.000233757080856e-16	3.214245923364284e-22	3.214245923364284e-22	3.988221341175383e-15	3.9882213411753835e-15	1.994108107183844e-13	1.9941081071838435e-13	2.5881424639748674e-22	2.5881424639748674e-22	2.5881424639748665e-22	1.6012191645713807e-19	8.005963381415328e-18	8.00596338141533e-18	4.420512694158115e-25	3.441400536862267e-15	3.441400536862265e-15	4.420512694158116e-25	4.420512694158116e-25	5.735936656504851e-18	5.735936656504847e-18	5.73593665650485e-18	5.7359366565048486e-18	4.803599526124265e-15	4.803599526124267e-15	2.400140865764416e-13	1.928548565196692e-19	1.9285485651966916e-19	9.933624213594883e-11	1.5527577865569346e-19	4.5155064586641697e-13
1.0037002858049088e-11	2.2322051303033257e-26	9.915229653791519e-21	9.91522965379152e-21	8.005717680498734e-18	8.005717680498731e-18	4.0001325582950043e-16	3.2140785859429997e-22	3.214078585943e-22	3.988150557990748e-15	3.988150557990749e-15	1.9940727509780292e-13	1.994072750978029e-13	2.652257612338794e-22	2.652257612338794e-22	2.6522576123387933e-22	1.6011631455737478e-19	8.005685115224044e-18	8.005685115224045e-18	4.528265154535671e-25	3.4734684797214673e-15	3.4734684797214653e-15	4.528265154535672e-25	4.528265154535671e-25	5.789379512133302e-18	5.789379512133299e-18	5.789379512133302e-18	5.7893795121332995e-18	4.80343226925446e-15	4.8034322692544606e-15	2.4000801380354594e-13	1.9284481487492366e-19	1.9284481487492363e-19	9.933619141360868e-11	1.591225808255912e-19	4.516052132230408e-13
1.003683223153068e-11	2.2516436765681747e-26	9.999394428654183e-21	9.999394428654183e-21	8.00544281061671e-18	8.005442810616709e-18	4.00003275888769e-16	3.2139135644517846e-22	3.213913564451786e-22	3.988080752050826e-15	3.988080752050825e-15	1.994037882905924e-13	1.9940378829059241e-13	2.7169026618574547e-22	2.7169026618574547e-22	2.7169026618574547e-22	1.601107900917057e-19	8.00541069547928e-18	8.005410695479282e-18	4.636888304550145e-25	3.505093611909819e-15	3.505093611909818e-15	4.636888304550146e-25	4.636888304550144e-25	5.842084401287621e-18	5.8420844012876176e-18	5.842084401287622e-18	5.842084401287618e-18	4.803267324366498e-15	4.8032673243664975e-15	2.4000202500503745e-13	1.9283491220540364e-19	1.928349122054036e-19	9.933614139147685e-11	1.6300117855479775e-19	4.5165902728357123e-13
1.0036663960534888e-11	2.270850413731561e-26	1.0082397013909028e-20	1.0082397013909028e-20	8.005171740155591e-18	8.00517174015559e-18	3.9999343395807606e-16	3.213750826747945e-22	3.2137508267479465e-22	3.988011909857396e-15	3.9880119098573956e-15	1.9940034962252755e-13	1.994003496225276e-13	2.7820702146561557e-22	2.7820702146561557e-22	2.782070214656156e-22	1.6010534198801627e-19	8.005140068924655e-18	8.005140068924654e-18	4.746369987566046e-25	3.5362820480115013e-15	3.5362820480115005e-15	4.746369987566047e-25	4.746369987566045e-25	5.894061514232902e-18	5.894061514232899e-18	5.894061514232904e-18	5.8940615142329e-18	4.803104659448874e-15	4.803104659448872e-15	2.399961190240887e-13	1.928251465822742e-19	1.9282514658227413e-19	9.93360920598823e-11	1.6691112795015614e-19	4.517120984524238e-13
1.0036498012502334e-11	2.2898285570911356e-26	1.0164253458839834e-20	1.0164253458839837e-20	8.004904416463522e-18	8.00490441646352e-18	3.99983728158643e-16	3.213590341108633e-22	3.213590341108634e-22	3.987944018086943e-15	3.987944018086943e-15	1.9939695842813104e-13	1.9939695842813104e-13	2.847752974983139e-22	2.847752974983139e-22	2.847752974983139e-22	1.6009996918814556e-19	8.004873182997544e-18	8.004873182997544e-18	4.85669821475129e-25	3.567039818581565e-15	3.567039818581564e-15	4.85669821475129e-25	4.856698214751289e-25	5.945320901195467e-18	5.945320901195464e-18	5.945320901195467e-18	5.945320901195464e-18	4.8029442429059205e-15	4.802944242905919e-15	2.3999029473334563e-13	1.92815516101889e-19	1.9281551610188896e-19	9.933604340927435e-11	1.7085199124617227e-19	4.5176443700408763e-13
1.0036334355451315e-11	2.3085812761738584e-26	1.024497958645875e-20	1.0244979586458751e-20	8.004640787833178e-18	8.004640787833175e-18	3.999741565351219e-16	3.213432076381137e-22	3.213432076381139e-22	3.987877063653276e-15	3.987877063653274e-15	1.9939361405367792e-13	1.9939361405367795e-13	2.9139437504914045e-22	2.9139437504914055e-22	2.9139437504914055e-22	1.6009467065280391e-19	8.004609986069932e-18	8.004609986069932e-18	4.967861167184951e-25	3.59737286921167e-15	3.597372869211669e-15	4.967861167184951e-25	4.967861167184951e-25	5.995872470805674e-18	5.9958724708056724e-18	5.995872470805675e-18	5.9958724708056724e-18	4.8027860437091995e-15	4.802786043709196e-15	2.3998455095928783e-13	1.9280601889483993e-19	1.9280601889483988e-19	9.933599543029394e-11	1.748233368819279e-19	4.518160530086453e-13
1.0036172957692758e-11	2.327111697477994e-26	1.0324591006983989e-20	1.0324591006983989e-20	8.004380803025939e-18	8.004380803025937e-18	3.9996471727785725e-16	3.2132760016982493e-22	3.213276001698251e-22	3.987811033588953e-15	3.987811033588952e-15	1.993903158514934e-13	1.9939031585149343e-13	2.980635445939843e-22	2.980635445939844e-22	2.9806354459398442e-22	1.6008944535225026e-19	8.004350426991426e-18	8.004350426991425e-18	5.07984718550487e-25	3.627287065466529e-15	3.627287065466527e-15	5.07984718550487e-25	5.07984718550487e-25	6.0457259983250886e-18	6.045725998325088e-18	6.04572599832509e-18	6.045725998325087e-18	4.8026300311110385e-15	4.802630031111035e-15	2.3997888661607544e-13	1.9279665310882275e-19	1.9279665310882272e-19	9.933594811364189e-11	1.788247391231307e-19	4.518669564697539e-13
1.003601378801319e-11	2.3454229037548789e-26	1.0403103114206572e-20	1.0403103114206572e-20	8.004124411577587e-18	8.004124411577586e-18	3.9995540857078637e-16	3.2131220866608493e-22	3.2131220866608507e-22	3.9877459151214776e-15	3.987745915121476e-15	1.9938706318360787e-13	1.993870631836079e-13	3.047821064922741e-22	3.0478210649227416e-22	3.0478210649227425e-22	1.600842922722722e-19	8.00409445538214e-18	8.004094455382139e-18	5.192644772751888e-25	3.656788191605811e-15	3.65678819160581e-15	5.192644772751888e-25	5.192644772751887e-25	6.094891123516252e-18	6.09489112351625e-18	6.0948911235162525e-18	6.09489112351625e-18	4.802476174828606e-15	4.802476174828604e-15	2.3997330061395545e-13	1.9278741691963018e-19	1.9278741691963016e-19	9.933590145016533e-11	1.8285577816588962e-19	4.519171572341764e-13
1.003585681562355e-11	2.3635179350129717e-26	1.0480531090382995e-20	1.0480531090382998e-20	8.003871563712994e-18	8.003871563712992e-18	3.999462286267132e-16	3.212970301286756e-22	3.212970301286756e-22	3.987681695652024e-15	3.987681695652024e-15	1.9938385542073044e-13	1.9938385542073047e-13	3.115493707599061e-22	3.1154937075990617e-22	3.115493707599062e-22	1.6007921041250989e-19	8.003842021550424e-18	8.003842021550424e-18	5.306242590638614e-25	3.685881952402114e-15	3.685881952402113e-15	5.306242590638614e-25	5.306242590638614e-25	6.1433773536724614e-18	6.143377353672461e-18	6.143377353672462e-18	6.14337735367246e-18	4.8023244449925684e-15	4.802324444992567e-15	2.399677918805048e-13	1.9277830852807416e-19	1.9277830852807414e-19	9.933585543083501e-11	1.8691604000046503e-19	4.5196666501563e-13
1.0035702010263288e-11	2.3813997868281526e-26	1.055688989865161e-20	1.0556889898651614e-20	8.003622210521044e-18	8.003622210521046e-18	3.999371756111339e-16	3.2128206161161957e-22	3.212820616116195e-22	3.987618362798739e-15	3.987618362798739e-15	1.993806919443353e-13	1.9938069194433533e-13	3.1836465742813357e-22	3.1836465742813357e-22	3.1836465742813357e-22	1.6007419878989145e-19	8.003593076661384e-18	8.003593076661387e-18	5.420629465441536e-25	3.7145739703355365e-15	3.714573970335536e-15	5.420629465441536e-25	5.420629465441537e-25	6.191194058942278e-18	6.1911940589422775e-18	6.19119405894228e-18	6.1911940589422775e-18	4.802174812252367e-15	4.802174812252367e-15	2.399623593147573e-13	1.927693261663319e-19	1.9276932616633184e-19	9.93358100467924e-11	1.9100511662661316e-19	4.520154893453988e-13
1.0035549341987776e-11	2.3990714153702222e-26	1.0632194306268428e-20	1.0632194306268432e-20	8.003376303598145e-18	8.003376303598146e-18	3.9992824778323143e-16	3.2126730019966214e-22	3.2126730019966205e-22	3.987555904308445e-15	3.987555904308445e-15	1.9937757214239345e-13	1.9937757214239347e-13	3.252272954547768e-22	3.2522729545477683e-22	3.252272954547768e-22	1.600692564316179e-19	8.003347572392376e-18	8.003347572392377e-18	5.53579437012073e-25	3.742869794242296e-15	3.742869794242295e-15	5.53579437012073e-25	5.53579437012073e-25	6.2383504867431025e-18	6.238350486743101e-18	6.238350486743104e-18	6.238350486743101e-18	4.802027247561717e-15	4.802027247561717e-15	2.3995700187211395e-13	1.9276046808500105e-19	1.92760468085001e-19	9.933576528925638e-11	1.9512260540028043e-19	4.520636396702558e-13
1.003539878128874e-11	2.416535735385118e-26	1.0706458875514531e-20	1.0706458875514534e-20	8.003133795250518e-18	8.00313379525052e-18	3.9991944340835613e-16	3.2125274302046895e-22	3.212527430204689e-22	3.987494308106721e-15	3.987494308106722e-15	1.9937449541178647e-13	1.9937449541178647e-13	3.321366231539908e-22	3.321366231539908e-22	3.321366231539908e-22	1.60064382379137e-19	8.003105461127956e-18	8.003105461127957e-18	5.651726431375898e-25	3.770774895948908e-15	3.770774895948907e-15	5.651726431375898e-25	5.651726431375898e-25	6.284855756151723e-18	6.2848557561517215e-18	6.284855756151724e-18	6.2848557561517215e-18	4.8018817223003566e-15	4.8018817223003566e-15	2.3995171851163833e-13	1.9275173256043945e-19	1.927517325604394e-19	9.933572114957771e-11	1.9926810929147657e-19	4.521111252954543e-13
1.0035250299073432e-11	2.433795621164921e-26	1.0779697968315368e-20	1.0779697968315372e-20	8.002894638459513e-18	8.002894638459513e-18	3.9991076076742917e-16	3.2123838724252387e-22	3.212383872425239e-22	3.987433562289291e-15	3.987433562289291e-15	1.9937146115788648e-13	1.9937146115788648e-13	3.390919879819471e-22	3.390919879819471e-22	3.390919879819471e-22	1.6005957568745593e-19	8.002866695926022e-18	8.002866695926022e-18	5.768414926125817e-25	3.7982946720021996e-15	3.798294672002199e-15	5.768414926125817e-25	5.768414926125817e-25	6.330718860787499e-18	6.330718860787497e-18	6.3307188607874994e-18	6.330718860787496e-18	4.801738208253191e-15	4.801738208253191e-15	2.3994650820172014e-13	1.9274311789350106e-19	1.9274311789350106e-19	9.933567761923067e-11	2.034412367556777e-19	4.5215795539342913e-13
1.0035103866649764e-11	2.4508539045482473e-26	1.0851925736826976e-20	1.085192573682698e-20	8.002658786856512e-18	8.002658786856513e-18	3.999021981875519e-16	3.2122423007369176e-22	3.212242300736918e-22	3.987373655115689e-15	3.987373655115688e-15	1.9936846879426846e-13	1.9936846879426844e-13	3.460927469818345e-22	3.460927469818345e-22	3.460927469818345e-22	1.600548354246655e-19	8.002631230495e-18	8.002631230494996e-18	5.885849288818966e-25	3.825434440115021e-15	3.82543444011502e-15	5.885849288818967e-25	5.885849288818966e-25	6.375948662888993e-18	6.375948662888991e-18	6.375948662888994e-18	6.3759486628889905e-18	4.801596677595121e-15	4.801596677595121e-15	2.399413699385051e-13	1.9273462240866775e-19	1.9273462240866775e-19	9.933563468980247e-11	2.0764160200083942e-19	4.522041390148236e-13
1.003495945572569e-11	2.4677133802498582e-26	1.0923156148743897e-20	1.0923156148743901e-20	8.002426194722726e-18	8.002426194722726e-18	3.9989375399498513e-16	3.2121026876105425e-22	3.2121026876105434e-22	3.987314575009361e-15	3.98731457500936e-15	1.9936551774267264e-13	1.9936551774267261e-13	3.5313826559749e-22	3.5313826559748995e-22	3.5313826559748995e-22	1.6005016067189455e-19	8.002399019190333e-18	8.00239901919033e-18	6.004019091943411e-25	3.852199448701257e-15	3.852199448701256e-15	6.004019091943412e-25	6.004019091943411e-25	6.420553909204487e-18	6.420553909204485e-18	6.420553909204488e-18	6.420553909204484e-18	4.801457102891087e-15	4.801457102891087e-15	2.399363027175863e-13	1.927262444539594e-19	1.9272624445395942e-19	9.933559235300245e-11	2.1186882427554168e-19	4.5224968507923033e-13
1.0034817038401026e-11	2.4843768041640654e-26	1.0993402979339304e-20	1.0993402979339307e-20	8.002196816975414e-18	8.002196816975414e-18	3.998854265372062e-16	3.21196500590141e-22	3.211965005901411e-22	3.987256310554156e-15	3.987256310554156e-15	1.9936260743284928e-13	1.9936260743284925e-13	3.6022791805008347e-22	3.6022791805008343e-22	3.6022791805008343e-22	1.600455505230526e-19	8.002170017002311e-18	8.002170017002308e-18	6.122914052214908e-25	3.878594873872658e-15	3.8785948738726575e-15	6.122914052214909e-25	6.122914052214908e-25	6.464543225987081e-18	6.464543225987079e-18	6.4645432259870816e-18	6.4645432259870785e-18	4.8013194570877186e-15	4.8013194570877186e-15	2.3993130554728514e-13	1.9271798240046868e-19	1.9271798240046873e-19	9.933555060065518e-11	2.1612252809501023e-19	4.5229460238230103e-13
1.0034676587161544e-11	2.5008468937604588e-26	1.1062679813411868e-20	1.1062679813411869e-20	8.001970609158131e-18	8.001970609158131e-18	3.9987721418439554e-16	3.211829228843415e-22	3.2118292288434154e-22	3.987198850491878e-15	3.987198850491878e-15	1.9935973730243848e-13	1.9935973730243848e-13	3.673610872493438e-22	3.6736108724934375e-22	3.6736108724934375e-22	1.6004100408463573e-19	8.001944179546456e-18	8.001944179546456e-18	6.242524029118332e-25	3.904625820169393e-15	3.9046258201693926e-15	6.242524029118333e-25	6.242524029118332e-25	6.507925120212204e-18	6.507925120212202e-18	6.5079251202122045e-18	6.507925120212202e-18	4.801183713507481e-15	4.801183713507482e-15	2.399263774495462e-13	1.927098346420074e-19	1.9270983464200742e-19	9.933550942469836e-11	2.2040234318784985e-19	4.523388995979863e-13
1.0034538074852776e-11	2.517126326623893e-26	1.113100003858195e-20	1.113100003858195e-20	8.001747527397135e-18	8.001747527397135e-18	3.9986911536476577e-16	3.2116953300236583e-22	3.2116953300236588e-22	3.987142183711295e-15	3.987142183711295e-15	1.9935690679645513e-13	1.9935690679645516e-13	3.745371651102832e-22	3.745371651102832e-22	3.745371651102831e-22	1.6003652047488919e-19	8.001721463022884e-18	8.001721463022885e-18	6.3628390301090885e-25	3.930297318021357e-15	3.930297318021356e-15	6.36283903010909e-25	6.3628390301090885e-25	6.550707975346794e-18	6.550707975346793e-18	6.550707975346794e-18	6.5507079753467925e-18	4.8010498458223585e-15	4.80104984582236e-15	2.3992151748121073e-13	1.9270179959357374e-19	1.927017995935738e-19	9.933546881716769e-11	2.2470790468608806e-19	4.52382585294207e-13
1.0034401474705847e-11	2.5332177446562636e-26	1.119837686505359e-20	1.119837686505359e-20	8.00152752844485e-18	8.00152752844485e-18	3.9986112850500366e-16	3.211563283406958e-22	3.211563283406958e-22	3.987086299259172e-15	3.987086299259172e-15	1.9935411536778352e-13	1.9935411536778354e-13	3.81755551628829e-22	3.81755551628829e-22	3.8175555162882893e-22	1.600320988246174e-19	8.001501824254957e-18	8.001501824254958e-18	6.48384919542971e-25	3.95561433120651e-15	3.9556143312065095e-15	6.483849195429712e-25	6.48384919542971e-25	6.592900063778931e-18	6.59290006377893e-18	6.592900063778931e-18	6.59290006377893e-18	4.800917828080189e-15	4.80091782808019e-15	2.399167246981564e-13	1.9269387569283818e-19	1.926938756928382e-19	9.93354287702168e-11	2.2903885257052784e-19	4.524256679124215e-13
1.0034266760321276e-11	2.5491237534885728e-26	1.126482332297255e-20	1.1264823322972548e-20	8.00131056965294e-18	8.00131056965294e-18	3.998532520493011e-16	3.211433063320078e-22	3.211433063320078e-22	3.9870311863334836e-15	3.9870311863334836e-15	1.993513624768571e-13	1.9935136247685713e-13	3.890156550081744e-22	3.890156550081744e-22	3.8901565500817436e-22	1.600277382766636e-19	8.00128522066396e-18	8.001285220663963e-18	6.605544800184584e-25	3.9805817558474655e-15	3.980581755847465e-15	6.605544800184586e-25	6.605544800184585e-25	6.634509545145612e-18	6.634509545145611e-18	6.634509545145612e-18	6.634509545145611e-18	4.800787634688419e-15	4.800787634688419e-15	2.399119981667571e-13	1.926860613991919e-19	1.9268606139919192e-19	9.933538927610839e-11	2.3339483174656166e-19	4.5246815577675503e-13
1.0034133905656225e-11	2.5648469222852245e-26	1.1330352261618979e-20	1.1330352261618979e-20	8.001096608951153e-18	8.001096608951152e-18	3.998454844719519e-16	3.211304644439253e-22	3.211304644439253e-22	3.9869768342780934e-15	3.986976834278093e-15	1.9934864759140473e-13	1.9934864759140478e-13	3.9631689169908683e-22	3.9631689169908683e-22	3.9631689169908683e-22	1.6002343798549847e-19	8.001071610249011e-18	8.001071610249011e-18	6.727916255001415e-25	4.005204420100991e-15	4.0052044201009904e-15	6.727916255001417e-25	6.727916255001416e-25	6.67554446581531e-18	6.675544465815309e-18	6.675544465815309e-18	6.675544465815309e-18	4.800659240401359e-15	4.8006592404013586e-15	2.399073369714681e-13	1.926783551929952e-19	1.926783551929952e-19	9.933535032720787e-11	2.377754920683576e-19	4.5251005710070754e-13
1.0034002885047273e-11	2.580389782983123e-26	1.1394976345912414e-20	1.1394976345912412e-20	8.000885604885606e-18	8.000885604885603e-18	3.9983782426413063e-16	3.2111780018134317e-22	3.2111780018134326e-22	3.9869232325922e-15	3.9869232325921984e-15	1.9934597018690928e-13	1.993459701869093e-13	4.036586865649586e-22	4.0365868656495853e-22	4.036586865649585e-22	1.6001919711797326e-19	8.000860951624095e-18	8.000860951624093e-18	6.850954108741771e-25	4.029487082852494e-15	4.029487082852493e-15	6.850954108741771e-25	6.85095410874177e-25	6.716012756712257e-18	6.716012756712257e-18	6.716012756712256e-18	6.716012756712257e-18	4.800532620343217e-15	4.800532620343216e-15	2.399027402068637e-13	1.9267075557697598e-19	1.9267075557697596e-19	9.933531191599298e-11	2.4218048843789455e-19	4.5255137997704034e-13
1.0033873673171182e-11	2.595754833147046e-26	1.1458708069933771e-20	1.1458708069933771e-20	8.000677516553376e-18	8.000677516553373e-18	3.9983026994256105e-16	3.2110531108242587e-22	3.2110531108242596e-22	3.986870370914182e-15	3.98687037091418e-15	1.9934332974581042e-13	1.9934332974581044e-13	4.1104047225180465e-22	4.110404722518046e-22	4.110404722518046e-22	1.6001501485201849e-19	8.00065320395369e-18	8.000653203953689e-18	6.974649038152431e-25	4.05343443879116e-15	4.053434438791159e-15	6.974649038152431e-25	6.97464903815243e-25	6.755922241774426e-18	6.7559222417744256e-18	6.7559222417744256e-18	6.755922241774426e-18	4.800407749968805e-15	4.8004077499688036e-15	2.3989820698286056e-13	1.9266326107382529e-19	1.9266326107382524e-19	9.933527403504003e-11	2.466094804269433e-19	4.525921323923549e-13
1.0033746245041512e-11	2.6109445363603466e-26	1.152155975885638e-20	1.1521559758856381e-20	8.000472303597017e-18	8.000472303597016e-18	3.9982282004883985e-16	3.210929947182742e-22	3.210929947182743e-22	3.9868182390202015e-15	3.986818239020201e-15	1.9934072575743506e-13	1.9934072575743509e-13	4.184616891000105e-22	4.1846168910001047e-22	4.1846168910001047e-22	1.6001089037653284e-19	8.000448326947258e-18	8.000448326947256e-18	7.098991846415266e-25	4.0770511191357935e-15	4.077051119135793e-15	7.098991846415266e-25	7.098991846415266e-25	6.795280639163186e-18	6.7952806391631856e-18	6.7952806391631856e-18	6.7952806391631856e-18	4.8002846050602405e-15	4.8002846050602405e-15	2.39893736424311e-13	1.926558702259974e-19	1.9265587022599736e-19	9.9335236677023e-11	2.510621322241121e-19	4.5263232222806964e-13
1.003362057601856e-11	2.625961321696946e-26	1.15835435665565e-20	1.1583543566556502e-20	8.00026992622139e-18	8.000269926221389e-18	3.9981547314527854e-16	3.2108084869395937e-22	3.210808486939594e-22	3.986766826828334e-15	3.986766826828334e-15	1.9933815771819864e-13	1.9933815771819864e-13	4.259217852580139e-22	4.259217852580139e-22	4.259217852580138e-22	1.6000682289171578e-19	8.000246280875625e-18	8.000246280875625e-18	7.223973465013979e-25	4.100341690739482e-15	4.100341690739481e-15	7.223973465013979e-25	7.223973465013978e-25	6.8340955597711684e-18	6.834095559771166e-18	6.834095559771168e-18	6.834095559771167e-18	4.800163161737076e-15	4.800163161737077e-15	2.398893276684986e-13	1.9264858159633197e-19	1.9264858159633192e-19	9.933519983471747e-11	2.5553811270305934e-19	4.5267195725632585e-13
1.0033496641832592e-11	2.6408075833139536e-26	1.1644671473728156e-20	1.164467147372816e-20	8.000070345232472e-18	8.000070345232472e-18	3.9980822779828025e-16	3.2106887065085856e-22	3.2106887065085847e-22	3.9867161244082046e-15	3.986716124408205e-15	1.9933562513207037e-13	1.9933562513207037e-13	4.334202167716875e-22	4.334202167716876e-22	4.334202167716874e-22	1.600028116098307e-19	8.000047026608449e-18	8.000047026608449e-18	7.34958495520222e-25	4.123310655390844e-15	4.123310655390844e-15	7.349584955202221e-25	7.349584955202219e-25	6.872374506057736e-18	6.872374506057733e-18	6.872374506057737e-18	6.872374506057734e-18	4.800043396479651e-15	4.800043396479653e-15	2.398849798551273e-13	1.9264139376945909e-19	1.9264139376945901e-19	9.933516350101101e-11	2.6003709547612604e-19	4.5271104512904624e-13
1.003337441854074e-11	2.655485682463603e-26	1.170495529750616e-20	1.1704955297506164e-20	7.999873521965718e-18	7.99987352196572e-18	3.998010825976836e-16	3.2105705826231862e-22	3.2105705826231853e-22	3.9866661219631794e-15	3.986666121963181e-15	1.993331275097035e-13	1.993331275097035e-13	4.409564471373538e-22	4.409564471373538e-22	4.409564471373537e-22	1.5999885575378618e-19	7.999850525544284e-18	7.999850525544286e-18	7.475817500660547e-25	4.1459624534182475e-15	4.1459624534182475e-15	7.475817500660548e-25	7.475817500660545e-25	6.9101248780556295e-18	6.9101248780556264e-18	6.910124878055631e-18	6.910124878055627e-18	4.799925286086016e-15	4.799925286086019e-15	2.398806921379724e-13	1.9263430534919246e-19	1.926343053491924e-19	9.933512766888617e-11	2.645587586261315e-19	4.52749593395926e-13
1.0033253882508228e-11	2.6699979485518426e-26	1.1764406696561952e-20	1.1764406696561955e-20	7.999679418254896e-18	7.999679418254898e-18	3.9979403616350727e-16	3.2104540923176895e-22	3.210454092317688e-22	3.986616809822605e-15	3.986616809822606e-15	1.993306643680552e-13	1.9933066436805519e-13	4.485299470658874e-22	4.485299470658874e-22	4.485299470658873e-22	1.599949545565175e-19	7.999656739580075e-18	7.999656739580078e-18	7.602662403620961e-25	4.1683014656004044e-15	4.1683014656004044e-15	7.602662403620961e-25	7.60266240362096e-25	6.947353976555083e-18	6.94735397655508e-18	6.947353976555085e-18	6.94735397655508e-18	4.799808807653214e-15	4.799808807653217e-15	2.398764636889433e-13	1.926273149573952e-19	1.9262731495739517e-19	9.933509233141331e-11	2.6910278456482806e-19	4.5278760951193597e-13
1.0033135010437223e-11	2.684346678327233e-26	1.1823037167320716e-20	1.1823037167320717e-20	7.999487996480364e-18	7.999487996480367e-18	3.997870871279841e-16	3.210339212956358e-22	3.210339212956357e-22	3.986568178453786e-15	3.986568178453787e-15	1.9932823523096662e-13	1.993282352309666e-13	4.561401946608052e-22	4.561401946608052e-22	4.561401946608052e-22	1.5999110726193755e-19	7.999465631157876e-18	7.999465631157879e-18	7.730111087792091e-25	4.190332011755434e-15	4.190332011755434e-15	7.730111087792092e-25	7.730111087792091e-25	6.984069000752397e-18	6.984069000752396e-18	6.984069000752399e-18	6.984069000752396e-18	4.799693938606311e-15	4.799693938606314e-15	2.398722936872642e-13	1.9262042123573314e-19	1.9262042123573316e-19	9.933505748176315e-11	2.736688601397611e-19	4.528251008242627e-13
1.0033017779366636e-11	2.698534134856543e-26	1.1880858039151547e-20	1.1880858039151548e-20	7.999299219568735e-18	7.999299219568736e-18	3.99780234144785e-16	3.2102259222336404e-22	3.210225922233639e-22	3.986520218461834e-15	3.9865202184618355e-15	1.9932583962916362e-13	1.9932583962916362e-13	4.637866756440161e-22	4.63786675644016e-22	4.63786675644016e-22	1.599873131249395e-19	7.999277163265233e-18	7.999277163265237e-18	7.858155102067357e-25	4.212058348928636e-15	4.212058348928636e-15	7.858155102067356e-25	7.858155102067356e-25	7.020277045229776e-18	7.020277045229778e-18	7.020277045229779e-18	7.020277045229776e-18	4.799580656698167e-15	4.799580656698168e-15	2.398681813250267e-13	1.9261362284568559e-19	1.9261362284568566e-19	9.933502311320471e-11	2.7825667676972393e-19	4.5286207457423714e-13
1.0032902166648536e-11	2.712562550334245e-26	1.1937880487794088e-20	1.1937880487794088e-20	7.999113050953892e-18	7.999113050953895e-18	3.997734758842671e-16	3.2101141981500443e-22	3.210114198150043e-22	3.986472920580029e-15	3.98647292058003e-15	1.993234770997726e-13	1.993234770997726e-13	4.7146888273174345e-22	4.714688827317434e-22	4.714688827317434e-22	1.5998357141060977e-19	7.999091299396e-18	7.999091299396002e-18	7.986786110272718e-25	4.233484676439379e-15	4.233484676439379e-15	7.986786110272717e-25	7.986786110272719e-25	7.055985108366235e-18	7.055985108366235e-18	7.055985108366237e-18	7.055985108366235e-18	4.7994689399860546e-15	4.7994689399860546e-15	2.39864125804332e-13	1.9260691846709834e-19	1.9260691846709843e-19	9.933498921909922e-11	2.828659300702948e-19	4.528985379040881e-13
